,who,was,louis,xiv,'s,main,rival,?
stadtholder,0.3303307592868805,0.32380256056785583,0.343837171792984,0.3693986237049103,0.01749451830983162,0.22413581609725952,0.2459113746881485,0.19014941155910492
william,0.32068803906440735,0.28444796800613403,0.3061540722846985,0.1955898255109787,0.00675395829603076,0.08529667556285858,0.14408504962921143,0.14462219178676605
iii,0.1920083463191986,0.22718268632888794,0.25947797298431396,0.43046894669532776,-0.025885440409183502,0.11760600656270981,0.15309745073318481,0.13642357289791107
of,0.2827862501144409,0.4069072902202606,0.22437675297260284,0.2890384793281555,-0.03817026689648628,0.3177044689655304,0.16546274721622467,0.1826142966747284
orange,0.1434134840965271,0.1779351681470871,0.2052377611398697,0.16714021563529968,-0.1160522997379303,0.1407221406698227,0.1735130101442337,0.1066059097647667
",",0.3365725874900818,0.45456063747406006,0.2676180601119995,0.24029164016246796,-0.0016132977325469255,0.2989408075809479,0.16514593362808228,0.31091248989105225
who,0.9999998807907104,0.3318818509578705,0.25727662444114685,0.19429704546928406,0.05599616840481758,0.18417203426361084,0.2481742799282074,0.26220351457595825
later,0.35185644030570984,0.5684447288513184,0.20221716165542603,0.21284747123718262,0.05591587722301483,0.14979666471481323,0.3062123954296112,0.1417175978422165
became,0.2624726891517639,0.6575068235397339,0.24062179028987885,0.18423733115196228,0.0067522358149290085,0.13027729094028473,0.21376295387744904,0.11374033987522125
king,0.24555552005767822,0.27377256751060486,0.3249725103378296,0.39147526025772095,-0.002494113054126501,0.11112038046121597,0.23099826276302338,0.19130074977874756
of,0.2827862501144409,0.4069072902202606,0.22437675297260284,0.2890384793281555,-0.03817026689648628,0.3177044689655304,0.16546274721622467,0.1826142966747284
england,0.23733465373516083,0.2656741440296173,0.25916823744773865,0.24353531002998352,-0.056369803845882416,0.12802670896053314,0.1823306530714035,0.13436897099018097
",",0.3365725874900818,0.45456063747406006,0.2676180601119995,0.24029164016246796,-0.0016132977325469255,0.2989408075809479,0.16514593362808228,0.31091248989105225
emerged,0.15811970829963684,0.2794249355792999,0.061204150319099426,0.05602659657597542,-0.004459358751773834,0.14987817406654358,0.24336455762386322,0.10732126981019974
as,0.3923053741455078,0.3677520453929901,0.17105039954185486,0.17486225068569183,-0.05775856226682663,0.25940921902656555,0.14541713893413544,0.27043893933296204
the,0.3733934462070465,0.48711544275283813,0.22078758478164673,0.24956288933753967,-0.01540423184633255,0.38631999492645264,0.2149961143732071,0.22068053483963013
strongest,0.22534219920635223,0.2771196961402893,0.17542678117752075,0.155674546957016,0.047782525420188904,0.2351764738559723,0.2895924150943756,0.14222878217697144
opponent,0.2480897456407547,0.23091039061546326,0.13847047090530396,0.1642124503850937,0.048683322966098785,0.16854603588581085,0.2587782144546509,0.17604640126228333
of,0.2827862501144409,0.4069072902202606,0.22437675297260284,0.2890384793281555,-0.03817026689648628,0.3177044689655304,0.16546274721622467,0.1826142966747284
king,0.24555552005767822,0.27377256751060486,0.3249725103378296,0.39147526025772095,-0.002494113054126501,0.11112038046121597,0.23099826276302338,0.19130074977874756
louis,0.25727662444114685,0.28063738346099854,1.0000001192092896,0.585145115852356,0.06499256193637848,0.11386920511722565,0.06616698950529099,0.09819188714027405
xiv,0.19429704546928406,0.2787119150161743,0.585145115852356,0.9999998807907104,0.005003891419619322,0.10109041631221771,0.15453992784023285,0.19533176720142365
after,0.32549580931663513,0.49306565523147583,0.1678292155265808,0.17403919994831085,-0.055672239512205124,0.22158725559711456,0.2869482636451721,0.16608688235282898
the,0.3733934462070465,0.48711544275283813,0.22078758478164673,0.24956288933753967,-0.01540423184633255,0.38631999492645264,0.2149961143732071,0.22068053483963013
french,0.2756427824497223,0.2523815333843231,0.4014277458190918,0.28597086668014526,0.0634014755487442,0.1381266862154007,0.08526957780122757,0.1386883556842804
attacked,0.27659302949905396,0.28015604615211487,0.17552445828914642,0.18501164019107819,-0.07133986800909042,0.17589320242404938,0.22755077481269836,0.08601678907871246
the,0.3733934462070465,0.48711544275283813,0.22078758478164673,0.24956288933753967,-0.01540423184633255,0.38631999492645264,0.2149961143732071,0.22068053483963013
dutch,0.25214898586273193,0.2182149887084961,0.20733150839805603,0.16471515595912933,0.08659562468528748,0.14589114487171173,0.0849648267030716,0.1081366017460823
republic,0.1744387000799179,0.21385665237903595,0.14755064249038696,0.1712326556444168,0.018712162971496582,0.1864895224571228,0.11181172728538513,0.16880398988723755
in,0.2792111933231354,0.45514053106307983,0.2117311805486679,0.20836922526359558,-0.037580832839012146,0.28862449526786804,0.17891286313533783,0.20430970191955566
1672,-0.05548512190580368,0.06971510499715805,0.042283639311790466,0.1999490112066269,0.03320857882499695,-0.005285252351313829,-0.04905848205089569,-0.016871925443410873
.,0.3541337847709656,0.40146201848983765,0.259149432182312,0.23903855681419373,-0.003708066651597619,0.31122034788131714,0.14835117757320404,0.4130953550338745
