,what,was,the,name,of,the,battle,that,marked,the,first,confederate,win,in,florida,?
though,0.4089210331439972,0.34332048892974854,0.38776206970214844,0.22414223849773407,0.37307101488113403,0.38776206970214844,0.17812195420265198,0.5324916243553162,0.23100700974464417,0.38776206970214844,0.270846962928772,0.21187199652194977,0.16880598664283752,0.3193182945251465,0.1904478669166565,0.3188856542110443
no,0.339326947927475,0.19955526292324066,0.3461136817932129,0.21853291988372803,0.24809792637825012,0.3461136817932129,0.08788913488388062,0.41830796003341675,0.24559473991394043,0.3461136817932129,0.24302206933498383,0.1513170599937439,0.14706465601921082,0.24372287094593048,0.07911182940006256,0.32165053486824036
battles,0.20100295543670654,0.2371089905500412,0.32478782534599304,0.11381892114877701,0.25613051652908325,0.32478782534599304,0.7853362560272217,0.17970022559165955,0.25070470571517944,0.32478782534599304,0.2517905533313751,0.3648279011249542,0.3083381950855255,0.3188844323158264,0.10539096593856812,0.18091581761837006
were,0.22298263013362885,0.590133786201477,0.3906462490558624,0.1580192744731903,0.34038281440734863,0.3906462490558624,0.23233242332935333,0.35517072677612305,0.3136773407459259,0.3906462490558624,0.3285558819770813,0.26533013582229614,0.20955902338027954,0.3815755248069763,0.14142651855945587,0.17890112102031708
fought,0.17720700800418854,0.3444228172302246,0.30367159843444824,0.14989575743675232,0.26073968410491943,0.30367159843444824,0.6739098429679871,0.17489901185035706,0.29001379013061523,0.30367159843444824,0.22680120170116425,0.39763233065605164,0.31420135498046875,0.27511686086654663,0.13928861916065216,0.15288178622722626
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.24353940784931183,0.435920387506485,0.3058924674987793,0.6662389636039734,0.4127444326877594,0.21407538652420044,0.2503834664821625,1.0,0.2330404818058014,0.20430970191955566
jacksonville,0.14578714966773987,0.2742757201194763,0.2176690250635147,0.1122477576136589,0.23084138333797455,0.2176690250635147,0.17926530539989471,0.20063675940036774,0.1837526261806488,0.2176690250635147,0.2168712168931961,0.36438611149787903,0.1850157082080841,0.22147351503372192,0.568950355052948,0.1359667330980301
proper,0.3295817971229553,0.13788238167762756,0.3680674135684967,0.24818341434001923,0.3278234004974365,0.3680674135684967,0.05155154690146446,0.32993730902671814,0.246917724609375,0.3680674135684967,0.2584863007068634,0.18049678206443787,0.10746721923351288,0.23365779221057892,0.05557573214173317,0.2291053831577301
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.23037992417812347,0.4137537479400635,0.2669837772846222,0.4933079481124878,0.34503069519996643,0.21749745309352875,0.2999197840690613,0.5201468467712402,0.21896368265151978,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2820790410041809,0.5473989248275757,0.36085957288742065,1.0,0.49448907375335693,0.24595312774181366,0.28308698534965515,0.6662389636039734,0.24091358482837677,0.22068053483963013
city,0.17493832111358643,0.3188765048980713,0.35769423842430115,0.22892655432224274,0.32503411173820496,0.35769423842430115,0.2568034827709198,0.183757483959198,0.15578925609588623,0.35769423842430115,0.20456640422344208,0.21268567442893982,0.19820645451545715,0.3911624252796173,0.26083460450172424,0.13423943519592285
changed,0.2667781710624695,0.3462000787258148,0.351829469203949,0.4129335880279541,0.3099449872970581,0.351829469203949,0.12182167172431946,0.3627825379371643,0.30439355969429016,0.351829469203949,0.29254838824272156,0.1534685343503952,0.19000859558582306,0.292167991399765,0.13012056052684784,0.21123318374156952
hands,0.18854674696922302,0.19852744042873383,0.27627843618392944,0.06461566686630249,0.24988210201263428,0.27627843618392944,0.23605665564537048,0.2700674831867218,0.16839459538459778,0.27627843618392944,0.2144928127527237,0.18544141948223114,0.2366788536310196,0.18708239495754242,0.10191857814788818,0.18784376978874207
several,0.22446060180664062,0.25396689772605896,0.40559855103492737,0.18625035881996155,0.3271615505218506,0.40559855103492737,0.17649424076080322,0.40009650588035583,0.19791549444198608,0.40559855103492737,0.2748492956161499,0.2131858766078949,0.11343864351511002,0.39405709505081177,0.18747690320014954,0.15595775842666626
times,0.21414996683597565,0.2859917879104614,0.29093852639198303,0.19941937923431396,0.24352745711803436,0.29093852639198303,0.13128626346588135,0.2866678833961487,0.18913650512695312,0.29093852639198303,0.2957541346549988,0.09377333521842957,0.21054279804229736,0.2427823841571808,0.17718975245952606,0.18880689144134521
between,0.2462156116962433,0.24048170447349548,0.39067012071609497,0.09606724977493286,0.3737983703613281,0.39067012071609497,0.20428906381130219,0.299440860748291,0.2596495449542999,0.39067012071609497,0.2911831736564636,0.13142213225364685,0.15428626537322998,0.41100412607192993,0.15031421184539795,0.12887074053287506
union,0.1396910548210144,0.23276571929454803,0.24421639740467072,0.1095690131187439,0.2642118036746979,0.24421639740467072,0.22924955189228058,0.17320044338703156,0.11593975126743317,0.24421639740467072,0.17611145973205566,0.4943378269672394,0.22450265288352966,0.22726479172706604,0.12978066504001617,0.07797172665596008
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.15482768416404724,0.4731321930885315,0.2419077605009079,0.5171257257461548,0.3167642652988434,0.2116209715604782,0.25380003452301025,0.4954058527946472,0.22456413507461548,0.20544172823429108
confederate,0.1444343775510788,0.2674351930618286,0.24595312774181366,0.11525216698646545,0.22236056625843048,0.24595312774181366,0.4085182547569275,0.20217256247997284,0.22923031449317932,0.24595312774181366,0.21467605233192444,1.0,0.23576946556568146,0.21407538652420044,0.20572833716869354,0.15273870527744293
forces,0.2112482488155365,0.22620010375976562,0.3134811818599701,0.10502156615257263,0.3090144991874695,0.3134811818599701,0.46557727456092834,0.24199660122394562,0.1874084174633026,0.3134811818599701,0.20469938218593597,0.4466829299926758,0.15016058087348938,0.2565164566040039,0.14240586757659912,0.16984491050243378
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.1661834716796875,0.4460422694683075,0.21013976633548737,0.5934505462646484,0.4345304071903229,0.26885682344436646,0.25577837228775024,0.5591574311256409,0.23988212645053864,0.4130953550338745
,what,was,the,name,of,the,battle,that,marked,the,first,confederate,win,in,florida,?
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2820790410041809,0.5473989248275757,0.36085957288742065,1.0,0.49448907375335693,0.24595312774181366,0.28308698534965515,0.6662389636039734,0.24091358482837677,0.22068053483963013
skirmish,0.1893695592880249,0.29413729906082153,0.32241421937942505,0.11847150325775146,0.23413723707199097,0.32241421937942505,0.4439959228038788,0.20420461893081665,0.3346015512943268,0.32241421937942505,0.22122973203659058,0.5703213214874268,0.21368910372257233,0.2854888141155243,0.17674027383327484,0.16158317029476166
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.2291749268770218,0.41498205065727234,0.3172365128993988,0.733189046382904,0.3536086082458496,0.22236056625843048,0.18048720061779022,0.5696388483047485,0.2330869883298874,0.1826142966747284
