,what,is,the,earliest,known,movie,featuring,scenes,filmed,outdoors,in,newcastle,?
the,0.42745697498321533,0.5823672413825989,1.0,0.32825469970703125,0.3624623417854309,0.2636405825614929,0.21340800821781158,0.25766557455062866,0.2799699008464813,0.23357263207435608,0.6662389636039734,0.2253497689962387,0.22068053483963013
earliest,0.23163363337516785,0.22056961059570312,0.32825469970703125,1.0,0.3454912602901459,0.17435666918754578,0.13447532057762146,0.19842925667762756,0.14780296385288239,0.18659526109695435,0.3064194619655609,0.1181604340672493,0.139415442943573
known,0.20381177961826324,0.41921812295913696,0.3624623417854309,0.3454912602901459,1.0,0.18586216866970062,0.17816583812236786,0.1443776786327362,0.20142948627471924,0.21196556091308594,0.32641831040382385,0.14520376920700073,0.18314571678638458
movie,0.19373337924480438,0.24913504719734192,0.2636405825614929,0.17435666918754578,0.18586216866970062,1.0,0.27987271547317505,0.3743892014026642,0.5288467407226562,0.18225668370723724,0.2507663369178772,0.16673748195171356,0.18408656120300293
featuring,0.18412666022777557,0.11950069665908813,0.21340800821781158,0.13447532057762146,0.17816583812236786,0.27987271547317505,1.0000001192092896,0.28991222381591797,0.30452218651771545,0.22294463217258453,0.1888517439365387,0.043040577322244644,0.24838131666183472
some,0.4491020441055298,0.3038453459739685,0.4566698372364044,0.39322254061698914,0.29982712864875793,0.15442728996276855,0.20101158320903778,0.288154661655426,0.2035960853099823,0.3887697458267212,0.4010399878025055,0.15282872319221497,0.2562315762042999
exterior,0.1873418539762497,0.08397811651229858,0.24049440026283264,0.10862066596746445,0.05677645280957222,0.0619523748755455,0.1461443305015564,0.2686479091644287,0.24924474954605103,0.26439541578292847,0.1416965276002884,0.21187560260295868,0.10013534873723984
scenes,0.2232203632593155,0.1306147277355194,0.25766557455062866,0.19842925667762756,0.1443776786327362,0.3743892014026642,0.28991222381591797,1.0000001192092896,0.46157780289649963,0.37682604789733887,0.20784160494804382,0.0899258628487587,0.1263595074415207
filmed,0.16028854250907898,0.17649951577186584,0.2799699008464813,0.14780296385288239,0.20142948627471924,0.5288467407226562,0.30452218651771545,0.46157780289649963,1.0,0.2537837624549866,0.314756840467453,0.21211393177509308,0.12269312888383865
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.3064194619655609,0.32641831040382385,0.2507663369178772,0.1888517439365387,0.20784160494804382,0.314756840467453,0.25719359517097473,1.0,0.19270820915699005,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.32825469970703125,0.3624623417854309,0.2636405825614929,0.21340800821781158,0.25766557455062866,0.2799699008464813,0.23357263207435608,0.6662389636039734,0.2253497689962387,0.22068053483963013
city,0.17493832111358643,0.3186660706996918,0.35769423842430115,0.10135016590356827,0.20357060432434082,0.2706395089626312,0.111026331782341,0.13202247023582458,0.27183523774147034,0.1540403515100479,0.3911624252796173,0.32860881090164185,0.13423943519592285
is,0.28837618231773376,1.0,0.5823672413825989,0.22056961059570312,0.41921812295913696,0.24913504719734192,0.11950069665908813,0.1306147277355194,0.17649951577186584,0.18879647552967072,0.5394441485404968,0.1841045320034027,0.22961433231830597
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.15331754088401794,0.19541868567466736,0.2304898053407669,0.24591706693172455,0.19499392807483673,0.26202404499053955,0.28763002157211304,0.46853652596473694,0.1698579639196396,0.2714994251728058
the,0.42745697498321533,0.5823672413825989,1.0,0.32825469970703125,0.3624623417854309,0.2636405825614929,0.21340800821781158,0.25766557455062866,0.2799699008464813,0.23357263207435608,0.6662389636039734,0.2253497689962387,0.22068053483963013
night,0.20251014828681946,0.17660148441791534,0.2817382514476776,0.15155211091041565,0.22006262838840485,0.25532758235931396,0.2558436989784241,0.297995924949646,0.25582993030548096,0.33734235167503357,0.24847309291362762,0.11292102187871933,0.13794848322868347
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.33267632126808167,0.35814476013183594,0.2027330845594406,0.1792638599872589,0.22366395592689514,0.19801081717014313,0.19781285524368286,0.5696388483047485,0.18781472742557526,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.32825469970703125,0.3624623417854309,0.2636405825614929,0.21340800821781158,0.25766557455062866,0.2799699008464813,0.23357263207435608,0.6662389636039734,0.2253497689962387,0.22068053483963013
fire,0.19359004497528076,0.20205499231815338,0.2911929488182068,0.08915860950946808,0.1484881341457367,0.1948675811290741,0.16882435977458954,0.15917736291885376,0.18836933374404907,0.2338046282529831,0.2514701783657074,0.17867323756217957,0.14396874606609344
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.1286110132932663,0.2843264043331146,0.25030237436294556,0.25943523645401,0.1316797435283661,0.12269735336303711,0.14975377917289734,0.3087427020072937,0.13896974921226501,0.40561532974243164
1939,0.11055738478899002,0.1788119077682495,0.3322303593158722,0.05223457142710686,0.0821840837597847,-0.03534885123372078,-0.11756245791912079,0.005418518558144569,0.006465822923928499,0.09646732360124588,0.23226740956306458,0.13663651049137115,-0.0777229517698288
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.15125347673892975,0.297453910112381,0.27831876277923584,0.2310769259929657,0.1271899789571762,0.1381477266550064,0.1753046214580536,0.3326910734176636,0.15254424512386322,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.20733466744422913,0.3604377806186676,0.2886425256729126,0.23595236241817474,0.2374778389930725,0.2622336447238922,0.25587788224220276,0.5201468467712402,0.251589834690094,0.31091248989105225
though,0.4089210331439972,0.3265945613384247,0.38776206970214844,0.2542153298854828,0.2840145528316498,0.2285352200269699,0.12170200794935226,0.24345313012599945,0.23441939055919647,0.2855930030345917,0.3193182945251465,0.16511303186416626,0.3188856542110443
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.1959538608789444,0.24461808800697327,0.2365020364522934,0.19083385169506073,0.17148838937282562,0.21512371301651,0.217885822057724,0.370934396982193,0.1767825335264206,0.17966607213020325
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2148319035768509,0.3468935489654541,0.27676329016685486,0.25851142406463623,0.2411220669746399,0.21958911418914795,0.35675930976867676,0.4954058527946472,0.20204751193523407,0.20544172823429108
large,0.2017821967601776,0.2971126437187195,0.3828733265399933,0.24782045185565948,0.24581857025623322,0.14460539817810059,0.19547277688980103,0.22468940913677216,0.18436530232429504,0.3149526119232178,0.2841601073741913,0.1500018686056137,0.1355665624141693
the,0.42745697498321533,0.5823672413825989,1.0,0.32825469970703125,0.3624623417854309,0.2636405825614929,0.21340800821781158,0.25766557455062866,0.2799699008464813,0.23357263207435608,0.6662389636039734,0.2253497689962387,0.22068053483963013
action,0.30170392990112305,0.20976395905017853,0.28415048122406006,0.13793566823005676,0.12425263971090317,0.24271199107170105,0.19300322234630585,0.23069828748703003,0.1699206382036209,0.16292081773281097,0.22362500429153442,0.1334608644247055,0.250188946723938
is,0.28837618231773376,1.0,0.5823672413825989,0.22056961059570312,0.41921812295913696,0.24913504719734192,0.11950069665908813,0.1306147277355194,0.17649951577186584,0.18879647552967072,0.5394441485404968,0.1841045320034027,0.22961433231830597
studio-bound,0.2421620786190033,0.29559728503227234,0.35407334566116333,0.18497741222381592,0.23730804026126862,0.4253823757171631,0.35074251890182495,0.3278229534626007,0.5031115412712097,0.2941854000091553,0.345824271440506,0.26163482666015625,0.23699478805065155
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.21521835029125214,0.283290296792984,0.25674229860305786,0.16198691725730896,0.1965261995792389,0.2177378088235855,0.23554067313671112,0.5591574311256409,0.2714749276638031,0.4130953550338745
