,what,other,compensation,did,tesla,get,from,westinghouse,?
starting,0.25271084904670715,0.25348249077796936,0.12300825864076614,0.22911779582500458,0.16263578832149506,0.2165054976940155,0.28981271386146545,0.2648516893386841,0.19133803248405457
in,0.30808621644973755,0.39989137649536133,0.17731177806854248,0.2593238651752472,0.17097744345664978,0.24899829924106598,0.4274188280105591,0.2579890191555023,0.20430970191955566
1934,-0.16851544380187988,-0.02377958968281746,-0.02288074605166912,-0.07294992357492447,-0.04413159564137459,-0.07829716801643372,0.11670169234275818,0.023737946525216103,-0.21139533817768097
",",0.3087472915649414,0.4446498453617096,0.24930427968502045,0.3015086054801941,0.20599327981472015,0.2926318049430847,0.39760664105415344,0.277236670255661,0.31091248989105225
the,0.42745697498321533,0.44152235984802246,0.24913841485977173,0.34736719727516174,0.1324402391910553,0.29667025804519653,0.40150508284568787,0.3101098835468292,0.22068053483963013
westinghouse,0.16126319766044617,0.22306272387504578,0.22215230762958527,0.1608617752790451,0.35764777660369873,0.1446375846862793,0.2171432226896286,0.9999999403953552,0.17307911813259125
electric,0.15451551973819733,0.1642848402261734,0.21354086697101593,0.12459144741296768,0.3824412524700165,0.12039496749639511,0.1910351812839508,0.4146316647529602,0.15674720704555511
&,0.11141876131296158,0.14744198322296143,0.15260498225688934,0.160298690199852,0.12341691553592682,0.12029493600130081,0.14301162958145142,0.19122982025146484,0.12596383690834045
manufacturing,0.1945977807044983,0.24112552404403687,0.2525869607925415,0.16252703964710236,0.350337952375412,0.1459563821554184,0.14482352137565613,0.3919288218021393,0.11596895009279251
company,0.2333769053220749,0.19750505685806274,0.25806641578674316,0.16800642013549805,0.23045730590820312,0.12356320768594742,0.1728876233100891,0.35389670729637146,0.12195809185504913
began,0.1665823757648468,0.2022596150636673,0.1435990184545517,0.4415510594844818,0.10105416923761368,0.08827182650566101,0.2095840871334076,0.2745552659034729,0.1370266228914261
paying,0.3108534514904022,0.2797281742095947,0.41819900274276733,0.3033193349838257,0.18885833024978638,0.3571126163005829,0.21169820427894592,0.2033509612083435,0.2138732671737671
tesla,0.23221199214458466,0.11896419525146484,0.22821280360221863,0.09757418930530548,0.9999999403953552,0.11516023427248001,0.10324860364198685,0.35764777660369873,0.10250775516033173
$,0.24858909845352173,0.15112794935703278,0.38509565591812134,0.23203131556510925,0.23458653688430786,0.26937809586524963,0.10954198986291885,0.1781255006790161,0.2786129117012024
125,0.12798967957496643,0.16978085041046143,0.15674322843551636,0.19705045223236084,0.14831168949604034,0.17191974818706512,0.09925620257854462,0.1643674671649933,0.10056028515100479
per,0.21384303271770477,0.22595815360546112,0.22806499898433685,0.14237605035305023,0.2078201323747635,0.21317319571971893,0.2311413735151291,0.13784749805927277,0.22323818504810333
month,0.21444633603096008,0.18033680319786072,0.14578673243522644,0.19685830175876617,0.1450187712907791,0.21727852523326874,0.17083653807640076,0.08289103209972382,0.23961511254310608
as,0.31749409437179565,0.42805421352386475,0.24428492784500122,0.3596470057964325,0.10285310447216034,0.2830592393875122,0.3251767158508301,0.2717971205711365,0.27043893933296204
well,0.4154493808746338,0.46553051471710205,0.1751352846622467,0.4341743588447571,0.10719963163137436,0.3282924294471741,0.31084778904914856,0.23415882885456085,0.24815571308135986
as,0.31749409437179565,0.42805421352386475,0.24428492784500122,0.3596470057964325,0.10285310447216034,0.2830592393875122,0.3251767158508301,0.2717971205711365,0.27043893933296204
paying,0.3108534514904022,0.2797281742095947,0.41819900274276733,0.3033193349838257,0.18885833024978638,0.3571126163005829,0.21169820427894592,0.2033509612083435,0.2138732671737671
his,0.26976513862609863,0.23453344404697418,0.24221108853816986,0.3546801507472992,0.1580733060836792,0.24320417642593384,0.3195365369319916,0.2343376725912094,0.18075084686279297
rent,0.1816001832485199,0.22052401304244995,0.37145060300827026,0.1384657621383667,0.12543722987174988,0.29766029119491577,0.16809001564979553,0.2855514585971832,0.1613055318593979
at,0.2838611304759979,0.24329762160778046,0.15846821665763855,0.28390252590179443,0.16552478075027466,0.24260355532169342,0.3447161316871643,0.24553091824054718,0.21978627145290375
the,0.42745697498321533,0.44152235984802246,0.24913841485977173,0.34736719727516174,0.1324402391910553,0.29667025804519653,0.40150508284568787,0.3101098835468292,0.22068053483963013
hotel,0.12076243758201599,0.12534932792186737,0.18793728947639465,0.17199647426605225,0.11258964985609055,0.20350363850593567,0.1493190973997116,0.24821703135967255,0.05846213921904564
new,0.2130378633737564,0.2957918047904968,0.16935214400291443,0.227974995970726,0.15999311208724976,0.25487709045410156,0.3360432982444763,0.26577332615852356,0.14782847464084625
yorker,0.19945427775382996,0.17128780484199524,0.17295265197753906,0.1377638429403305,0.1643785536289215,0.17070049047470093,0.1829438954591751,0.2887769341468811,0.24605333805084229
",",0.3087472915649414,0.4446498453617096,0.24930427968502045,0.3015086054801941,0.20599327981472015,0.2926318049430847,0.39760664105415344,0.277236670255661,0.31091248989105225
expenses,0.21653853356838226,0.2747305929660797,0.519238293170929,0.2799142897129059,0.15238986909389496,0.31592971086502075,0.22848854959011078,0.29644516110420227,0.1254362016916275
the,0.42745697498321533,0.44152235984802246,0.24913841485977173,0.34736719727516174,0.1324402391910553,0.29667025804519653,0.40150508284568787,0.3101098835468292,0.22068053483963013
company,0.2333769053220749,0.19750505685806274,0.25806641578674316,0.16800642013549805,0.23045730590820312,0.12356320768594742,0.1728876233100891,0.35389670729637146,0.12195809185504913
would,0.45766422152519226,0.37565508484840393,0.35797378420829773,0.6268245577812195,0.14290116727352142,0.42412707209587097,0.26231399178504944,0.14934711158275604,0.37178951501846313
pay,0.2870062291622162,0.2491520196199417,0.4497583508491516,0.29416757822036743,0.2275732159614563,0.34593427181243896,0.19024398922920227,0.19123296439647675,0.19821009039878845
for,0.3017193675041199,0.3273986279964447,0.2912580370903015,0.318512886762619,0.13983871042728424,0.342695415019989,0.314039945602417,0.25690075755119324,0.264628142118454
the,0.42745697498321533,0.44152235984802246,0.24913841485977173,0.34736719727516174,0.1324402391910553,0.29667025804519653,0.40150508284568787,0.3101098835468292,0.22068053483963013
rest,0.35225364565849304,0.3808116614818573,0.2101874202489853,0.2655303180217743,0.09777440130710602,0.3123689889907837,0.25913378596305847,0.22468052804470062,0.1725541204214096
of,0.33290785551071167,0.38583824038505554,0.29549533128738403,0.2513895630836487,0.18837453424930573,0.26628199219703674,0.4249346852302551,0.28119996190071106,0.1826142966747284
tesla,0.23221199214458466,0.11896419525146484,0.22821280360221863,0.09757418930530548,0.9999999403953552,0.11516023427248001,0.10324860364198685,0.35764777660369873,0.10250775516033173
's,0.02692362666130066,0.04445967823266983,0.04892861470580101,0.05069678649306297,0.06449045985937119,-0.031001994386315346,-0.01936490088701248,-0.008012998849153519,-0.023395681753754616
life,0.24693015217781067,0.2566147446632385,0.2603064775466919,0.22298283874988556,0.07371766865253448,0.2385694831609726,0.17661170661449432,0.20449760556221008,0.21677987277507782
.,0.3567904531955719,0.41511186957359314,0.21346372365951538,0.35288307070732117,0.17949827015399933,0.39392393827438354,0.41536515951156616,0.3097001910209656,0.4130953550338745
