,which,wireless,company,had,exclusive,streaming,rights,on,mobile,phones,?
due,0.26323074102401733,0.1674540936946869,0.09378247708082199,0.24372361600399017,0.18788014352321625,0.27124980092048645,0.13999062776565552,0.3553527891635895,0.1362721025943756,0.14037799835205078,0.10954997688531876
to,0.5345056653022766,0.26774564385414124,0.24903783202171326,0.37984350323677063,0.2829204797744751,0.27191177010536194,0.2570022940635681,0.41031414270401,0.18712052702903748,0.2380242794752121,0.29463258385658264
verizon,0.23696771264076233,0.44369569420814514,0.38157108426094055,0.1613052636384964,0.3071518838405609,0.389005571603775,0.3011949062347412,0.27186712622642517,0.341983824968338,0.3730786442756653,0.17554552853107452
communications,0.2752927243709564,0.5712372064590454,0.30990004539489746,0.19199532270431519,0.2502639889717102,0.3866192698478699,0.3114977180957794,0.2067214697599411,0.3655378222465515,0.517825722694397,0.09561901539564133
exclusivity,0.36230313777923584,0.2940472662448883,0.2577248215675354,0.18812990188598633,0.8499169945716858,0.31835877895355225,0.3369029462337494,0.30348527431488037,0.16079197824001312,0.2418137788772583,0.16407433152198792
",",0.3658004403114319,0.2685069143772125,0.2697763442993164,0.35487717390060425,0.23556703329086304,0.2369975447654724,0.2595706284046173,0.49057599902153015,0.2336195558309555,0.21309082210063934,0.31091248989105225
streaming,0.35208848118782043,0.4411975145339966,0.21465709805488586,0.14076487720012665,0.3514445126056671,0.9999998807907104,0.13989266753196716,0.320134699344635,0.28639838099479675,0.33770138025283813,0.19690081477165222
on,0.4245251417160034,0.23828737437725067,0.23664942383766174,0.36692994832992554,0.3024895489215851,0.320134699344635,0.22401921451091766,0.9999999403953552,0.2281070202589035,0.19611085951328278,0.2714994251728058
smartphones,0.28524547815322876,0.5781135559082031,0.3020176291465759,0.1832474321126938,0.266627699136734,0.40092864632606506,0.20174749195575714,0.21007202565670013,0.5469534397125244,0.8333446383476257,0.23329822719097137
was,0.2830964922904968,0.1810203492641449,0.2293137013912201,0.5927209258079529,0.19736793637275696,0.1671280711889267,0.19272007048130035,0.3909217119216919,0.16443876922130585,0.16566155850887299,0.18412111699581146
only,0.5654799342155457,0.26584863662719727,0.1699202060699463,0.3839550316333771,0.327400803565979,0.2764362394809723,0.20565758645534515,0.38586410880088806,0.2616855502128601,0.3062189817428589,0.2767370045185089
provided,0.26667746901512146,0.2520942687988281,0.22792533040046692,0.30480554699897766,0.24830274283885956,0.27596989274024963,0.24451741576194763,0.24629086256027222,0.2587030827999115,0.22746437788009644,0.16893617808818817
to,0.5345056653022766,0.26774564385414124,0.24903783202171326,0.37984350323677063,0.2829204797744751,0.27191177010536194,0.2570022940635681,0.41031414270401,0.18712052702903748,0.2380242794752121,0.29463258385658264
verizon,0.23696771264076233,0.44369569420814514,0.38157108426094055,0.1613052636384964,0.3071518838405609,0.389005571603775,0.3011949062347412,0.27186712622642517,0.341983824968338,0.3730786442756653,0.17554552853107452
wireless,0.31771835684776306,1.0,0.2722821533679962,0.13266830146312714,0.3095913827419281,0.4411975145339966,0.21612748503684998,0.23828737437725067,0.4470027983188629,0.5513677597045898,0.08461163192987442
customers,0.24059362709522247,0.36041244864463806,0.3804663419723511,0.29034623503685,0.3464600741863251,0.3146645128726959,0.22506549954414368,0.18067432940006256,0.27586305141448975,0.43885791301727295,0.203953355550766
via,0.2865810990333557,0.35776132345199585,0.17704147100448608,0.09798664599657059,0.24590729176998138,0.3805100917816162,0.18972790241241455,0.29968157410621643,0.2535380721092224,0.2387612760066986,0.19443516433238983
the,0.6521818041801453,0.2474355399608612,0.26591673493385315,0.3875846862792969,0.2746652066707611,0.25890758633613586,0.2579100430011749,0.5107308030128479,0.22962960600852966,0.19289788603782654,0.22068053483963013
nfl,0.1353975087404251,0.24229080975055695,0.19450989365577698,0.17032240331172943,0.17118960618972778,0.2345309555530548,0.1419093906879425,0.18523651361465454,0.22371718287467957,0.2016931176185608,0.10610254108905792
mobile,0.26005467772483826,0.4470027983188629,0.2543603181838989,0.19613777101039886,0.19236449897289276,0.28639838099479675,0.16624368727207184,0.2281070202589035,1.0,0.6548705101013184,0.15319456160068512
service,0.25458550453186035,0.350693941116333,0.265422523021698,0.15062880516052246,0.247248575091362,0.3720870912075043,0.17574411630630493,0.21384719014167786,0.2808193564414978,0.26155591011047363,0.1676298975944519
.,0.45942068099975586,0.21385128796100616,0.266353577375412,0.37348684668540955,0.18232157826423645,0.23782236874103546,0.24957291781902313,0.49257001280784607,0.2596445083618164,0.22880391776561737,0.4130953550338745
