,from,what,mission,and,onward,were,the,dsms,awarded,?
the,0.40150508284568787,0.42745697498321533,0.22673439979553223,0.5171257257461548,0.3490128517150879,0.3906462490558624,1.0,0.23437172174453735,0.24971646070480347,0.22068053483963013
medals,0.15069955587387085,0.15128861367702484,0.1328265368938446,0.2282160520553589,0.12728874385356903,0.23993152379989624,0.2405172437429428,0.2836768627166748,0.5340951085090637,0.14154797792434692
were,0.29991888999938965,0.22298263013362885,0.16210246086120605,0.42175528407096863,0.35289764404296875,1.0000001192092896,0.3906462490558624,0.2957186698913574,0.1946011483669281,0.17890112102031708
awarded,0.19907185435295105,0.0973663404583931,0.23192539811134338,0.20351465046405792,0.16854530572891235,0.1946011483669281,0.24971646070480347,0.2019461989402771,1.0,0.1431703418493271
posthumously,0.15859048068523407,0.16169004142284393,0.15359918773174286,0.13505162298679352,0.16664385795593262,0.267459899187088,0.2437174916267395,0.2846904993057251,0.5226993560791016,0.19097557663917542
to,0.4069952368736267,0.455847829580307,0.26700642704963684,0.48971283435821533,0.2558649182319641,0.31913647055625916,0.535392165184021,0.2502994239330292,0.17180772125720978,0.29463258385658264
grissom,0.22907675802707672,0.13937507569789886,0.31001657247543335,0.28670743107795715,0.1421460509300232,0.2162122130393982,0.23234018683433533,0.14910855889320374,0.23862646520137787,0.20562298595905304
",",0.39760664105415344,0.3087472915649414,0.21226151287555695,0.6633074283599854,0.22423750162124634,0.36755475401878357,0.4933079481124878,0.24340146780014038,0.2723027765750885,0.31091248989105225
white,0.17180411517620087,0.1410645991563797,0.07619033753871918,0.2696375846862793,0.13106769323349,0.20375953614711761,0.25492873787879944,0.1617044359445572,0.15797322988510132,0.124679796397686
",",0.39760664105415344,0.3087472915649414,0.21226151287555695,0.6633074283599854,0.22423750162124634,0.36755475401878357,0.4933079481124878,0.24340146780014038,0.2723027765750885,0.31091248989105225
and,0.3601827025413513,0.31309178471565247,0.16932862997055054,1.0,0.2675301730632782,0.42175528407096863,0.5171257257461548,0.27688321471214294,0.20351465046405792,0.20544172823429108
chaffee,0.19420459866523743,0.2119944542646408,0.2674466371536255,0.34135451912879944,0.12255638837814331,0.25871506333351135,0.2939971685409546,0.19052699208259583,0.18259258568286896,0.2570136785507202
in,0.4274188280105591,0.30808621644973755,0.2224319875240326,0.4954058527946472,0.25544047355651855,0.3815755248069763,0.6662389636039734,0.23398107290267944,0.25735601782798767,0.20430970191955566
1969,0.1519300937652588,0.17037658393383026,0.11890547722578049,0.21076583862304688,0.10072843730449677,0.22781121730804443,0.22767919301986694,0.19617575407028198,0.30919185280799866,0.19860808551311493
",",0.39760664105415344,0.3087472915649414,0.21226151287555695,0.6633074283599854,0.22423750162124634,0.36755475401878357,0.4933079481124878,0.24340146780014038,0.2723027765750885,0.31091248989105225
then,0.3597400188446045,0.4072686731815338,0.1898879110813141,0.4372139573097229,0.26581838726997375,0.23886403441429138,0.4297412931919098,0.12239595502614975,0.14918887615203857,0.2884598970413208
to,0.4069952368736267,0.455847829580307,0.26700642704963684,0.48971283435821533,0.2558649182319641,0.31913647055625916,0.535392165184021,0.2502994239330292,0.17180772125720978,0.29463258385658264
the,0.40150508284568787,0.42745697498321533,0.22673439979553223,0.5171257257461548,0.3490128517150879,0.3906462490558624,1.0,0.23437172174453735,0.24971646070480347,0.22068053483963013
crews,0.1823665350675583,0.14378176629543304,0.27716270089149475,0.3280293345451355,0.2342410385608673,0.321278840303421,0.19271017611026764,0.26080167293548584,0.15763942897319794,0.11821021884679794
of,0.4249346852302551,0.33290785551071167,0.20170781016349792,0.5116966962814331,0.2890693247318268,0.34038281440734863,0.733189046382904,0.2509913444519043,0.2630610167980194,0.1826142966747284
all,0.2866387963294983,0.41981086134910583,0.11677316576242447,0.4542157053947449,0.23659011721611023,0.4387909770011902,0.4860881567001343,0.2555672228336334,0.1549087017774582,0.29575422406196594
missions,0.21033968031406403,0.21898438036441803,0.8248506784439087,0.2856438457965851,0.22653602063655853,0.30557745695114136,0.26288601756095886,0.21066123247146606,0.23266635835170746,0.21422071754932404
from,1.0,0.2737620174884796,0.155157208442688,0.3601827025413513,0.349176287651062,0.29991888999938965,0.40150508284568787,0.18414607644081116,0.19907185435295105,0.19969791173934937
apollo,0.14872027933597565,0.13561789691448212,0.4094500243663788,0.15251155197620392,0.08981873095035553,0.183358833193779,0.2169172167778015,0.14215153455734253,0.11296919733285904,0.191528782248497
8,-0.039493054151535034,-0.005443718284368515,0.009265366941690445,-0.0012589808320626616,0.005253664683550596,-0.03923911228775978,0.0063715726137161255,-0.12081857025623322,0.0043526459485292435,-0.04056251794099808
onward,0.349176287651062,0.24643740057945251,0.14174875617027283,0.2675301730632782,1.0000001192092896,0.35289764404296875,0.3490128517150879,0.2292107492685318,0.16854530572891235,0.16210342943668365
.,0.41536515951156616,0.3567904531955719,0.2227463275194168,0.588965117931366,0.2669897675514221,0.3378238379955292,0.5934505462646484,0.29158204793930054,0.25280869007110596,0.4130953550338745
,from,what,mission,and,onward,were,the,dsms,awarded,?
the,0.40150508284568787,0.42745697498321533,0.22673439979553223,0.5171257257461548,0.3490128517150879,0.3906462490558624,1.0,0.23437172174453735,0.24971646070480347,0.22068053483963013
crew,0.18104949593544006,0.17533187568187714,0.30851319432258606,0.22802916169166565,0.12035968899726868,0.2108691781759262,0.25329816341400146,0.18853619694709778,0.12668462097644806,0.16586194932460785
that,0.3477667272090912,0.6297725439071655,0.1697317510843277,0.4731321930885315,0.2892357409000397,0.35517072677612305,0.5473989248275757,0.27971091866493225,0.13811200857162476,0.32716336846351624
flew,0.1763988584280014,0.08274319022893906,0.34704262018203735,0.19801263511180878,0.13658416271209717,0.26263460516929626,0.254833459854126,0.15006773173809052,0.20787610113620758,0.12027700990438461
the,0.40150508284568787,0.42745697498321533,0.22673439979553223,0.5171257257461548,0.3490128517150879,0.3906462490558624,1.0,0.23437172174453735,0.24971646070480347,0.22068053483963013
first,0.23348960280418396,0.28086137771606445,0.254679799079895,0.3167642652988434,0.36595842242240906,0.3285558819770813,0.49448907375335693,0.2138124406337738,0.263396292924881,0.18701928853988647
earth,0.1997482180595398,0.25883176922798157,0.25668099522590637,0.27524080872535706,0.2173679918050766,0.1662740856409073,0.2801888585090637,0.1708603799343109,0.08880765736103058,0.17717236280441284
orbital,0.19159753620624542,0.2394261658191681,0.3041020333766937,0.18142670392990112,0.1644873470067978,0.1251322478055954,0.16417881846427917,0.19176504015922546,0.15704374015331268,0.22483505308628082
test,0.07890774309635162,0.2596650719642639,0.236023411154747,0.22158049046993256,0.12054990231990814,0.1422247588634491,0.19235259294509888,0.2180444598197937,0.12601959705352783,0.19832737743854523
mission,0.155157208442688,0.2317502647638321,1.0,0.16932862997055054,0.14174875617027283,0.16210246086120605,0.22673439979553223,0.05712711811065674,0.23192539811134338,0.19506393373012543
apollo,0.14872027933597565,0.13561789691448212,0.4094500243663788,0.15251155197620392,0.08981873095035553,0.183358833193779,0.2169172167778015,0.14215153455734253,0.11296919733285904,0.191528782248497
7,-0.12703488767147064,-0.1699475795030594,-0.019209381192922592,-0.012642918154597282,-0.1093650758266449,-0.05149832367897034,-0.1142377033829689,-0.17868661880493164,-0.05902998149394989,-0.15092156827449799
",",0.39760664105415344,0.3087472915649414,0.21226151287555695,0.6633074283599854,0.22423750162124634,0.36755475401878357,0.4933079481124878,0.24340146780014038,0.2723027765750885,0.31091248989105225
walter,0.09323678910732269,0.11522015184164047,0.16936863958835602,0.19696491956710815,0.09526906162500381,0.13782867789268494,0.16759788990020752,0.1374267339706421,0.21447624266147614,0.1297207623720169
m.,0.09537212550640106,-0.032949499785900116,0.10352049022912979,0.08110412955284119,0.14300397038459778,0.16448672115802765,0.11779511719942093,-0.10984492301940918,0.05499211698770523,-0.0002856669598259032
schirra,0.14529748260974884,0.14477285742759705,0.31948521733283997,0.22293023765087128,0.15201182663440704,0.18380433320999146,0.24150578677654266,0.19188657402992249,0.21358327567577362,0.196621835231781
",",0.39760664105415344,0.3087472915649414,0.21226151287555695,0.6633074283599854,0.22423750162124634,0.36755475401878357,0.4933079481124878,0.24340146780014038,0.2723027765750885,0.31091248989105225
donn,0.17054611444473267,0.1537332385778427,0.2561781406402588,0.20634636282920837,0.13318264484405518,0.1741097867488861,0.21779371798038483,0.148723766207695,0.26581209897994995,0.15848851203918457
eisele,0.1171378418803215,0.142537921667099,0.20944993197917938,0.18173886835575104,0.2172054797410965,0.2007489800453186,0.25543972849845886,0.17974357306957245,0.1687038689851761,0.15890517830848694
",",0.39760664105415344,0.3087472915649414,0.21226151287555695,0.6633074283599854,0.22423750162124634,0.36755475401878357,0.4933079481124878,0.24340146780014038,0.2723027765750885,0.31091248989105225
and,0.3601827025413513,0.31309178471565247,0.16932862997055054,1.0,0.2675301730632782,0.42175528407096863,0.5171257257461548,0.27688321471214294,0.20351465046405792,0.20544172823429108
walter,0.09323678910732269,0.11522015184164047,0.16936863958835602,0.19696491956710815,0.09526906162500381,0.13782867789268494,0.16759788990020752,0.1374267339706421,0.21447624266147614,0.1297207623720169
cunningham,0.1537550687789917,0.1899973601102829,0.19846224784851074,0.2998959720134735,0.17572923004627228,0.24072173237800598,0.2787105143070221,0.19704782962799072,0.260013610124588,0.1501266211271286
",",0.39760664105415344,0.3087472915649414,0.21226151287555695,0.6633074283599854,0.22423750162124634,0.36755475401878357,0.4933079481124878,0.24340146780014038,0.2723027765750885,0.31091248989105225
were,0.29991888999938965,0.22298263013362885,0.16210246086120605,0.42175528407096863,0.35289764404296875,1.0000001192092896,0.3906462490558624,0.2957186698913574,0.1946011483669281,0.17890112102031708
awarded,0.19907185435295105,0.0973663404583931,0.23192539811134338,0.20351465046405792,0.16854530572891235,0.1946011483669281,0.24971646070480347,0.2019461989402771,1.0,0.1431703418493271
the,0.40150508284568787,0.42745697498321533,0.22673439979553223,0.5171257257461548,0.3490128517150879,0.3906462490558624,1.0,0.23437172174453735,0.24971646070480347,0.22068053483963013
lesser,0.16121184825897217,0.22745417058467865,0.07878289371728897,0.2705405652523041,0.15251921117305756,0.13139481842517853,0.27918535470962524,0.21348364651203156,0.0673183724284172,0.17708076536655426
nasa,0.18990451097488403,0.21178755164146423,0.42549848556518555,0.12810774147510529,0.12179543823003769,0.13781481981277466,0.19786997139453888,0.18651171028614044,0.16884075105190277,0.1809994876384735
exceptional,0.2100655734539032,0.22437724471092224,0.10757347196340561,0.31735774874687195,0.16479678452014923,0.23810482025146484,0.3299735188484192,0.2787247598171234,0.27862614393234253,0.1693650484085083
service,0.17239798605442047,0.16857224702835083,0.23875772953033447,0.24532052874565125,0.27482977509498596,0.15802285075187683,0.22661015391349792,0.3132285177707672,0.2488624006509781,0.1676298975944519
medal,0.1821889877319336,0.13412535190582275,0.20381079614162445,0.2169238030910492,0.13617759943008423,0.181114062666893,0.2287520468235016,0.2291136234998703,0.6073490381240845,0.10517196357250214
",",0.39760664105415344,0.3087472915649414,0.21226151287555695,0.6633074283599854,0.22423750162124634,0.36755475401878357,0.4933079481124878,0.24340146780014038,0.2723027765750885,0.31091248989105225
because,0.35139670968055725,0.46729007363319397,0.16470028460025787,0.5069696307182312,0.18799693882465363,0.3762696087360382,0.44596394896507263,0.2376718670129776,0.15246593952178955,0.2528740465641022
of,0.4249346852302551,0.33290785551071167,0.20170781016349792,0.5116966962814331,0.2890693247318268,0.34038281440734863,0.733189046382904,0.2509913444519043,0.2630610167980194,0.1826142966747284
