,how,fast,is,pharmacy,informatics,growing,?
as,0.33782753348350525,0.2357690930366516,0.43216490745544434,0.16661235690116882,0.221528559923172,0.21813169121742249,0.27043893933296204
a,0.29312583804130554,0.2884432375431061,0.658733606338501,0.21975059807300568,0.264106810092926,0.26935911178588867,0.23916715383529663
practice,0.2731030285358429,0.1923138052225113,0.21584326028823853,0.2685104310512543,0.22705908119678497,0.17929908633232117,0.21386858820915222
area,0.17030490934848785,0.15397749841213226,0.29283958673477173,0.16428029537200928,0.16940705478191376,0.2747383713722229,0.12640461325645447
and,0.33647966384887695,0.3021989166736603,0.3859752118587494,0.21655313670635223,0.23827087879180908,0.3007805347442627,0.20544172823429108
specialist,0.1412314921617508,0.21694543957710266,0.1768438220024109,0.3110229969024658,0.35033854842185974,0.17195184528827667,0.17958256602287292
domain,0.17641454935073853,0.022375008091330528,0.16253244876861572,0.22085489332675934,0.2585139274597168,0.1401309221982956,0.25835999846458435
",",0.22659391164779663,0.25842827558517456,0.4691906273365021,0.19815339148044586,0.2842709422111511,0.2344273030757904,0.31091248989105225
pharmacy,0.2161569893360138,0.18519838154315948,0.16101746261119843,1.0,0.3000932037830353,0.17679202556610107,0.1355620175600052
informatics,0.27516934275627136,0.12848378717899323,0.21109527349472046,0.3000932037830353,1.0,0.11860783398151398,0.1964966356754303
is,0.22544461488723755,0.2422240674495697,1.0,0.16101746261119843,0.21109527349472046,0.2603529095649719,0.22961433231830597
growing,0.2147027552127838,0.31173452734947205,0.2603529095649719,0.17679202556610107,0.11860783398151398,1.0000001192092896,0.10178618133068085
quickly,0.3508535623550415,0.4910372793674469,0.23501308262348175,0.14886197447776794,0.1537899374961853,0.3164032995700836,0.18131443858146667
to,0.44169697165489197,0.2541990578174591,0.42745086550712585,0.1824638396501541,0.2654985785484314,0.2752383351325989,0.29463258385658264
meet,0.23043666779994965,0.15652573108673096,0.21618524193763733,0.174757719039917,0.11772787570953369,0.19516471028327942,0.1658235788345337
the,0.33890387415885925,0.24604609608650208,0.5823672413825989,0.1938311904668808,0.26985713839530945,0.33280637860298157,0.22068053483963013
needs,0.41854971647262573,0.21995431184768677,0.36612293124198914,0.22616730630397797,0.32704779505729675,0.19711682200431824,0.34586572647094727
of,0.2480744868516922,0.15237081050872803,0.4854315221309662,0.18226979672908783,0.30146297812461853,0.3095463812351227,0.1826142966747284
major,0.12500809133052826,0.23523586988449097,0.19079607725143433,0.18632832169532776,0.20611146092414856,0.21910391747951508,0.19788557291030884
national,0.13248363137245178,0.16330879926681519,0.23413582146167755,0.12670886516571045,0.22848263382911682,0.11844971776008606,0.15643028914928436
and,0.33647966384887695,0.3021989166736603,0.3859752118587494,0.21655313670635223,0.23827087879180908,0.3007805347442627,0.20544172823429108
international,0.1396709680557251,0.15548080205917358,0.19279639422893524,0.11333686113357544,0.24737673997879028,0.16023539006710052,0.15335838496685028
patient,0.3113816976547241,0.23145602643489838,0.23460286855697632,0.28659823536872864,0.19272245466709137,0.19502638280391693,0.24355199933052063
information,0.3293761610984802,0.17737717926502228,0.2520555853843689,0.1674494743347168,0.8111563324928284,0.12687897682189941,0.24875912070274353
projects,0.27294015884399414,0.09157940000295639,0.1878127157688141,0.13693198561668396,0.2983868420124054,0.2151857316493988,0.3193145990371704
and,0.33647966384887695,0.3021989166736603,0.3859752118587494,0.21655313670635223,0.23827087879180908,0.3007805347442627,0.20544172823429108
health,0.24691897630691528,0.14564913511276245,0.1864514946937561,0.32834142446517944,0.32211384177207947,0.2498496025800705,0.16094304621219635
system,0.282820463180542,0.17917472124099731,0.2282046526670456,0.17292633652687073,0.20366068184375763,0.17039765417575836,0.15556083619594574
interoperability,0.38007625937461853,0.3077380061149597,0.21297641098499298,0.23125194013118744,0.40216246247291565,0.1980334371328354,0.22275319695472717
goals,0.11521609872579575,0.10234835743904114,0.08126746863126755,0.027523213997483253,0.11636307835578918,0.14813631772994995,0.16318443417549133
.,0.3287222981452942,0.25414758920669556,0.4569662809371948,0.23916830122470856,0.2241586595773697,0.2699389159679413,0.4130953550338745
