,how,accurate,did,guo,make,the,reformed,lunisolar,calendar,?
among,0.24921207129955292,0.1640675812959671,0.2415449470281601,0.20971405506134033,0.23908311128616333,0.3507058024406433,0.15028338134288788,0.19788357615470886,0.12335546314716339,0.14343059062957764
kublai,0.20475788414478302,0.15125879645347595,0.2875992953777313,0.46240976452827454,0.1556328386068344,0.32886171340942383,0.2545001208782196,0.3672637343406677,0.2691796123981476,0.14562560617923737
khan,0.11783289164304733,0.15676705539226532,0.155345618724823,0.3805619776248932,0.14075464010238647,0.21067845821380615,0.16836737096309662,0.17808617651462555,0.09806904196739197,0.12862591445446014
's,-0.026164190843701363,0.029743660241365433,0.05069678649306297,-0.03817693889141083,0.09622383862733841,-0.01540423184633255,0.052462395280599594,0.0009003764134831727,0.04485815763473511,-0.023395681753754616
top,0.18546171486377716,0.12541525065898895,0.17264406383037567,0.15352179110050201,0.22754469513893127,0.31754136085510254,0.13995128870010376,0.12364477664232254,0.08638931810855865,0.17265194654464722
engineers,0.24742470681667328,0.2702619135379791,0.24937547743320465,0.18671853840351105,0.25183039903640747,0.25282254815101624,0.13836754858493805,0.1581202894449234,0.1145656406879425,0.18139411509037018
and,0.33647966384887695,0.21039403975009918,0.34479495882987976,0.2990843951702118,0.4160483181476593,0.5171257257461548,0.297204852104187,0.24553541839122772,0.12926454842090607,0.20544172823429108
scientists,0.3038296401500702,0.2884107232093811,0.25425684452056885,0.15917134284973145,0.285847932100296,0.25988271832466125,0.14173957705497742,0.24288064241409302,0.10574313998222351,0.16597221791744232
was,0.16678167879581451,0.20578055083751678,0.41399896144866943,0.2598698139190674,0.20205417275428772,0.48711544275283813,0.32850387692451477,0.28991660475730896,0.15307849645614624,0.18412111699581146
the,0.33890387415885925,0.22281034290790558,0.34736719727516174,0.24603934586048126,0.3146495521068573,1.0,0.24013365805149078,0.3370939791202545,0.21427585184574127,0.22068053483963013
astronomer,0.15665993094444275,0.30581462383270264,0.13708136975765228,0.2077944278717041,0.11810602247714996,0.1624840497970581,0.2251082807779312,0.4088597893714905,0.32666394114494324,0.07595891505479813
guo,0.17592573165893555,0.1106729507446289,0.19615724682807922,1.0,0.20294633507728577,0.24603934586048126,0.22019515931606293,0.393495112657547,0.19921933114528656,0.21861954033374786
shoujing,0.3554888963699341,0.2624848484992981,0.2944992780685425,0.5889161229133606,0.3236863613128662,0.351561963558197,0.19633834064006805,0.42648324370384216,0.28210097551345825,0.31839457154273987
",",0.22659391164779663,0.20940734446048737,0.3015086054801941,0.3273165822029114,0.324553906917572,0.4933079481124878,0.2146388739347458,0.27664706110954285,0.14375944435596466,0.31091248989105225
who,0.4070430099964142,0.19957289099693298,0.34038686752319336,0.3066757321357727,0.28430092334747314,0.3733934462070465,0.22205756604671478,0.2472172975540161,0.16825897991657257,0.26220351457595825
was,0.16678167879581451,0.20578055083751678,0.41399896144866943,0.2598698139190674,0.20205417275428772,0.48711544275283813,0.32850387692451477,0.28991660475730896,0.15307849645614624,0.18412111699581146
tasked,0.3195289671421051,0.2119998037815094,0.3123590350151062,0.22944524884223938,0.23737137019634247,0.2968848645687103,0.20166662335395813,0.18652595579624176,0.11386293172836304,0.16982729732990265
with,0.3525622487068176,0.24971820414066315,0.25472134351730347,0.17742298543453217,0.39503780007362366,0.4223487675189972,0.19073447585105896,0.1809052675962448,0.11598208546638489,0.2433311939239502
many,0.4425291419029236,0.2743060290813446,0.375588983297348,0.2323015183210373,0.40827780961990356,0.4335206151008606,0.2376231700181961,0.27171769738197327,0.20031385123729706,0.2124512493610382
public,0.15624697506427765,0.22069038450717926,0.19092120230197906,0.2032289355993271,0.2050318717956543,0.22857438027858734,0.10742726922035217,0.19967427849769592,0.1604209691286087,0.19872993230819702
works,0.28242939710617065,0.2301071435213089,0.17949827015399933,0.19185177981853485,0.26551371812820435,0.26337864995002747,0.08712589740753174,0.19679534435272217,0.15027043223381042,0.19597402215003967
projects,0.27294015884399414,0.19111008942127228,0.21255384385585785,0.21684500575065613,0.2870442569255829,0.23802334070205688,0.16268275678157806,0.17726807296276093,0.16224460303783417,0.3193145990371704
and,0.33647966384887695,0.21039403975009918,0.34479495882987976,0.2990843951702118,0.4160483181476593,0.5171257257461548,0.297204852104187,0.24553541839122772,0.12926454842090607,0.20544172823429108
helped,0.31218069791793823,0.17841069400310516,0.48476338386535645,0.219675213098526,0.31313157081604004,0.3108886480331421,0.23379015922546387,0.17452171444892883,0.09765323996543884,0.16572049260139465
