,what,do,x.25,and,frame,relay,both,require
both,0.3361809551715851,0.24471816420555115,0.12165381014347076,0.5503310561180115,0.16697372496128082,0.2224784791469574,1.0,0.21884076297283173
x.25,0.16212259232997894,0.12174725532531738,1.0,0.09234233945608139,0.03597531095147133,0.11770671606063843,0.12165381014347076,0.14747601747512817
and,0.31309178471565247,0.276123583316803,0.09234233945608139,1.0,0.20931656658649445,0.22042112052440643,0.5503310561180115,0.24569399654865265
frame,0.21280157566070557,0.16652952134609222,0.03597531095147133,0.20931656658649445,1.0000001192092896,0.23881879448890686,0.16697372496128082,0.33977192640304565
relay,0.16829247772693634,0.1728058010339737,0.11770671606063843,0.22042112052440643,0.23881879448890686,1.0000001192092896,0.2224784791469574,0.22372767329216003
provide,0.27049049735069275,0.36434707045555115,0.09552640467882156,0.32960009574890137,0.26607438921928406,0.23334933817386627,0.28701645135879517,0.5059916973114014
connection-oriented,0.2489452064037323,0.24907150864601135,0.08164096623659134,0.2951743006706238,0.22275884449481964,0.3639209568500519,0.32298171520233154,0.27014485001564026
operations,0.1829104721546173,0.20552247762680054,0.1742544323205948,0.283679723739624,0.045690618455410004,0.23107105493545532,0.20688585937023163,0.2771592140197754
.,0.3567904531955719,0.3613996207714081,0.08462481200695038,0.588965117931366,0.21271292865276337,0.21066129207611084,0.42281273007392883,0.21465444564819336
,what,do,x.25,and,frame,relay,both,require
another,0.4190070629119873,0.25910091400146484,0.08782785385847092,0.3214244842529297,0.19593261182308197,0.21246039867401123,0.38476309180259705,0.21594426035881042
major,0.21026742458343506,0.19035987555980682,0.009428407065570354,0.29795366525650024,0.0918305367231369,0.11846374720335007,0.21259582042694092,0.1705048531293869
difference,0.4114832878112793,0.306951105594635,0.09411180764436722,0.28462520241737366,0.23790189623832703,0.2034924477338791,0.35691484808921814,0.33457404375076294
between,0.2462156116962433,0.14014670252799988,0.1306781768798828,0.40645647048950195,0.14692778885364532,0.2574874460697174,0.40283381938934326,0.16936802864074707
x.25,0.16212259232997894,0.12174725532531738,1.0,0.09234233945608139,0.03597531095147133,0.11770671606063843,0.12165381014347076,0.14747601747512817
and,0.31309178471565247,0.276123583316803,0.09234233945608139,1.0,0.20931656658649445,0.22042112052440643,0.5503310561180115,0.24569399654865265
frame,0.21280157566070557,0.16652952134609222,0.03597531095147133,0.20931656658649445,1.0000001192092896,0.23881879448890686,0.16697372496128082,0.33977192640304565
relay,0.16829247772693634,0.1728058010339737,0.11770671606063843,0.22042112052440643,0.23881879448890686,1.0000001192092896,0.2224784791469574,0.22372767329216003
is,0.28837618231773376,0.30895981192588806,0.12484429031610489,0.3859752118587494,0.14981712400913239,0.19099025428295135,0.31409940123558044,0.20895631611347198
that,0.6297725439071655,0.44533252716064453,0.11739443242549896,0.4731321930885315,0.23561355471611023,0.2508469223976135,0.4532228112220764,0.3625117540359497
x.25,0.16212259232997894,0.12174725532531738,1.0,0.09234233945608139,0.03597531095147133,0.11770671606063843,0.12165381014347076,0.14747601747512817
requires,0.24784088134765625,0.3773176074028015,0.13094493746757507,0.2666866183280945,0.249933123588562,0.2046917974948883,0.22177506983280182,0.8026338815689087
a,0.3320399522781372,0.26237669587135315,0.1218629851937294,0.3739250600337982,0.20500081777572632,0.21075297892093658,0.3171786069869995,0.24720792472362518
handshake,0.2436552345752716,0.23877164721488953,0.08553938567638397,0.20216648280620575,0.21040140092372894,0.2782507538795471,0.2577459216117859,0.21857520937919617
between,0.2462156116962433,0.14014670252799988,0.1306781768798828,0.40645647048950195,0.14692778885364532,0.2574874460697174,0.40283381938934326,0.16936802864074707
the,0.42745697498321533,0.30239659547805786,0.16611021757125854,0.5171257257461548,0.1209321841597557,0.27304568886756897,0.4931981563568115,0.17356595396995544
communicating,0.32121625542640686,0.2989462614059448,0.1281597912311554,0.3362237811088562,0.1477964222431183,0.37847262620925903,0.337383508682251,0.2686832845211029
parties,0.21181418001651764,0.17614218592643738,0.17465364933013916,0.28593164682388306,0.12404964119195938,0.1467089205980301,0.31275472044944763,0.2006278932094574
before,0.3801657259464264,0.2566060721874237,0.10121092200279236,0.3518902659416199,0.17540967464447021,0.12775656580924988,0.2842935621738434,0.23981165885925293
any,0.43670421838760376,0.4126444458961487,0.20803362131118774,0.3363793194293976,0.22748953104019165,0.21689249575138092,0.37688809633255005,0.44277259707450867
user,0.3184303641319275,0.2824026644229889,0.12188387662172318,0.17917828261852264,0.22753334045410156,0.20417241752147675,0.16090328991413116,0.2649264931678772
packets,0.24571315944194794,0.24726848304271698,0.1272992044687271,0.2615196108818054,0.22064533829689026,0.21575167775154114,0.24176572263240814,0.30802249908447266
are,0.29724663496017456,0.41111594438552856,0.20466935634613037,0.48576638102531433,0.1810859590768814,0.12790547311306,0.4594642221927643,0.388192743062973
transmitted,0.1978447586297989,0.2208648920059204,0.14598822593688965,0.20762556791305542,0.15590456128120422,0.32468369603157043,0.2190292328596115,0.2392996996641159
.,0.3567904531955719,0.3613996207714081,0.08462481200695038,0.588965117931366,0.21271292865276337,0.21066129207611084,0.42281273007392883,0.21465444564819336
