,what,is,the,name,of,the,american,writer,and,satirist,who,is,also,a,university,alumni,?
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.22871561348438263,0.19054412841796875,0.4954058527946472,0.2005183845758438,0.2792111933231354,0.5394441485404968,0.5073733329772949,0.539380669593811,0.3201795518398285,0.2126772403717041,0.20430970191955566
literature,0.22505109012126923,0.19709013402462006,0.2611817419528961,0.18012194335460663,0.25150051712989807,0.2611817419528961,0.1635938584804535,0.46857181191444397,0.24233996868133545,0.39742398262023926,0.17303262650966644,0.19709013402462006,0.21301308274269104,0.20094743371009827,0.3312032222747803,0.2678532302379608,0.2043706774711609
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.3048616647720337,0.2910175621509552,0.6633074283599854,0.2936447560787201,0.3365725874900818,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2394251972436905,0.31091248989105225
author,0.18480391800403595,0.20993228256702423,0.199458509683609,0.2723580002784729,0.18473520874977112,0.199458509683609,0.32354968786239624,0.7233675718307495,0.290119469165802,0.5909711122512817,0.23989170789718628,0.20993228256702423,0.2134505808353424,0.2428053617477417,0.21365895867347717,0.158415287733078,0.14162757992744446
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.22180068492889404,0.14383116364479065,0.5116966962814331,0.18454113602638245,0.2827862501144409,0.4854315221309662,0.4924938678741455,0.5052502155303955,0.30646374821662903,0.27771928906440735,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.24562937021255493,0.1583879292011261,0.5171257257461548,0.1841963529586792,0.3733934462070465,0.5823672413825989,0.6021018624305725,0.5829201340675354,0.263973206281662,0.22524002194404602,0.22068053483963013
new,0.2130378633737564,0.2208656519651413,0.3845241069793701,0.19623230397701263,0.343457967042923,0.3845241069793701,0.24982258677482605,0.1040579080581665,0.31402453780174255,0.13364046812057495,0.2378052920103073,0.2208656519651413,0.30404865741729736,0.3214259147644043,0.23094747960567474,0.22630517184734344,0.14782847464084625
york,0.15652963519096375,0.14725744724273682,0.3034006953239441,0.1220615953207016,0.23040355741977692,0.3034006953239441,0.40939056873321533,0.18272559344768524,0.2509689927101135,0.23954154551029205,0.23077517747879028,0.14725744724273682,0.23120084404945374,0.205710306763649,0.2758397161960602,0.2654082179069519,0.15262620151042938
times,0.21414996683597565,0.21773184835910797,0.29093852639198303,0.19941937923431396,0.24352745711803436,0.29093852639198303,0.1456955522298813,0.12540258467197418,0.2611900568008423,0.14067581295967102,0.24510560929775238,0.21773184835910797,0.36468109488487244,0.2745400369167328,0.12796874344348907,0.20367132127285004,0.18880689144134521
bestseller,0.19411920011043549,0.18370909988880157,0.2600448429584503,0.1595880389213562,0.20081837475299835,0.2600448429584503,0.2571118474006653,0.3988518714904785,0.24529409408569336,0.41398388147354126,0.20239420235157013,0.18370909988880157,0.21861454844474792,0.23907160758972168,0.23733100295066833,0.2192545086145401,0.18862217664718628
before,0.3801657259464264,0.25183290243148804,0.45900648832321167,0.25333574414253235,0.3282964527606964,0.45900648832321167,0.14222770929336548,0.15848323702812195,0.3518902659416199,0.16583113372325897,0.31244513392448425,0.25183290243148804,0.3703020513057709,0.3583870828151703,0.18800675868988037,0.1191863939166069,0.2507109045982361
i,0.4411132335662842,0.25362417101860046,0.26687872409820557,0.1543835699558258,0.25849398970603943,0.26687872409820557,0.12244469672441483,0.19326986372470856,0.31928038597106934,0.1890590488910675,0.33545589447021484,0.25362417101860046,0.31744837760925293,0.3155658543109894,0.1655474156141281,0.13315653800964355,0.4695145785808563
fall,0.26931828260421753,0.13360679149627686,0.3639753758907318,0.09947919100522995,0.2854328155517578,0.3639753758907318,0.14366751909255981,0.16760699450969696,0.25737735629081726,0.20441210269927979,0.14571887254714966,0.13360679149627686,0.19808855652809143,0.21384748816490173,0.14549283683300018,0.14744551479816437,0.1656162142753601
lauren,0.16656063497066498,0.12528668344020844,0.16052700579166412,0.1332893669605255,0.1480988711118698,0.16052700579166412,0.33147937059402466,0.33045196533203125,0.23772503435611725,0.32827454805374146,0.21032798290252686,0.12528668344020844,0.18247120082378387,0.18075692653656006,0.19107510149478912,0.14184479415416718,0.12120736390352249
oliver,0.18301159143447876,0.1158730760216713,0.24067138135433197,0.1550035923719406,0.09225431829690933,0.24067138135433197,0.27475622296333313,0.2390470653772354,0.22139447927474976,0.29352474212646484,0.2527284026145935,0.1158730760216713,0.19326582551002502,0.17395614087581635,0.23668399453163147,0.1249762773513794,0.20260699093341827
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.3048616647720337,0.2910175621509552,0.6633074283599854,0.2936447560787201,0.3365725874900818,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2394251972436905,0.31091248989105225
pulitzer,0.1705467849969864,0.16189076006412506,0.23183070123195648,0.14968959987163544,0.20455998182296753,0.23183070123195648,0.3542235195636749,0.42462459206581116,0.18814301490783691,0.39947739243507385,0.23391342163085938,0.16189076006412506,0.228372260928154,0.20535433292388916,0.23480884730815887,0.2789357006549835,0.16265492141246796
prize,0.1654435694217682,0.13773074746131897,0.18969248235225677,0.11557508260011673,0.2154514491558075,0.18969248235225677,0.25649237632751465,0.32715967297554016,0.19794146716594696,0.24954424798488617,0.20312342047691345,0.13773074746131897,0.17009899020195007,0.189753457903862,0.2631310522556305,0.2634023427963257,0.14158497750759125
winning,0.10492657124996185,0.18481354415416718,0.30045071244239807,0.12005124986171722,0.23572386801242828,0.30045071244239807,0.32968929409980774,0.26256802678108215,0.31779077649116516,0.2746577560901642,0.24573363363742828,0.18481354415416718,0.23652184009552002,0.22859083116054535,0.1563112735748291,0.2483058124780655,0.1251823455095291
novelist,0.16365541517734528,0.1460416465997696,0.15419939160346985,0.1388331800699234,0.1732322722673416,0.15419939160346985,0.36610281467437744,0.7691662907600403,0.24074330925941467,0.6536837220191956,0.1976832151412964,0.1460416465997696,0.17871983349323273,0.19896571338176727,0.2582310736179352,0.1692826747894287,0.16636928915977478
