,what,time,do,the,msps,normally,decide,on,the,motions,and,amendments,from,that,day,?
each,0.3353266417980194,0.36552107334136963,0.2601187825202942,0.470844566822052,0.34248900413513184,0.43808335065841675,0.40318378806114197,0.30782750248908997,0.470844566822052,0.2951129376888275,0.2984027564525604,0.2548567056655884,0.22863267362117767,0.46111494302749634,0.21733710169792175,0.21173812448978424
sitting,0.2409040778875351,0.29440465569496155,0.24518834054470062,0.34434789419174194,0.20345887541770935,0.3012041449546814,0.2622334361076355,0.2603608965873718,0.34434789419174194,0.2263447791337967,0.22681930661201477,0.16256870329380035,0.14651645720005035,0.29233846068382263,0.19742873311042786,0.1758238524198532
day,0.2990210950374603,0.32810065150260925,0.18855860829353333,0.3062323033809662,0.22579334676265717,0.16580119729042053,0.21207821369171143,0.3332281708717346,0.3062323033809662,0.14382314682006836,0.26673999428749084,0.19289596378803253,0.20893509685993195,0.28239622712135315,1.0,0.2141837179660797
",",0.3087472915649414,0.3029961884021759,0.3283645510673523,0.4933079481124878,0.24289752542972565,0.28092333674430847,0.24334396421909332,0.49057599902153015,0.4933079481124878,0.196624755859375,0.6633074283599854,0.21350927650928497,0.39760664105415344,0.4137537479400635,0.30821847915649414,0.31091248989105225
normally,0.30112072825431824,0.30695706605911255,0.3550597131252289,0.3523634970188141,0.29697567224502563,1.0,0.2844211161136627,0.27004700899124146,0.3523634970188141,0.2345786690711975,0.3715205192565918,0.19959421455860138,0.26821011304855347,0.44648486375808716,0.16580119729042053,0.20675471425056458
at,0.2838611304759979,0.3956010341644287,0.1511090099811554,0.457212895154953,0.1785036027431488,0.23263591527938843,0.19608214497566223,0.4806317389011383,0.457212895154953,0.16419708728790283,0.3571503460407257,0.15947826206684113,0.3447161316871643,0.3183255195617676,0.27667680382728577,0.21978627145290375
5,0.09269922226667404,-0.009176085703074932,0.06004996597766876,0.09255307912826538,0.03539222478866577,0.06769687682390213,-0.05385445058345795,0.1658337414264679,0.09255307912826538,0.007772226817905903,0.027511591091752052,-0.05582787096500397,0.10255791991949081,0.06977073848247528,0.006436204072088003,0.06222071498632431
pm,0.14240477979183197,0.2906029224395752,0.13409863412380219,0.12994462251663208,0.23311465978622437,0.2009487897157669,0.10476640611886978,0.3174555003643036,0.12994462251663208,0.08958381414413452,0.12245246767997742,0.08686147630214691,0.13678394258022308,0.20946171879768372,0.3017048239707947,0.1601153314113617
",",0.3087472915649414,0.3029961884021759,0.3283645510673523,0.4933079481124878,0.24289752542972565,0.28092333674430847,0.24334396421909332,0.49057599902153015,0.4933079481124878,0.196624755859375,0.6633074283599854,0.21350927650928497,0.39760664105415344,0.4137537479400635,0.30821847915649414,0.31091248989105225
msps,0.1885128617286682,0.2486211359500885,0.2718619704246521,0.3199247419834137,0.9999999403953552,0.29697567224502563,0.24881815910339355,0.22484996914863586,0.3199247419834137,0.2428383082151413,0.2830604016780853,0.34964999556541443,0.21006013453006744,0.2835823595523834,0.22579334676265717,0.14526908099651337
decide,0.4684337377548218,0.32253915071487427,0.3721175789833069,0.35331496596336365,0.24881815910339355,0.2844211161136627,1.0000001192092896,0.26825201511383057,0.35331496596336365,0.26899024844169617,0.2803935110569,0.3210369646549225,0.13968567550182343,0.42361801862716675,0.21207821369171143,0.35001131892204285
on,0.34226128458976746,0.30044233798980713,0.3025321364402771,0.5107308030128479,0.22484996914863586,0.27004700899124146,0.26825201511383057,0.9999999403953552,0.5107308030128479,0.23295734822750092,0.4077630043029785,0.25287505984306335,0.36926645040512085,0.42569106817245483,0.3332281708717346,0.2714994251728058
all,0.41981086134910583,0.4175976812839508,0.38664430379867554,0.4860881567001343,0.30403685569763184,0.4080333411693573,0.3471519649028778,0.3832052946090698,0.4860881567001343,0.3064863085746765,0.4542157053947449,0.2808650732040405,0.2866387963294983,0.53305584192276,0.24687208235263824,0.29575422406196594
the,0.42745697498321533,0.43061500787734985,0.30239659547805786,1.0,0.3199247419834137,0.3523634970188141,0.35331496596336365,0.5107308030128479,1.0,0.2941848039627075,0.5171257257461548,0.30301690101623535,0.40150508284568787,0.5473989248275757,0.3062323033809662,0.22068053483963013
motions,0.2951068878173828,0.2872098386287689,0.23924125730991364,0.2941848039627075,0.2428383082151413,0.2345786690711975,0.26899024844169617,0.23295734822750092,0.2941848039627075,1.0,0.2688892185688019,0.23187093436717987,0.21520084142684937,0.31240108609199524,0.14382314682006836,0.19395221769809723
and,0.31309178471565247,0.3025408685207367,0.276123583316803,0.5171257257461548,0.2830604016780853,0.3715205192565918,0.2803935110569,0.4077630043029785,0.5171257257461548,0.2688892185688019,1.0,0.25919464230537415,0.3601827025413513,0.4731321930885315,0.26673999428749084,0.20544172823429108
amendments,0.2351139485836029,0.24205586314201355,0.25047236680984497,0.30301690101623535,0.34964999556541443,0.19959421455860138,0.3210369646549225,0.25287505984306335,0.30301690101623535,0.23187093436717987,0.25919464230537415,1.0000001192092896,0.22360144555568695,0.33389922976493835,0.19289596378803253,0.2547150254249573
