,what,was,tesla,'s,position,at,the,budapest,telephone,exchange,?
within,0.2498195916414261,0.19280311465263367,0.12420729547739029,-0.01527355331927538,0.25843489170074463,0.20427878201007843,0.39827480912208557,0.12023621052503586,0.21487648785114288,0.12278634309768677,0.1870293766260147
a,0.3320399522781372,0.4508470594882965,0.2211925983428955,0.04866964742541313,0.28626853227615356,0.3095070421695709,0.5829201340675354,0.13884766399860382,0.22611263394355774,0.14749813079833984,0.23916715383529663
few,0.2780759632587433,0.21633684635162354,0.12608137726783752,0.06408512592315674,0.17661958932876587,0.24135999381542206,0.34660017490386963,0.12020137161016464,0.1682199388742447,0.19626197218894958,0.2334265559911728
months,0.24954822659492493,0.30324822664260864,0.07674213498830795,0.017206644639372826,0.16969583928585052,0.3420586585998535,0.2680157423019409,0.17396540939807892,0.07440773397684097,0.10766951739788055,0.2804218530654907
",",0.3087472915649414,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.1771278828382492,0.38314947485923767,0.4933079481124878,0.24552670121192932,0.20763269066810608,0.2447657436132431,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,0.1324402391910553,-0.01540423184633255,0.3183514177799225,0.457212895154953,1.0,0.14167028665542603,0.22550040483474731,0.2543705105781555,0.22068053483963013
budapest,0.11760804802179337,0.2643853425979614,0.30872756242752075,0.07693485170602798,0.13450144231319427,0.30494627356529236,0.14167028665542603,1.0000001192092896,0.19954967498779297,0.11935021728277206,0.13112305104732513
telephone,0.16968877613544464,0.16656339168548584,0.2969077527523041,0.08988864719867706,0.16806799173355103,0.15921905636787415,0.22550040483474731,0.19954967498779297,1.0000001192092896,0.2805635333061218,0.13201479613780975
exchange,0.11323627829551697,0.15612690150737762,0.11101709306240082,0.03569260984659195,0.12220597267150879,0.08357591927051544,0.2543705105781555,0.11935021728277206,0.2805635333061218,1.0000001192092896,0.048212938010692596
became,0.1434093862771988,0.6575068235397339,0.12976884841918945,0.0067522358149290085,0.21057558059692383,0.23894885182380676,0.36325156688690186,0.2782089412212372,0.12885643541812897,0.14275404810905457,0.11374033987522125
functional,0.20372545719146729,0.1324741542339325,0.18012508749961853,-0.1278974711894989,0.21304461359977722,0.16604773700237274,0.24815106391906738,0.1359698623418808,0.11317519098520279,0.20589038729667664,0.13501502573490143
and,0.31309178471565247,0.3740963041782379,0.19560420513153076,0.06895173341035843,0.22603030502796173,0.3571503460407257,0.5171257257461548,0.22096608579158783,0.18744492530822754,0.23130671679973602,0.20544172823429108
tesla,0.23221199214458466,0.16455206274986267,0.9999999403953552,0.06449045985937119,0.11136931926012039,0.16552478075027466,0.1324402391910553,0.30872756242752075,0.2969077527523041,0.11101709306240082,0.10250775516033173
was,0.22111038863658905,1.0000001192092896,0.16455206274986267,0.008974763564765453,0.23203803598880768,0.36707764863967896,0.48711544275283813,0.2643853425979614,0.16656339168548584,0.15612690150737762,0.18412111699581146
allocated,0.2210150808095932,0.19672416150569916,0.2575380206108093,-0.0018257895717397332,0.26062577962875366,0.300341933965683,0.35371720790863037,0.13690435886383057,0.25856998562812805,0.24961744248867035,0.17195001244544983
the,0.42745697498321533,0.48711544275283813,0.1324402391910553,-0.01540423184633255,0.3183514177799225,0.457212895154953,1.0,0.14167028665542603,0.22550040483474731,0.2543705105781555,0.22068053483963013
chief,0.1647547483444214,0.2651097774505615,0.1230378970503807,0.04866407439112663,0.2450338751077652,0.0835610032081604,0.2586921751499176,0.0792238786816597,0.08126112073659897,0.11603305488824844,0.09466830641031265
electrician,0.12098047137260437,0.2778993248939514,0.3633211851119995,0.02739277109503746,0.12016093730926514,0.16369372606277466,0.20626100897789001,0.21480748057365417,0.34109875559806824,0.20739339292049408,0.11971108615398407
position,0.22031237185001373,0.23203803598880768,0.11136931926012039,-0.02956485003232956,1.0000001192092896,0.20755837857723236,0.3183514177799225,0.13450144231319427,0.16806799173355103,0.12220597267150879,0.15529610216617584
.,0.3567904531955719,0.40146201848983765,0.17949827015399933,-0.003708066651597619,0.24342353641986847,0.4549728035926819,0.5934505462646484,0.2253931611776352,0.19862498342990875,0.14290252327919006,0.4130953550338745
