,what,does,it,mean,when,currencies,are,left,to,``,float,?,''
the,0.42745697498321533,0.35928019881248474,0.6251175999641418,0.25977957248687744,0.5091903209686279,0.22975313663482666,0.40399202704429626,0.33113980293273926,0.535392165184021,0.029072100296616554,0.19782334566116333,0.22068053483963013,0.041273195296525955
us,0.32081687450408936,0.22819900512695312,0.28048714995384216,0.1691342443227768,0.2138180434703827,0.20454533398151398,0.20678593218326569,0.13982026278972626,0.2928973436355591,0.01951291412115097,0.18222767114639282,0.2742428481578827,-0.05206549912691116
abandoned,0.20676958560943604,0.210325226187706,0.23500855267047882,0.04908100143074989,0.2952384650707245,0.08627455681562424,0.15302522480487823,0.2955872714519501,0.2923220694065094,-0.06168443709611893,0.18294569849967957,0.12238068878650665,0.023322751745581627
the,0.42745697498321533,0.35928019881248474,0.6251175999641418,0.25977957248687744,0.5091903209686279,0.22975313663482666,0.40399202704429626,0.33113980293273926,0.535392165184021,0.029072100296616554,0.19782334566116333,0.22068053483963013,0.041273195296525955
gold,0.15779642760753632,0.10554102808237076,0.226699560880661,0.09412707388401031,0.21325871348381042,0.26564574241638184,0.1368532031774521,0.13788899779319763,0.19999347627162933,-0.11425485461950302,0.14772281050682068,0.11542754620313644,-7.126860873540863e-05
exchange,0.11323627829551697,0.19261442124843597,0.1887912154197693,0.06853126734495163,0.24425387382507324,0.3839050233364105,0.18657633662223816,0.1794896423816681,0.20507046580314636,0.08087406307458878,0.1335219442844391,0.048212938010692596,-0.07817614823579788
standard,0.22809998691082,0.24575825035572052,0.2476482391357422,0.2789877653121948,0.2201707363128662,0.3867555558681488,0.2518865764141083,0.08168947696685791,0.1969985067844391,0.09574088454246521,0.144873708486557,0.17029257118701935,0.07890738546848297
whereby,0.27963417768478394,0.2923749089241028,0.18681707978248596,0.17900614440441132,0.3622419238090515,0.30578529834747314,0.220652237534523,0.10594653338193893,0.3473013639450073,0.059802595525979996,0.14084111154079437,0.1718287318944931,-0.021865924820303917
the,0.42745697498321533,0.35928019881248474,0.6251175999641418,0.25977957248687744,0.5091903209686279,0.22975313663482666,0.40399202704429626,0.33113980293273926,0.535392165184021,0.029072100296616554,0.19782334566116333,0.22068053483963013,0.041273195296525955
value,0.24056871235370636,0.24607554078102112,0.21908211708068848,0.26137638092041016,0.18766924738883972,0.3546072244644165,0.1797625571489334,0.15552091598510742,0.23921877145767212,0.22563277184963226,0.2238783985376358,0.23920650780200958,0.026664549484848976
of,0.33290785551071167,0.3119818866252899,0.38761502504348755,0.27551960945129395,0.3757161796092987,0.19289253652095795,0.39081433415412903,0.2218635529279709,0.41548454761505127,0.06780257821083069,0.13928043842315674,0.1826142966747284,0.13035868108272552
the,0.42745697498321533,0.35928019881248474,0.6251175999641418,0.25977957248687744,0.5091903209686279,0.22975313663482666,0.40399202704429626,0.33113980293273926,0.535392165184021,0.029072100296616554,0.19782334566116333,0.22068053483963013,0.041273195296525955
dollar,0.18027359247207642,0.1262465864419937,0.2123371958732605,0.22200877964496613,0.16712570190429688,0.499071329832077,0.16956470906734467,0.16237565875053406,0.21958276629447937,0.10278460383415222,0.18965336680412292,0.17535142600536346,0.083279550075531
had,0.23849567770957947,0.2046971619129181,0.2910259962081909,0.2473025768995285,0.37526828050613403,0.12357709556818008,0.3489702045917511,0.3025658130645752,0.37984350323677063,0.0518546998500824,0.10890837013721466,0.20728366076946259,0.024004416540265083
