,in,what,year,did,tesla,die,?
nikola,0.11547333002090454,0.1137276440858841,0.1048557385802269,0.1303156167268753,0.5656248331069946,0.0890621691942215,0.06297405064105988
tesla,0.17097744345664978,0.23221199214458466,0.1455472707748413,0.09757418930530548,0.9999999403953552,0.0871504694223404,0.10250775516033173
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.2156914919614792,0.11772811412811279,0.40561532974243164
serbian,0.15489621460437775,0.17299731075763702,0.09635969251394272,0.12681607902050018,0.3454362452030182,0.041226908564567566,0.11544056981801987
cyrillic,0.1405302882194519,0.1837560385465622,0.07009723782539368,0.13737770915031433,0.31796056032180786,0.03694717958569527,0.24746108055114746
:,0.020521078258752823,-0.12022944539785385,0.05222936347126961,-0.05305134505033493,0.0028187385760247707,-0.05424967780709267,-0.07156077772378922
никола,0.28847888112068176,0.2412203997373581,0.21029536426067352,0.21966390311717987,0.34388217329978943,0.26233455538749695,0.3388248085975647
тесла,0.04704396426677704,0.18688637018203735,0.06631327420473099,0.13875539600849152,0.0784570723772049,0.17309772968292236,0.10631050914525986
;,0.092739537358284,0.10986888408660889,0.00956164300441742,0.10727239400148392,-0.03835732489824295,-0.07629679143428802,0.10349778085947037
10,0.22690178453922272,0.11840458959341049,0.01397665310651064,0.1914099007844925,-0.08889484405517578,0.04052882269024849,0.022911956533789635
july,0.26500701904296875,0.22688010334968567,0.3052220940589905,0.25485745072364807,0.1044287383556366,0.13829287886619568,0.2897891402244568
1856,0.0679522380232811,0.1704813838005066,0.10286320000886917,0.1629134863615036,-0.11941852420568466,0.04026561975479126,0.10880891233682632
–,0.23687128722667694,0.13008765876293182,0.2199735790491104,0.2259434312582016,0.15910647809505463,0.1560775637626648,0.2714554965496063
7,-0.02604081481695175,-0.1699475795030594,-0.12103487551212311,-0.147744283080101,-0.026343144476413727,-0.14148524403572083,-0.15092156827449799
january,0.28467586636543274,0.19257698953151703,0.29697200655937195,0.23508968949317932,0.13615937530994415,0.12963606417179108,0.28608936071395874
1943,0.18595553934574127,-0.007620702963322401,0.08575372397899628,0.0630604550242424,-0.028515523299574852,-0.09408893436193466,-0.08025530725717545
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.18584993481636047,0.22692398726940155,0.12597857415676117,0.42300865054130554
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,0.41399896144866943,0.16455206274986267,0.15500055253505707,0.18412111699581146
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.2211925983428955,0.18494991958141327,0.23916715383529663
serbian,0.15489621460437775,0.17299731075763702,0.09635969251394272,0.12681607902050018,0.3454362452030182,0.041226908564567566,0.11544056981801987
american,0.22871561348438263,0.1909721940755844,0.18412037193775177,0.21486236155033112,0.12191694229841232,0.10240315645933151,0.18877598643302917
inventor,0.18350328505039215,0.1433403640985489,0.12867265939712524,0.14229783415794373,0.3558236360549927,0.10458961129188538,0.1474177986383438
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.20599327981472015,0.23915338516235352,0.31091248989105225
electrical,0.2146623730659485,0.19961315393447876,0.1168355718255043,0.12294142693281174,0.45727142691612244,0.08681368082761765,0.10923371464014053
engineer,0.18560759723186493,0.1520753651857376,0.11436649411916733,0.15370579063892365,0.30233198404312134,0.059917256236076355,0.12995383143424988
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.20599327981472015,0.23915338516235352,0.31091248989105225
mechanical,0.22276797890663147,0.22318285703659058,0.12598463892936707,0.13345296680927277,0.399202823638916,0.14323143661022186,0.10079140216112137
engineer,0.18560759723186493,0.1520753651857376,0.11436649411916733,0.15370579063892365,0.30233198404312134,0.059917256236076355,0.12995383143424988
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.20599327981472015,0.23915338516235352,0.31091248989105225
physicist,0.1694481074810028,0.19407397508621216,0.09029527008533478,0.1487301141023636,0.3627440333366394,0.10967213660478592,0.1378137767314911
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.20599327981472015,0.23915338516235352,0.31091248989105225
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.19560420513153076,0.15050403773784637,0.20544172823429108
futurist,0.1585160195827484,0.16798117756843567,0.18965499103069305,0.151973158121109,0.2549110949039459,0.08976099640130997,0.17667490243911743
best,0.2813531160354614,0.3036847710609436,0.2702539265155792,0.25550925731658936,0.08007288724184036,0.1468677520751953,0.2799045741558075
known,0.32641831040382385,0.20381177961826324,0.20408862829208374,0.25943970680236816,0.09137910604476929,0.14956142008304596,0.18314571678638458
for,0.4322226941585541,0.3017193675041199,0.29294124245643616,0.318512886762619,0.13983871042728424,0.12036266177892685,0.264628142118454
his,0.3598145842552185,0.26976513862609863,0.255428284406662,0.3546801507472992,0.1580733060836792,0.18615874648094177,0.18075084686279297
contributions,0.2112797647714615,0.33326417207717896,0.21932977437973022,0.25334739685058594,0.24851170182228088,0.09291843324899673,0.3201877772808075
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.4452643394470215,0.17548894882202148,0.14746613800525665,0.29463258385658264
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.1324402391910553,0.2242266982793808,0.22068053483963013
design,0.21856798231601715,0.23893405497074127,0.14728954434394836,0.23409053683280945,0.27540352940559387,0.022765066474676132,0.16351860761642456
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.18837453424930573,0.21324244141578674,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.1324402391910553,0.2242266982793808,0.22068053483963013
modern,0.29808807373046875,0.2655639946460724,0.11147798597812653,0.21376098692417145,0.2237553745508194,0.09224876761436462,0.12475407868623734
alternating,0.24697254598140717,0.10095972567796707,0.18891800940036774,0.023347359150648117,0.20965251326560974,0.1165570318698883,0.13878576457500458
current,0.1955713927745819,0.18294453620910645,0.1603107899427414,0.07635620981454849,0.19374153017997742,0.03957492858171463,0.12074550241231918
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.2156914919614792,0.11772811412811279,0.40561532974243164
ac,0.09242649376392365,0.12080251425504684,0.0834597572684288,0.08334841579198837,0.31766265630722046,0.12125488370656967,0.19071458280086517
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.18584993481636047,0.22692398726940155,0.12597857415676117,0.42300865054130554
electricity,0.2437814176082611,0.20851419866085052,0.1737988293170929,0.22498734295368195,0.37243616580963135,0.16436786949634552,0.17856204509735107
supply,0.21402505040168762,0.20549191534519196,0.17902933061122894,0.22199489176273346,0.13021747767925262,0.17263314127922058,0.14298182725906372
system,0.21978288888931274,0.23557309806346893,0.15319517254829407,0.1967303454875946,0.18243813514709473,0.06736490875482559,0.15556083619594574
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.17949827015399933,0.2658497095108032,0.4130953550338745
