,what,is,sometimes,but,not,always,counted,regarding,durinskia,'s,chloroplast,membranes,?
these,0.4164220690727234,0.2498808652162552,0.48219484090805054,0.47236254811286926,0.5041285753250122,0.36592429876327515,0.33092033863067627,0.3553127944469452,0.253607839345932,0.026068098843097687,0.29447993636131287,0.38836798071861267,0.2571668326854706
chloroplasts,0.2524593770503998,0.22550933063030243,0.256771057844162,0.28110963106155396,0.3099190890789032,0.2208397090435028,0.1581665277481079,0.13261161744594574,0.360454797744751,-0.026035647839307785,0.9777651429176331,0.6635266542434692,0.13049766421318054
are,0.29724663496017456,0.5330929756164551,0.47411349415779114,0.47990062832832336,0.46186959743499756,0.3535380959510803,0.35623326897621155,0.29486146569252014,0.1614563912153244,-0.008927806280553341,0.26561424136161804,0.36286166310310364,0.24591213464736938
bounded,0.14650486409664154,0.29809078574180603,0.1976517289876938,0.1967538744211197,0.1394985020160675,0.13868147134780884,0.2213398963212967,0.09741329401731491,0.13895967602729797,0.07980966567993164,0.2103324830532074,0.275359183549881,0.029345547780394554
by,0.2455483376979828,0.3899846076965332,0.22042182087898254,0.3159136474132538,0.291808545589447,0.22237588465213776,0.26424381136894226,0.22009238600730896,0.26006561517715454,-0.010884488001465797,0.20723487436771393,0.17494241893291473,0.17966607213020325
up,0.28591108322143555,0.2853454053401947,0.2720569968223572,0.39005759358406067,0.27779421210289,0.298772931098938,0.2368718534708023,0.2004762887954712,0.1702856868505478,-0.08862818777561188,0.18903526663780212,0.23156563937664032,0.1819818764925003
to,0.455847829580307,0.42745086550712585,0.4055429697036743,0.5542377829551697,0.5149973034858704,0.42001017928123474,0.24541938304901123,0.29117533564567566,0.22564467787742615,0.03782717138528824,0.22531428933143616,0.21002532541751862,0.29463258385658264
five,0.18688078224658966,0.22980348765850067,0.21192608773708344,0.28707155585289,0.2331053465604782,0.2315344661474228,0.30426424741744995,0.16887369751930237,0.25045621395111084,0.04895230755209923,0.1765667200088501,0.2050274759531021,0.18342848122119904
membranes,0.18834297358989716,0.20728234946727753,0.291771799325943,0.19563862681388855,0.31035181879997253,0.2163909673690796,0.07847238332033157,0.13505743443965912,0.2655273377895355,-0.0862593725323677,0.6360809803009033,0.9999999403953552,0.20524227619171143
",",0.3087472915649414,0.4691906273365021,0.26600122451782227,0.48126736283302307,0.3769696354866028,0.2518956959247589,0.2928816080093384,0.2758248746395111,0.3522073030471802,-0.0016132977325469255,0.20078974962234497,0.22312511503696442,0.31091248989105225
(,0.2411840260028839,0.35393038392066956,0.19618426263332367,0.26263320446014404,0.2710699737071991,0.19265690445899963,0.21974864602088928,0.22490347921848297,0.2331264317035675,0.0012731997994706035,0.17505401372909546,0.19733726978302002,0.40561532974243164
depending,0.3483159840106964,0.32825371623039246,0.3622906804084778,0.3502492308616638,0.3502398431301117,0.33307939767837524,0.317139595746994,0.3093365430831909,0.1532909870147705,0.027093403041362762,0.18310317397117615,0.23793144524097443,0.21704205870628357
on,0.34226128458976746,0.3635730445384979,0.20871618390083313,0.3584071099758148,0.3516409695148468,0.27142107486724854,0.22217263281345367,0.2795979976654053,0.22412779927253723,0.0026888418942689896,0.13860121369361877,0.22716102004051208,0.2714994251728058
whether,0.5516265630722046,0.30252501368522644,0.36393871903419495,0.48493692278862,0.5590019822120667,0.4653410315513611,0.2750793695449829,0.4621464014053345,0.23277054727077484,0.03314889967441559,0.2247680425643921,0.1995861679315567,0.3150278329849243
you,0.5529524087905884,0.27113574743270874,0.2348872721195221,0.43871891498565674,0.49501559138298035,0.415021687746048,0.2456088662147522,0.36292096972465515,0.10457763820886612,0.03899187967181206,0.17868493497371674,0.24174010753631592,0.5839095711708069
count,0.11588504165410995,0.1571023166179657,0.06304249167442322,0.27507373690605164,0.19214306771755219,0.21390774846076965,0.5575998425483704,0.1590486466884613,0.1503223180770874,-0.09225887060165405,0.14682209491729736,0.10374335944652557,0.15563273429870605
the,0.42745697498321533,0.5823672413825989,0.35816407203674316,0.4859698414802551,0.4310511648654938,0.31570959091186523,0.3453567624092102,0.29280903935432434,0.332744300365448,-0.01540423184633255,0.21317854523658752,0.2330547422170639,0.22068053483963013
entire,0.37562522292137146,0.31832677125930786,0.16520871222019196,0.3924749791622162,0.3198445737361908,0.31609663367271423,0.2554323077201843,0.265852689743042,0.2188103199005127,0.032588254660367966,0.2566557824611664,0.20973049104213715,0.17068447172641754
diatom,0.2625027894973755,0.32826316356658936,0.3084193170070648,0.2788887023925781,0.2645980715751648,0.24899350106716156,0.18965114653110504,0.13009212911128998,0.24729953706264496,-0.007934056222438812,0.5989845395088196,0.4666307270526886,0.1628018021583557
endosymbiont,0.25026771426200867,0.27044546604156494,0.2505987584590912,0.2832583785057068,0.3383519947528839,0.2078527957201004,0.1653471291065216,0.24429231882095337,0.25059282779693604,-0.05634522810578346,0.7073208093643188,0.6166810393333435,0.2268921285867691
as,0.31749409437179565,0.43216490745544434,0.3959874212741852,0.4864770472049713,0.5105602741241455,0.38701626658439636,0.3174065351486206,0.2799603343009949,0.2622067332267761,-0.05775856226682663,0.2268141210079193,0.19154605269432068,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,0.35816407203674316,0.4859698414802551,0.4310511648654938,0.31570959091186523,0.3453567624092102,0.29280903935432434,0.332744300365448,-0.01540423184633255,0.21317854523658752,0.2330547422170639,0.22068053483963013
