,where,on,the,side,are,the,two,cast,courts,located,?
scott,0.13621605932712555,0.2118965983390808,0.20135091245174408,0.16112779080867767,0.1389179229736328,0.20135091245174408,0.19073958694934845,0.2093617171049118,0.08910376578569412,0.10902334749698639,0.0875725969672203
also,0.5413004159927368,0.3762153089046478,0.6021018624305725,0.30676403641700745,0.4565894305706024,0.6021018624305725,0.4511464238166809,0.22639361023902893,0.26382601261138916,0.25066080689430237,0.21848613023757935
designed,0.1850132942199707,0.2350989580154419,0.2559613883495331,0.22101104259490967,0.14064814150333405,0.2559613883495331,0.17904981970787048,0.20985954999923706,0.19812051951885223,0.29085591435432434,0.11213942617177963
the,0.5003893971443176,0.5107308030128479,1.0,0.37146830558776855,0.40399202704429626,1.0,0.43858039379119873,0.2840540409088135,0.2453746348619461,0.407527357339859,0.22068053483963013
two,0.32765963673591614,0.3205535411834717,0.43858039379119873,0.28367456793785095,0.46276170015335083,0.43858039379119873,1.0000001192092896,0.23767927289009094,0.14246860146522522,0.20089440047740936,0.19645625352859497
cast,0.15293212234973907,0.17973692715168,0.2840540409088135,0.1274111568927765,0.19341464340686798,0.2840540409088135,0.23767927289009094,1.0000001192092896,0.11377569288015366,0.03987108916044235,0.16641536355018616
courts,0.22952504456043243,0.17175407707691193,0.2453746348619461,0.1433500200510025,0.22783517837524414,0.2453746348619461,0.14246860146522522,0.11377569288015366,1.0,0.18109142780303955,0.17759139835834503
1870–73,0.11298203468322754,0.0807090625166893,0.12473118305206299,0.03925713151693344,0.20957212150096893,0.12473118305206299,0.10018812865018845,0.011678277514874935,0.08882182091474533,-0.08675491064786911,0.07979120314121246
to,0.47735077142715454,0.41031414270401,0.535392165184021,0.2686329185962677,0.3504326641559601,0.535392165184021,0.3343428373336792,0.20445263385772705,0.2114926129579544,0.20850814878940582,0.29463258385658264
the,0.5003893971443176,0.5107308030128479,1.0,0.37146830558776855,0.40399202704429626,1.0,0.43858039379119873,0.2840540409088135,0.2453746348619461,0.407527357339859,0.22068053483963013
southeast,0.2592759430408478,0.2020643651485443,0.32264992594718933,0.20096944272518158,0.23038241267204285,0.32264992594718933,0.19313813745975494,0.13402323424816132,0.1855311244726181,0.41837987303733826,0.1004139706492424
of,0.38066378235816956,0.3966929316520691,0.733189046382904,0.2452700436115265,0.39081433415412903,0.733189046382904,0.37726253271102905,0.2314109057188034,0.24972429871559143,0.32520920038223267,0.1826142966747284
the,0.5003893971443176,0.5107308030128479,1.0,0.37146830558776855,0.40399202704429626,1.0,0.43858039379119873,0.2840540409088135,0.2453746348619461,0.407527357339859,0.22068053483963013
garden,0.26349467039108276,0.18135347962379456,0.23359008133411407,0.16127073764801025,0.1611964851617813,0.23359008133411407,0.12169597297906876,0.19739986956119537,0.1606893688440323,0.21828338503837585,0.16720405220985413
(,0.1970011591911316,0.28656116127967834,0.33289089798927307,0.1321142315864563,0.23263892531394958,0.33289089798927307,0.2169162482023239,0.10343816876411438,0.16223514080047607,0.21025894582271576,0.40561532974243164
the,0.5003893971443176,0.5107308030128479,1.0,0.37146830558776855,0.40399202704429626,1.0,0.43858039379119873,0.2840540409088135,0.2453746348619461,0.407527357339859,0.22068053483963013
site,0.24231134355068207,0.24843932688236237,0.288954496383667,0.17229285836219788,0.20005904138088226,0.288954496383667,0.15332287549972534,0.13135066628456116,0.0873744860291481,0.3760833442211151,0.2014765441417694
of,0.38066378235816956,0.3966929316520691,0.733189046382904,0.2452700436115265,0.39081433415412903,0.733189046382904,0.37726253271102905,0.2314109057188034,0.24972429871559143,0.32520920038223267,0.1826142966747284
the,0.5003893971443176,0.5107308030128479,1.0,0.37146830558776855,0.40399202704429626,1.0,0.43858039379119873,0.2840540409088135,0.2453746348619461,0.407527357339859,0.22068053483963013
``,0.020612511783838272,-0.03274054825305939,0.029072100296616554,0.02200741320848465,0.12624181807041168,0.029072100296616554,0.07021170109510422,-0.06770064681768417,0.043519601225852966,-0.03266627714037895,0.0685480609536171
brompton,0.26961907744407654,0.26630082726478577,0.29877346754074097,0.2307215929031372,0.15747348964214325,0.29877346754074097,0.14407064020633698,0.12902185320854187,0.17666591703891754,0.20851072669029236,0.15745997428894043
boilers,0.26779672503471375,0.16840936243534088,0.2494322508573532,0.20416639745235443,0.27254289388656616,0.2494322508573532,0.24226035177707672,0.23616836965084076,0.10014593601226807,0.15838859975337982,0.19904552400112152
'',0.016034942120313644,0.04238596186041832,0.041273195296525955,0.04956745356321335,0.0263817198574543,0.041273195296525955,-0.004284570459276438,0.023467782884836197,0.012928526848554611,0.01448875479400158,0.018684765323996544
),0.20711064338684082,0.29937487840652466,0.3456730246543884,0.13530845940113068,0.2373749315738678,0.3456730246543884,0.24161455035209656,0.12118634581565857,0.17181523144245148,0.19755883514881134,0.42300865054130554
",",0.3149496018886566,0.49057599902153015,0.4933079481124878,0.24522119760513306,0.4062570035457611,0.4933079481124878,0.35859420895576477,0.19477514922618866,0.21853886544704437,0.2678719460964203,0.31091248989105225
these,0.380450963973999,0.32800400257110596,0.49086877703666687,0.26531505584716797,0.7107698917388916,0.49086877703666687,0.5489652752876282,0.20272158086299896,0.26591774821281433,0.19799992442131042,0.2571668326854706
vast,0.2667447626590729,0.1951756775379181,0.28638118505477905,0.22758853435516357,0.30015555024147034,0.28638118505477905,0.18129566311836243,0.1324981302022934,0.1532088667154312,0.19735056161880493,0.12112510949373245
