,why,are,the,small,lakes,in,the,parks,emptied,before,winter,?
there,0.41627052426338196,0.5433560013771057,0.47025805711746216,0.42771267890930176,0.2688491642475128,0.5361666083335876,0.47025805711746216,0.2251022905111313,0.2994287312030792,0.29779794812202454,0.19042068719863892,0.29405656456947327
are,0.3273901343345642,1.0,0.40399202704429626,0.3959871232509613,0.23796075582504272,0.3841303884983063,0.40399202704429626,0.23365527391433716,0.19858282804489136,0.21243946254253387,0.1793580800294876,0.24591213464736938
lot,0.3141646981239319,0.3148811459541321,0.3371950089931488,0.3316832482814789,0.19308066368103027,0.3169345259666443,0.3371950089931488,0.1712147742509842,0.1800871342420578,0.2150169163942337,0.22116509079933167,0.219394251704216
of,0.28464117646217346,0.39081433415412903,0.733189046382904,0.353353351354599,0.3004763126373291,0.5696388483047485,0.733189046382904,0.27195167541503906,0.2199712097644806,0.3282964527606964,0.23947669565677643,0.1826142966747284
small,0.2009722888469696,0.3959871232509613,0.39655908942222595,1.0,0.2718883156776428,0.3722202181816101,0.39655908942222595,0.14583782851696014,0.21917608380317688,0.21171291172504425,0.14858828485012054,0.13914890587329865
lakes,0.21161071956157684,0.23796075582504272,0.26104623079299927,0.2718883156776428,1.0000001192092896,0.28098371624946594,0.26104623079299927,0.38886550068855286,0.29151651263237,0.13782885670661926,0.24601462483406067,0.12022668123245239
in,0.23227278888225555,0.3841303884983063,0.6662389636039734,0.3722202181816101,0.28098371624946594,1.0,0.6662389636039734,0.252856969833374,0.2369859218597412,0.4155850410461426,0.29423755407333374,0.20430970191955566
the,0.30742117762565613,0.40399202704429626,1.0,0.39655908942222595,0.26104623079299927,0.6662389636039734,1.0,0.22552673518657684,0.31836190819740295,0.45900648832321167,0.30035296082496643,0.22068053483963013
parks,0.18917685747146606,0.23365527391433716,0.22552673518657684,0.14583782851696014,0.38886550068855286,0.252856969833374,0.22552673518657684,0.9999999403953552,0.1283750832080841,0.13977359235286713,0.22474858164787292,0.18846100568771362
",",0.2827242314815521,0.4062570035457611,0.4933079481124878,0.3083299398422241,0.3026047348976135,0.5201468467712402,0.4933079481124878,0.2596151828765869,0.265544056892395,0.3156566619873047,0.29047003388404846,0.31091248989105225
but,0.49691087007522583,0.47990062832832336,0.4859698414802551,0.30995529890060425,0.2163914144039154,0.48674455285072327,0.4859698414802551,0.20556718111038208,0.24323022365570068,0.413316935300827,0.25062569975852966,0.27921953797340393
only,0.43416354060173035,0.4533037543296814,0.5497692227363586,0.3850852847099304,0.20618586242198944,0.42992329597473145,0.5497692227363586,0.20998376607894897,0.2551993131637573,0.4493531882762909,0.19016271829605103,0.2767370045185089
a,0.2667238116264343,0.265255331993103,0.5829201340675354,0.41262131929397583,0.21939407289028168,0.539380669593811,0.5829201340675354,0.18967588245868683,0.2166031002998352,0.3583870828151703,0.19113492965698242,0.23916715383529663
few,0.328403502702713,0.43078693747520447,0.34660017490386963,0.43060290813446045,0.15429718792438507,0.3588411808013916,0.34660017490386963,0.16353309154510498,0.21078835427761078,0.41870054602622986,0.18822795152664185,0.2334265559911728
are,0.3273901343345642,1.0,0.40399202704429626,0.3959871232509613,0.23796075582504272,0.3841303884983063,0.40399202704429626,0.23365527391433716,0.19858282804489136,0.21243946254253387,0.1793580800294876,0.24591213464736938
permanent,0.16420480608940125,0.17626458406448364,0.34165191650390625,0.25471237301826477,0.22994254529476166,0.25959497690200806,0.34165191650390625,0.170716792345047,0.16863380372524261,0.30543044209480286,0.14535652101039886,0.14813289046287537
–,0.10866967588663101,0.08885963261127472,0.2607575058937073,0.04622841998934746,0.13567134737968445,0.23687128722667694,0.2607575058937073,0.11980017274618149,0.122713103890419,0.21794170141220093,0.20674942433834076,0.2714554965496063
the,0.30742117762565613,0.40399202704429626,1.0,0.39655908942222595,0.26104623079299927,0.6662389636039734,1.0,0.22552673518657684,0.31836190819740295,0.45900648832321167,0.30035296082496643,0.22068053483963013
majority,0.2353130728006363,0.3146342635154724,0.28757327795028687,0.26829928159713745,0.1936136931180954,0.2563854157924652,0.28757327795028687,0.20888620615005493,0.14350317418575287,0.22234214842319489,0.11114165931940079,0.220119908452034
are,0.3273901343345642,1.0,0.40399202704429626,0.3959871232509613,0.23796075582504272,0.3841303884983063,0.40399202704429626,0.23365527391433716,0.19858282804489136,0.21243946254253387,0.1793580800294876,0.24591213464736938
emptied,0.25152936577796936,0.19858282804489136,0.31836190819740295,0.21917608380317688,0.29151651263237,0.2369859218597412,0.31836190819740295,0.1283750832080841,1.0,0.27480548620224,0.13935954868793488,0.2079794555902481
before,0.32499244809150696,0.21243946254253387,0.45900648832321167,0.21171291172504425,0.13782885670661926,0.4155850410461426,0.45900648832321167,0.13977359235286713,0.27480548620224,1.0,0.16385070979595184,0.2507109045982361
winter,0.14217670261859894,0.1793580800294876,0.30035296082496643,0.14858828485012054,0.24601462483406067,0.29423755407333374,0.30035296082496643,0.22474858164787292,0.13935954868793488,0.16385070979595184,1.0,0.1591269075870514
to,0.4100138247013092,0.3504326641559601,0.535392165184021,0.3054737150669098,0.2036304771900177,0.45010748505592346,0.535392165184021,0.20691047608852386,0.2945322096347809,0.4190867841243744,0.1953434944152832,0.29463258385658264
clean,0.25456076860427856,0.2123696357011795,0.16315147280693054,0.2117720991373062,0.23143768310546875,0.17172656953334808,0.16315147280693054,0.18691378831863403,0.29902297258377075,0.233977273106575,0.12109995633363724,0.2847605347633362
