,is,the,lisbon,treaty,one,that,would,alter,existing,treaties,or,replace,them,?
its,0.4447362422943115,0.559237003326416,0.18452054262161255,0.19110316038131714,0.42848992347717285,0.416561484336853,0.27556702494621277,0.1766003966331482,0.3442061245441437,0.21471375226974487,0.30017510056495667,0.17213566601276398,0.30336952209472656,0.15103481709957123
substance,0.307191401720047,0.27041906118392944,0.09623207896947861,0.17301616072654724,0.24406208097934723,0.37226852774620056,0.2221536785364151,0.24462413787841797,0.28736674785614014,0.25571170449256897,0.3775405287742615,0.1519996076822281,0.2764931917190552,0.2033585160970688
was,0.5810302495956421,0.48711544275283813,0.22517630457878113,0.2409621626138687,0.3752199709415436,0.33670201897621155,0.41663143038749695,0.1728939265012741,0.19214795529842377,0.1740918755531311,0.2330796718597412,0.1948053240776062,0.23709723353385925,0.18412111699581146
very,0.3671363294124603,0.34171217679977417,0.05831373855471611,0.09668732434511185,0.37504842877388,0.47700634598731995,0.38255003094673157,0.16041983664035797,0.1712687909603119,0.16919861733913422,0.33374732732772827,0.15793822705745697,0.41886600852012634,0.20864155888557434
similar,0.28929588198661804,0.2963123023509979,0.027525804936885834,0.10919556021690369,0.28119975328445435,0.4232555329799652,0.23512229323387146,0.2886117994785309,0.33914852142333984,0.1488312929868698,0.3725942075252533,0.19962078332901,0.30289167165756226,0.23309361934661865
to,0.42745086550712585,0.535392165184021,0.22878102958202362,0.1986158937215805,0.4025384783744812,0.5436353087425232,0.5965728163719177,0.24627922475337982,0.36717307567596436,0.30276235938072205,0.38921234011650085,0.3497537076473236,0.5916602611541748,0.29463258385658264
the,0.5823672413825989,1.0,0.28707155585289,0.2690109610557556,0.5514441132545471,0.5473989248275757,0.4133751392364502,0.2655624747276306,0.36013904213905334,0.28970760107040405,0.4174870550632477,0.21257810294628143,0.4788833558559418,0.22068053483963013
proposed,0.1440325230360031,0.23840250074863434,0.13148808479309082,0.22103984653949738,0.23160400986671448,0.3023551106452942,0.38949111104011536,0.2116713970899582,0.34826791286468506,0.31716442108154297,0.16687864065170288,0.18826693296432495,0.2085162252187729,0.24553193151950836
constitutional,0.2099083513021469,0.2926941215991974,0.1863180696964264,0.4070098400115967,0.22421357035636902,0.2671305537223816,0.24844315648078918,0.26403573155403137,0.29051271080970764,0.4805915355682373,0.2618081569671631,0.16838452219963074,0.17742688953876495,0.2199033498764038
treaty,0.17603619396686554,0.2690109610557556,0.3112119436264038,1.0,0.1728263795375824,0.19276702404022217,0.22269970178604126,0.04587261751294136,0.18004660308361053,0.7044145464897156,0.10723592340946198,0.14736762642860413,0.1932746171951294,0.1174844279885292
",",0.4691906273365021,0.4933079481124878,0.23894961178302765,0.21270246803760529,0.3696635365486145,0.4137537479400635,0.32586824893951416,0.21998628973960876,0.2549736201763153,0.2152065634727478,0.3769497275352478,0.19695894420146942,0.3985835015773773,0.31091248989105225
but,0.4106791317462921,0.4859698414802551,0.20627516508102417,0.21629014611244202,0.4593126177787781,0.7244205474853516,0.5366146564483643,0.21301178634166718,0.34647542238235474,0.29910993576049805,0.4733969271183014,0.31481242179870605,0.5369928479194641,0.27921953797340393
it,0.6328473687171936,0.6251175999641418,0.1573755443096161,0.2648608088493347,0.4284902811050415,0.5921133160591125,0.36398744583129883,0.18938565254211426,0.33391073346138,0.22302496433258057,0.36389440298080444,0.19596821069717407,0.44355401396751404,0.25732165575027466
was,0.5810302495956421,0.48711544275283813,0.22517630457878113,0.2409621626138687,0.3752199709415436,0.33670201897621155,0.41663143038749695,0.1728939265012741,0.19214795529842377,0.1740918755531311,0.2330796718597412,0.1948053240776062,0.23709723353385925,0.18412111699581146
formally,0.29369625449180603,0.3323594629764557,0.1874486207962036,0.34381890296936035,0.22482888400554657,0.3073344826698303,0.2725960910320282,0.1404600292444229,0.24661093950271606,0.337123841047287,0.278411328792572,0.15855224430561066,0.18036256730556488,0.1371411830186844
an,0.4654068350791931,0.4207492768764496,0.18496009707450867,0.16682939231395721,0.2829729914665222,0.365763783454895,0.2650099992752075,0.20105105638504028,0.19810053706169128,0.1250661462545395,0.3096676766872406,0.17533667385578156,0.20136259496212006,0.19793890416622162
amending,0.18070760369300842,0.3774365782737732,0.2060806304216385,0.32275381684303284,0.26401105523109436,0.4176980257034302,0.4568668007850647,0.3063161075115204,0.40767306089401245,0.4751065671443939,0.3507649600505829,0.26596707105636597,0.3887263238430023,0.2748635411262512
treaty,0.17603619396686554,0.2690109610557556,0.3112119436264038,1.0,0.1728263795375824,0.19276702404022217,0.22269970178604126,0.04587261751294136,0.18004660308361053,0.7044145464897156,0.10723592340946198,0.14736762642860413,0.1932746171951294,0.1174844279885292
",",0.4691906273365021,0.4933079481124878,0.23894961178302765,0.21270246803760529,0.3696635365486145,0.4137537479400635,0.32586824893951416,0.21998628973960876,0.2549736201763153,0.2152065634727478,0.3769497275352478,0.19695894420146942,0.3985835015773773,0.31091248989105225
and,0.3859752118587494,0.5171257257461548,0.18415111303329468,0.1592116355895996,0.42438167333602905,0.4731321930885315,0.34921059012413025,0.20119036734104156,0.26408615708351135,0.2571636438369751,0.4713204801082611,0.2254238724708557,0.48717668652534485,0.20544172823429108
–,0.1436920464038849,0.2607575058937073,0.21456849575042725,0.17259547114372253,0.15357595682144165,0.15484696626663208,0.20531849563121796,0.14090488851070404,0.08857633918523788,0.12140766531229019,0.1658950001001358,0.16754785180091858,0.16805295646190643,0.2714554965496063
though,0.3265945613384247,0.38776206970214844,0.11670633405447006,0.17784805595874786,0.3291688859462738,0.5324916243553162,0.4490298330783844,0.24638260900974274,0.31756851077079773,0.2775636315345764,0.37712720036506653,0.2560743987560272,0.47473615407943726,0.3188856542110443
it,0.6328473687171936,0.6251175999641418,0.1573755443096161,0.2648608088493347,0.4284902811050415,0.5921133160591125,0.36398744583129883,0.18938565254211426,0.33391073346138,0.22302496433258057,0.36389440298080444,0.19596821069717407,0.44355401396751404,0.25732165575027466
significantly,0.21880888938903809,0.3313288986682892,0.08763612806797028,0.11962253600358963,0.27441710233688354,0.4070014953613281,0.2906283736228943,0.25857076048851013,0.3379988372325897,0.21252082288265228,0.3271048665046692,0.17117978632450104,0.3512648046016693,0.1823679804801941
altered,0.2137126922607422,0.3240741193294525,0.02216658741235733,0.08428647369146347,0.243174210190773,0.3433699905872345,0.24630753695964813,0.6696991324424744,0.4088166356086731,0.13764293491840363,0.3459012508392334,0.22987329959869385,0.2245337963104248,0.2274777591228485
the,0.5823672413825989,1.0,0.28707155585289,0.2690109610557556,0.5514441132545471,0.5473989248275757,0.4133751392364502,0.2655624747276306,0.36013904213905334,0.28970760107040405,0.4174870550632477,0.21257810294628143,0.4788833558559418,0.22068053483963013
existing,0.24549950659275055,0.36013904213905334,0.13734257221221924,0.18004660308361053,0.3237020671367645,0.446987509727478,0.3737032413482666,0.32542118430137634,1.0,0.26120424270629883,0.39807483553886414,0.3258930742740631,0.39767715334892273,0.31003472208976746
treaties,0.1447698175907135,0.28970760107040405,0.28770017623901367,0.7044145464897156,0.23749621212482452,0.2838388681411743,0.32884272933006287,0.08789893239736557,0.26120424270629883,0.9999998807907104,0.2210310846567154,0.1606033444404602,0.35223427414894104,0.1693580597639084
–,0.1436920464038849,0.2607575058937073,0.21456849575042725,0.17259547114372253,0.15357595682144165,0.15484696626663208,0.20531849563121796,0.14090488851070404,0.08857633918523788,0.12140766531229019,0.1658950001001358,0.16754785180091858,0.16805295646190643,0.2714554965496063
it,0.6328473687171936,0.6251175999641418,0.1573755443096161,0.2648608088493347,0.4284902811050415,0.5921133160591125,0.36398744583129883,0.18938565254211426,0.33391073346138,0.22302496433258057,0.36389440298080444,0.19596821069717407,0.44355401396751404,0.25732165575027466
did,0.19247472286224365,0.34736719727516174,0.15342867374420166,0.19075942039489746,0.27659472823143005,0.47518548369407654,0.6268245577812195,0.18129147589206696,0.2163872867822647,0.25577887892723083,0.28211739659309387,0.20470131933689117,0.44189682602882385,0.3023456633090973
not,0.3776007890701294,0.4310511648654938,0.17536145448684692,0.24425633251667023,0.3642125129699707,0.6600887179374695,0.5854519605636597,0.2576013505458832,0.34760579466819763,0.2920204997062683,0.5119067430496216,0.3188317120075226,0.5272393822669983,0.41942933201789856
completely,0.3029288351535797,0.342624306678772,0.1730763167142868,0.17843450605869293,0.23964108526706696,0.46087998151779175,0.37013575434684753,0.233565092086792,0.34366464614868164,0.2086825668811798,0.33084729313850403,0.18483950197696686,0.39080557227134705,0.17155995965003967
replace,0.19174684584140778,0.21257810294628143,0.13849350810050964,0.14736762642860413,0.19957797229290009,0.27462881803512573,0.3342205584049225,0.2631569802761078,0.3258930742740631,0.1606033444404602,0.20544829964637756,1.0000001192092896,0.19921022653579712,0.27411603927612305
them,0.2390832006931305,0.4788833558559418,0.18533478677272797,0.1932746171951294,0.4273320138454437,0.5601773262023926,0.5105606913566589,0.20667584240436554,0.39767715334892273,0.35223427414894104,0.4516362249851227,0.19921022653579712,1.0,0.35435691475868225
.,0.4569662809371948,0.5934505462646484,0.20124030113220215,0.17410176992416382,0.4123194217681885,0.4460422694683075,0.35067233443260193,0.2393943816423416,0.28165051341056824,0.21012970805168152,0.36683785915374756,0.2834588289260864,0.39945515990257263,0.4130953550338745
