,what,would,be,lower,if,there,were,fewer,people,?
[,0.010752761736512184,0.004482490010559559,0.02023543231189251,-0.022790491580963135,-0.007907935418188572,0.07203960418701172,0.039956651628017426,0.004826156888157129,0.10792411118745804,0.011015460826456547
not,0.5449194312095642,0.5854519605636597,0.5788898468017578,0.20697054266929626,0.6100378632545471,0.43214359879493713,0.33318549394607544,0.3364516496658325,0.28395727276802063,0.41942933201789856
in,0.30808621644973755,0.30461156368255615,0.3481820821762085,0.27455443143844604,0.2589588761329651,0.5361666083335876,0.3815755248069763,0.28511932492256165,0.39605680108070374,0.20430970191955566
citation,0.26448965072631836,0.25253763794898987,0.3005395233631134,0.11885888129472733,0.3750908076763153,0.25233954191207886,0.13011644780635834,0.17488543689250946,0.15666411817073822,0.3382055461406708
given,0.21883496642112732,0.3330545723438263,0.2965909540653229,0.1400371938943863,0.3646112382411957,0.3400375545024872,0.25531911849975586,0.22372613847255707,0.19132208824157715,0.2570464313030243
],-0.03775298595428467,-0.011652976274490356,-0.0038522027898579836,0.01029355637729168,0.032110147178173065,-0.02297152951359749,-0.03362284600734711,-0.025216247886419296,-0.03171391412615776,-0.0022520492784678936
it,0.45803478360176086,0.36398744583129883,0.5203388929367065,0.22507257759571075,0.35967332124710083,0.4020688533782959,0.25487732887268066,0.3205659091472626,0.3940119743347168,0.25732165575027466
should,0.43830034136772156,0.5900080800056458,0.6527681946754456,0.18784743547439575,0.5581767559051514,0.2919531464576721,0.3050706386566162,0.25538429617881775,0.23365171253681183,0.4442402422428131
be,0.3929833769798279,0.5202695727348328,1.0,0.23055878281593323,0.5628611445426941,0.41019052267074585,0.4064064621925354,0.3191867172718048,0.2593584358692169,0.3324260413646698
noted,0.16981294751167297,0.2647894024848938,0.24397937953472137,0.15841886401176453,0.1821778267621994,0.23267079889774323,0.24877768754959106,0.11705698072910309,0.04129223898053169,0.13014346361160278
here,0.5220553874969482,0.42146050930023193,0.42185041308403015,0.19670087099075317,0.5111895203590393,0.5511896014213562,0.26681768894195557,0.22784796357154846,0.33284780383110046,0.5686008334159851
however,0.4480680823326111,0.5514755845069885,0.5002188086509705,0.24047216773033142,0.4875394105911255,0.4319024085998535,0.4428504705429077,0.41020938754081726,0.2839839458465576,0.2152075469493866
that,0.6297725439071655,0.5895259380340576,0.6036020517349243,0.25661587715148926,0.5634250640869141,0.6006520986557007,0.35517072677612305,0.37658005952835083,0.3621441423892975,0.32716336846351624
in,0.30808621644973755,0.30461156368255615,0.3481820821762085,0.27455443143844604,0.2589588761329651,0.5361666083335876,0.3815755248069763,0.28511932492256165,0.39605680108070374,0.20430970191955566
certain,0.4561643898487091,0.39805346727371216,0.47409647703170776,0.2684011459350586,0.47367119789123535,0.40079766511917114,0.2825849652290344,0.3712310194969177,0.2928566038608551,0.2516106069087982
cases,0.2612028121948242,0.29353389143943787,0.42340087890625,0.2955188453197479,0.45987358689308167,0.3664475679397583,0.23848582804203033,0.36544713377952576,0.24208591878414154,0.25599566102027893
",",0.3087472915649414,0.32586824893951416,0.39254459738731384,0.236776202917099,0.257730096578598,0.4587128460407257,0.36755475401878357,0.2990303933620453,0.36644625663757324,0.31091248989105225
with,0.2464839518070221,0.38372042775154114,0.36101722717285156,0.1784515678882599,0.34021785855293274,0.37390366196632385,0.3179011940956116,0.2975287139415741,0.20958639681339264,0.2433311939239502
great,0.2562883198261261,0.22342120110988617,0.17040422558784485,0.11086972057819366,0.1889476478099823,0.2232125997543335,0.20885784924030304,0.10747147351503372,0.17345860600471497,0.13135133683681488
economic,0.18082544207572937,0.2501782774925232,0.18845009803771973,0.14096929132938385,0.1591096818447113,0.22821906208992004,0.19314044713974,0.1801096498966217,0.24503347277641296,0.1206481084227562
inequality,0.30072227120399475,0.2849980294704437,0.2602038085460663,0.260497123003006,0.2861393988132477,0.2481875717639923,0.1964089572429657,0.2580699324607849,0.2395709902048111,0.23619021475315094
",",0.3087472915649414,0.32586824893951416,0.39254459738731384,0.236776202917099,0.257730096578598,0.4587128460407257,0.36755475401878357,0.2990303933620453,0.36644625663757324,0.31091248989105225
there,0.35085538029670715,0.33190950751304626,0.41019052267074585,0.24815864861011505,0.37692952156066895,1.0,0.4359818994998932,0.41971373558044434,0.4820519685745239,0.29405656456947327
is,0.28837618231773376,0.33626067638397217,0.4819129705429077,0.20806168019771576,0.30927813053131104,0.3904260993003845,0.29386836290359497,0.24122995138168335,0.34254953265190125,0.22961433231830597
nonetheless,0.368646502494812,0.3811878561973572,0.3770989179611206,0.23701266944408417,0.40432414412498474,0.29106760025024414,0.30724960565567017,0.31276291608810425,0.18891140818595886,0.22137337923049927
not,0.5449194312095642,0.5854519605636597,0.5788898468017578,0.20697054266929626,0.6100378632545471,0.43214359879493713,0.33318549394607544,0.3364516496658325,0.28395727276802063,0.41942933201789856
more,0.3484537899494171,0.446984201669693,0.5445363521575928,0.2488173395395279,0.3938486874103546,0.4164280891418457,0.33779072761535645,0.5652668476104736,0.3351196348667145,0.27894994616508484
waste,0.28944942355155945,0.31602156162261963,0.3080398440361023,0.11238706111907959,0.33088043332099915,0.19770199060440063,0.1574069708585739,0.19751441478729248,0.17808909714221954,0.299444317817688
and,0.31309178471565247,0.34921059012413025,0.41766801476478577,0.2802542746067047,0.3498523235321045,0.4242868423461914,0.42175528407096863,0.3560197353363037,0.3016039729118347,0.20544172823429108
pollution,0.23829525709152222,0.2713591158390045,0.30181699991226196,0.19577576220035553,0.24181675910949707,0.3101212978363037,0.19669528305530548,0.27258574962615967,0.3025405704975128,0.22070297598838806
created,0.20714101195335388,0.27688419818878174,0.22345785796642303,0.11869136989116669,0.1636093556880951,0.3317369520664215,0.2975761294364929,0.17493191361427307,0.21227845549583435,0.21177415549755096
as,0.31749409437179565,0.3824005722999573,0.5230465531349182,0.21512500941753387,0.3354816734790802,0.33535557985305786,0.3025437891483307,0.27561262249946594,0.15704652667045593,0.27043893933296204
the,0.42745697498321533,0.4133751392364502,0.4248143136501312,0.3463275134563446,0.33724796772003174,0.47025805711746216,0.3906462490558624,0.37070468068122864,0.36838498711586,0.22068053483963013
waste/pollution,0.33558011054992676,0.3385457694530487,0.3682708740234375,0.21981991827487946,0.3532547354698181,0.35045504570007324,0.2251477688550949,0.2937558889389038,0.3218674957752228,0.31807005405426025
is,0.28837618231773376,0.33626067638397217,0.4819129705429077,0.20806168019771576,0.30927813053131104,0.3904260993003845,0.29386836290359497,0.24122995138168335,0.34254953265190125,0.22961433231830597
cleaned,0.2318483144044876,0.35007044672966003,0.42170003056526184,0.12077183276414871,0.33785152435302734,0.2991899847984314,0.26151326298713684,0.2348407506942749,0.12497264891862869,0.26958441734313965
up,0.28591108322143555,0.35289904475212097,0.27963516116142273,0.18961568176746368,0.34649282693862915,0.32834336161613464,0.29601457715034485,0.2782706618309021,0.2338736206293106,0.1819818764925003
better,0.3551420271396637,0.3996680676937103,0.3208003342151642,0.28034791350364685,0.2864907681941986,0.21388690173625946,0.1812901794910431,0.35468676686286926,0.2386009246110916,0.32159438729286194
afterwards,0.20637443661689758,0.3551057279109955,0.3204198479652405,0.201027512550354,0.2970300316810608,0.24321788549423218,0.3546917736530304,0.20277592539787292,0.2315179407596588,0.16511626541614532
(,0.2411840260028839,0.21630488336086273,0.2349044382572174,0.18077315390110016,0.26899856328964233,0.22351126372814178,0.14743882417678833,0.11682643741369247,0.17817604541778564,0.40561532974243164
water,0.17456887662410736,0.22416557371616364,0.3042290508747101,0.2041805535554886,0.2533992528915405,0.2772720456123352,0.17986807227134705,0.22263479232788086,0.26819908618927,0.14731885492801666
treatment,0.27640530467033386,0.2807108759880066,0.2901170551776886,0.17629016935825348,0.30884626507759094,0.2367962747812271,0.17154142260551453,0.24396099150180817,0.23878082633018494,0.20314443111419678
",",0.3087472915649414,0.32586824893951416,0.39254459738731384,0.236776202917099,0.257730096578598,0.4587128460407257,0.36755475401878357,0.2990303933620453,0.36644625663757324,0.31091248989105225
filtering,0.31715425848960876,0.27271175384521484,0.3551481068134308,0.1904960721731186,0.34953197836875916,0.24889333546161652,0.1524154394865036,0.18841877579689026,0.11050017178058624,0.2839963436126709
",",0.3087472915649414,0.32586824893951416,0.39254459738731384,0.236776202917099,0.257730096578598,0.4587128460407257,0.36755475401878357,0.2990303933620453,0.36644625663757324,0.31091248989105225
...,0.001098619308322668,-0.10993042588233948,-0.07588905096054077,0.0320136733353138,-0.08330421149730682,0.05225222930312157,-0.011268461123108864,-0.11699569225311279,0.1337094008922577,-0.07163430005311966
),0.26259949803352356,0.2093871831893921,0.24578070640563965,0.19089847803115845,0.2878422141075134,0.24042794108390808,0.1566188633441925,0.14438267052173615,0.18634183704853058,0.42300865054130554
...,0.001098619308322668,-0.10993042588233948,-0.07588905096054077,0.0320136733353138,-0.08330421149730682,0.05225222930312157,-0.011268461123108864,-0.11699569225311279,0.1337094008922577,-0.07163430005311966
.,0.3567904531955719,0.35067233443260193,0.4383580684661865,0.24347278475761414,0.421799898147583,0.43897318840026855,0.3378238379955292,0.29590389132499695,0.33118996024131775,0.4130953550338745
also,0.42747777700424194,0.4152511954307556,0.48342031240463257,0.28310924768447876,0.41293784976005554,0.44705238938331604,0.31877249479293823,0.364140123128891,0.34775957465171814,0.21848613023757935
note,0.2500276267528534,0.2847486138343811,0.3066288232803345,0.2153013050556183,0.3490070402622223,0.2368999421596527,0.16261866688728333,0.13780969381332397,0.0570828877389431,0.2754004895687103
that,0.6297725439071655,0.5895259380340576,0.6036020517349243,0.25661587715148926,0.5634250640869141,0.6006520986557007,0.35517072677612305,0.37658005952835083,0.3621441423892975,0.32716336846351624
the,0.42745697498321533,0.4133751392364502,0.4248143136501312,0.3463275134563446,0.33724796772003174,0.47025805711746216,0.3906462490558624,0.37070468068122864,0.36838498711586,0.22068053483963013
whole,0.38441845774650574,0.36522725224494934,0.29312652349472046,0.25747936964035034,0.3727339208126068,0.3348108232021332,0.18396785855293274,0.2764887809753418,0.2797814607620239,0.21052291989326477
of,0.33290785551071167,0.3353942930698395,0.33904364705085754,0.31757521629333496,0.2557544410228729,0.44397735595703125,0.34038281440734863,0.30926164984703064,0.3251037895679474,0.1826142966747284
the,0.42745697498321533,0.4133751392364502,0.4248143136501312,0.3463275134563446,0.33724796772003174,0.47025805711746216,0.3906462490558624,0.37070468068122864,0.36838498711586,0.22068053483963013
increase,0.21153631806373596,0.29228541254997253,0.3498366177082062,0.30993348360061646,0.2895248830318451,0.28883108496665955,0.19452497363090515,0.37965694069862366,0.23550847172737122,0.11119163036346436
in,0.30808621644973755,0.30461156368255615,0.3481820821762085,0.27455443143844604,0.2589588761329651,0.5361666083335876,0.3815755248069763,0.28511932492256165,0.39605680108070374,0.20430970191955566
environmental,0.16198831796646118,0.18009857833385468,0.22704657912254333,0.1333838552236557,0.1786074936389923,0.23552583158016205,0.1469385176897049,0.20545536279678345,0.20135284960269928,0.19728143513202667
degradation,0.2891780734062195,0.27628979086875916,0.36015787720680237,0.2133014053106308,0.3085559010505676,0.23544228076934814,0.19041714072227478,0.27885702252388,0.17252770066261292,0.15629176795482635
is,0.28837618231773376,0.33626067638397217,0.4819129705429077,0.20806168019771576,0.30927813053131104,0.3904260993003845,0.29386836290359497,0.24122995138168335,0.34254953265190125,0.22961433231830597
