,what,can,the,non-elected,members,from,the,scottish,government,not,do,?
as,0.31749409437179565,0.3245031237602234,0.48381632566452026,0.3008703291416168,0.21428564190864563,0.3251767158508301,0.48381632566452026,0.185140922665596,0.1883569210767746,0.5105602741241455,0.38329678773880005,0.27043893933296204
such,0.23989605903625488,0.396209716796875,0.3575236201286316,0.22526098787784576,0.22420670092105865,0.24813218414783478,0.3575236201286316,0.11958443373441696,0.13764050602912903,0.4058493673801422,0.337398886680603,0.17851735651493073
the,0.42745697498321533,0.312528520822525,1.0,0.32305118441581726,0.3321719169616699,0.40150508284568787,1.0,0.21724988520145416,0.31798112392425537,0.4310511648654938,0.30239659547805786,0.22068053483963013
law,0.2145031988620758,0.13600260019302368,0.24548950791358948,0.22159907221794128,0.11179608851671219,0.19070591032505035,0.24548950791358948,0.13914988934993744,0.3640907108783722,0.2588513493537903,0.193905308842659,0.1528988480567932
officers,0.20936226844787598,0.17819428443908691,0.2831277847290039,0.27977997064590454,0.4403330683708191,0.1617758423089981,0.2831277847290039,0.1138535887002945,0.3789760172367096,0.2527908384799957,0.22862589359283447,0.14072641730308533
may,0.25739946961402893,0.43584567308425903,0.2694292366504669,0.23623374104499817,0.20884567499160767,0.23997589945793152,0.2694292366504669,0.21667926013469696,0.21966363489627838,0.39885732531547546,0.28230178356170654,0.2768254578113556
attend,0.18096278607845306,0.1267210841178894,0.23206810653209686,0.3482145369052887,0.3218086063861847,0.149007186293602,0.23206810653209686,0.19400949776172638,0.24904046952724457,0.2851789593696594,0.2450224608182907,0.14932334423065186
and,0.31309178471565247,0.3675691485404968,0.5171257257461548,0.27779901027679443,0.2994427978992462,0.3601827025413513,0.5171257257461548,0.2972351908683777,0.2859337627887726,0.39099299907684326,0.276123583316803,0.20544172823429108
speak,0.3106061816215515,0.20784080028533936,0.2565973103046417,0.24053925275802612,0.19570326805114746,0.16112157702445984,0.2565973103046417,0.1747896671295166,0.29127591848373413,0.26433634757995605,0.2888033986091614,0.2619509994983673
in,0.30808621644973755,0.26527702808380127,0.6662389636039734,0.2652091383934021,0.196792870759964,0.4274188280105591,0.6662389636039734,0.16512006521224976,0.3066793978214264,0.3403114080429077,0.23402775824069977,0.20430970191955566
the,0.42745697498321533,0.312528520822525,1.0,0.32305118441581726,0.3321719169616699,0.40150508284568787,1.0,0.21724988520145416,0.31798112392425537,0.4310511648654938,0.30239659547805786,0.22068053483963013
plenary,0.23508429527282715,0.20530015230178833,0.34974274039268494,0.3387705981731415,0.22990122437477112,0.15832997858524323,0.34974274039268494,0.14684590697288513,0.31200990080833435,0.25307270884513855,0.2196377068758011,0.14263968169689178
meetings,0.24949911236763,0.20386868715286255,0.31532901525497437,0.3866559565067291,0.4481082558631897,0.1672109067440033,0.31532901525497437,0.19861873984336853,0.3371829390525818,0.26882877945899963,0.23015205562114716,0.17293356359004974
of,0.33290785551071167,0.2603091299533844,0.733189046382904,0.35856276750564575,0.28120753169059753,0.4249346852302551,0.733189046382904,0.1698460429906845,0.3475167155265808,0.3307090103626251,0.26150479912757874,0.1826142966747284
the,0.42745697498321533,0.312528520822525,1.0,0.32305118441581726,0.3321719169616699,0.40150508284568787,1.0,0.21724988520145416,0.31798112392425537,0.4310511648654938,0.30239659547805786,0.22068053483963013
parliament,0.21650300920009613,0.1599172055721283,0.26521381735801697,0.4615503251552582,0.3503897786140442,0.18214061856269836,0.26521381735801697,0.3418616056442261,0.5386218428611755,0.22406005859375,0.12404073029756546,0.1586504578590393
but,0.5029441118240356,0.4161612093448639,0.4859698414802551,0.2807445824146271,0.24694132804870605,0.3133932948112488,0.4859698414802551,0.20022492110729218,0.2775489091873169,0.6553761959075928,0.4077886939048767,0.27921953797340393
",",0.3087472915649414,0.3139454126358032,0.4933079481124878,0.3037019670009613,0.2357054501771927,0.39760664105415344,0.4933079481124878,0.21369139850139618,0.27344048023223877,0.3769696354866028,0.3283645510673523,0.31091248989105225
as,0.31749409437179565,0.3245031237602234,0.48381632566452026,0.3008703291416168,0.21428564190864563,0.3251767158508301,0.48381632566452026,0.185140922665596,0.1883569210767746,0.5105602741241455,0.38329678773880005,0.27043893933296204
they,0.4431931674480438,0.47909218072891235,0.49925389885902405,0.2256176620721817,0.3697482645511627,0.3321932256221771,0.49925389885902405,0.19936999678611755,0.27497777342796326,0.5804335474967957,0.4667694866657257,0.2753053903579712
are,0.29724663496017456,0.5408529043197632,0.40399202704429626,0.22463907301425934,0.31528955698013306,0.2674213647842407,0.40399202704429626,0.15686963498592377,0.20126859843730927,0.46186959743499756,0.41111594438552856,0.24591213464736938
not,0.5449194312095642,0.49270012974739075,0.4310511648654938,0.3079771101474762,0.2104467898607254,0.2567668557167053,0.4310511648654938,0.19732609391212463,0.2722996473312378,0.9999999403953552,0.6619802713394165,0.41942933201789856
elected,0.16005432605743408,0.0943373292684555,0.23167964816093445,0.8425473570823669,0.37164974212646484,0.1986871361732483,0.23167964816093445,0.18456816673278809,0.3878932595252991,0.19988881051540375,0.1694035679101944,0.1966295689344406
msps,0.1885128617286682,0.29166239500045776,0.3199247419834137,0.5288469791412354,0.48753979802131653,0.21006013453006744,0.3199247419834137,0.4475419521331787,0.42080608010292053,0.2767341434955597,0.2718619704246521,0.14526908099651337
",",0.3087472915649414,0.3139454126358032,0.4933079481124878,0.3037019670009613,0.2357054501771927,0.39760664105415344,0.4933079481124878,0.21369139850139618,0.27344048023223877,0.3769696354866028,0.3283645510673523,0.31091248989105225
can,0.34502777457237244,1.0,0.312528520822525,0.187645822763443,0.14267030358314514,0.2516351342201233,0.312528520822525,0.11615288257598877,0.15589569509029388,0.49270012974739075,0.45775556564331055,0.3226337134838104
not,0.5449194312095642,0.49270012974739075,0.4310511648654938,0.3079771101474762,0.2104467898607254,0.2567668557167053,0.4310511648654938,0.19732609391212463,0.2722996473312378,0.9999999403953552,0.6619802713394165,0.41942933201789856
vote,0.30723845958709717,0.20820198953151703,0.22779929637908936,0.4405135214328766,0.2641376256942749,0.17611335217952728,0.22779929637908936,0.21137574315071106,0.3087589740753174,0.331701397895813,0.23587724566459656,0.2888886630535126
.,0.3567904531955719,0.35783761739730835,0.5934505462646484,0.3184443414211273,0.21119362115859985,0.41536515951156616,0.5934505462646484,0.20125295221805573,0.2521961033344269,0.4824007451534271,0.3613996207714081,0.4130953550338745
