,was,this,footage,compatible,or,incompatible,with,live,broadcast,tv,formats,?
the,0.48711544275283813,0.6274310946464539,0.26520875096321106,0.18147024512290955,0.4174870550632477,0.17226295173168182,0.4223487675189972,0.2995128035545349,0.2713715434074402,0.20034731924533844,0.2539501190185547,0.22068053483963013
moon,0.18183675408363342,0.2089548259973526,0.2555917799472809,0.1537700891494751,0.18466947972774506,0.1583099067211151,0.20192916691303253,0.08024363964796066,0.2265031337738037,0.14614474773406982,0.19362220168113708,0.1442703753709793
landing,0.21103228628635406,0.22544676065444946,0.30033329129219055,0.08398851007223129,0.16081500053405762,0.09331885725259781,0.18041649460792542,0.12038819491863251,0.21408794820308685,0.18923455476760864,0.17310240864753723,0.11133739352226257
data,0.10802177339792252,0.24432523548603058,0.17761994898319244,0.2549888789653778,0.2638985514640808,0.2651963531970978,0.1658894121646881,0.11472460627555847,0.19862255454063416,0.11813488602638245,0.3862711191177368,0.17909851670265198
was,1.0000001192092896,0.3638818562030792,0.25327688455581665,0.12691769003868103,0.2330796718597412,0.12476962059736252,0.27411898970603943,0.18769018352031708,0.24068336188793182,0.1889979988336563,0.1062772125005722,0.18412111699581146
recorded,0.328198105096817,0.2073628157377243,0.3266434967517853,0.11236273497343063,0.1671266257762909,0.10177731513977051,0.30649667978286743,0.29500848054885864,0.3091011345386505,0.15809474885463715,0.24912947416305542,0.19213420152664185
by,0.4752357602119446,0.38438332080841064,0.22290003299713135,0.20730146765708923,0.30274316668510437,0.22474031150341034,0.39731505513191223,0.08095370978116989,0.22584840655326843,0.11470241099596024,0.15758977830410004,0.17966607213020325
a,0.4508470594882965,0.5422310829162598,0.20829029381275177,0.14630423486232758,0.48853766918182373,0.13424478471279144,0.3783375024795532,0.21948647499084473,0.2046348601579666,0.2169625610113144,0.23189835250377655,0.23916715383529663
special,0.1585642695426941,0.3379964530467987,0.19525675475597382,0.19870221614837646,0.3307633697986603,0.1673986315727234,0.21461334824562073,0.17854325473308563,0.23063459992408752,0.1792411357164383,0.18309243023395538,0.29623302817344666
apollo,0.2306441366672516,0.1840856671333313,0.3206820487976074,0.13782921433448792,0.13169844448566437,0.14430773258209229,0.1249200850725174,0.13241203129291534,0.2332795411348343,0.18592259287834167,0.12197516113519669,0.191528782248497
tv,0.1889979988336563,0.16480641067028046,0.2851554751396179,0.08853453397750854,0.18965834379196167,0.06841899454593658,0.17663881182670593,0.23631075024604797,0.5626955032348633,0.9999998807907104,0.17246954143047333,0.20290863513946533
camera,0.22299613058567047,0.21775546669960022,0.42943474650382996,0.2821134328842163,0.1757884919643402,0.23144926130771637,0.17163753509521484,0.16576895117759705,0.25822633504867554,0.2648126184940338,0.3467496931552887,0.13050545752048492
which,0.2830964922904968,0.6719430088996887,0.2583666145801544,0.2783803939819336,0.5105096101760864,0.31862109899520874,0.46403205394744873,0.23445427417755127,0.26385819911956787,0.17979581654071808,0.3066715896129608,0.25814583897590637
recorded,0.328198105096817,0.2073628157377243,0.3266434967517853,0.11236273497343063,0.1671266257762909,0.10177731513977051,0.30649667978286743,0.29500848054885864,0.3091011345386505,0.15809474885463715,0.24912947416305542,0.19213420152664185
in,0.45514053106307983,0.45205554366111755,0.17647458612918854,0.10843999683856964,0.3586423695087433,0.102824367582798,0.4080928862094879,0.3068392276763916,0.26723843812942505,0.17989183962345123,0.1860530823469162,0.20430970191955566
a,0.4508470594882965,0.5422310829162598,0.20829029381275177,0.14630423486232758,0.48853766918182373,0.13424478471279144,0.3783375024795532,0.21948647499084473,0.2046348601579666,0.2169625610113144,0.23189835250377655,0.23916715383529663
format,0.1396103948354721,0.27956604957580566,0.29809966683387756,0.3892064690589905,0.26218271255493164,0.34365466237068176,0.1876007467508316,0.16686083376407623,0.31208452582359314,0.21899448335170746,0.8116183280944824,0.2222042977809906
incompatible,0.12476962059736252,0.33700793981552124,0.14831659197807312,0.913732647895813,0.2833985388278961,0.9999998807907104,0.2659424841403961,0.15640032291412354,0.13838662207126617,0.06841899454593658,0.44160065054893494,0.2627788186073303
with,0.27411898970603943,0.36358317732810974,0.16703860461711884,0.2561684250831604,0.38158315420150757,0.2659424841403961,0.9999999403953552,0.19521716237068176,0.1932039111852646,0.17663881182670593,0.2488575428724289,0.2433311939239502
broadcast,0.24068336188793182,0.24977970123291016,0.32641151547431946,0.1344507336616516,0.17618951201438904,0.13838662207126617,0.1932039111852646,0.2711573839187622,1.0,0.5626955032348633,0.2778247892856598,0.15760008990764618
tv,0.1889979988336563,0.16480641067028046,0.2851554751396179,0.08853453397750854,0.18965834379196167,0.06841899454593658,0.17663881182670593,0.23631075024604797,0.5626955032348633,0.9999998807907104,0.17246954143047333,0.20290863513946533
.,0.40146201848983765,0.500583827495575,0.1540393829345703,0.22532975673675537,0.36683785915374756,0.23293404281139374,0.4446153938770294,0.32964062690734863,0.2280997633934021,0.27196308970451355,0.23290812969207764,0.4130953550338745
,was,this,footage,compatible,or,incompatible,with,live,broadcast,tv,formats,?
this,0.3638818562030792,0.9999999403953552,0.21278023719787598,0.2717379033565521,0.4406825602054596,0.33700793981552124,0.36358317732810974,0.20579808950424194,0.24977970123291016,0.16480641067028046,0.3108668625354767,0.3155723512172699
resulted,0.3113420605659485,0.30420592427253723,0.21931903064250946,0.1571704000234604,0.3117695152759552,0.2097342610359192,0.33347630500793457,0.10043454170227051,0.2249116748571396,0.1326160877943039,0.153653085231781,0.1391388475894928
in,0.45514053106307983,0.45205554366111755,0.17647458612918854,0.10843999683856964,0.3586423695087433,0.102824367582798,0.4080928862094879,0.3068392276763916,0.26723843812942505,0.17989183962345123,0.1860530823469162,0.20430970191955566
lunar,0.17547959089279175,0.21992814540863037,0.24432890117168427,0.22115445137023926,0.16849678754806519,0.22931380569934845,0.11691921204328537,0.12764443457126617,0.1902865767478943,0.056077465415000916,0.21279366314411163,0.1628302037715912
footage,0.25327688455581665,0.21278023719787598,0.9999998807907104,0.15075421333312988,0.18095822632312775,0.14831659197807312,0.16703860461711884,0.23925836384296417,0.32641151547431946,0.2851554751396179,0.3549356758594513,0.1589086651802063
that,0.33670201897621155,0.6909449696540833,0.2934064269065857,0.33666762709617615,0.4729836881160736,0.38351085782051086,0.4154358208179474,0.22191597521305084,0.267183780670166,0.16911949217319489,0.27894678711891174,0.32716336846351624
had,0.5927209258079529,0.3222610056400299,0.2550073564052582,0.10763094574213028,0.2672365605831146,0.13239558041095734,0.4739086329936981,0.2077605426311493,0.15132653713226318,0.169364795088768,0.07999031245708466,0.20728366076946259
to,0.3636345863342285,0.5759071707725525,0.20092731714248657,0.24329857528209686,0.38921234011650085,0.25849923491477966,0.4239959120750427,0.298321396112442,0.2326623648405075,0.1854887306690216,0.2142070233821869,0.29463258385658264
be,0.42228707671165466,0.566177248954773,0.1684967279434204,0.3335767984390259,0.5260903835296631,0.3689740002155304,0.36101722717285156,0.18831217288970947,0.20571625232696533,0.19157755374908447,0.2900044023990631,0.3324260413646698
converted,0.2062978297472,0.25258731842041016,0.11328154057264328,0.2511831223964691,0.24922597408294678,0.24855850636959076,0.17346665263175964,0.10356617718935013,0.17021892964839935,0.10901592671871185,0.231561079621315,0.12743066251277924
