,what,was,the,chinese,name,for,the,central,secretariat,?
the,0.42745697498321533,0.48711544275283813,1.0,0.2785343527793884,0.3171212375164032,0.4739971458911896,1.0,0.3417201042175293,0.29265260696411133,0.22068053483963013
central,0.17723965644836426,0.21519865095615387,0.3417201042175293,0.1833096593618393,0.1127941831946373,0.20646226406097412,0.3417201042175293,1.0,0.23767314851284027,0.14787602424621582
region,0.2298986315727234,0.19296804070472717,0.35020557045936584,0.14817728102207184,0.19915026426315308,0.17531010508537292,0.35020557045936584,0.33765965700149536,0.23827949166297913,0.13441751897335052
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2697280943393707,0.28145334124565125,0.4464869201183319,0.4933079481124878,0.2587154507637024,0.21162110567092896,0.31091248989105225
consisting,0.12705351412296295,0.22652006149291992,0.33371514081954956,0.11680760234594345,0.12245636433362961,0.25557345151901245,0.33371514081954956,0.21521656215190887,0.25444507598876953,0.006223649252206087
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24275560677051544,0.24075818061828613,0.4185989499092102,0.733189046382904,0.3415789008140564,0.2976089119911194,0.1826142966747284
present-day,0.3194306194782257,0.2928279638290405,0.36770060658454895,0.1955757737159729,0.21787068247795105,0.3807838261127472,0.36770060658454895,0.17491397261619568,0.23874592781066895,0.24972984194755554
hebei,0.13428783416748047,0.22051939368247986,0.3159666061401367,0.5045666694641113,0.18611498177051544,0.1498093605041504,0.3159666061401367,0.2921375036239624,0.24682793021202087,0.09178882837295532
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2697280943393707,0.28145334124565125,0.4464869201183319,0.4933079481124878,0.2587154507637024,0.21162110567092896,0.31091248989105225
shandong,0.14301858842372894,0.22212889790534973,0.23099678754806519,0.5803158283233643,0.14404013752937317,0.1409844309091568,0.23099678754806519,0.2778990864753723,0.2068134844303131,0.14322839677333832
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2697280943393707,0.28145334124565125,0.4464869201183319,0.4933079481124878,0.2587154507637024,0.21162110567092896,0.31091248989105225
shanxi,0.22316621243953705,0.25276172161102295,0.26263874769210815,0.6144213080406189,0.16698680818080902,0.138126403093338,0.26263874769210815,0.28438159823417664,0.24168066680431366,0.1878359317779541
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2697280943393707,0.28145334124565125,0.4464869201183319,0.4933079481124878,0.2587154507637024,0.21162110567092896,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.2785343527793884,0.3171212375164032,0.4739971458911896,1.0,0.3417201042175293,0.29265260696411133,0.22068053483963013
south-eastern,0.272931843996048,0.30494412779808044,0.4215671718120575,0.2559970021247864,0.2186606377363205,0.18388372659683228,0.4215671718120575,0.5371134281158447,0.24814185500144958,0.2683718800544739
part,0.3476244807243347,0.3407018780708313,0.527681291103363,0.10866256803274155,0.239738330245018,0.250704288482666,0.527681291103363,0.3872494101524353,0.2563398778438568,0.08557961881160736
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24275560677051544,0.24075818061828613,0.4185989499092102,0.733189046382904,0.3415789008140564,0.2976089119911194,0.1826142966747284
present-day,0.3194306194782257,0.2928279638290405,0.36770060658454895,0.1955757737159729,0.21787068247795105,0.3807838261127472,0.36770060658454895,0.17491397261619568,0.23874592781066895,0.24972984194755554
inner,0.226011261343956,0.13669422268867493,0.2790820598602295,0.18134036660194397,0.12859758734703064,0.12717768549919128,0.2790820598602295,0.25959300994873047,0.14836521446704865,0.10395674407482147
mongolia,0.18044717609882355,0.12289638072252274,0.26887956261634827,0.3658251464366913,0.18427474796772003,0.17332881689071655,0.26887956261634827,0.33197709918022156,0.20597483217716217,0.12165829539299011
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.25892454385757446,0.21235932409763336,0.5064792633056641,0.5171257257461548,0.2465941160917282,0.22919902205467224,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,1.0,0.2785343527793884,0.3171212375164032,0.4739971458911896,1.0,0.3417201042175293,0.29265260696411133,0.22068053483963013
henan,0.17805215716362,0.20577280223369598,0.2673935294151306,0.47866958379745483,0.1592348963022232,0.12805363535881042,0.2673935294151306,0.2505767345428467,0.26799479126930237,0.15703129768371582
areas,0.23739881813526154,0.20516395568847656,0.3311663568019867,0.1703556329011917,0.07826071977615356,0.2626132369041443,0.3311663568019867,0.2885909676551819,0.23717495799064636,0.1273590475320816
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.17416036128997803,0.27806994318962097,0.4451248347759247,0.535392165184021,0.21511952579021454,0.191797137260437,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,1.0,0.2785343527793884,0.3171212375164032,0.4739971458911896,1.0,0.3417201042175293,0.29265260696411133,0.22068053483963013
north,0.18673177063465118,0.29020047187805176,0.36298373341560364,0.1527920365333557,0.18302021920681,0.17560088634490967,0.36298373341560364,0.45006701350212097,0.1896345019340515,0.11829731613397598
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24275560677051544,0.24075818061828613,0.4185989499092102,0.733189046382904,0.3415789008140564,0.2976089119911194,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.2785343527793884,0.3171212375164032,0.4739971458911896,1.0,0.3417201042175293,0.29265260696411133,0.22068053483963013
yellow,0.17067797482013702,0.15945091843605042,0.2507648169994354,0.26238974928855896,0.16305406391620636,0.14056937396526337,0.2507648169994354,0.13194628059864044,0.11729524284601212,0.142889603972435
river,0.13815869390964508,0.15785206854343414,0.2894456386566162,0.1534547507762909,0.17863500118255615,0.12789757549762726,0.2894456386566162,0.2600664794445038,0.13902662694454193,0.15390869975090027
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2697280943393707,0.28145334124565125,0.4464869201183319,0.4933079481124878,0.2587154507637024,0.21162110567092896,0.31091248989105225
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.21259073913097382,0.2646567225456238,0.3863949179649353,0.48711544275283813,0.21519865095615387,0.2092844396829605,0.18412111699581146
considered,0.2834889590740204,0.384328156709671,0.4028765559196472,0.1532049924135208,0.20451626181602478,0.3214476406574249,0.4028765559196472,0.19842636585235596,0.15265990793704987,0.19909770786762238
the,0.42745697498321533,0.48711544275283813,1.0,0.2785343527793884,0.3171212375164032,0.4739971458911896,1.0,0.3417201042175293,0.29265260696411133,0.22068053483963013
most,0.3219912350177765,0.29933857917785645,0.47635307908058167,0.22160203754901886,0.19063733518123627,0.3906237483024597,0.47635307908058167,0.24005284905433655,0.20893630385398865,0.2107497900724411
important,0.31164905428886414,0.24924467504024506,0.39348116517066956,0.1904233992099762,0.16128742694854736,0.3458578288555145,0.39348116517066956,0.2945139706134796,0.22313351929187775,0.17812499403953552
region,0.2298986315727234,0.19296804070472717,0.35020557045936584,0.14817728102207184,0.19915026426315308,0.17531010508537292,0.35020557045936584,0.33765965700149536,0.23827949166297913,0.13441751897335052
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24275560677051544,0.24075818061828613,0.4185989499092102,0.733189046382904,0.3415789008140564,0.2976089119911194,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.2785343527793884,0.3171212375164032,0.4739971458911896,1.0,0.3417201042175293,0.29265260696411133,0.22068053483963013
dynasty,0.17240095138549805,0.24324211478233337,0.26267939805984497,0.39861640334129333,0.217737078666687,0.1219317764043808,0.26267939805984497,0.18005789816379547,0.17675668001174927,0.15884074568748474
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.25892454385757446,0.21235932409763336,0.5064792633056641,0.5171257257461548,0.2465941160917282,0.22919902205467224,0.20544172823429108
directly,0.3618607521057129,0.22806373238563538,0.4502958655357361,0.15409140288829803,0.18786214292049408,0.28193199634552,0.4502958655357361,0.2712244689464569,0.19541238248348236,0.2187996357679367
governed,0.2713276147842407,0.2891733646392822,0.3389590084552765,0.1589909940958023,0.20544607937335968,0.14607784152030945,0.3389590084552765,0.22182463109493256,0.34403303265571594,0.12964454293251038
by,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.17456965148448944,0.25480157136917114,0.3248702883720398,0.4408751428127289,0.14742699265480042,0.1638614386320114,0.17966607213020325
the,0.42745697498321533,0.48711544275283813,1.0,0.2785343527793884,0.3171212375164032,0.4739971458911896,1.0,0.3417201042175293,0.29265260696411133,0.22068053483963013
central,0.17723965644836426,0.21519865095615387,0.3417201042175293,0.1833096593618393,0.1127941831946373,0.20646226406097412,0.3417201042175293,1.0,0.23767314851284027,0.14787602424621582
secretariat,0.1463027000427246,0.2092844396829605,0.29265260696411133,0.16464990377426147,0.10332092642784119,0.21372364461421967,0.29265260696411133,0.23767314851284027,1.0,0.11597823351621628
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.22324293851852417,0.2706909477710724,0.3357032239437103,0.33289089798927307,0.2010512501001358,0.1984415203332901,0.40561532974243164
or,0.33867141604423523,0.2330796718597412,0.4174870550632477,0.285908579826355,0.19621294736862183,0.4111599624156952,0.4174870550632477,0.17267680168151855,0.22344015538692474,0.32389625906944275
zhongshu,0.1632460355758667,0.19729340076446533,0.30974340438842773,0.5664946436882019,0.1994899958372116,0.16274932026863098,0.30974340438842773,0.27910247445106506,0.2287532240152359,0.15122734010219574
sheng,0.14850930869579315,0.19630596041679382,0.1920003890991211,0.6444912552833557,0.19284449517726898,0.18752999603748322,0.1920003890991211,0.1522541642189026,0.16850611567497253,0.20650209486484528
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.24107980728149414,0.2638341188430786,0.3639558255672455,0.3456730246543884,0.19551944732666016,0.2023649960756302,0.42300865054130554
at,0.2838611304759979,0.36707764863967896,0.457212895154953,0.10313132405281067,0.11450952291488647,0.34237727522850037,0.457212895154953,0.22031977772712708,0.2091977745294571,0.21978627145290375
khanbaliq,0.2327791005373001,0.21765540540218353,0.20302322506904602,0.34390512108802795,0.15180711448192596,0.1407216340303421,0.20302322506904602,0.22901533544063568,0.3005297780036926,0.20082160830497742
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.22324293851852417,0.2706909477710724,0.3357032239437103,0.33289089798927307,0.2010512501001358,0.1984415203332901,0.40561532974243164
modern,0.2655639946460724,0.23571695387363434,0.3283970355987549,0.18950973451137543,0.17239713668823242,0.22431503236293793,0.3283970355987549,0.15431827306747437,0.15096843242645264,0.12475407868623734
beijing,0.09482144564390182,0.2369360625743866,0.2713945806026459,0.5693622827529907,0.10855092108249664,0.18761983513832092,0.2713945806026459,0.2520451545715332,0.19135208427906036,0.16358482837677002
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.24107980728149414,0.2638341188430786,0.3639558255672455,0.3456730246543884,0.19551944732666016,0.2023649960756302,0.42300865054130554
;,0.10986888408660889,0.0754367932677269,0.09152708947658539,-0.0291140116751194,0.01776505447924137,0.0293948445469141,0.09152708947658539,0.11202020943164825,0.032182127237319946,0.10349778085947037
similarly,0.2804308831691742,0.22495980560779572,0.33859682083129883,0.21390870213508606,0.28134772181510925,0.37383148074150085,0.33859682083129883,0.11995356529951096,0.2166489064693451,0.23036029934883118
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2697280943393707,0.28145334124565125,0.4464869201183319,0.4933079481124878,0.2587154507637024,0.21162110567092896,0.31091248989105225
another,0.4190070629119873,0.34961897134780884,0.5019711852073669,0.23027917742729187,0.29026278853416443,0.36770403385162354,0.5019711852073669,0.21102069318294525,0.1756673902273178,0.295511931180954
top-level,0.2527652382850647,0.11540833115577698,0.30067139863967896,0.20122021436691284,0.1986096352338791,0.21757876873016357,0.30067139863967896,0.25559669733047485,0.2974125146865845,0.23824462294578552
administrative,0.2697139382362366,0.17269738018512726,0.25410786271095276,0.10297989845275879,0.14672216773033142,0.21193471550941467,0.25410786271095276,0.28531965613365173,0.3521052896976471,0.15912041068077087
department,0.20655807852745056,0.22511546313762665,0.32582083344459534,0.15838219225406647,0.1010289341211319,0.19361813366413116,0.32582083344459534,0.21654441952705383,0.4466720223426819,0.1343645304441452
called,0.3235960602760315,0.33927658200263977,0.489897221326828,0.1705152541399002,0.30947911739349365,0.29870352149009705,0.489897221326828,0.2023940086364746,0.16167385876178741,0.18963319063186646
the,0.42745697498321533,0.48711544275283813,1.0,0.2785343527793884,0.3171212375164032,0.4739971458911896,1.0,0.3417201042175293,0.29265260696411133,0.22068053483963013
bureau,0.183439701795578,0.21380817890167236,0.26302388310432434,0.23201148211956024,0.12752912938594818,0.2452954351902008,0.26302388310432434,0.2702780067920685,0.3731929063796997,0.12716132402420044
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24275560677051544,0.24075818061828613,0.4185989499092102,0.733189046382904,0.3415789008140564,0.2976089119911194,0.1826142966747284
buddhist,0.16616633534431458,0.16299016773700714,0.20901480317115784,0.41905850172042847,0.08201292902231216,0.14142470061779022,0.20901480317115784,0.1773739904165268,0.2087627798318863,0.15461066365242004
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.25892454385757446,0.21235932409763336,0.5064792633056641,0.5171257257461548,0.2465941160917282,0.22919902205467224,0.20544172823429108
tibetan,0.12452398985624313,0.08740386366844177,0.2316000759601593,0.46510982513427734,0.08950147777795792,0.1456916332244873,0.2316000759601593,0.24610181152820587,0.20796632766723633,0.14673879742622375
