,what,year,was,super,bowl,50,?
super,0.13651713728904724,0.20762673020362854,0.21420986950397491,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.15942467749118805,0.22878921031951904,0.21915455162525177,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
50,-0.04124141484498978,-0.02098737843334675,-0.0011744623770937324,0.0833745002746582,0.005446359980851412,0.9999999403953552,0.030512850731611252
was,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.18412111699581146
an,0.2821882665157318,0.17045794427394867,0.3694365322589874,0.09755856543779373,0.13908697664737701,0.02188069000840187,0.19793890416622162
american,0.1909721940755844,0.18412037193775177,0.31632548570632935,0.13530968129634857,0.16529959440231323,-0.01108962669968605,0.18877598643302917
football,0.21136903762817383,0.18749721348285675,0.23601193726062775,0.295350581407547,0.3109349310398102,-0.06365623325109482,0.14957410097122192
game,0.2246788740158081,0.24385766685009003,0.2568269371986389,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.1829071193933487
to,0.455847829580307,0.23523004353046417,0.3636345863342285,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
determine,0.39403316378593445,0.22274024784564972,0.2037431001663208,0.14706291258335114,0.17219866812229156,0.07829482108354568,0.2943372130393982
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
champion,0.11434172838926315,0.20095975697040558,0.24402377009391785,0.3463263213634491,0.34389644861221313,0.0722193643450737,0.14080514013767242
of,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.1826142966747284
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
national,0.16882304847240448,0.20261619985103607,0.2433898150920868,0.2390993982553482,0.2769610285758972,0.0077375201508402824,0.15643028914928436
football,0.21136903762817383,0.18749721348285675,0.23601193726062775,0.295350581407547,0.3109349310398102,-0.06365623325109482,0.14957410097122192
league,0.16616638004779816,0.20387181639671326,0.21425791084766388,0.37144264578819275,0.3365440368652344,0.07430867850780487,0.15941482782363892
(,0.2411840260028839,0.2556702494621277,0.2980341613292694,0.17553061246871948,0.15949074923992157,0.03192463144659996,0.40561532974243164
nfl,0.12579965591430664,0.2432725727558136,0.20145657658576965,0.319060355424881,0.48354101181030273,-0.06279195845127106,0.10610254108905792
),0.26259949803352356,0.24282371997833252,0.3267642855644226,0.1971341073513031,0.16361013054847717,-0.0024984623305499554,0.42300865054130554
for,0.3017193675041199,0.29294124245643616,0.3863949179649353,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.264628142118454
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
2015,-0.07269049435853958,0.10588137805461884,0.14799827337265015,0.04363032057881355,0.0710686594247818,0.01757047325372696,-0.029954981058835983
season,0.12117787450551987,0.3561827838420868,0.24797968566417694,0.2755677402019501,0.3117852509021759,0.06724537163972855,0.16793298721313477
.,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
,what,year,was,super,bowl,50,?
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
game,0.2246788740158081,0.24385766685009003,0.2568269371986389,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.1829071193933487
was,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.18412111699581146
played,0.14831039309501648,0.24165725708007812,0.3139837682247162,0.21511296927928925,0.19033360481262207,0.014823445118963718,0.14096300303936005
on,0.34226128458976746,0.27628999948501587,0.3909217119216919,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.2714994251728058
february,0.1913013905286789,0.2866375148296356,0.446986585855484,0.11098520457744598,0.14879822731018066,-0.03776301443576813,0.29594847559928894
7,-0.1699475795030594,-0.12103487551212311,0.002381215337663889,-0.11163666844367981,-0.12705844640731812,-0.104477159678936,-0.15092156827449799
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
2016,0.10915659368038177,0.10234657675027847,-0.009529631584882736,-0.016256341710686684,0.014497322961688042,-0.04264228418469429,-0.12147852033376694
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
at,0.2838611304759979,0.3146436810493469,0.36707764863967896,0.11449114978313446,0.2709662914276123,-0.018447641283273697,0.21978627145290375
levi,0.13056978583335876,0.03743577376008034,0.22001278400421143,0.08340612053871155,0.1602962166070938,-0.008762326091527939,0.09252339601516724
's,0.02692362666130066,-0.04087831452488899,0.008974763564765453,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.023395681753754616
stadium,0.12456028908491135,0.17522569000720978,0.20318599045276642,0.1715150624513626,0.25985562801361084,0.0706227570772171,0.07579939067363739
in,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.20430970191955566
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
san,0.19375550746917725,0.145152747631073,0.2675222158432007,0.15279507637023926,0.18508543074131012,0.02022494748234749,0.10952327400445938
francisco,0.17887917160987854,0.09950915724039078,0.24025709927082062,0.1658499836921692,0.20152677595615387,-0.012375159189105034,0.1020219698548317
bay,0.20251236855983734,0.09143916517496109,0.18626409769058228,0.12241406738758087,0.1972428411245346,-0.04651472717523575,0.10773546993732452
area,0.21965408325195312,0.1947406381368637,0.24981513619422913,0.09147491306066513,0.19680163264274597,0.004881815519183874,0.12640461325645447
at,0.2838611304759979,0.3146436810493469,0.36707764863967896,0.11449114978313446,0.2709662914276123,-0.018447641283273697,0.21978627145290375
santa,0.23841293156147003,0.11570822447538376,0.21287554502487183,0.13846853375434875,0.1749918907880783,-0.04490520805120468,0.17321589589118958
clara,0.23403491079807281,0.1545548290014267,0.20408111810684204,0.14021645486354828,0.06447336077690125,-0.020092638209462166,0.11961202323436737
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
california,0.1811584085226059,0.14150623977184296,0.262346476316452,0.15213294327259064,0.22235432267189026,-0.060681313276290894,0.1409905105829239
.,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
