,what,device,is,used,to,recycle,the,boiler,water,in,most,steam,engines,?
the,0.42745697498321533,0.2555081248283386,0.5823672413825989,0.3718377649784088,0.535392165184021,0.2324787825345993,1.0,0.2309672236442566,0.297396719455719,0.6662389636039734,0.47635307908058167,0.23105813562870026,0.2245008647441864,0.22068053483963013
rankine,0.14446263015270233,0.16503773629665375,0.19099628925323486,0.14842726290225983,0.15547960996627808,0.21174031496047974,0.22060109674930573,0.2433781921863556,0.21470332145690918,0.20086932182312012,0.1991259753704071,0.2536572813987732,0.2806425392627716,0.15256094932556152
cycle,0.17920038104057312,0.14259757101535797,0.20626789331436157,0.15923969447612762,0.17373278737068176,0.5840133428573608,0.2701641917228699,0.16577763855457306,0.2720015347003937,0.20483464002609253,0.21950553357601166,0.24528048932552338,0.22197091579437256,0.07156776636838913
and,0.31309178471565247,0.15071305632591248,0.3859752118587494,0.3150506615638733,0.48971283435821533,0.27085620164871216,0.5171257257461548,0.20379866659641266,0.3054247498512268,0.4954058527946472,0.4309377074241638,0.24133789539337158,0.21148960292339325,0.20544172823429108
most,0.3219912350177765,0.15585936605930328,0.41165053844451904,0.306323766708374,0.321603000164032,0.25886309146881104,0.47635307908058167,0.14465339481830597,0.2187667042016983,0.41416558623313904,1.0,0.2003706395626068,0.2395818531513214,0.2107497900724411
practical,0.32826119661331177,0.3162475526332855,0.1970025897026062,0.42292723059654236,0.29423272609710693,0.2646294832229614,0.22487887740135193,0.19778627157211304,0.25678062438964844,0.2407281994819641,0.222697913646698,0.26604413986206055,0.3085525333881378,0.19861027598381042
steam,0.15672586858272552,0.37581905722618103,0.13029660284519196,0.2604328691959381,0.22894427180290222,0.3192519247531891,0.23105813562870026,0.5418540835380554,0.43059393763542175,0.19852672517299652,0.2003706395626068,1.0000001192092896,0.4903687536716461,0.113324373960495
engines,0.1634974628686905,0.27095848321914673,0.1648903638124466,0.2519303560256958,0.24536406993865967,0.328996479511261,0.2245008647441864,0.34521135687828064,0.247458353638649,0.18084456026554108,0.2395818531513214,0.4903687536716461,1.0000001192092896,0.18940703570842743
have,0.39808809757232666,0.17738047242164612,0.3613572418689728,0.3086531162261963,0.4544740617275238,0.25688719749450684,0.40389683842658997,0.14907895028591156,0.26208099722862244,0.36843645572662354,0.44364631175994873,0.15978071093559265,0.2422233670949936,0.32991164922714233
a,0.3320399522781372,0.3107774555683136,0.658733606338501,0.3864384889602661,0.45503583550453186,0.265243798494339,0.5829201340675354,0.2275201976299286,0.2979097068309784,0.539380669593811,0.3508910834789276,0.2141898274421692,0.20574161410331726,0.23916715383529663
water,0.17456887662410736,0.24608203768730164,0.2879090905189514,0.2721066176891327,0.27858173847198486,0.42599213123321533,0.297396719455719,0.4237300455570221,0.9999998807907104,0.23966141045093536,0.2187667042016983,0.43059393763542175,0.247458353638649,0.14731885492801666
pump,0.2035713642835617,0.33888372778892517,0.19189900159835815,0.2589336335659027,0.20793113112449646,0.31492969393730164,0.21872945129871368,0.4098665118217468,0.41148945689201355,0.14753441512584686,0.210091695189476,0.47990959882736206,0.33216673135757446,0.24768272042274475
to,0.455847829580307,0.2965817153453827,0.42745086550712585,0.40058770775794983,1.0,0.2993226647377014,0.535392165184021,0.18706591427326202,0.27858173847198486,0.45010748505592346,0.321603000164032,0.22894427180290222,0.24536406993865967,0.29463258385658264
recycle,0.20722126960754395,0.3241456151008606,0.25415468215942383,0.30424609780311584,0.2993226647377014,1.0,0.2324787825345993,0.3396751284599304,0.42599213123321533,0.19403333961963654,0.25886309146881104,0.3192519247531891,0.328996479511261,0.21677421033382416
or,0.33867141604423523,0.37062856554985046,0.41870999336242676,0.4951852560043335,0.38921234011650085,0.35044488310813904,0.4174870550632477,0.2710856795310974,0.3301985263824463,0.3586423695087433,0.30746427178382874,0.2369248867034912,0.16979892551898956,0.32389625906944275
top,0.21232028305530548,0.1801488846540451,0.17102722823619843,0.18761134147644043,0.20897358655929565,0.2451116144657135,0.31754136085510254,0.27815839648246765,0.18907198309898376,0.2235720455646515,0.2498643398284912,0.125113382935524,0.15322177112102509,0.17265194654464722
up,0.28591108322143555,0.16442261636257172,0.2853454053401947,0.2526317238807678,0.40375280380249023,0.24637386202812195,0.38423117995262146,0.1834179162979126,0.24995703995227814,0.3120773434638977,0.1990664303302765,0.2005002498626709,0.21178573369979858,0.1819818764925003
the,0.42745697498321533,0.2555081248283386,0.5823672413825989,0.3718377649784088,0.535392165184021,0.2324787825345993,1.0,0.2309672236442566,0.297396719455719,0.6662389636039734,0.47635307908058167,0.23105813562870026,0.2245008647441864,0.22068053483963013
boiler,0.23551298677921295,0.39740732312202454,0.14713223278522491,0.2350785881280899,0.18706591427326202,0.3396751284599304,0.2309672236442566,0.9999999403953552,0.4237300455570221,0.25116536021232605,0.14465339481830597,0.5418540835380554,0.34521135687828064,0.20881007611751556
water,0.17456887662410736,0.24608203768730164,0.2879090905189514,0.2721066176891327,0.27858173847198486,0.42599213123321533,0.297396719455719,0.4237300455570221,0.9999998807907104,0.23966141045093536,0.2187667042016983,0.43059393763542175,0.247458353638649,0.14731885492801666
",",0.3087472915649414,0.13617408275604248,0.4691906273365021,0.3120402991771698,0.44245919585227966,0.2392946034669876,0.4933079481124878,0.20319129526615143,0.26706066727638245,0.5201468467712402,0.3636029064655304,0.2264556586742401,0.20245449244976044,0.31091248989105225
so,0.539469838142395,0.2525586187839508,0.3153412640094757,0.37017104029655457,0.5091881155967712,0.3071281909942627,0.4296516180038452,0.21360766887664795,0.2750794291496277,0.31275880336761475,0.4134979248046875,0.2685251235961914,0.272563099861145,0.43163934350013733
that,0.6297725439071655,0.3073769807815552,0.3995479643344879,0.37621384859085083,0.5436353087425232,0.3070048689842224,0.5473989248275757,0.22063715755939484,0.3326379060745239,0.435920387506485,0.4497850239276886,0.24386391043663025,0.26305148005485535,0.32716336846351624
they,0.4431931674480438,0.23068934679031372,0.330102801322937,0.37411078810691833,0.5452046394348145,0.2664496898651123,0.49925389885902405,0.165123850107193,0.29944711923599243,0.4330179989337921,0.4356461465358734,0.1932266652584076,0.2806333899497986,0.2753053903579712
may,0.25739946961402893,0.2254881113767624,0.322792649269104,0.29261529445648193,0.391582727432251,0.2569567561149597,0.2694292366504669,0.18211647868156433,0.16756772994995117,0.3424151837825775,0.21794430911540985,0.1322561800479889,0.17475712299346924,0.2768254578113556
be,0.3929833769798279,0.2852543890476227,0.4819129705429077,0.3731876611709595,0.4972836375236511,0.34059739112854004,0.4248143136501312,0.23105506598949432,0.3042290508747101,0.3481820821762085,0.3381733000278473,0.22586002945899963,0.21797771751880646,0.3324260413646698
run,0.2294815480709076,0.14455658197402954,0.20717166364192963,0.22448323667049408,0.2691870927810669,0.20992304384708405,0.27883726358413696,0.15699660778045654,0.1705383062362671,0.26368704438209534,0.19482719898223877,0.27584952116012573,0.2361295074224472,0.17904110252857208
continuously,0.2850121855735779,0.25528261065483093,0.26402992010116577,0.2387339472770691,0.3176272511482239,0.23312485218048096,0.3446447253227234,0.27817225456237793,0.24754896759986877,0.31236743927001953,0.26351186633110046,0.2822180986404419,0.20374234020709991,0.12734593451023102
.,0.3567904531955719,0.1592947095632553,0.4569662809371948,0.33111312985420227,0.4645031690597534,0.22932575643062592,0.5934505462646484,0.23300080001354218,0.26634910702705383,0.5591574311256409,0.35404038429260254,0.22855372726917267,0.24894580245018005,0.4130953550338745
