,what,is,the,name,of,san,francisco,'s,stadium,when,looked,at,as,a,possibility,for,super,bowl,50,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,0.2858080565929413,0.25086042284965515,-0.01540423184633255,0.21145665645599365,0.5091903209686279,0.2986898124217987,0.457212895154953,0.48381632566452026,0.5829201340675354,0.26613181829452515,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
league,0.16616638004779816,0.1591515690088272,0.2724147439002991,0.1580641269683838,0.23588460683822632,0.1909821480512619,0.1808435320854187,0.0167086161673069,0.3161369860172272,0.2000882774591446,0.10284686088562012,0.21134859323501587,0.1659073382616043,0.17562834918498993,0.10643952339887619,0.26433616876602173,0.37144264578819275,0.3365440368652344,0.07430867850780487,0.15941482782363892
eventually,0.28470873832702637,0.18755480647087097,0.42022404074668884,0.16192349791526794,0.313495934009552,0.17987598478794098,0.18357032537460327,-0.021462872624397278,0.11016884446144104,0.5233907699584961,0.2233653962612152,0.2721650004386902,0.31215140223503113,0.28132501244544983,0.2863011956214905,0.3156387209892273,0.2287168651819229,0.1778719127178192,-0.020709319040179253,0.13642115890979767
narrowed,0.25415581464767456,0.19825032353401184,0.3612460196018219,0.1297641545534134,0.2496551126241684,0.1411656141281128,0.14547832310199738,-0.01888054423034191,0.16127634048461914,0.27042075991630554,0.3048335611820221,0.20390474796295166,0.1222321093082428,0.28848955035209656,0.20468994975090027,0.20887522399425507,0.14927197992801666,0.14345666766166687,0.030878890305757523,0.1559450924396515
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,0.2858080565929413,0.25086042284965515,-0.01540423184633255,0.21145665645599365,0.5091903209686279,0.2986898124217987,0.457212895154953,0.48381632566452026,0.5829201340675354,0.26613181829452515,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
bids,0.11914563924074173,0.16304871439933777,0.2717687487602234,0.06371021270751953,0.26786938309669495,0.08113818615674973,0.07338255643844604,0.0399346649646759,0.2175513356924057,0.192951038479805,0.1435428112745285,0.2733835279941559,0.19791460037231445,0.2171008586883545,0.25808918476104736,0.23067942261695862,0.16850195825099945,0.21797062456607819,0.06577780842781067,0.13915638625621796
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27806994318962097,0.41548454761505127,0.21651452779769897,0.21318043768405914,0.03782717138528824,0.2075904905796051,0.5423505902290344,0.2871314585208893,0.36524343490600586,0.42092081904411316,0.45503583550453186,0.32518115639686584,0.4451248347759247,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
three,0.24888746440410614,0.23072560131549835,0.43452659249305725,0.1462973952293396,0.3844621181488037,0.16826774179935455,0.17635171115398407,0.03946888819336891,0.10102047026157379,0.2820437252521515,0.24217195808887482,0.2833487093448639,0.23234014213085175,0.3025658130645752,0.238109290599823,0.3032672107219696,0.14228717982769012,0.18332304060459137,-0.002454916713759303,0.20928427577018738
sites,0.23563508689403534,0.2070067971944809,0.2751152217388153,0.1365012526512146,0.24120540916919708,0.12291532009840012,0.10680905729532242,0.005346949212253094,0.2154092788696289,0.18188905715942383,0.2601114511489868,0.21714144945144653,0.20378296077251434,0.2097954899072647,0.24350684881210327,0.23407870531082153,0.05213000252842903,0.041055768728256226,0.010206971317529678,0.20032718777656555
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,-0.0774015560746193,-0.08807745575904846,-0.048777103424072266,-0.062115348875522614,0.07621461898088455,0.007205923553556204,-0.04432349652051926,-0.1470453441143036,-0.003970166202634573,-0.11037297546863556,-0.0007584693375974894,-0.08545135706663132,-0.02522280067205429,0.14034654200077057,0.14579139649868011,0.06510673463344574,-0.07156077772378922
new,0.2130378633737564,0.2208656519651413,0.3845241069793701,0.19623230397701263,0.343457967042923,0.22082360088825226,0.2623673379421234,-0.008355522528290749,0.17546728253364563,0.257220059633255,0.2493964284658432,0.1898733228445053,0.24585270881652832,0.3214259147644043,0.20492930710315704,0.2700757384300232,0.2769954204559326,0.1471257209777832,-0.011314106173813343,0.14782847464084625
orleans,0.14538788795471191,0.1614922136068344,0.22309443354606628,0.14456430077552795,0.20952944457530975,0.30649060010910034,0.3442530632019043,0.040043119341135025,0.13913080096244812,0.20579083263874054,0.14252027869224548,0.178949773311615,0.18807511031627655,0.24825912714004517,0.15923017263412476,0.2517727017402649,0.1912957727909088,0.3010152578353882,0.016710840165615082,0.13097690045833588
',0.3245812654495239,0.5508411526679993,0.474788099527359,0.3737941086292267,0.39136970043182373,0.19414301216602325,0.1600075662136078,0.07651367038488388,0.17962510883808136,0.2558356821537018,0.2245362102985382,0.22634780406951904,0.41391023993492126,0.48837921023368835,0.1774899959564209,0.31184524297714233,0.17380782961845398,0.10706733912229538,0.017068088054656982,0.330942302942276
mercedes-benz,0.15212507545948029,0.12088383734226227,0.19218237698078156,0.25027787685394287,0.17663422226905823,0.26810982823371887,0.24120178818702698,0.08687551319599152,0.22348326444625854,0.19060975313186646,0.09508953243494034,0.17634034156799316,0.18676891922950745,0.2119208425283432,0.22431538999080658,0.2308574914932251,0.20391908288002014,0.09357385337352753,0.02235935628414154,0.20224438607692719
