,what,city,is,near,a,major,statue,of,genghis,khan,?
major,0.21026742458343506,0.259122371673584,0.19079607725143433,0.18549048900604248,0.22990699112415314,0.9999998807907104,0.07836758345365524,0.2641255557537079,0.18589334189891815,0.2116227149963379,0.19788557291030884
genghis,0.24369274079799652,0.30777209997177124,0.1866190880537033,0.21382223069667816,0.194350928068161,0.18589334189891815,0.20838657021522522,0.2938849925994873,1.0,0.5896923542022705,0.18813461065292358
khan,0.16476042568683624,0.19724291563034058,0.20103248953819275,0.12571768462657928,0.1743650734424591,0.2116227149963379,0.10421853512525558,0.17124508321285248,0.5896923542022705,1.0,0.12862591445446014
statues,0.10677443444728851,0.2350919544696808,0.17140208184719086,0.18456973135471344,0.158050075173378,0.11788924783468246,0.7839499115943909,0.2774442732334137,0.2190120369195938,0.11172337830066681,0.08013036102056503
have,0.39808809757232666,0.154191792011261,0.3613572418689728,0.16701270639896393,0.338716596364975,0.2512233257293701,0.1313246637582779,0.3802283704280853,0.19005528092384338,0.15938645601272583,0.32991164922714233
been,0.2567804455757141,0.1773093044757843,0.39566612243652344,0.17268767952919006,0.3315402865409851,0.20505735278129578,0.1552806794643402,0.31685134768486023,0.1856500208377838,0.16740377247333527,0.24354910850524902
erected,0.12341726571321487,0.2330680936574936,0.11483649909496307,0.23512524366378784,0.14822642505168915,0.13003429770469666,0.42689988017082214,0.26845210790634155,0.25854602456092834,0.1383562684059143,0.08063657581806183
before,0.3801657259464264,0.18632392585277557,0.25183290243148804,0.2012789100408554,0.3583870828151703,0.20851226150989532,0.17497174441814423,0.3282964527606964,0.21553796529769897,0.13899727165699005,0.2507109045982361
the,0.42745697498321533,0.35769423842430115,0.5823672413825989,0.2879819869995117,0.5829201340675354,0.31775903701782227,0.21746210753917694,0.733189046382904,0.3448939025402069,0.21067845821380615,0.22068053483963013
parliament,0.21650300920009613,0.21198433637619019,0.19676777720451355,0.1133289560675621,0.22951169312000275,0.14921389520168304,0.2098061889410019,0.2885259687900543,0.22324086725711823,0.16526347398757935,0.1586504578590393
and,0.31309178471565247,0.2827445864677429,0.3859752118587494,0.25046437978744507,0.3739250600337982,0.29795366525650024,0.2050313502550125,0.5116966962814331,0.26551535725593567,0.22885166108608246,0.20544172823429108
near,0.19414293766021729,0.2968660593032837,0.25453904271125793,1.0000001192092896,0.25033900141716003,0.18549048900604248,0.21424497663974762,0.2651676535606384,0.21382223069667816,0.12571768462657928,0.10734958201646805
ulaanbaatar,0.16900591552257538,0.4580889046192169,0.2878754436969757,0.22642119228839874,0.21861514449119568,0.29021376371383667,0.2530892789363861,0.29538989067077637,0.4078821539878845,0.40841197967529297,0.12214430421590805
.,0.3567904531955719,0.29856356978416443,0.4569662809371948,0.2532462477684021,0.50484299659729,0.3054012954235077,0.13282036781311035,0.5352458953857422,0.25373268127441406,0.19819748401641846,0.4130953550338745
