,what,is,the,seldom,used,force,unit,equal,to,one,thousand,newtons,?
other,0.341873437166214,0.25895947217941284,0.44152235984802246,0.33177831768989563,0.3574926257133484,0.1906614750623703,0.15970627963542938,0.28069862723350525,0.4193183183670044,0.45956575870513916,0.28852635622024536,0.24921470880508423,0.24682199954986572
arcane,0.20767979323863983,0.23875528573989868,0.22240246832370758,0.23068119585514069,0.23593077063560486,0.07831820845603943,0.014796741306781769,0.11355920881032944,0.21215282380580902,0.23124077916145325,0.20580808818340302,0.17281420528888702,0.09699777513742447
units,0.1804584264755249,0.18204201757907867,0.2691343426704407,0.1633778214454651,0.29663047194480896,0.32286572456359863,0.7486259937286377,0.3603520393371582,0.22514180839061737,0.2724539339542389,0.2777312099933624,0.43793782591819763,0.089388407766819
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.18973779678344727,0.3075267970561981,0.27094775438308716,0.26649972796440125,0.2787107825279236,0.41548454761505127,0.4999135136604309,0.254867285490036,0.24822144210338593,0.1826142966747284
force,0.16915984451770782,0.22036980092525482,0.2800885736942291,0.13778181374073029,0.19033478200435638,1.0000001192092896,0.31507182121276855,0.3049435019493103,0.24496492743492126,0.23989498615264893,0.1932804435491562,0.3948989808559418,0.1650998443365097
include,0.1535889357328415,0.28863582015037537,0.2951717972755432,0.19154585897922516,0.3024999499320984,0.09877561777830124,0.12054608017206192,0.14138449728488922,0.1820748895406723,0.28309059143066406,0.14515146613121033,0.1790919005870819,0.14925788342952728
the,0.42745697498321533,0.5823672413825989,1.0,0.2849511206150055,0.3718377649784088,0.2800885736942291,0.24230392277240753,0.21154357492923737,0.535392165184021,0.5514441132545471,0.25864744186401367,0.24954970180988312,0.22068053483963013
sthène,0.20393842458724976,0.27073389291763306,0.34518465399742126,0.2340438961982727,0.2412208616733551,0.2348983883857727,0.19662511348724365,0.164005845785141,0.28609398007392883,0.2835695147514343,0.21904224157333374,0.22735029458999634,0.2777254283428192
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23801246285438538,0.3120402991771698,0.22091743350028992,0.22452907264232635,0.2120320051908493,0.44245919585227966,0.3696635365486145,0.2690547704696655,0.28834429383277893,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.3776809573173523,0.414506196975708,0.22571609914302826,0.2437334656715393,0.26968082785606384,0.5345056653022766,0.510688066482544,0.2658918499946594,0.28812095522880554,0.25814583897590637
is,0.28837618231773376,1.0,0.5823672413825989,0.21450664103031158,0.3288823366165161,0.22036980092525482,0.1913307011127472,0.20287640392780304,0.42745086550712585,0.4544198513031006,0.1768493354320526,0.2736393213272095,0.22961433231830597
equivalent,0.1903919279575348,0.31158339977264404,0.25884127616882324,0.19995373487472534,0.32193461060523987,0.2235725373029709,0.29942455887794495,0.4044036865234375,0.2572562098503113,0.3352090120315552,0.32957807183265686,0.3850080370903015,0.19755122065544128
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.3013942539691925,0.40058770775794983,0.24496492743492126,0.19828897714614868,0.28325995802879333,1.0,0.4025384783744812,0.2559698224067688,0.27659696340560913,0.29463258385658264
1000,0.1520967036485672,0.07894288003444672,0.17211811244487762,0.1688094288110733,0.1104561910033226,0.06897513568401337,-0.015775319188833237,0.09155474603176117,0.15657290816307068,0.10559471696615219,0.1134229302406311,0.0912485122680664,0.13314302265644073
n,0.16510315239429474,0.2254602462053299,0.18813885748386383,0.1560056209564209,0.1592366248369217,0.22438351809978485,0.1453373283147812,0.23031927645206451,0.16421891748905182,0.23284418880939484,0.12580068409442902,0.23770855367183685,0.19161871075630188
