,where,was,the,meeting,held,when,the,nfl,owners,voted,on,the,location,for,super,bowl,50,?
on,0.37630224227905273,0.3909217119216919,0.5107308030128479,0.24979759752750397,0.2410694807767868,0.37706470489501953,0.5107308030128479,0.18523651361465454,0.20769436657428741,0.22236128151416779,0.9999999403953552,0.5107308030128479,0.23113425076007843,0.36199691891670227,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.2714994251728058
may,0.23215454816818237,0.3388521671295166,0.2694292366504669,0.11814950406551361,0.16321872174739838,0.3167054355144501,0.2694292366504669,0.1606803685426712,0.1763102263212204,0.20535586774349213,0.3428080081939697,0.2694292366504669,0.11145415157079697,0.29255861043930054,0.06435030698776245,0.13486415147781372,-0.09536082297563553,0.2768254578113556
21,-0.042835529893636703,0.03990492597222328,-0.05849577113986015,0.013285189867019653,0.07362528145313263,-0.13404759764671326,-0.05849577113986015,0.05506787821650505,-0.11392170935869217,0.024039095267653465,-0.02347504533827305,-0.05849577113986015,0.12662653625011444,-0.042345717549324036,0.0765494555234909,0.057394351810216904,0.026449495926499367,-0.01186173316091299
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.25274211168289185,0.2880980372428894,0.36674630641937256,0.4933079481124878,0.18939071893692017,0.17131532728672028,0.2582967281341553,0.49057599902153015,0.4933079481124878,0.25077858567237854,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
2013,-0.35305505990982056,-0.16685336828231812,-0.38509321212768555,-0.12681424617767334,-0.187954843044281,-0.3901043236255646,-0.38509321212768555,-0.06293004006147385,-0.22907836735248566,-0.1613122522830963,-0.3310580551624298,-0.38509321212768555,-0.22154535353183746,-0.2664349377155304,-0.19311918318271637,-0.1821834146976471,-0.09575455635786057,-0.2969330847263336
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.25274211168289185,0.2880980372428894,0.36674630641937256,0.4933079481124878,0.18939071893692017,0.17131532728672028,0.2582967281341553,0.49057599902153015,0.4933079481124878,0.25077858567237854,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
nfl,0.12692436575889587,0.20145657658576965,0.15305201709270477,0.12529759109020233,0.15049099922180176,0.13304822146892548,0.15305201709270477,1.0,0.149665966629982,0.2707764804363251,0.18523651361465454,0.15305201709270477,0.06310568004846573,0.23749186098575592,0.319060355424881,0.48354101181030273,-0.06279195845127106,0.10610254108905792
owners,0.20014747977256775,0.23518425226211548,0.23230907320976257,0.09101828187704086,0.16531780362129211,0.20020481944084167,0.23230907320976257,0.149665966629982,0.9999999403953552,0.1974288672208786,0.20769436657428741,0.23230907320976257,0.1770637333393097,0.26202231645584106,0.09338007122278214,0.16314508020877838,-0.03137011080980301,0.15586642920970917
at,0.4402937591075897,0.36707764863967896,0.457212895154953,0.2620472311973572,0.3822793960571289,0.38876327872276306,0.457212895154953,0.20260320603847504,0.1659461408853531,0.19333325326442719,0.4806317389011383,0.457212895154953,0.25434181094169617,0.34237727522850037,0.11449114978313446,0.2709662914276123,-0.018447641283273697,0.21978627145290375
their,0.3356108069419861,0.2396296262741089,0.516537070274353,0.19433638453483582,0.2292191982269287,0.3682888448238373,0.516537070274353,0.14959773421287537,0.3747164011001587,0.18319091200828552,0.3598666191101074,0.516537070274353,0.1863909661769867,0.3406745493412018,0.14342328906059265,0.1663845032453537,0.06537782400846481,0.1898253709077835
spring,0.23827514052391052,0.19448593258857727,0.316989928483963,0.2711643576622009,0.24684050679206848,0.3221275508403778,0.316989928483963,0.12360592186450958,0.08676288276910782,0.0995321273803711,0.15691092610359192,0.316989928483963,0.1676000952720642,0.18597541749477386,0.12306609004735947,0.1362941861152649,0.006738591473549604,0.06767474114894867
meetings,0.26895588636398315,0.21595045924186707,0.31532901525497437,0.840449869632721,0.40148061513900757,0.2103533297777176,0.31532901525497437,0.14274229109287262,0.20392976701259613,0.28681886196136475,0.2744849622249603,0.31532901525497437,0.18025578558444977,0.2716311812400818,0.08251890540122986,0.1173693910241127,0.06948060542345047,0.17293356359004974
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.24940791726112366,0.3127288818359375,0.4431333839893341,0.6662389636039734,0.12599408626556396,0.21173186600208282,0.22158056497573853,0.46853652596473694,0.6662389636039734,0.3397608697414398,0.4322226941585541,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.20430970191955566
boston,0.17696085572242737,0.23957559466362,0.2297145575284958,0.18114939332008362,0.1329013705253601,0.22041967511177063,0.2297145575284958,0.22981081902980804,0.19878099858760834,0.2036237120628357,0.2302081137895584,0.2297145575284958,0.0870998352766037,0.21514153480529785,0.1332802176475525,0.22450120747089386,0.030019111931324005,0.14705288410186768
voted,0.18309196829795837,0.3353792428970337,0.3015371859073639,0.2941030263900757,0.2677654027938843,0.16867898404598236,0.3015371859073639,0.2707764804363251,0.1974288672208786,1.0,0.22236128151416779,0.3015371859073639,0.12416994571685791,0.24463090300559998,0.18915559351444244,0.20243211090564728,0.018370142206549644,0.22732289135456085
and,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.23922012746334076,0.22757986187934875,0.4716290831565857,0.5171257257461548,0.2080700695514679,0.22761087119579315,0.1609976589679718,0.4077630043029785,0.5171257257461548,0.21502819657325745,0.5064792633056641,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
awarded,0.11157156527042389,0.30614012479782104,0.24971646070480347,0.14722132682800293,0.33922281861305237,0.1420624703168869,0.24971646070480347,0.182078018784523,0.14972560107707977,0.2725283205509186,0.1811772733926773,0.24971646070480347,0.13831780850887299,0.2816879153251648,0.12568415701389313,0.1685333251953125,-0.04696100950241089,0.1431703418493271
the,0.5003893971443176,0.48711544275283813,1.0,0.3390691578388214,0.32185450196266174,0.5091903209686279,1.0,0.15305201709270477,0.23230907320976257,0.3015371859073639,0.5107308030128479,1.0,0.351087361574173,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
game,0.21889865398406982,0.2568269371986389,0.285271555185318,0.20843449234962463,0.172162726521492,0.22596776485443115,0.285271555185318,0.3143478333950043,0.20792219042778015,0.2824617028236389,0.22967135906219482,0.285271555185318,0.1339317262172699,0.2608485519886017,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.1829071193933487
to,0.47735077142715454,0.3636345863342285,0.535392165184021,0.2453547865152359,0.22177374362945557,0.5423505902290344,0.535392165184021,0.1526731252670288,0.3001708984375,0.22957871854305267,0.41031414270401,0.535392165184021,0.2590580880641937,0.4451248347759247,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
levi,0.09324512630701065,0.22001278400421143,0.15661084651947021,0.07182291895151138,0.163685604929924,0.08693099021911621,0.15661084651947021,0.12570512294769287,0.11089672893285751,0.09592310339212418,0.1284046620130539,0.15661084651947021,0.04607561230659485,0.16166196763515472,0.08340612053871155,0.1602962166070938,-0.008762326091527939,0.09252339601516724
's,0.0007701900321990252,0.008974763564765453,-0.01540423184633255,0.013799736276268959,0.02657921425998211,-0.03368149697780609,-0.01540423184633255,0.01630374602973461,-0.01466303039342165,0.060291141271591187,0.0026888418942689896,-0.01540423184633255,-0.0234982892870903,-0.07241261005401611,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.023395681753754616
stadium,0.16970740258693695,0.20318599045276642,0.21145665645599365,0.20780602097511292,0.24142779409885406,0.1119866892695427,0.21145665645599365,0.28547149896621704,0.19397324323654175,0.1547851413488388,0.16608425974845886,0.21145665645599365,0.22722642123699188,0.18393352627754211,0.1715150624513626,0.25985562801361084,0.0706227570772171,0.07579939067363739
.,0.41390106081962585,0.40146201848983765,0.5934505462646484,0.23260334134101868,0.2628571093082428,0.475719153881073,0.5934505462646484,0.1964210718870163,0.1972280740737915,0.2740060091018677,0.49257001280784607,0.5934505462646484,0.27818506956100464,0.4726039469242096,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
