,leonard,goldenson,announced,a,merger,proposal,with,what,company,in,december,1965,?
on,0.16645482182502747,0.2385363131761551,0.303989976644516,0.3848365545272827,0.15951916575431824,0.24123868346214294,0.40749499201774597,0.34226128458976746,0.23664942383766174,0.46853652596473694,0.3479952812194824,0.1347353309392929,0.2714994251728058
december,0.24477140605449677,0.17760419845581055,0.30830031633377075,0.24493688344955444,0.23530718684196472,0.25884246826171875,0.14869219064712524,0.19304980337619781,0.16693733632564545,0.25854936242103577,1.0,0.15498888492584229,0.2480352818965912
7,0.03152316063642502,-0.14984449744224548,-0.13263623416423798,-0.06565704196691513,0.05085369572043419,-0.09965118020772934,-0.1633719950914383,-0.1699475795030594,0.013200669549405575,-0.02604081481695175,0.08053620159626007,-0.05713170766830444,-0.15092156827449799
",",0.27495285868644714,0.3194567561149597,0.23036719858646393,0.427140474319458,0.25569602847099304,0.2780962586402893,0.4120737314224243,0.3087472915649414,0.2697763442993164,0.5201468467712402,0.4136100113391876,0.14418171346187592,0.31091248989105225
1965,0.053665414452552795,-0.020060386508703232,0.13298366963863373,0.07501427829265594,0.022075140848755836,0.3086586594581604,0.03669516742229462,0.15314841270446777,-0.06790731847286224,0.006827604491263628,0.15498888492584229,0.9999998807907104,0.26302391290664673
",",0.27495285868644714,0.3194567561149597,0.23036719858646393,0.427140474319458,0.25569602847099304,0.2780962586402893,0.4120737314224243,0.3087472915649414,0.2697763442993164,0.5201468467712402,0.4136100113391876,0.14418171346187592,0.31091248989105225
goldenson,0.30372458696365356,1.0,0.1547791212797165,0.29056107997894287,0.19289769232273102,0.23387770354747772,0.22288626432418823,0.24370093643665314,0.3027794659137726,0.2430626004934311,0.17760419845581055,-0.020060386508703232,0.2495560646057129
announced,0.16988389194011688,0.1547791212797165,1.0,0.18716087937355042,0.2881268262863159,0.3033355474472046,0.19698800146579742,0.09249057620763779,0.241003155708313,0.2528248429298401,0.30830031633377075,0.13298366963863373,0.17416009306907654
a,0.14267303049564362,0.29056107997894287,0.18716087937355042,1.0,0.20794767141342163,0.2847301959991455,0.3783375024795532,0.3320399522781372,0.22037413716316223,0.539380669593811,0.24493688344955444,0.07501427829265594,0.23916715383529663
merger,0.11282742768526077,0.19289769232273102,0.2881268262863159,0.20794767141342163,1.0000001192092896,0.2648259401321411,0.19741658866405487,0.15280666947364807,0.3440839648246765,0.22860760986804962,0.23530718684196472,0.022075140848755836,0.1345871090888977
proposal,0.1754542589187622,0.23387770354747772,0.3033355474472046,0.2847301959991455,0.2648259401321411,1.0,0.1488512009382248,0.3435455560684204,0.2071152627468109,0.19013147056102753,0.25884246826171875,0.3086586594581604,0.362845778465271
with,0.12471959739923477,0.22288626432418823,0.19698800146579742,0.3783375024795532,0.19741658866405487,0.1488512009382248,0.9999999403953552,0.2464839518070221,0.24132338166236877,0.4080928862094879,0.14869219064712524,0.03669516742229462,0.2433311939239502
itt,0.29406842589378357,0.244224414229393,0.24549558758735657,0.18278837203979492,0.22005751729011536,0.16859833896160126,0.11231403052806854,0.048903875052928925,0.20786061882972717,0.2701910138130188,0.22568906843662262,0.07232915610074997,0.111111581325531
to,0.14738903939723969,0.18715453147888184,0.20247882604599,0.45503583550453186,0.11012744158506393,0.30947795510292053,0.4239959120750427,0.455847829580307,0.24903783202171326,0.45010748505592346,0.21181435883045197,0.16809216141700745,0.29463258385658264
abc,0.16451872885227203,0.29072654247283936,0.20444560050964355,0.21331243216991425,0.07602907717227936,0.13220253586769104,0.17432008683681488,0.1317344456911087,0.16210390627384186,0.1697147786617279,0.16602325439453125,0.07437354326248169,0.19065172970294952
management,0.10430330783128738,0.2114889770746231,0.2409868836402893,0.2614014744758606,0.2089078277349472,0.25277018547058105,0.24926483631134033,0.180610790848732,0.29375380277633667,0.2783967852592468,0.10645097494125366,-0.06672417372465134,0.15866325795650482
;,0.08713533729314804,0.09767092764377594,-0.009571479633450508,-0.02122584730386734,0.04463953524827957,0.04358269274234772,0.12944702804088593,0.10986888408660889,0.0690227821469307,0.092739537358284,0.0008621936431154609,-0.0065990942530334,0.10349778085947037
the,0.16797682642936707,0.28907305002212524,0.2277132272720337,0.5829201340675354,0.2557354271411896,0.24154584109783173,0.4223487675189972,0.42745697498321533,0.26591673493385315,0.6662389636039734,0.23266014456748962,0.09033208340406418,0.22068053483963013
two,0.16900914907455444,0.2530560791492462,0.16760827600955963,0.3289857804775238,0.2300638109445572,0.201686829328537,0.4333336651325226,0.23363454639911652,0.15919356048107147,0.36463531851768494,0.1653139442205429,0.12771670520305634,0.19645625352859497
companies,0.1512048840522766,0.2255011945962906,0.1936216950416565,0.24875247478485107,0.3684655427932739,0.2040531039237976,0.21648374199867249,0.20801754295825958,0.7287532687187195,0.2321794629096985,0.1421864777803421,-0.06368225812911987,0.14365637302398682
agreed,0.1176191121339798,0.10398785024881363,0.36651232838630676,0.17516115307807922,0.22191007435321808,0.4697097837924957,0.2837837338447571,0.3416297733783722,0.2155354917049408,0.18135444819927216,0.25295957922935486,0.134748637676239,0.21258382499217987
to,0.14738903939723969,0.18715453147888184,0.20247882604599,0.45503583550453186,0.11012744158506393,0.30947795510292053,0.4239959120750427,0.455847829580307,0.24903783202171326,0.45010748505592346,0.21181435883045197,0.16809216141700745,0.29463258385658264
the,0.16797682642936707,0.28907305002212524,0.2277132272720337,0.5829201340675354,0.2557354271411896,0.24154584109783173,0.4223487675189972,0.42745697498321533,0.26591673493385315,0.6662389636039734,0.23266014456748962,0.09033208340406418,0.22068053483963013
deal,0.17204783856868744,0.14212821424007416,0.26967427134513855,0.2528302073478699,0.29826974868774414,0.30021947622299194,0.4295210540294647,0.3379717469215393,0.2563689053058624,0.23030675947666168,0.1561433970928192,0.0552554726600647,0.2513751685619354
on,0.16645482182502747,0.2385363131761551,0.303989976644516,0.3848365545272827,0.15951916575431824,0.24123868346214294,0.40749499201774597,0.34226128458976746,0.23664942383766174,0.46853652596473694,0.3479952812194824,0.1347353309392929,0.2714994251728058
april,0.23691298067569733,0.17251956462860107,0.2987327575683594,0.23283809423446655,0.23858974874019623,0.2776830196380615,0.2058245688676834,0.21502700448036194,0.20497600734233856,0.2882915735244751,0.8024803996086121,0.2034526914358139,0.25704094767570496
27,-0.014715689234435558,-0.005747050978243351,0.09948422014713287,0.025956379249691963,0.13177959620952606,0.0606972873210907,0.00859742984175682,0.07395181059837341,0.002149550709873438,0.015904199331998825,0.0906723216176033,-0.01367642730474472,0.036716945469379425
",",0.27495285868644714,0.3194567561149597,0.23036719858646393,0.427140474319458,0.25569602847099304,0.2780962586402893,0.4120737314224243,0.3087472915649414,0.2697763442993164,0.5201468467712402,0.4136100113391876,0.14418171346187592,0.31091248989105225
1966,-0.0239948108792305,0.125357523560524,-0.05529138073325157,0.06093672290444374,-0.03041301853954792,-0.009650502353906631,0.010420475155115128,0.04680648446083069,-0.10108744353055954,-0.09151272475719452,-0.07605136185884476,0.07058236002922058,0.08956238627433777
