,along,with,diesel,engines,",",what,engines,have,overtaken,steam,engines,for,marine,propulsion,?
in,0.3603311777114868,0.4080928862094879,0.19851061701774597,0.18084456026554108,0.5201468467712402,0.30808621644973755,0.18084456026554108,0.36843645572662354,0.3137981593608856,0.19852672517299652,0.18084456026554108,0.4322226941585541,0.24858763813972473,0.1742166429758072,0.20430970191955566
recent,0.18695296347141266,0.2035779356956482,0.11921527981758118,0.1538994163274765,0.26883119344711304,0.24256184697151184,0.1538994163274765,0.431756854057312,0.34013503789901733,0.204116091132164,0.1538994163274765,0.3207632005214691,0.21743926405906677,0.19565114378929138,0.2544887959957123
decades,0.19684505462646484,0.23865051567554474,0.1613842099905014,0.223964124917984,0.2549861669540405,0.12673556804656982,0.223964124917984,0.3048679530620575,0.3291216194629669,0.14010211825370789,0.223964124917984,0.29732394218444824,0.17506800591945648,0.16686545312404633,0.06808225065469742
",",0.29824912548065186,0.4120737314224243,0.22207129001617432,0.20245449244976044,1.0000001192092896,0.3087472915649414,0.20245449244976044,0.3541618287563324,0.29474666714668274,0.2264556586742401,0.20245449244976044,0.4464869201183319,0.231239914894104,0.1980060338973999,0.31091248989105225
reciprocating,0.18021881580352783,0.33139467239379883,0.41462281346321106,0.3725995421409607,0.2677263617515564,0.3255842924118042,0.3725995421409607,0.35260143876075745,0.24901995062828064,0.2718157172203064,0.3725995421409607,0.33894744515419006,0.16076503694057465,0.45029816031455994,0.2616906762123108
diesel,0.18082375824451447,0.21184197068214417,1.0,0.5346983075141907,0.22207129001617432,0.1606866866350174,0.5346983075141907,0.17719848453998566,0.2624468505382538,0.5098403096199036,0.5346983075141907,0.2483188360929489,0.2210128903388977,0.41947099566459656,0.1819048523902893
engines,0.10451225191354752,0.21779674291610718,0.5346983075141907,1.0000001192092896,0.20245449244976044,0.1634974628686905,1.0000001192092896,0.2422233670949936,0.262254536151886,0.4903687536716461,1.0000001192092896,0.19945158064365387,0.1420617550611496,0.46274974942207336,0.18940703570842743
",",0.29824912548065186,0.4120737314224243,0.22207129001617432,0.20245449244976044,1.0000001192092896,0.3087472915649414,0.20245449244976044,0.3541618287563324,0.29474666714668274,0.2264556586742401,0.20245449244976044,0.4464869201183319,0.231239914894104,0.1980060338973999,0.31091248989105225
and,0.4213258922100067,0.5477725267410278,0.18923413753509521,0.21148960292339325,0.6633074283599854,0.31309178471565247,0.21148960292339325,0.4711785912513733,0.2569653391838074,0.24133789539337158,0.21148960292339325,0.5064792633056641,0.24699723720550537,0.2533870041370392,0.20544172823429108
gas,0.1618449091911316,0.17121677100658417,0.4354248046875,0.35610198974609375,0.22298859059810638,0.20887799561023712,0.35610198974609375,0.2242230474948883,0.15573209524154663,0.380545049905777,0.35610198974609375,0.2126288264989853,0.20555929839611053,0.3448914587497711,0.1582372784614563
turbines,0.17658768594264984,0.1452864110469818,0.47656455636024475,0.5360714197158813,0.22887319326400757,0.17412316799163818,0.5360714197158813,0.22391653060913086,0.2564917802810669,0.5227647423744202,0.5360714197158813,0.18628309667110443,0.1769198775291443,0.5480700731277466,0.18342499434947968
",",0.29824912548065186,0.4120737314224243,0.22207129001617432,0.20245449244976044,1.0000001192092896,0.3087472915649414,0.20245449244976044,0.3541618287563324,0.29474666714668274,0.2264556586742401,0.20245449244976044,0.4464869201183319,0.231239914894104,0.1980060338973999,0.31091248989105225
have,0.2685122489929199,0.48046383261680603,0.17719848453998566,0.2422233670949936,0.3541618287563324,0.39808809757232666,0.2422233670949936,0.9999999403953552,0.29007476568222046,0.15978071093559265,0.2422233670949936,0.41175219416618347,0.2394717037677765,0.2715683877468109,0.32991164922714233
almost,0.2404780238866806,0.3421899080276489,0.18692243099212646,0.26610755920410156,0.3425607979297638,0.2467888444662094,0.26610755920410156,0.4221777319908142,0.25543949007987976,0.15863382816314697,0.26610755920410156,0.3211694657802582,0.17912474274635315,0.17688021063804626,0.1372147500514984
entirely,0.17786389589309692,0.287187784910202,0.16734108328819275,0.22021609544754028,0.3141396641731262,0.38249561190605164,0.22021609544754028,0.3994565010070801,0.31463128328323364,0.20523445308208466,0.22021609544754028,0.26198264956474304,0.23564818501472473,0.20713815093040466,0.19651781022548676
supplanted,0.24617156386375427,0.2950074076652527,0.2681863009929657,0.28086334466934204,0.2865699231624603,0.2062598019838333,0.28086334466934204,0.2932842969894409,0.3647997975349426,0.29929718375205994,0.28086334466934204,0.2653694748878479,0.2589777708053589,0.25149890780448914,0.1518447995185852
