,who,did,the,us,provide,aid,to,",",to,fight,against,the,soviet,union,?
the,0.3733934462070465,0.34736719727516174,1.0,0.25727739930152893,0.26373472809791565,0.21952909231185913,0.535392165184021,0.4933079481124878,0.535392165184021,0.28874441981315613,0.3090755045413971,1.0,0.2312941700220108,0.24421639740467072,0.22068053483963013
us,0.19343413412570953,0.23250600695610046,0.25727739930152893,1.0000001192092896,0.21941423416137695,0.11817974597215652,0.2928973436355591,0.3120202422142029,0.2928973436355591,0.1266554296016693,0.12593723833560944,0.25727739930152893,0.23309950530529022,0.24373739957809448,0.2742428481578827
spent,0.2600184679031372,0.26986101269721985,0.24215754866600037,0.191788449883461,0.1752566248178482,0.1519312709569931,0.16536113619804382,0.2880055606365204,0.16536113619804382,0.09543976932764053,0.17637982964515686,0.24215754866600037,0.16687899827957153,0.11254512518644333,0.09774520993232727
billions,0.18134059011936188,0.18913741409778595,0.24078384041786194,0.26269295811653137,0.19739890098571777,0.1839495450258255,0.2520607113838196,0.20247414708137512,0.2520607113838196,0.19368574023246765,0.1213182881474495,0.24078384041786194,0.16487553715705872,0.13447365164756775,0.2010827362537384
of,0.2827862501144409,0.2513895630836487,0.733189046382904,0.23568789660930634,0.27198103070259094,0.20153990387916565,0.41548454761505127,0.4946078956127167,0.41548454761505127,0.20101141929626465,0.2669808566570282,0.733189046382904,0.17437179386615753,0.2642118036746979,0.1826142966747284
dollars,0.19757218658924103,0.2074357569217682,0.2665082812309265,0.20881648361682892,0.16543498635292053,0.24040283262729645,0.23776228725910187,0.22633887827396393,0.23776228725910187,0.19185537099838257,0.15641911327838898,0.2665082812309265,0.13864047825336456,0.1268976479768753,0.21298730373382568
to,0.42656609416007996,0.4452643394470215,0.535392165184021,0.2928973436355591,0.3479624092578888,0.2690417766571045,1.0,0.44245919585227966,1.0,0.3154832720756531,0.310872346162796,0.535392165184021,0.19090956449508667,0.16926777362823486,0.29463258385658264
aid,0.31013068556785583,0.1701076328754425,0.21952909231185913,0.11817974597215652,0.4073910117149353,0.9999998807907104,0.2690417766571045,0.1953202486038208,0.2690417766571045,0.29314985871315,0.23930251598358154,0.21952909231185913,0.15960203111171722,0.18820948898792267,0.08358026295900345
the,0.3733934462070465,0.34736719727516174,1.0,0.25727739930152893,0.26373472809791565,0.21952909231185913,0.535392165184021,0.4933079481124878,0.535392165184021,0.28874441981315613,0.3090755045413971,1.0,0.2312941700220108,0.24421639740467072,0.22068053483963013
mujahideen,0.26487407088279724,0.23387806117534637,0.2543865144252777,0.20348486304283142,0.1976403445005417,0.259034663438797,0.19356641173362732,0.22748035192489624,0.19356641173362732,0.2798425257205963,0.27118584513664246,0.2543865144252777,0.39505425095558167,0.31042152643203735,0.25100576877593994
muslim,0.35183024406433105,0.2098924219608307,0.28099653124809265,0.14297983050346375,0.1362432837486267,0.14389918744564056,0.2551989257335663,0.21974200010299683,0.2551989257335663,0.12852108478546143,0.21330544352531433,0.28099653124809265,0.23366297781467438,0.2627759873867035,0.17456822097301483
afghanistan,0.20473361015319824,0.17636427283287048,0.28314414620399475,0.17131318151950836,0.17912854254245758,0.22501374781131744,0.20390678942203522,0.21547061204910278,0.20390678942203522,0.16985604166984558,0.10897373408079147,0.28314414620399475,0.4139269292354584,0.27812492847442627,0.1478135734796524
enemies,0.3605988323688507,0.26751837134361267,0.28070276975631714,0.08217252790927887,0.1700354814529419,0.21683241426944733,0.27960988879203796,0.21666409075260162,0.27960988879203796,0.5248598456382751,0.3654094934463501,0.28070276975631714,0.19030164182186127,0.1575249582529068,0.1540507823228836
of,0.2827862501144409,0.2513895630836487,0.733189046382904,0.23568789660930634,0.27198103070259094,0.20153990387916565,0.41548454761505127,0.4946078956127167,0.41548454761505127,0.20101141929626465,0.2669808566570282,0.733189046382904,0.17437179386615753,0.2642118036746979,0.1826142966747284
the,0.3733934462070465,0.34736719727516174,1.0,0.25727739930152893,0.26373472809791565,0.21952909231185913,0.535392165184021,0.4933079481124878,0.535392165184021,0.28874441981315613,0.3090755045413971,1.0,0.2312941700220108,0.24421639740467072,0.22068053483963013
soviet,0.19540928304195404,0.20321983098983765,0.2312941700220108,0.23309950530529022,0.18145227432250977,0.15960203111171722,0.19090956449508667,0.25194454193115234,0.19090956449508667,0.1367776095867157,0.11852100491523743,0.2312941700220108,1.0,0.6145875453948975,0.08693568408489227
union,0.16662479937076569,0.185054212808609,0.24421639740467072,0.24373739957809448,0.15900202095508575,0.18820948898792267,0.16926777362823486,0.2362271547317505,0.16926777362823486,0.21478493511676788,0.1828596144914627,0.24421639740467072,0.6145875453948975,0.9999999403953552,0.07797172665596008
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.3120202422142029,0.20966707170009613,0.1953202486038208,0.44245919585227966,1.0000001192092896,0.44245919585227966,0.23247352242469788,0.31168749928474426,0.4933079481124878,0.25194454193115234,0.2362271547317505,0.31091248989105225
and,0.41279885172843933,0.34479495882987976,0.5171257257461548,0.25715014338493347,0.32960009574890137,0.2158033847808838,0.48971283435821533,0.6633074283599854,0.48971283435821533,0.3312135934829712,0.3292689621448517,0.5171257257461548,0.24788688123226166,0.2594362497329712,0.20544172823429108
non-afghan,0.31454870104789734,0.1939450055360794,0.25719061493873596,0.22086134552955627,0.22498691082000732,0.21469329297542572,0.21062897145748138,0.2287169247865677,0.21062897145748138,0.17996296286582947,0.10234753787517548,0.25719061493873596,0.37793591618537903,0.224230095744133,0.15430259704589844
veterans,0.2933216691017151,0.15019714832305908,0.3290243446826935,0.20599265396595,0.2512463629245758,0.2683956027030945,0.23743145167827606,0.18481110036373138,0.23743145167827606,0.214860737323761,0.13233111798763275,0.3290243446826935,0.17955687642097473,0.17405588924884796,0.17911319434642792
of,0.2827862501144409,0.2513895630836487,0.733189046382904,0.23568789660930634,0.27198103070259094,0.20153990387916565,0.41548454761505127,0.4946078956127167,0.41548454761505127,0.20101141929626465,0.2669808566570282,0.733189046382904,0.17437179386615753,0.2642118036746979,0.1826142966747284
the,0.3733934462070465,0.34736719727516174,1.0,0.25727739930152893,0.26373472809791565,0.21952909231185913,0.535392165184021,0.4933079481124878,0.535392165184021,0.28874441981315613,0.3090755045413971,1.0,0.2312941700220108,0.24421639740467072,0.22068053483963013
war,0.24286115169525146,0.27422013878822327,0.366199791431427,0.24439692497253418,0.15706883370876312,0.24474897980690002,0.2610234022140503,0.2671184241771698,0.2610234022140503,0.4098190665245056,0.319843053817749,0.366199791431427,0.3796025812625885,0.31622445583343506,0.15510529279708862
returned,0.23187772929668427,0.32570260763168335,0.32857778668403625,0.06552347540855408,0.17548654973506927,0.17731381952762604,0.30012887716293335,0.24382898211479187,0.30012887716293335,0.2749667167663574,0.15837688744068146,0.32857778668403625,0.1275845468044281,0.1435036063194275,0.07695316523313522
home,0.2542758285999298,0.17098017036914825,0.28978195786476135,0.11478497833013535,0.15176254510879517,0.15976832807064056,0.31056779623031616,0.2790627181529999,0.31056779623031616,0.2538272738456726,0.2297106385231018,0.28978195786476135,0.06920243799686432,0.08282415568828583,0.0757145956158638
with,0.3282766342163086,0.25472134351730347,0.4223487675189972,0.1991443932056427,0.3074512183666229,0.2036019116640091,0.4239959120750427,0.4120737314224243,0.4239959120750427,0.27819523215293884,0.317049115896225,0.4223487675189972,0.1796698123216629,0.19172410666942596,0.2433311939239502
their,0.3767721951007843,0.38078752160072327,0.516537070274353,0.18662944436073303,0.321857213973999,0.21167044341564178,0.44619059562683105,0.3045167922973633,0.44619059562683105,0.26086166501045227,0.2741570472717285,0.516537070274353,0.21154393255710602,0.1686946004629135,0.1898253709077835
prestige,0.183613121509552,0.1740143597126007,0.3049629330635071,0.043276336044073105,0.15534332394599915,0.1118878498673439,0.15078945457935333,0.21304044127464294,0.15078945457935333,0.19473299384117126,0.14265374839305878,0.3049629330635071,0.13379542529582977,0.16340622305870056,0.10047686100006104
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.3120202422142029,0.20966707170009613,0.1953202486038208,0.44245919585227966,1.0000001192092896,0.44245919585227966,0.23247352242469788,0.31168749928474426,0.4933079481124878,0.25194454193115234,0.2362271547317505,0.31091248989105225
``,0.02397952415049076,-0.029888948425650597,0.029072100296616554,0.01951291412115097,0.00022361247101798654,0.03645218163728714,0.06720756739377975,0.09681109338998795,0.06720756739377975,0.05983923003077507,0.031818777322769165,0.029072100296616554,0.06603430956602097,0.08401795476675034,0.0685480609536171
experience,0.33711883425712585,0.2411177009344101,0.21682339906692505,0.24361594021320343,0.30071401596069336,0.2599778175354004,0.25535836815834045,0.22459560632705688,0.25535836815834045,0.26841527223587036,0.12913385033607483,0.21682339906692505,0.18477687239646912,0.10889554768800735,0.25203612446784973
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.3120202422142029,0.20966707170009613,0.1953202486038208,0.44245919585227966,1.0000001192092896,0.44245919585227966,0.23247352242469788,0.31168749928474426,0.4933079481124878,0.25194454193115234,0.2362271547317505,0.31091248989105225
ideology,0.24626760184764862,0.15715236961841583,0.17914913594722748,0.11622053384780884,0.14872826635837555,0.1888832151889801,0.2050238847732544,0.19314546883106232,0.2050238847732544,0.2431272268295288,0.3325328826904297,0.17914913594722748,0.29098445177078247,0.2430807501077652,0.14344371855258942
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.3120202422142029,0.20966707170009613,0.1953202486038208,0.44245919585227966,1.0000001192092896,0.44245919585227966,0.23247352242469788,0.31168749928474426,0.4933079481124878,0.25194454193115234,0.2362271547317505,0.31091248989105225
and,0.41279885172843933,0.34479495882987976,0.5171257257461548,0.25715014338493347,0.32960009574890137,0.2158033847808838,0.48971283435821533,0.6633074283599854,0.48971283435821533,0.3312135934829712,0.3292689621448517,0.5171257257461548,0.24788688123226166,0.2594362497329712,0.20544172823429108
weapons,0.23754315078258514,0.2783046066761017,0.24496999382972717,0.16904890537261963,0.19823461771011353,0.26528695225715637,0.2244204729795456,0.24384108185768127,0.2244204729795456,0.41449061036109924,0.29530367255210876,0.24496999382972717,0.3022250235080719,0.2003379464149475,0.12573792040348053
'',0.024401003494858742,0.01978493109345436,0.041273195296525955,-0.05206549912691116,0.024159517139196396,-0.12174372375011444,-0.009905828163027763,-0.037358131259679794,-0.009905828163027763,-0.09271175414323807,-0.03918103128671646,0.041273195296525955,-0.08973073214292526,-0.10012631863355637,0.018684765323996544
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.3120202422142029,0.20966707170009613,0.1953202486038208,0.44245919585227966,1.0000001192092896,0.44245919585227966,0.23247352242469788,0.31168749928474426,0.4933079481124878,0.25194454193115234,0.2362271547317505,0.31091248989105225
and,0.41279885172843933,0.34479495882987976,0.5171257257461548,0.25715014338493347,0.32960009574890137,0.2158033847808838,0.48971283435821533,0.6633074283599854,0.48971283435821533,0.3312135934829712,0.3292689621448517,0.5171257257461548,0.24788688123226166,0.2594362497329712,0.20544172823429108
had,0.36173108220100403,0.540525496006012,0.3875846862792969,0.17015518248081207,0.248504638671875,0.14559978246688843,0.37984350323677063,0.35487717390060425,0.37984350323677063,0.28916850686073303,0.2359013706445694,0.3875846862792969,0.25813958048820496,0.2522551715373993,0.20728366076946259
considerable,0.18667419254779816,0.2232411801815033,0.34121429920196533,0.17512722313404083,0.331242173910141,0.21600669622421265,0.2816513478755951,0.28436988592147827,0.2816513478755951,0.13816721737384796,0.22392114996910095,0.34121429920196533,0.2089415192604065,0.24888531863689423,0.13223446905612946
impact,0.10907046496868134,0.2040126919746399,0.22336715459823608,0.1583070158958435,0.22653299570083618,0.17138917744159698,0.2031068354845047,0.2012101411819458,0.2031068354845047,0.15867926180362701,0.1938209980726242,0.22336715459823608,0.19533967971801758,0.16723023355007172,0.18429921567440033
.,0.3541337847709656,0.35288307070732117,0.5934505462646484,0.3162994682788849,0.23842981457710266,0.21699096262454987,0.4645031690597534,0.6812511086463928,0.4645031690597534,0.263308584690094,0.28705209493637085,0.5934505462646484,0.22642354667186737,0.23708370327949524,0.4130953550338745
