,who,claimed,that,the,name,black,death,first,appeared,in,1631,?
gasquet,0.24247771501541138,0.27777621150016785,0.157001793384552,0.25759053230285645,0.16622065007686615,0.23447678983211517,0.17832721769809723,0.2485996037721634,0.1870695799589157,0.19707681238651276,-0.08171916753053665,0.15371091663837433
(,0.2443375140428543,0.14859268069267273,0.2264307141304016,0.33289089798927307,0.2706909477710724,0.14539995789527893,0.15356801450252533,0.2450505793094635,0.2411278486251831,0.3087427020072937,-0.16687162220478058,0.40561532974243164
1908,-0.039845533668994904,-0.06518835574388504,-0.042493510991334915,-0.02364869974553585,-0.0672319084405899,0.04896418750286102,0.07380310446023941,-0.01717483438551426,-0.0048746676184237,-0.13420036435127258,0.19470429420471191,-0.15027135610580444
),0.2457384318113327,0.15716944634914398,0.23478686809539795,0.3456730246543884,0.2638341188430786,0.15729744732379913,0.18010789155960083,0.27228695154190063,0.2314099669456482,0.3326910734176636,-0.1293090283870697,0.42300865054130554
claimed,0.32327672839164734,1.0,0.38060468435287476,0.2761930227279663,0.16558480262756348,0.1306832730770111,0.2252623587846756,0.24460621178150177,0.24786457419395447,0.21382014453411102,0.011543686501681805,0.2083493024110794
that,0.45444270968437195,0.38060468435287476,1.0,0.5473989248275757,0.27224332094192505,0.22347763180732727,0.25607815384864807,0.3482176661491394,0.23015998303890228,0.435920387506485,0.1305733025074005,0.32716336846351624
the,0.3733934462070465,0.2761930227279663,0.5473989248275757,1.0,0.3171212375164032,0.28466513752937317,0.21438048779964447,0.49448907375335693,0.30265679955482483,0.6662389636039734,-0.05162692815065384,0.22068053483963013
latin,0.16089873015880585,0.03215491771697998,0.23106059432029724,0.24914836883544922,0.32249414920806885,0.1615992933511734,0.08751361072063446,0.21166430413722992,0.18079593777656555,0.18954341113567352,-0.011251826770603657,0.1303461492061615
name,0.2027527540922165,0.16558480262756348,0.27224332094192505,0.3171212375164032,1.0,0.12729579210281372,0.18105126917362213,0.3163818418979645,0.1681574285030365,0.2459065467119217,-0.042704448103904724,0.15381577610969543
atra,0.0823739618062973,0.05059712380170822,0.10001406073570251,0.18821199238300323,0.17094412446022034,0.21871298551559448,0.2140362709760666,0.14385902881622314,0.07491209357976913,0.14478927850723267,-0.049676600843667984,0.09810864180326462
mors,0.1813323050737381,0.07616261392831802,0.1731647253036499,0.2329447716474533,0.06686956435441971,0.17566756904125214,0.24567808210849762,0.07936766743659973,0.13713987171649933,0.2128976583480835,-0.05014035850763321,0.08785279840230942
(,0.2443375140428543,0.14859268069267273,0.2264307141304016,0.33289089798927307,0.2706909477710724,0.14539995789527893,0.15356801450252533,0.2450505793094635,0.2411278486251831,0.3087427020072937,-0.16687162220478058,0.40561532974243164
black,0.22539480030536652,0.1306832730770111,0.22347763180732727,0.28466513752937317,0.12729579210281372,1.0,0.1932034194469452,0.14931964874267578,0.17051510512828827,0.20407067239284515,-0.0700812041759491,0.15159966051578522
death,0.20302973687648773,0.2252623587846756,0.25607815384864807,0.21438048779964447,0.18105126917362213,0.1932034194469452,0.9999998807907104,0.21622197329998016,0.17661727964878082,0.18743370473384857,0.06293006986379623,0.21149799227714539
),0.2457384318113327,0.15716944634914398,0.23478686809539795,0.3456730246543884,0.2638341188430786,0.15729744732379913,0.18010789155960083,0.27228695154190063,0.2314099669456482,0.3326910734176636,-0.1293090283870697,0.42300865054130554
for,0.37110671401023865,0.2044578492641449,0.4137635827064514,0.4739971458911896,0.25737348198890686,0.2090286761522293,0.19869662821292877,0.3800288736820221,0.2528862953186035,0.4322226941585541,-0.001253316760994494,0.264628142118454
the,0.3733934462070465,0.2761930227279663,0.5473989248275757,1.0,0.3171212375164032,0.28466513752937317,0.21438048779964447,0.49448907375335693,0.30265679955482483,0.6662389636039734,-0.05162692815065384,0.22068053483963013
14th-century,0.3371974527835846,0.18767455220222473,0.23181916773319244,0.3126668930053711,0.14748796820640564,0.17309896647930145,0.20279929041862488,0.3082759976387024,0.28591683506965637,0.3013746738433838,-0.04969329759478569,0.09547005593776703
epidemic,0.23076128959655762,0.26015740633010864,0.2521248161792755,0.23666009306907654,0.09423403441905975,0.14684009552001953,0.2925157845020294,0.22691811621189117,0.19548523426055908,0.28030508756637573,-0.04422187805175781,0.1562352478504181
first,0.39065709710121155,0.24460621178150177,0.3482176661491394,0.49448907375335693,0.3163818418979645,0.14931964874267578,0.21622197329998016,1.0,0.37911704182624817,0.4127444326877594,-0.07346317917108536,0.18701928853988647
appeared,0.22738154232501984,0.24786457419395447,0.23015998303890228,0.30265679955482483,0.1681574285030365,0.17051510512828827,0.17661727964878082,0.37911704182624817,1.0,0.31264984607696533,0.068657785654068,0.1384376585483551
in,0.2792111933231354,0.21382014453411102,0.435920387506485,0.6662389636039734,0.2459065467119217,0.20407067239284515,0.18743370473384857,0.4127444326877594,0.31264984607696533,1.0,-0.10440833866596222,0.20430970191955566
modern,0.16937296092510223,0.15724211931228638,0.24473170936107635,0.3283970355987549,0.17239713668823242,0.14159975945949554,0.04700516536831856,0.33161288499832153,0.23637989163398743,0.29808807373046875,-0.03656238690018654,0.12475407868623734
times,0.24510560929775238,0.22806216776371002,0.2866678833961487,0.29093852639198303,0.19941937923431396,0.11752896755933762,0.11975900828838348,0.2957541346549988,0.30107882618904114,0.2427823841571808,-0.03785769268870354,0.18880689144134521
in,0.2792111933231354,0.21382014453411102,0.435920387506485,0.6662389636039734,0.2459065467119217,0.20407067239284515,0.18743370473384857,0.4127444326877594,0.31264984607696533,1.0,-0.10440833866596222,0.20430970191955566
1631,0.07280302792787552,0.011543686501681805,0.1305733025074005,-0.05162692815065384,-0.042704448103904724,-0.0700812041759491,0.06293006986379623,-0.07346317917108536,0.068657785654068,-0.10440833866596222,1.0,0.018736038357019424
in,0.2792111933231354,0.21382014453411102,0.435920387506485,0.6662389636039734,0.2459065467119217,0.20407067239284515,0.18743370473384857,0.4127444326877594,0.31264984607696533,1.0,-0.10440833866596222,0.20430970191955566
a,0.36608949303627014,0.19752803444862366,0.47537946701049805,0.5829201340675354,0.26421117782592773,0.23173153400421143,0.16249743103981018,0.4287874400615692,0.24508115649223328,0.539380669593811,-0.033309608697891235,0.23916715383529663
book,0.23780840635299683,0.19997639954090118,0.31481462717056274,0.2652374505996704,0.24604547023773193,0.12125842273235321,0.20592626929283142,0.28297871351242065,0.22453369200229645,0.2527170181274414,0.07931271940469742,0.20572158694267273
on,0.2340552806854248,0.23817035555839539,0.42569106817245483,0.5107308030128479,0.17627742886543274,0.18663345277309418,0.16915851831436157,0.3120559751987457,0.28960493206977844,0.46853652596473694,0.04637062922120094,0.2714994251728058
danish,0.272081583738327,0.2081066071987152,0.150306835770607,0.15316766500473022,0.08608344942331314,0.12946125864982605,0.07000844180583954,0.15574266016483307,0.11127275228500366,0.14959366619586945,0.022204307839274406,0.09872670471668243
history,0.22458811104297638,0.17959870398044586,0.24826017022132874,0.33215048909187317,0.20354317128658295,0.12598654627799988,0.1059015616774559,0.3202230632305145,0.13913150131702423,0.29215577244758606,-0.1427212953567505,0.2501974403858185
by,0.39727845788002014,0.3088476061820984,0.37496164441108704,0.4408751428127289,0.25480157136917114,0.1966358721256256,0.23285827040672302,0.3877052962779999,0.15862460434436798,0.370934396982193,0.07610554993152618,0.17966607213020325
j.i,-0.09685544669628143,-0.0742943212389946,0.06182173267006874,0.15126575529575348,-0.011199713684618473,0.11193816363811493,-0.001115047954954207,0.027421293780207634,-0.03873380646109581,0.013618689961731434,0.04468956217169762,0.008673595264554024
.,0.3541337847709656,0.2703448235988617,0.4460422694683075,0.5934505462646484,0.24737101793289185,0.24577875435352325,0.24631039798259735,0.4345304071903229,0.2511556148529053,0.5591574311256409,-0.07819674164056778,0.4130953550338745
