,what,did,he,do,to,his,feet,at,night,?
he,0.3114890456199646,0.3292143940925598,1.0000001192092896,0.19599148631095886,0.385390967130661,0.7171558737754822,0.15792100131511688,0.3280475437641144,0.24109213054180145,0.2089974731206894
squished,0.15436747670173645,0.20288068056106567,0.3176898956298828,0.13961878418922424,0.2156265676021576,0.3481642007827759,0.2874676287174225,0.23867836594581604,0.24956607818603516,0.1553531289100647
his,0.26976513862609863,0.3546801507472992,0.7171558737754822,0.15088757872581482,0.3715193271636963,0.9999998807907104,0.15611571073532104,0.27659502625465393,0.21885263919830322,0.18075084686279297
toes,0.16302838921546936,0.1990179568529129,0.15657939016819,0.22698119282722473,0.22723388671875,0.18309664726257324,0.49680641293525696,0.14678987860679626,0.12412939965724945,0.19841516017913818
one,0.376489520072937,0.27659472823143005,0.3856739401817322,0.26478132605552673,0.4025384783744812,0.3774510324001312,0.28173431754112244,0.32580816745758057,0.2513745129108429,0.2673267424106598
hundred,0.16879357397556305,0.16026455163955688,0.255768358707428,0.14060455560684204,0.2489847093820572,0.2684125304222107,0.25018924474716187,0.26329803466796875,0.2142096310853958,0.17378053069114685
times,0.21414996683597565,0.23068773746490479,0.307947039604187,0.14708955585956573,0.32875269651412964,0.24570761620998383,0.1919739842414856,0.26909148693084717,0.17815175652503967,0.18880689144134521
for,0.3017193675041199,0.318512886762619,0.4540175199508667,0.29510271549224854,0.4451248347759247,0.39312878251075745,0.18686489760875702,0.34237727522850037,0.16021959483623505,0.264628142118454
each,0.3353266417980194,0.20516681671142578,0.21012352406978607,0.2601187825202942,0.3941934108734131,0.25320667028427124,0.24565260112285614,0.21600523591041565,0.19389638304710388,0.21173812448978424
foot,0.1961006075143814,0.16094595193862915,0.20637764036655426,0.10998792946338654,0.256702184677124,0.1985764056444168,0.6065395474433899,0.197814479470253,0.16304278373718262,0.13330338895320892
every,0.30284011363983154,0.21975891292095184,0.3009452223777771,0.27442893385887146,0.3643300235271454,0.262839138507843,0.22031328082084656,0.3021482229232788,0.2941831350326538,0.24066033959388733
night,0.20251014828681946,0.22770699858665466,0.24109213054180145,0.12025651335716248,0.1691640168428421,0.21885263919830322,0.15463486313819885,0.2972809970378876,0.9999998807907104,0.13794848322868347
",",0.3087472915649414,0.3015086054801941,0.40251094102859497,0.3283645510673523,0.44245919585227966,0.3378419280052185,0.2547694742679596,0.38314947485923767,0.24717365205287933,0.31091248989105225
saying,0.5164517760276794,0.4131317138671875,0.3227902352809906,0.3433459401130676,0.36477673053741455,0.31955578923225403,0.11734743416309357,0.2649444341659546,0.23981225490570068,0.36382168531417847
that,0.6297725439071655,0.47518548369407654,0.36068853735923767,0.44533252716064453,0.5436353087425232,0.3173833191394806,0.21382395923137665,0.3183255195617676,0.27608349919319153,0.32716336846351624
it,0.45803478360176086,0.2993364930152893,0.36018872261047363,0.337066113948822,0.513711154460907,0.2876833975315094,0.25074467062950134,0.36473900079727173,0.23883119225502014,0.25732165575027466
stimulated,0.19212909042835236,0.13922931253910065,0.14554257690906525,0.20514577627182007,0.21807006001472473,0.1956292688846588,0.24141466617584229,0.11855500936508179,0.1452385038137436,0.06631448119878769
his,0.26976513862609863,0.3546801507472992,0.7171558737754822,0.15088757872581482,0.3715193271636963,0.9999998807907104,0.15611571073532104,0.27659502625465393,0.21885263919830322,0.18075084686279297
brain,0.26156795024871826,0.19304510951042175,0.20615744590759277,0.23016805946826935,0.21741782128810883,0.20223772525787354,0.21844296157360077,0.19613684713840485,0.12497146427631378,0.17415454983711243
cells,0.1758001297712326,0.17431190609931946,0.09247757494449615,0.2676107585430145,0.26320719718933105,0.14537768065929413,0.1606747955083847,0.16060517728328705,0.13060784339904785,0.1898086667060852
.,0.3567904531955719,0.35288307070732117,0.38061028718948364,0.3613996207714081,0.4645031690597534,0.3119256794452667,0.268578439950943,0.4549728035926819,0.24810922145843506,0.4130953550338745
