,what,kinds,of,pigments,do,rhodoplasts,have,?
rhodoplasts,0.22360283136367798,0.3415137529373169,0.30615460872650146,0.5700727701187134,0.307180255651474,1.0,0.3329751193523407,0.16657331585884094
have,0.39808809757232666,0.4081910252571106,0.3802283704280853,0.3120930790901184,0.49831271171569824,0.3329751193523407,0.9999999403953552,0.32991164922714233
chlorophyll,0.23408083617687225,0.23865191638469696,0.19086609780788422,0.5914750099182129,0.20705407857894897,0.5770829916000366,0.24365252256393433,0.1099696233868599
a,0.3320399522781372,0.23927396535873413,0.5052502155303955,0.2051146775484085,0.26237669587135315,0.29162561893463135,0.338716596364975,0.23916715383529663
and,0.31309178471565247,0.32501107454299927,0.5116966962814331,0.241367369890213,0.276123583316803,0.27579745650291443,0.4711785912513733,0.20544172823429108
phycobilins,0.2545374929904938,0.3349684178829193,0.3692606985569,0.48453691601753235,0.34624260663986206,0.5728618502616882,0.43589484691619873,0.2176510989665985
for,0.3017193675041199,0.34692952036857605,0.4185989499092102,0.2119467556476593,0.29510271549224854,0.2018526941537857,0.41175219416618347,0.264628142118454
photosynthetic,0.20943596959114075,0.3375404477119446,0.23934365808963776,0.6459121704101562,0.2753722071647644,0.6116560101509094,0.3331293761730194,0.15254013240337372
pigments,0.2220182567834854,0.3191867768764496,0.20378515124320984,1.0,0.29461735486984253,0.5700727701187134,0.3120930790901184,0.16673754155635834
;,0.10986888408660889,0.007065669167786837,0.054534342139959335,0.05880836769938469,0.06261929124593735,0.08743294328451157,0.10650043189525604,0.10349778085947037
the,0.42745697498321533,0.24529235064983368,0.733189046382904,0.21569067239761353,0.30239659547805786,0.27994847297668457,0.40389683842658997,0.22068053483963013
phycobilin,0.23367923498153687,0.3089462220668793,0.3684278130531311,0.44187435507774353,0.29558682441711426,0.5387589335441589,0.3934108316898346,0.18560703098773956
phycoerytherin,0.3430229127407074,0.311443567276001,0.30970197916030884,0.43376705050468445,0.3075178861618042,0.4849606156349182,0.3806326389312744,0.21522711217403412
is,0.28837618231773376,0.22554683685302734,0.4854315221309662,0.23520244657993317,0.30895981192588806,0.30038005113601685,0.3613572418689728,0.22961433231830597
responsible,0.26869386434555054,0.22458143532276154,0.37070101499557495,0.18902337551116943,0.2054021805524826,0.22182542085647583,0.22827203571796417,0.11367333680391312
for,0.3017193675041199,0.34692952036857605,0.4185989499092102,0.2119467556476593,0.29510271549224854,0.2018526941537857,0.41175219416618347,0.264628142118454
giving,0.28628480434417725,0.2090691179037094,0.3440891206264496,0.1580820232629776,0.25484782457351685,0.18298450112342834,0.3543388545513153,0.2052922248840332
many,0.36131182312965393,0.5405281782150269,0.37253960967063904,0.27575093507766724,0.38738366961479187,0.3201407790184021,0.5841760635375977,0.2124512493610382
red,0.16784515976905823,0.14959654211997986,0.22367064654827118,0.3739686906337738,0.19410714507102966,0.19195899367332458,0.2217920422554016,0.1495664119720459
algae,0.1909741312265396,0.3117240369319916,0.17768362164497375,0.529504656791687,0.24521787464618683,0.5568037629127502,0.29609477519989014,0.15479309856891632
their,0.35142919421195984,0.2996203601360321,0.4329940676689148,0.28102996945381165,0.35424983501434326,0.29577550292015076,0.523270845413208,0.1898253709077835
distinctive,0.25436970591545105,0.34118062257766724,0.28103455901145935,0.41652020812034607,0.19705992937088013,0.3674878776073456,0.35579317808151245,0.07970129698514938
red,0.16784515976905823,0.14959654211997986,0.22367064654827118,0.3739686906337738,0.19410714507102966,0.19195899367332458,0.2217920422554016,0.1495664119720459
color,0.2746529281139374,0.22605308890342712,0.1876296103000641,0.44989627599716187,0.17490574717521667,0.22774037718772888,0.2422066181898117,0.21299609541893005
.,0.3567904531955719,0.23792381584644318,0.5352458953857422,0.2387707382440567,0.3613996207714081,0.2685990631580353,0.41614407300949097,0.4130953550338745
,what,kinds,of,pigments,do,rhodoplasts,have,?
rhodoplasts,0.22360283136367798,0.3415137529373169,0.30615460872650146,0.5700727701187134,0.307180255651474,1.0,0.3329751193523407,0.16657331585884094
have,0.39808809757232666,0.4081910252571106,0.3802283704280853,0.3120930790901184,0.49831271171569824,0.3329751193523407,0.9999999403953552,0.32991164922714233
a,0.3320399522781372,0.23927396535873413,0.5052502155303955,0.2051146775484085,0.26237669587135315,0.29162561893463135,0.338716596364975,0.23916715383529663
double,0.16209302842617035,0.19188529253005981,0.18580502271652222,0.1638772338628769,0.12869450449943542,0.24686428904533386,0.2026015967130661,0.10017921775579453
membrane,0.1647152304649353,0.22280660271644592,0.22049079835414886,0.4843866229057312,0.2031068652868271,0.5680972933769226,0.303412526845932,0.18908235430717468
with,0.2464839518070221,0.2479146420955658,0.41827285289764404,0.2362319380044937,0.23744353652000427,0.22610095143318176,0.48046383261680603,0.2433311939239502
an,0.2821882665157318,0.13795126974582672,0.32280945777893066,0.19343145191669464,0.25865980982780457,0.18987444043159485,0.22897054255008698,0.19793890416622162
intermembrane,0.16235193610191345,0.25732141733169556,0.3109337389469147,0.5104214549064636,0.21836766600608826,0.6052520275115967,0.30536097288131714,0.16901689767837524
space,0.20525942742824554,0.15392333269119263,0.21300287544727325,0.21627071499824524,0.17791397869586945,0.2130206674337387,0.22874028980731964,0.1885536164045334
and,0.31309178471565247,0.32501107454299927,0.5116966962814331,0.241367369890213,0.276123583316803,0.27579745650291443,0.4711785912513733,0.20544172823429108
phycobilin,0.23367923498153687,0.3089462220668793,0.3684278130531311,0.44187435507774353,0.29558682441711426,0.5387589335441589,0.3934108316898346,0.18560703098773956
pigments,0.2220182567834854,0.3191867768764496,0.20378515124320984,1.0,0.29461735486984253,0.5700727701187134,0.3120930790901184,0.16673754155635834
organized,0.19144229590892792,0.11786068230867386,0.2566941976547241,0.12893399596214294,0.1883762627840042,0.17766378819942474,0.1659020483493805,0.10524328798055649
into,0.2180619090795517,0.24150913953781128,0.32255905866622925,0.24103516340255737,0.20546826720237732,0.22728104889392853,0.3038242757320404,0.15662476420402527
phycobilisomes,0.28512340784072876,0.3897976875305176,0.32516565918922424,0.5994999408721924,0.34902188181877136,0.6977576613426208,0.4452691078186035,0.2205180823802948
on,0.34226128458976746,0.20697498321533203,0.3966929316520691,0.20180539786815643,0.3025321364402771,0.2659139633178711,0.36494916677474976,0.2714994251728058
the,0.42745697498321533,0.24529235064983368,0.733189046382904,0.21569067239761353,0.30239659547805786,0.27994847297668457,0.40389683842658997,0.22068053483963013
thylakoid,0.20312407612800598,0.2582484781742096,0.21089400351047516,0.492222398519516,0.2739792764186859,0.6087945103645325,0.3388103246688843,0.19202344119548798
membranes,0.18834297358989716,0.276125967502594,0.23994219303131104,0.55217045545578,0.2719106078147888,0.607594907283783,0.3564684987068176,0.20524227619171143
",",0.3087472915649414,0.25084736943244934,0.4946078956127167,0.21592141687870026,0.3283645510673523,0.26724764704704285,0.3541618287563324,0.31091248989105225
preventing,0.28585943579673767,0.23202134668827057,0.2948753237724304,0.22220708429813385,0.2772693932056427,0.23587389290332794,0.28954237699508667,0.25842657685279846
their,0.35142919421195984,0.2996203601360321,0.4329940676689148,0.28102996945381165,0.35424983501434326,0.29577550292015076,0.523270845413208,0.1898253709077835
thylakoids,0.18655724823474884,0.32076308131217957,0.2329981029033661,0.5236333012580872,0.2835867404937744,0.6397964954376221,0.3933616578578949,0.17522360384464264
from,0.2737620174884796,0.24486199021339417,0.4249346852302551,0.23996908962726593,0.20424067974090576,0.2771468758583069,0.30702701210975647,0.19969791173934937
stacking,0.3167809844017029,0.23360729217529297,0.22058501839637756,0.2155054360628128,0.26012536883354187,0.2277696132659912,0.2783357799053192,0.23273475468158722
.,0.3567904531955719,0.23792381584644318,0.5352458953857422,0.2387707382440567,0.3613996207714081,0.2685990631580353,0.41614407300949097,0.4130953550338745
