,what,is,that,grace,of,god,which,sustains,the,believers,in,the,journey,towards,christian,perfection,?
sanctifying,0.36257094144821167,0.23813189566135406,0.3461662828922272,0.23619137704372406,0.3152742385864258,0.3356681764125824,0.3708566427230835,0.31552183628082275,0.3304329514503479,0.37094593048095703,0.175883948802948,0.3304329514503479,0.1977553814649582,0.21938839554786682,0.2143878936767578,0.30810463428497314,0.29888850450515747
grace,0.16722138226032257,0.17061445116996765,0.23538954555988312,1.0,0.2101200968027115,0.3407481610774994,0.17363443970680237,0.1293426901102066,0.20940588414669037,0.32097697257995605,0.16484299302101135,0.20940588414669037,0.1909237802028656,0.15689848363399506,0.26604607701301575,0.2952154576778412,0.16775278747081757
is,0.28837618231773376,1.0,0.3995479643344879,0.17061445116996765,0.4854315221309662,0.2211674600839615,0.4457404911518097,0.217471644282341,0.5823672413825989,0.25462213158607483,0.5394441485404968,0.5823672413825989,0.18803170323371887,0.22460906207561493,0.1473853588104248,0.26475611329078674,0.22961433231830597
that,0.6297725439071655,0.3995479643344879,1.0,0.23538954555988312,0.41498205065727234,0.30817699432373047,0.6894589066505432,0.279894083738327,0.5473989248275757,0.41729220747947693,0.435920387506485,0.5473989248275757,0.20152127742767334,0.28294092416763306,0.18580004572868347,0.30975186824798584,0.32716336846351624
grace,0.16722138226032257,0.17061445116996765,0.23538954555988312,1.0,0.2101200968027115,0.3407481610774994,0.17363443970680237,0.1293426901102066,0.20940588414669037,0.32097697257995605,0.16484299302101135,0.20940588414669037,0.1909237802028656,0.15689848363399506,0.26604607701301575,0.2952154576778412,0.16775278747081757
of,0.33290785551071167,0.4854315221309662,0.41498205065727234,0.2101200968027115,1.0,0.2159487009048462,0.5011631846427917,0.22190773487091064,0.733189046382904,0.3132140040397644,0.5696388483047485,0.733189046382904,0.19444577395915985,0.26409703493118286,0.23494116961956024,0.23496948182582855,0.1826142966747284
god,0.3127830922603607,0.2211674600839615,0.30817699432373047,0.3407481610774994,0.2159487009048462,1.0,0.2592761814594269,0.1731743961572647,0.24689088761806488,0.4581014811992645,0.1355067938566208,0.24689088761806488,0.2968522608280182,0.16625003516674042,0.27349409461021423,0.3134988248348236,0.23396754264831543
which,0.5261979103088379,0.4457404911518097,0.6894589066505432,0.17363443970680237,0.5011631846427917,0.2592761814594269,1.0,0.25691157579421997,0.6521818041801453,0.2795863747596741,0.4840516746044159,0.6521818041801453,0.20733384788036346,0.28878316283226013,0.13629037141799927,0.28901204466819763,0.25814583897590637
sustains,0.21029198169708252,0.217471644282341,0.279894083738327,0.1293426901102066,0.22190773487091064,0.1731743961572647,0.25691157579421997,0.9999998807907104,0.20487231016159058,0.2636498510837555,0.2593519687652588,0.20487231016159058,0.1665857583284378,0.30755606293678284,0.17412103712558746,0.2789759039878845,0.19291158020496368
the,0.42745697498321533,0.5823672413825989,0.5473989248275757,0.20940588414669037,0.733189046382904,0.24689088761806488,0.6521818041801453,0.20487231016159058,1.0,0.2839444577693939,0.6662389636039734,1.0,0.24944555759429932,0.31815874576568604,0.19930796325206757,0.2264310121536255,0.22068053483963013
believers,0.32188862562179565,0.25462213158607483,0.41729220747947693,0.32097697257995605,0.3132140040397644,0.4581014811992645,0.2795863747596741,0.2636498510837555,0.2839444577693939,1.0000001192092896,0.19000054895877838,0.2839444577693939,0.18626530468463898,0.24824978411197662,0.46957162022590637,0.3584359586238861,0.2148078978061676
in,0.30808621644973755,0.5394441485404968,0.435920387506485,0.16484299302101135,0.5696388483047485,0.1355067938566208,0.4840516746044159,0.2593519687652588,0.6662389636039734,0.19000054895877838,1.0,0.6662389636039734,0.1607937216758728,0.23474496603012085,0.17218929529190063,0.241786926984787,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.5473989248275757,0.20940588414669037,0.733189046382904,0.24689088761806488,0.6521818041801453,0.20487231016159058,1.0,0.2839444577693939,0.6662389636039734,1.0,0.24944555759429932,0.31815874576568604,0.19930796325206757,0.2264310121536255,0.22068053483963013
journey,0.1740729808807373,0.18803170323371887,0.20152127742767334,0.1909237802028656,0.19444577395915985,0.2968522608280182,0.20733384788036346,0.1665857583284378,0.24944555759429932,0.18626530468463898,0.1607937216758728,0.24944555759429932,0.9999998807907104,0.2263774424791336,0.09977143257856369,0.24572041630744934,0.06391996890306473
toward,0.2619364559650421,0.20858484506607056,0.29561343789100647,0.1503617763519287,0.25209522247314453,0.16029039025306702,0.26801982522010803,0.31586623191833496,0.3341628313064575,0.20244865119457245,0.2282264530658722,0.3341628313064575,0.24756568670272827,0.8479601740837097,0.10576184839010239,0.29780054092407227,0.09989774227142334
christian,0.17849333584308624,0.1473853588104248,0.18580004572868347,0.26604607701301575,0.23494116961956024,0.27349409461021423,0.13629037141799927,0.17412103712558746,0.19930796325206757,0.46957162022590637,0.17218929529190063,0.19930796325206757,0.09977143257856369,0.14501245319843292,1.0,0.17539721727371216,0.1508396863937378
perfection,0.2403440624475479,0.26475611329078674,0.30975186824798584,0.2952154576778412,0.23496948182582855,0.3134988248348236,0.28901204466819763,0.2789759039878845,0.2264310121536255,0.3584359586238861,0.241786926984787,0.2264310121536255,0.24572041630744934,0.2698615789413452,0.17539721727371216,1.0,0.1882336586713791
:,-0.12022944539785385,-0.07222653180360794,-0.12200210988521576,-0.06711632013320923,-0.08807745575904846,-0.07002276182174683,-0.11049769818782806,-0.0908501148223877,-0.03403344005346298,-0.07393235713243484,0.020521078258752823,-0.03403344005346298,-0.09570970386266708,-0.1032402291893959,0.030650561675429344,-0.017411258071660995,-0.07156077772378922
a,0.3320399522781372,0.658733606338501,0.47537946701049805,0.2073177546262741,0.5052502155303955,0.18792781233787537,0.56894451379776,0.29036128520965576,0.5829201340675354,0.25312989950180054,0.539380669593811,0.5829201340675354,0.1638973504304886,0.2078181505203247,0.1843954622745514,0.28832826018333435,0.23916715383529663
genuine,0.32851019501686096,0.2102500945329666,0.44582730531692505,0.17094683647155762,0.24213914573192596,0.28100061416625977,0.33947357535362244,0.18267281353473663,0.2630370259284973,0.2952256202697754,0.221604585647583,0.2630370259284973,0.18637287616729736,0.20290808379650116,0.21974453330039978,0.3167678117752075,0.2639915645122528
love,0.2620820701122284,0.12761151790618896,0.24653686583042145,0.35169315338134766,0.15893672406673431,0.36246347427368164,0.21517449617385864,0.23736517131328583,0.19631516933441162,0.2531166970729828,0.2026566118001938,0.19631516933441162,0.2800315320491791,0.11566536128520966,0.17766399681568146,0.33575478196144104,0.24261747300624847
of,0.33290785551071167,0.4854315221309662,0.41498205065727234,0.2101200968027115,1.0,0.2159487009048462,0.5011631846427917,0.22190773487091064,0.733189046382904,0.3132140040397644,0.5696388483047485,0.733189046382904,0.19444577395915985,0.26409703493118286,0.23494116961956024,0.23496948182582855,0.1826142966747284
god,0.3127830922603607,0.2211674600839615,0.30817699432373047,0.3407481610774994,0.2159487009048462,1.0,0.2592761814594269,0.1731743961572647,0.24689088761806488,0.4581014811992645,0.1355067938566208,0.24689088761806488,0.2968522608280182,0.16625003516674042,0.27349409461021423,0.3134988248348236,0.23396754264831543
with,0.2464839518070221,0.3250955045223236,0.4154358208179474,0.14283894002437592,0.41827285289764404,0.19523796439170837,0.46403205394744873,0.2525636553764343,0.4223487675189972,0.2226390540599823,0.4080928862094879,0.4223487675189972,0.1583564132452011,0.25315994024276733,0.14147578179836273,0.20692114531993866,0.2433311939239502
