,when,were,the,shortcomings,of,aristotle,'s,physics,overcome,?
the,0.5091903209686279,0.3906462490558624,1.0,0.31983426213264465,0.733189046382904,0.1415858268737793,-0.01540423184633255,0.17952929437160492,0.19138307869434357,0.22068053483963013
shortcomings,0.3407445251941681,0.23967109620571136,0.31983426213264465,1.0,0.28653502464294434,0.2014898806810379,0.02833632193505764,0.2742612361907959,0.39156675338745117,0.41145098209381104
of,0.3757161796092987,0.34038281440734863,0.733189046382904,0.28653502464294434,1.0,0.22867590188980103,-0.03817026689648628,0.2395489662885666,0.2338653802871704,0.1826142966747284
aristotelian,0.17921917140483856,0.1835215538740158,0.19423235952854156,0.25849649310112,0.2504543960094452,0.7973302602767944,0.04208330810070038,0.36659109592437744,0.2344406694173813,0.15906864404678345
physics,0.21113912761211395,0.13058000802993774,0.17952929437160492,0.2742612361907959,0.2395489662885666,0.35750266909599304,-0.04777942970395088,0.9999999403953552,0.16808804869651794,0.1470423936843872
would,0.4219970703125,0.37426912784576416,0.4133751392364502,0.42281365394592285,0.3353942930698395,0.19811014831066132,0.036968596279621124,0.19596807658672333,0.2843208909034729,0.37178951501846313
not,0.4799930453300476,0.33318549394607544,0.4310511648654938,0.4580690562725067,0.3307090103626251,0.2035527378320694,0.002583299996331334,0.17235754430294037,0.30497220158576965,0.41942933201789856
be,0.4451393485069275,0.4064064621925354,0.4248143136501312,0.4676644504070282,0.33904364705085754,0.21624554693698883,0.025217169895768166,0.1683432161808014,0.30107590556144714,0.3324260413646698
fully,0.37046515941619873,0.22204972803592682,0.2750830352306366,0.3430292308330536,0.1846403181552887,0.1606544852256775,0.050212256610393524,0.22131076455116272,0.19787229597568512,0.2089291661977768
corrected,0.3222288191318512,0.2129722535610199,0.25981056690216064,0.3670891523361206,0.20527777075767517,0.22643260657787323,-0.06885437667369843,0.2471403181552887,0.2648565471172333,0.32021793723106384
until,0.494509756565094,0.3025567829608917,0.37191009521484375,0.20380493998527527,0.2787701487541199,0.08282201737165451,0.02445155940949917,0.107676662504673,0.0793125107884407,0.20304496586322784
the,0.5091903209686279,0.3906462490558624,1.0,0.31983426213264465,0.733189046382904,0.1415858268737793,-0.01540423184633255,0.17952929437160492,0.19138307869434357,0.22068053483963013
17th,0.1468975991010666,0.1115550771355629,0.2679309546947479,0.16810476779937744,0.19377021491527557,0.060530200600624084,0.12547391653060913,0.11523708701133728,0.10248881578445435,0.096589595079422
century,0.22992412745952606,0.34997639060020447,0.3617299497127533,0.1647455096244812,0.2826060354709625,0.3311103582382202,-0.0005286295781843364,0.17321856319904327,0.11813386529684067,0.1026201918721199
work,0.2500542998313904,0.23814889788627625,0.2704800069332123,0.35608378052711487,0.23473061621189117,0.2553432881832123,-0.03332063928246498,0.26866111159324646,0.27944818139076233,0.2621155381202698
of,0.3757161796092987,0.34038281440734863,0.733189046382904,0.28653502464294434,1.0,0.22867590188980103,-0.03817026689648628,0.2395489662885666,0.2338653802871704,0.1826142966747284
galileo,0.23700803518295288,0.23440596461296082,0.21531248092651367,0.16392892599105835,0.20429757237434387,0.40955138206481934,-0.07949594408273697,0.3605923652648926,0.13800671696662903,0.1773405522108078
galilei,0.23795326054096222,0.23632265627384186,0.20981746912002563,0.1455863118171692,0.22754640877246857,0.4401257634162903,-0.05011926591396332,0.3806641697883606,0.138834610581398,0.17844437062740326
",",0.36674630641937256,0.36755475401878357,0.4933079481124878,0.324810653924942,0.4946078956127167,0.21875548362731934,-0.0016132977325469255,0.26689431071281433,0.18838638067245483,0.31091248989105225
who,0.48282691836357117,0.3188014328479767,0.3733934462070465,0.2502090036869049,0.2827862501144409,0.25860172510147095,0.05599616840481758,0.14691244065761566,0.2244286686182022,0.26220351457595825
was,0.37326499819755554,0.590133786201477,0.48711544275283813,0.17484986782073975,0.4069072902202606,0.19171908497810364,0.008974763564765453,0.17757509648799896,0.11566828191280365,0.18412111699581146
influenced,0.1645156741142273,0.2180519849061966,0.18518297374248505,0.16928011178970337,0.25486209988594055,0.29108288884162903,-0.0006173446890898049,0.1874498575925827,0.28176644444465637,0.1310873031616211
by,0.4376842677593231,0.4406847059726715,0.4408751428127289,0.20500899851322174,0.3646814823150635,0.19290731847286224,-0.010884488001465797,0.15634199976921082,0.2047663778066635,0.17966607213020325
the,0.5091903209686279,0.3906462490558624,1.0,0.31983426213264465,0.733189046382904,0.1415858268737793,-0.01540423184633255,0.17952929437160492,0.19138307869434357,0.22068053483963013
late,0.29498016834259033,0.37638410925865173,0.31481194496154785,0.1940915584564209,0.21690747141838074,0.14438603818416595,0.013811700977385044,0.0821557492017746,0.14448684453964233,0.11339222639799118
medieval,0.19109046459197998,0.18805795907974243,0.28617456555366516,0.14849764108657837,0.31686919927597046,0.2949737012386322,0.026681648567318916,0.11018116772174835,0.07490852475166321,0.15571735799312592
idea,0.3021014332771301,0.2231837809085846,0.2839161455631256,0.39615169167518616,0.2342950403690338,0.35670042037963867,0.051183316856622696,0.2939033508300781,0.24221143126487732,0.2952161729335785
that,0.5860282182693481,0.35517072677612305,0.5473989248275757,0.4398679733276367,0.41498205065727234,0.30206596851348877,0.04397977516055107,0.22907806932926178,0.2697308659553528,0.32716336846351624
objects,0.24618467688560486,0.2786100506782532,0.24716724455356598,0.28420010209083557,0.23814009130001068,0.277997761964798,0.013840041123330593,0.28286394476890564,0.2751283049583435,0.15479016304016113
in,0.4431333839893341,0.3815755248069763,0.6662389636039734,0.22104503214359283,0.5696388483047485,0.17606331408023834,-0.037580832839012146,0.2189493626356125,0.1771119087934494,0.20430970191955566
forced,0.31717783212661743,0.2805345952510834,0.2571122944355011,0.1810029298067093,0.27082350850105286,0.11390402168035507,0.02559546008706093,0.1289013922214508,0.28071585297584534,0.17547516524791718
motion,0.2157837152481079,0.14214712381362915,0.30530840158462524,0.24635708332061768,0.24864931404590607,0.22572894394397736,-0.0527731329202652,0.2867325246334076,0.28314805030822754,0.20143945515155792
carried,0.2538551390171051,0.31860119104385376,0.31854987144470215,0.20416635274887085,0.3256259560585022,0.20565223693847656,-0.015492361038923264,0.132850781083107,0.25053393840789795,0.1305524855852127
an,0.33026179671287537,0.08893381804227829,0.4207492768764496,0.2184630185365677,0.32280945777893066,0.19764694571495056,0.025255560874938965,0.1519070416688919,0.17262284457683563,0.19793890416622162
innate,0.22936703264713287,0.1507299691438675,0.2196919023990631,0.36118102073669434,0.255485475063324,0.28973817825317383,-0.04566813260316849,0.20943394303321838,0.3748706877231598,0.16386382281780243
force,0.24609562754631042,0.15954084694385529,0.2800885736942291,0.20184606313705444,0.27094775438308716,0.14170260727405548,0.020782919600605965,0.29059725999832153,0.26713302731513977,0.1650998443365097
of,0.3757161796092987,0.34038281440734863,0.733189046382904,0.28653502464294434,1.0,0.22867590188980103,-0.03817026689648628,0.2395489662885666,0.2338653802871704,0.1826142966747284
impetus,0.24649685621261597,0.19364753365516663,0.2660740911960602,0.2366667538881302,0.2563355565071106,0.33560168743133545,0.03363962098956108,0.1485898792743683,0.24086326360702515,0.12819479405879974
.,0.475719153881073,0.3378238379955292,0.5934505462646484,0.31187543272972107,0.5352458953857422,0.16652794182300568,-0.003708066651597619,0.21820253133773804,0.1982671469449997,0.4130953550338745
