,what,was,faith,'s,greatest,enemy,according,to,luther,?
[,0.010752761736512184,0.03263993561267853,0.0411854162812233,0.01083834283053875,0.1644999086856842,0.1430334746837616,0.05602077767252922,0.07649242132902145,0.12499826401472092,0.011015460826456547
...,0.001098619308322668,0.1733308732509613,0.027660321444272995,-0.0956207886338234,0.054115165024995804,-0.08113081753253937,0.0766388401389122,-0.012529745697975159,0.1658266931772232,-0.07163430005311966
],-0.03775298595428467,0.0001094614781322889,-0.06177900731563568,-0.10493394732475281,0.07960399240255356,-0.026666507124900818,0.051584698259830475,-0.04249158129096031,0.07567904889583588,-0.0022520492784678936
for,0.3017193675041199,0.3863949179649353,0.19736909866333008,-0.07241261005401611,0.2271939516067505,0.2007458657026291,0.1956551969051361,0.4451248347759247,0.12958186864852905,0.264628142118454
reason,0.3762516975402832,0.23413166403770447,0.25525468587875366,0.0060955071821808815,0.1409004181623459,0.17592856287956238,0.1688123345375061,0.3437597155570984,0.1425657421350479,0.3403966724872589
is,0.28837618231773376,0.5810302495956421,0.2154717594385147,0.02396530658006668,0.16166137158870697,0.198189839720726,0.2838992476463318,0.42745086550712585,0.08282390236854553,0.22961433231830597
the,0.42745697498321533,0.48711544275283813,0.20665863156318665,-0.01540423184633255,0.2877289056777954,0.2552780210971832,0.3202974498271942,0.535392165184021,0.1759674996137619,0.22068053483963013
greatest,0.22948481142520905,0.26430225372314453,0.13601499795913696,0.01958589442074299,1.0,0.2124451994895935,0.16769149899482727,0.1702185571193695,0.10987263172864914,0.13661223649978638
enemy,0.19785766303539276,0.26865243911743164,0.2299511879682541,-0.00033765455009415746,0.2124451994895935,1.0,0.10347815603017807,0.24200193583965302,0.1039801761507988,0.09557300060987473
that,0.6297725439071655,0.33670201897621155,0.29499298334121704,0.04397977516055107,0.2497471570968628,0.25391483306884766,0.29146862030029297,0.5436353087425232,0.21746599674224854,0.32716336846351624
faith,0.3120079040527344,0.23632077872753143,1.0,0.07204221934080124,0.13601499795913696,0.2299511879682541,0.23026596009731293,0.2426898032426834,0.2839079797267914,0.2833177447319031
has,0.20338068902492523,0.40313825011253357,0.1826854795217514,-0.040683966130018234,0.15836896002292633,0.16447967290878296,0.2567046284675598,0.3619994819164276,0.11117470264434814,0.15994466841220856
;,0.10986888408660889,0.0754367932677269,0.01333590503782034,0.006909397430717945,0.11455833911895752,-0.0013200163375586271,0.0183003768324852,0.0979827418923378,0.022799020633101463,0.10349778085947037
it,0.45803478360176086,0.4577186405658722,0.22215943038463593,0.06608816236257553,0.16593337059020996,0.22168700397014618,0.2640290856361389,0.513711154460907,0.15365919470787048,0.25732165575027466
never,0.42662814259529114,0.3237079679965973,0.21984130144119263,0.06527213007211685,0.2636960744857788,0.21801163256168365,0.19392412900924683,0.386821448802948,0.16679690778255463,0.24137508869171143
comes,0.2575639486312866,0.2611335217952728,0.12183275073766708,0.05210118368268013,0.1679585874080658,0.1436600387096405,0.197808176279068,0.24878157675266266,0.11382508277893066,0.15980161726474762
to,0.455847829580307,0.3636345863342285,0.2426898032426834,0.03782717138528824,0.1702185571193695,0.24200193583965302,0.28520727157592773,1.0,0.18029534816741943,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,0.20665863156318665,-0.01540423184633255,0.2877289056777954,0.2552780210971832,0.3202974498271942,0.535392165184021,0.1759674996137619,0.22068053483963013
aid,0.1778782606124878,0.15475519001483917,0.25773313641548157,0.07831104844808578,0.14690431952476501,0.24260759353637695,0.16958528757095337,0.2690417766571045,0.1035502701997757,0.08358026295900345
of,0.33290785551071167,0.4069072902202606,0.20991961658000946,-0.03817026689648628,0.30395472049713135,0.2035287618637085,0.3307822346687317,0.41548454761505127,0.1719115972518921,0.1826142966747284
spiritual,0.2431802898645401,0.21124662458896637,0.3687348961830139,0.045156367123126984,0.2471831738948822,0.17560851573944092,0.2365264892578125,0.24096204340457916,0.2933351993560791,0.1801415979862213
things,0.5577362775802612,0.19326671957969666,0.27677690982818604,0.05455666407942772,0.21713142096996307,0.18537943065166473,0.17631003260612488,0.3824876844882965,0.21549278497695923,0.36181706190109253
.,0.3567904531955719,0.40146201848983765,0.2496335357427597,-0.003708066651597619,0.2034384310245514,0.1720624417066574,0.29052162170410156,0.4645031690597534,0.24907569587230682,0.4130953550338745
'',0.08143015950918198,0.04456103965640068,0.002301151631399989,-0.04859459400177002,0.00975537858903408,-0.097474105656147,0.06436512619256973,-0.009905828163027763,-0.04572787508368492,0.018684765323996544
,what,was,faith,'s,greatest,enemy,according,to,luther,?
and,0.31309178471565247,0.3740963041782379,0.2653059959411621,0.06895173341035843,0.22727768123149872,0.23492933809757233,0.30645591020584106,0.48971283435821533,0.20796556770801544,0.20544172823429108
``,0.008517155423760414,-0.012679691426455975,0.04868196323513985,-0.03416389226913452,-0.014712675474584103,0.06994693726301193,0.008405309170484543,0.06720756739377975,-0.013964727520942688,0.0685480609536171
[,0.010752761736512184,0.03263993561267853,0.0411854162812233,0.01083834283053875,0.1644999086856842,0.1430334746837616,0.05602077767252922,0.07649242132902145,0.12499826401472092,0.011015460826456547
that,0.6297725439071655,0.33670201897621155,0.29499298334121704,0.04397977516055107,0.2497471570968628,0.25391483306884766,0.29146862030029297,0.5436353087425232,0.21746599674224854,0.32716336846351624
],-0.03775298595428467,0.0001094614781322889,-0.06177900731563568,-0.10493394732475281,0.07960399240255356,-0.026666507124900818,0.051584698259830475,-0.04249158129096031,0.07567904889583588,-0.0022520492784678936
reason,0.3762516975402832,0.23413166403770447,0.25525468587875366,0.0060955071821808815,0.1409004181623459,0.17592856287956238,0.1688123345375061,0.3437597155570984,0.1425657421350479,0.3403966724872589
in,0.30808621644973755,0.45514053106307983,0.16146141290664673,-0.037580832839012146,0.22416065633296967,0.17286726832389832,0.29259276390075684,0.45010748505592346,0.20523880422115326,0.20430970191955566
no,0.339326947927475,0.19955526292324066,0.23440364003181458,0.04497740417718887,0.20673535764217377,0.11874009668827057,0.18292589485645294,0.30015695095062256,0.08393751084804535,0.32165053486824036
way,0.4835909903049469,0.2418399453163147,0.21371924877166748,-0.010326403193175793,0.2080114185810089,0.23160478472709656,0.23859257996082306,0.4772548973560333,0.1916026771068573,0.31575819849967957
contributes,0.3393528163433075,0.19206573069095612,0.23478563129901886,-0.010997254401445389,0.2951258420944214,0.2115967720746994,0.26421988010406494,0.3252312242984772,0.058199744671583176,0.26828473806381226
to,0.455847829580307,0.3636345863342285,0.2426898032426834,0.03782717138528824,0.1702185571193695,0.24200193583965302,0.28520727157592773,1.0,0.18029534816741943,0.29463258385658264
faith,0.3120079040527344,0.23632077872753143,1.0,0.07204221934080124,0.13601499795913696,0.2299511879682541,0.23026596009731293,0.2426898032426834,0.2839079797267914,0.2833177447319031
.,0.3567904531955719,0.40146201848983765,0.2496335357427597,-0.003708066651597619,0.2034384310245514,0.1720624417066574,0.29052162170410156,0.4645031690597534,0.24907569587230682,0.4130953550338745
