,which,mission,did,schmitt,finally,land,on,the,moon,?
dr.,0.1790795624256134,0.1132497787475586,0.20467492938041687,0.2302800714969635,0.2081615924835205,0.20100931823253632,0.1858620047569275,0.22598165273666382,0.15516690909862518,0.14418397843837738
harrison,0.18605437874794006,0.16401907801628113,0.2672433853149414,0.3821013867855072,0.20041315257549286,0.10706565529108047,0.24555979669094086,0.25918662548065186,0.13421998918056488,0.2015143781900406
schmitt,0.16781960427761078,0.19607439637184143,0.21637485921382904,0.9999998807907104,0.257713258266449,0.08142375946044922,0.21882721781730652,0.21766848862171173,0.1825844645500183,0.14845654368400574
",",0.3658004403114319,0.21226151287555695,0.3015086054801941,0.31282511353492737,0.32560861110687256,0.22220008075237274,0.49057599902153015,0.4933079481124878,0.18567080795764923,0.31091248989105225
a,0.56894451379776,0.2477724254131317,0.2552328109741211,0.23152050375938416,0.3044660985469818,0.247930645942688,0.3848365545272827,0.5829201340675354,0.23150557279586792,0.23916715383529663
geologist,0.1086420938372612,0.17667166888713837,0.13124528527259827,0.2787002623081207,0.11848129332065582,0.17416583001613617,0.182343527674675,0.19648471474647522,0.19803476333618164,0.16616028547286987
",",0.3658004403114319,0.21226151287555695,0.3015086054801941,0.31282511353492737,0.32560861110687256,0.22220008075237274,0.49057599902153015,0.4933079481124878,0.18567080795764923,0.31091248989105225
was,0.2830964922904968,0.20951420068740845,0.41399896144866943,0.31827497482299805,0.3442646861076355,0.23751215636730194,0.3909217119216919,0.48711544275283813,0.18183675408363342,0.18412111699581146
the,0.6521818041801453,0.22673439979553223,0.34736719727516174,0.21766848862171173,0.4516841769218445,0.28587454557418823,0.5107308030128479,1.0,0.23613092303276062,0.22068053483963013
first,0.3828166127204895,0.254679799079895,0.33691170811653137,0.2554855942726135,0.3844048082828522,0.21889498829841614,0.3120559751987457,0.49448907375335693,0.2546434998512268,0.18701928853988647
nasa,0.1350456178188324,0.42549848556518555,0.12001431733369827,0.2613550126552582,0.22202175855636597,0.2192208170890808,0.18220403790473938,0.19786997139453888,0.47473642230033875,0.1809994876384735
scientist,0.14479130506515503,0.21632897853851318,0.15091316401958466,0.34395501017570496,0.15025921165943146,0.1131526306271553,0.14390867948532104,0.16244260966777802,0.19124551117420197,0.1278093308210373
astronaut,0.008632536046206951,0.3655754029750824,0.08902846276760101,0.3769618570804596,0.13518492877483368,0.1410420686006546,0.1490771472454071,0.12738145887851715,0.41401031613349915,0.13949722051620483
to,0.5345056653022766,0.26700642704963684,0.4452643394470215,0.1925673484802246,0.4384642541408539,0.2885280251502991,0.41031414270401,0.535392165184021,0.17707908153533936,0.29463258385658264
fly,0.24754300713539124,0.26381775736808777,0.20470425486564636,0.23014254868030548,0.2263002097606659,0.23100468516349792,0.2057695835828781,0.20774713158607483,0.25619253516197205,0.14858663082122803
in,0.4840516746044159,0.2224319875240326,0.2593238651752472,0.20672541856765747,0.36356985569000244,0.22871792316436768,0.46853652596473694,0.6662389636039734,0.1284755915403366,0.20430970191955566
space,0.2025344967842102,0.3416440784931183,0.1488010138273239,0.1464238166809082,0.17136645317077637,0.14283239841461182,0.15890881419181824,0.24495907127857208,0.312654048204422,0.1885536164045334
",",0.3658004403114319,0.21226151287555695,0.3015086054801941,0.31282511353492737,0.32560861110687256,0.22220008075237274,0.49057599902153015,0.4933079481124878,0.18567080795764923,0.31091248989105225
and,0.506277859210968,0.16932862997055054,0.34479495882987976,0.28049904108047485,0.42047661542892456,0.2874513864517212,0.4077630043029785,0.5171257257461548,0.2018347829580307,0.20544172823429108
landed,0.19705185294151306,0.37830135226249695,0.22126129269599915,0.2640906572341919,0.3094407618045807,0.5001826882362366,0.3289313316345215,0.2935211956501007,0.34728366136550903,0.1640893667936325
on,0.4245251417160034,0.21317659318447113,0.2670976221561432,0.21882721781730652,0.2972051501274109,0.2075873464345932,0.9999999403953552,0.5107308030128479,0.20249907672405243,0.2714994251728058
the,0.6521818041801453,0.22673439979553223,0.34736719727516174,0.21766848862171173,0.4516841769218445,0.28587454557418823,0.5107308030128479,1.0,0.23613092303276062,0.22068053483963013
moon,0.19790339469909668,0.34793826937675476,0.1910509169101715,0.1825844645500183,0.2017619013786316,0.28069254755973816,0.20249907672405243,0.23613092303276062,1.0,0.1442703753709793
on,0.4245251417160034,0.21317659318447113,0.2670976221561432,0.21882721781730652,0.2972051501274109,0.2075873464345932,0.9999999403953552,0.5107308030128479,0.20249907672405243,0.2714994251728058
the,0.6521818041801453,0.22673439979553223,0.34736719727516174,0.21766848862171173,0.4516841769218445,0.28587454557418823,0.5107308030128479,1.0,0.23613092303276062,0.22068053483963013
last,0.2768070101737976,0.15186329185962677,0.30895525217056274,0.13612642884254456,0.3324870467185974,0.18268847465515137,0.2517152428627014,0.3698786795139313,0.2400616854429245,0.22371746599674225
mission,0.19417668879032135,1.0,0.1377914398908615,0.19607439637184143,0.25842297077178955,0.19637133181095123,0.21317659318447113,0.22673439979553223,0.34793826937675476,0.19506393373012543
",",0.3658004403114319,0.21226151287555695,0.3015086054801941,0.31282511353492737,0.32560861110687256,0.22220008075237274,0.49057599902153015,0.4933079481124878,0.18567080795764923,0.31091248989105225
apollo,0.19047300517559052,0.4094500243663788,0.1976410299539566,0.2978329360485077,0.23485654592514038,0.19219887256622314,0.16069947183132172,0.2169172167778015,0.512973427772522,0.191528782248497
17,0.045343175530433655,0.1275894045829773,0.07127774506807327,0.04773148149251938,0.10751289129257202,0.07160342484712601,0.06816379725933075,0.10537172853946686,0.08783721923828125,0.17603135108947754
.,0.45942068099975586,0.2227463275194168,0.35288307070732117,0.24984723329544067,0.31775936484336853,0.259204238653183,0.49257001280784607,0.5934505462646484,0.2040150910615921,0.4130953550338745
