,what,did,the,engineers,fear,would,be,difficult,in,space,due,to,it,never,being,attempted,in,earth,orbit,?
many,0.36131182312965393,0.375588983297348,0.4335206151008606,0.29914891719818115,0.2656133770942688,0.33440667390823364,0.3961109519004822,0.43073439598083496,0.41474202275276184,0.15485332906246185,0.214676633477211,0.40243685245513916,0.39615920186042786,0.3326573967933655,0.36609646677970886,0.18546175956726074,0.41474202275276184,0.22623728215694427,0.12388269603252411,0.2124512493610382
engineers,0.259060800075531,0.24937547743320465,0.25282254815101624,1.0,0.11366408318281174,0.280722439289093,0.19294743239879608,0.22539977729320526,0.20390598475933075,0.18141940236091614,0.14196331799030304,0.2772461175918579,0.21256424486637115,0.1814693808555603,0.19472350180149078,0.1699906289577484,0.20390598475933075,0.16566751897335052,0.17465928196907043,0.18139411509037018
feared,0.2214851826429367,0.4113410711288452,0.27101051807403564,0.17839539051055908,0.5921085476875305,0.4077715277671814,0.2984868288040161,0.2808499336242676,0.22650715708732605,0.13618426024913788,0.21382945775985718,0.2618241012096405,0.19058075547218323,0.3160284161567688,0.3115353286266327,0.3541122376918793,0.22650715708732605,0.2534183859825134,0.18636341392993927,0.19915062189102173
that,0.6297725439071655,0.47518548369407654,0.5473989248275757,0.27220419049263,0.3352656662464142,0.5895259380340576,0.6036020517349243,0.401099294424057,0.435920387506485,0.2368461638689041,0.2827286720275879,0.5436353087425232,0.5921133160591125,0.5209618210792542,0.46201252937316895,0.22643624246120453,0.435920387506485,0.33014219999313354,0.24957840144634247,0.32716336846351624
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.17078717052936554,0.20806382596492767,0.398599237203598,0.39883795380592346,0.3425796926021576,0.539380669593811,0.20296213030815125,0.2190696746110916,0.45503583550453186,0.5452592968940735,0.27360063791275024,0.3727131485939026,0.25313758850097656,0.539380669593811,0.21121151745319366,0.19505570828914642,0.23916715383529663
rendezvous,0.15368159115314484,0.11453118920326233,0.28183797001838684,0.2521854043006897,0.20048579573631287,0.19824711978435516,0.224223792552948,0.1915585696697235,0.28356805443763733,0.33235713839530945,0.2679976224899292,0.20874395966529846,0.23052196204662323,0.16223950684070587,0.2359645813703537,0.1703352928161621,0.28356805443763733,0.338371604681015,0.40190446376800537,0.08957836031913757
—let,0.12772634625434875,0.1407421976327896,0.21187883615493774,0.1244494691491127,0.14520367980003357,0.17119887471199036,0.18667718768119812,0.17747794091701508,0.22961096465587616,0.13513503968715668,0.11156850308179855,0.22969768941402435,0.20202863216400146,0.1723214089870453,0.15448781847953796,0.1905575841665268,0.22961096465587616,0.08319064974784851,0.19454213976860046,0.1387992948293686
alone,0.3431425094604492,0.21312527358531952,0.2769272029399872,0.15112511813640594,0.279375284910202,0.315609872341156,0.33082640171051025,0.2886522114276886,0.24454614520072937,0.2460438311100006,0.18549230694770813,0.33432039618492126,0.2671407163143158,0.31154972314834595,0.3550165891647339,0.1262655258178711,0.24454614520072937,0.2495817244052887,0.14185912907123566,0.25589054822921753
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.17078717052936554,0.20806382596492767,0.398599237203598,0.39883795380592346,0.3425796926021576,0.539380669593811,0.20296213030815125,0.2190696746110916,0.45503583550453186,0.5452592968940735,0.27360063791275024,0.3727131485939026,0.25313758850097656,0.539380669593811,0.21121151745319366,0.19505570828914642,0.23916715383529663
docking—,0.21086440980434418,0.17321111261844635,0.2920745015144348,0.19746121764183044,0.0892861932516098,0.14617976546287537,0.15499338507652283,0.09612230211496353,0.2513341009616852,0.28652626276016235,0.13012588024139404,0.21809275448322296,0.24446965754032135,0.11230897158384323,0.1816871613264084,0.08816999942064285,0.2513341009616852,0.2072180211544037,0.30906665325164795,0.19876974821090698
neither,0.376018226146698,0.3713912069797516,0.34867867827415466,0.19995559751987457,0.15754400193691254,0.42703720927238464,0.3912041485309601,0.22816944122314453,0.2894112467765808,0.08473940193653107,0.22502072155475616,0.3499351739883423,0.28849416971206665,0.4975428283214569,0.3581499457359314,0.18328876793384552,0.2894112467765808,0.14894931018352509,0.11966006457805634,0.262674480676651
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.189129039645195,0.2209668904542923,0.3353942930698395,0.33904364705085754,0.2539307773113251,0.5696388483047485,0.21300287544727325,0.2533245384693146,0.41548454761505127,0.38761502504348755,0.22336244583129883,0.34885138273239136,0.2567136883735657,0.5696388483047485,0.2329314798116684,0.13123251497745514,0.1826142966747284
which,0.5261979103088379,0.2750149369239807,0.6521818041801453,0.2529473602771759,0.20615284144878387,0.3854503035545349,0.476310670375824,0.37809062004089355,0.4840516746044159,0.2025344967842102,0.26323074102401733,0.5345056653022766,0.616637647151947,0.3926985263824463,0.4268448054790497,0.20565922558307648,0.4840516746044159,0.26013901829719543,0.19053132832050323,0.25814583897590637
had,0.23849567770957947,0.540525496006012,0.3875846862792969,0.24937064945697784,0.24052757024765015,0.5436059832572937,0.35315439105033875,0.2740439176559448,0.385026752948761,0.16386190056800842,0.24372361600399017,0.37984350323677063,0.2910259962081909,0.4868212640285492,0.42718788981437683,0.35414543747901917,0.385026752948761,0.11675896495580673,0.15389586985111237,0.20728366076946259
been,0.2567804455757141,0.2835664749145508,0.3563927710056305,0.21569599211215973,0.2129112035036087,0.3617405891418457,0.5304332375526428,0.23856240510940552,0.3515113592147827,0.18637923896312714,0.24634958803653717,0.34945759177207947,0.35515493154525757,0.48368966579437256,0.5641041994094849,0.27745532989501953,0.3515113592147827,0.17430467903614044,0.11602509021759033,0.24354910850524902
attempted,0.16848506033420563,0.3748961389064789,0.2688039243221283,0.1699906289577484,0.12377718091011047,0.34733662009239197,0.14508923888206482,0.3370797634124756,0.22081954777240753,0.13081641495227814,0.24327285587787628,0.4076770544052124,0.15197761356830597,0.21729609370231628,0.19040942192077637,0.9999998807907104,0.22081954777240753,0.0942399874329567,0.10460935533046722,0.11123745888471603
even,0.40872135758399963,0.45816805958747864,0.37996912002563477,0.16891269385814667,0.2939780056476593,0.48455893993377686,0.4886775612831116,0.45627549290657043,0.29146435856819153,0.22496618330478668,0.3221457600593567,0.46467068791389465,0.4264930188655853,0.48190808296203613,0.4937340319156647,0.22999106347560883,0.29146435856819153,0.27324673533439636,0.17711982131004333,0.30082517862319946
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.20390598475933075,0.20313329994678497,0.30461156368255615,0.3481820821762085,0.2128705233335495,1.0,0.17648501694202423,0.2516716718673706,0.45010748505592346,0.5130809545516968,0.3081892728805542,0.33162933588027954,0.22081954777240753,1.0,0.18566735088825226,0.13808301091194153,0.20430970191955566
earth,0.25883176922798157,0.15510493516921997,0.2801888585090637,0.16566751897335052,0.15974584221839905,0.23253954946994781,0.2473841905593872,0.21006962656974792,0.18566735088825226,0.3202928602695465,0.16260184347629547,0.2486501932144165,0.27391982078552246,0.2016627937555313,0.2365526705980301,0.0942399874329567,0.18566735088825226,1.0,0.514371395111084,0.17717236280441284
orbit,0.19471463561058044,0.1529427319765091,0.1565481424331665,0.17465928196907043,0.17189736664295197,0.2201908528804779,0.22310233116149902,0.16623558104038239,0.13808301091194153,0.4323244094848633,0.16718053817749023,0.23271086812019348,0.24888725578784943,0.11027311533689499,0.19490613043308258,0.10460935533046722,0.13808301091194153,0.514371395111084,1.0000001192092896,0.16621392965316772
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.20086117088794708,0.2772972583770752,0.32586824893951416,0.39254459738731384,0.24675612151622772,0.5201468467712402,0.2285580337047577,0.3106630742549896,0.44245919585227966,0.48329564929008484,0.25679776072502136,0.34499165415763855,0.24146170914173126,0.5201468467712402,0.23186853528022766,0.19559532403945923,0.31091248989105225
would,0.45766422152519226,0.6268245577812195,0.4133751392364502,0.280722439289093,0.281614750623703,1.0000001192092896,0.5202695727348328,0.3915402293205261,0.30461156368255615,0.2089509218931198,0.21841192245483398,0.5965728163719177,0.36398744583129883,0.479326069355011,0.41456547379493713,0.34733662009239197,0.30461156368255615,0.23253954946994781,0.2201908528804779,0.37178951501846313
be,0.3929833769798279,0.22657383978366852,0.4248143136501312,0.19294743239879608,0.2920180559158325,0.5202695727348328,1.0,0.374691903591156,0.3481820821762085,0.21281394362449646,0.29785820841789246,0.4972836375236511,0.5203388929367065,0.40902143716812134,0.5586286783218384,0.14508923888206482,0.3481820821762085,0.2473841905593872,0.22310233116149902,0.3324260413646698
extremely,0.295386403799057,0.21994607150554657,0.28996992111206055,0.13757546246051788,0.22020640969276428,0.332343727350235,0.402263343334198,0.4818902313709259,0.26208269596099854,0.18873219192028046,0.29384419322013855,0.32372695207595825,0.3861957788467407,0.34363728761672974,0.35628563165664673,0.11289071291685104,0.26208269596099854,0.2666064202785492,0.18647463619709015,0.14809079468250275
difficult,0.37928828597068787,0.31459006667137146,0.277450829744339,0.22539977729320526,0.24037186801433563,0.3915402293205261,0.374691903591156,1.0000001192092896,0.2128705233335495,0.13721980154514313,0.32582736015319824,0.4417358338832855,0.31896570324897766,0.245059534907341,0.2740176022052765,0.3370797634124756,0.2128705233335495,0.21006962656974792,0.16623558104038239,0.20408590137958527
