,stratigraphers,try,to,locate,areas,for,what,types,of,extraction,?
stratigraphers,1.0,0.16093605756759644,0.21165981888771057,0.14402645826339722,0.25288450717926025,0.21843408048152924,0.3075239956378937,0.26893720030784607,0.27618104219436646,0.29053032398223877,0.1410115361213684
can,0.18891343474388123,0.4482133090496063,0.4979398250579834,0.28843408823013306,0.3059823513031006,0.35690054297447205,0.34502777457237244,0.42601388692855835,0.2603091299533844,0.3109104037284851,0.3226337134838104
then,0.15886026620864868,0.3551086485385895,0.5203860402107239,0.3166354298591614,0.19935892522335052,0.3392637073993683,0.4072686731815338,0.12112748622894287,0.2937326431274414,0.22672222554683685,0.2884598970413208
use,0.24884186685085297,0.4388168454170227,0.47261837124824524,0.4193981885910034,0.27789777517318726,0.47655582427978516,0.3453877568244934,0.3699355721473694,0.2750902473926544,0.34588971734046936,0.32795652747154236
these,0.36203810572624207,0.33919548988342285,0.46852558851242065,0.26373913884162903,0.4205722212791443,0.41566818952560425,0.4164220690727234,0.5351104736328125,0.42684608697891235,0.29313355684280396,0.2571668326854706
data,0.2187490165233612,0.17956110835075378,0.24776634573936462,0.17837509512901306,0.17324298620224,0.20166052877902985,0.23453554511070251,0.1934012621641159,0.20013196766376495,0.2269536852836609,0.17909851670265198
to,0.21165981888771057,0.5391331911087036,1.0,0.4176193177700043,0.29808273911476135,0.4451248347759247,0.455847829580307,0.20054484903812408,0.41548454761505127,0.23505078256130219,0.29463258385658264
reconstruct,0.3909674882888794,0.23162323236465454,0.3123774826526642,0.1941128373146057,0.1431524008512497,0.21001364290714264,0.2417633831501007,0.18084608018398285,0.2778870761394501,0.26993152499198914,0.13020388782024384
ancient,0.37352827191352844,0.1250339299440384,0.21588295698165894,0.15384440124034882,0.18666110932826996,0.16175627708435059,0.2318045049905777,0.24553394317626953,0.3361112177371979,0.24872802197933197,0.12938068807125092
processes,0.353092759847641,0.2594285309314728,0.3017963469028473,0.15849487483501434,0.33092746138572693,0.29961854219436646,0.35821089148521423,0.3694888949394226,0.2369685024023056,0.47673535346984863,0.22719913721084595
occurring,0.31834688782691956,0.21781045198440552,0.22203904390335083,0.11721626669168472,0.3343925178050995,0.22155097126960754,0.2270880937576294,0.3086875081062317,0.3299761414527893,0.3715943694114685,0.1781778186559677
on,0.2133404016494751,0.2314990907907486,0.41031414270401,0.21763509511947632,0.25179940462112427,0.36199691891670227,0.34226128458976746,0.2141326367855072,0.3966929316520691,0.17167624831199646,0.2714994251728058
the,0.2791062891483307,0.28568562865257263,0.535392165184021,0.3594493865966797,0.3311663568019867,0.4739971458911896,0.42745697498321533,0.23509301245212555,0.733189046382904,0.2515556216239929,0.22068053483963013
surface,0.29707071185112,0.2056332677602768,0.23727688193321228,0.2008647471666336,0.31013789772987366,0.17463307082653046,0.23580394685268402,0.23528547585010529,0.24204103648662567,0.33427247405052185,0.14613434672355652
of,0.27618104219436646,0.23224306106567383,0.41548454761505127,0.24132601916790009,0.2803763747215271,0.4185989499092102,0.33290785551071167,0.2447618544101715,1.0,0.27402299642562866,0.1826142966747284
the,0.2791062891483307,0.28568562865257263,0.535392165184021,0.3594493865966797,0.3311663568019867,0.4739971458911896,0.42745697498321533,0.23509301245212555,0.733189046382904,0.2515556216239929,0.22068053483963013
earth,0.2919786274433136,0.1694227159023285,0.2486501932144165,0.11774888634681702,0.16766135394573212,0.20491120219230652,0.25883176922798157,0.1400679349899292,0.2329314798116684,0.19574086368083954,0.17717236280441284
",",0.227712020277977,0.27472031116485596,0.44245919585227966,0.2523760497570038,0.2789289653301239,0.4464869201183319,0.3087472915649414,0.24108222126960754,0.4946078956127167,0.20227055251598358,0.31091248989105225
interpret,0.27939069271087646,0.3511265218257904,0.3078547716140747,0.2728046178817749,0.17186324298381805,0.22365136444568634,0.4321536123752594,0.20126929879188538,0.20744526386260986,0.2557160258293152,0.26576000452041626
past,0.25141385197639465,0.29717618227005005,0.3031400740146637,0.18914557993412018,0.24482159316539764,0.3203027844429016,0.3538547456264496,0.19899873435497284,0.27417802810668945,0.2165265530347824,0.2598046660423279
environments,0.33219626545906067,0.18360258638858795,0.26333698630332947,0.21536529064178467,0.4343879818916321,0.2747631072998047,0.1853245049715042,0.29604458808898926,0.23282752931118011,0.2444719523191452,0.1847371757030487
",",0.227712020277977,0.27472031116485596,0.44245919585227966,0.2523760497570038,0.2789289653301239,0.4464869201183319,0.3087472915649414,0.24108222126960754,0.4946078956127167,0.20227055251598358,0.31091248989105225
and,0.2653152048587799,0.359083354473114,0.48971283435821533,0.25818243622779846,0.40107932686805725,0.5064792633056641,0.31309178471565247,0.3014242649078369,0.5116966962814331,0.2182343751192093,0.20544172823429108
locate,0.14402645826339722,0.3575788736343384,0.4176193177700043,1.0,0.2619548439979553,0.24685844779014587,0.3336636424064636,0.15337733924388885,0.24132601916790009,0.13168008625507355,0.22199362516403198
areas,0.25288450717926025,0.17787852883338928,0.29808273911476135,0.2619548439979553,0.9999999403953552,0.2626132369041443,0.23739881813526154,0.3362932801246643,0.2803763747215271,0.26925379037857056,0.1273590475320816
for,0.21843408048152924,0.27246251702308655,0.4451248347759247,0.24685844779014587,0.2626132369041443,0.9999999403953552,0.3017193675041199,0.29793059825897217,0.4185989499092102,0.23406974971294403,0.264628142118454
water,0.16754066944122314,0.16628001630306244,0.27858173847198486,0.15264129638671875,0.31084853410720825,0.189085453748703,0.17456887662410736,0.22191894054412842,0.2741255462169647,0.3821471929550171,0.14731885492801666
",",0.227712020277977,0.27472031116485596,0.44245919585227966,0.2523760497570038,0.2789289653301239,0.4464869201183319,0.3087472915649414,0.24108222126960754,0.4946078956127167,0.20227055251598358,0.31091248989105225
coal,0.29896947741508484,0.11968812346458435,0.20023773610591888,0.09292921423912048,0.23297567665576935,0.18694157898426056,0.15859243273735046,0.07400834560394287,0.2543368637561798,0.4111557602882385,0.10339318215847015
",",0.227712020277977,0.27472031116485596,0.44245919585227966,0.2523760497570038,0.2789289653301239,0.4464869201183319,0.3087472915649414,0.24108222126960754,0.4946078956127167,0.20227055251598358,0.31091248989105225
and,0.2653152048587799,0.359083354473114,0.48971283435821533,0.25818243622779846,0.40107932686805725,0.5064792633056641,0.31309178471565247,0.3014242649078369,0.5116966962814331,0.2182343751192093,0.20544172823429108
hydrocarbon,0.29283320903778076,0.11371622234582901,0.21916797757148743,0.13887135684490204,0.2556705176830292,0.1765170842409134,0.15993119776248932,0.22615158557891846,0.23123709857463837,0.47017621994018555,0.15309883654117584
extraction,0.29053032398223877,0.13528774678707123,0.23505078256130219,0.13168008625507355,0.26925379037857056,0.23406974971294403,0.2039010226726532,0.2429945319890976,0.27402299642562866,1.0,0.11561524868011475
.,0.19253607094287872,0.3077121675014496,0.4645031690597534,0.2932136654853821,0.23760369420051575,0.4726039469242096,0.3567904531955719,0.2097296416759491,0.5352458953857422,0.18319842219352722,0.4130953550338745
