,what,former,building,is,currently,known,as,grand,1401,?
among,0.21154822409152985,0.18281035125255585,0.2096802294254303,0.21956473588943481,0.2189752608537674,0.35925352573394775,0.3329014778137207,0.07376779615879059,0.11498007923364639,0.14343059062957764
them,0.4994642734527588,0.11767113953828812,0.23337587714195251,0.2390832006931305,0.22775834798812866,0.18434210121631622,0.33716270327568054,0.13259080052375793,0.14033974707126617,0.35435691475868225
",",0.3087472915649414,0.2738454341888428,0.2374238669872284,0.4691906273365021,0.33041635155677795,0.3604377806186676,0.48816442489624023,0.29582488536834717,0.011976378969848156,0.31091248989105225
the,0.42745697498321533,0.2251449078321457,0.3159640431404114,0.5823672413825989,0.2945235073566437,0.3624623417854309,0.48381632566452026,0.305169016122818,0.10025900602340698,0.22068053483963013
original,0.24651947617530823,0.15573173761367798,0.2584973871707916,0.2681281864643097,0.1746639907360077,0.297905832529068,0.2790030837059021,0.14325681328773499,0.04498530551791191,0.17256900668144226
fresno,0.159109428524971,0.21263322234153748,0.10586771368980408,0.2127077877521515,0.21287034451961517,0.18501479923725128,0.13437435030937195,0.2059287428855896,0.03884194791316986,0.13224096596240997
county,0.16114220023155212,0.20206119120121002,0.2167283296585083,0.19461438059806824,0.15821878612041473,0.09209318459033966,0.22765286266803741,0.16330428421497345,-0.07147187739610672,0.07680056244134903
courthouse,0.20965245366096497,0.2103409767150879,0.46724188327789307,0.20983844995498657,0.18939094245433807,0.1483173370361328,0.2188270092010498,0.24865759909152985,0.0256472397595644,0.15635086596012115
(,0.2411840260028839,0.2858748733997345,0.17772680521011353,0.35393038392066956,0.25274062156677246,0.2843264043331146,0.32029855251312256,0.20479898154735565,-0.06875214725732803,0.40561532974243164
demolished,0.1541847437620163,0.27205631136894226,0.5453174114227295,0.20538786053657532,0.2160264551639557,0.1987084299325943,0.18223601579666138,0.21257029473781586,0.02297355979681015,0.15856656432151794
),0.26259949803352356,0.3046077489852905,0.1678667515516281,0.37732169032096863,0.24783915281295776,0.297453910112381,0.32161882519721985,0.21498210728168488,-0.04001728445291519,0.42300865054130554
",",0.3087472915649414,0.2738454341888428,0.2374238669872284,0.4691906273365021,0.33041635155677795,0.3604377806186676,0.48816442489624023,0.29582488536834717,0.011976378969848156,0.31091248989105225
the,0.42745697498321533,0.2251449078321457,0.3159640431404114,0.5823672413825989,0.2945235073566437,0.3624623417854309,0.48381632566452026,0.305169016122818,0.10025900602340698,0.22068053483963013
fresno,0.159109428524971,0.21263322234153748,0.10586771368980408,0.2127077877521515,0.21287034451961517,0.18501479923725128,0.13437435030937195,0.2059287428855896,0.03884194791316986,0.13224096596240997
carnegie,0.1992025077342987,0.12802931666374207,0.29324495792388916,0.15544120967388153,0.23224781453609467,0.12072479724884033,0.20166060328483582,0.1510070562362671,-0.04761649668216705,0.16629517078399658
public,0.1729622185230255,0.1328083723783493,0.25489920377731323,0.1980048567056656,0.23767349123954773,0.20257171988487244,0.2423635572195053,0.20760726928710938,0.1014685109257698,0.19872993230819702
library,0.19149379432201385,0.18477638065814972,0.2920280396938324,0.16916222870349884,0.17583893239498138,0.14185714721679688,0.19044850766658783,0.15707184374332428,0.016285421326756477,0.18938742578029633
(,0.2411840260028839,0.2858748733997345,0.17772680521011353,0.35393038392066956,0.25274062156677246,0.2843264043331146,0.32029855251312256,0.20479898154735565,-0.06875214725732803,0.40561532974243164
demolished,0.1541847437620163,0.27205631136894226,0.5453174114227295,0.20538786053657532,0.2160264551639557,0.1987084299325943,0.18223601579666138,0.21257029473781586,0.02297355979681015,0.15856656432151794
),0.26259949803352356,0.3046077489852905,0.1678667515516281,0.37732169032096863,0.24783915281295776,0.297453910112381,0.32161882519721985,0.21498210728168488,-0.04001728445291519,0.42300865054130554
",",0.3087472915649414,0.2738454341888428,0.2374238669872284,0.4691906273365021,0.33041635155677795,0.3604377806186676,0.48816442489624023,0.29582488536834717,0.011976378969848156,0.31091248989105225
the,0.42745697498321533,0.2251449078321457,0.3159640431404114,0.5823672413825989,0.2945235073566437,0.3624623417854309,0.48381632566452026,0.305169016122818,0.10025900602340698,0.22068053483963013
fresno,0.159109428524971,0.21263322234153748,0.10586771368980408,0.2127077877521515,0.21287034451961517,0.18501479923725128,0.13437435030937195,0.2059287428855896,0.03884194791316986,0.13224096596240997
water,0.17456887662410736,0.05739516392350197,0.1971224695444107,0.2879090905189514,0.11287077516317368,0.20507501065731049,0.21305090188980103,0.14545629918575287,0.002375212498009205,0.14731885492801666
tower,0.12919922173023224,0.1174265518784523,0.49597975611686707,0.1400395631790161,0.12554273009300232,0.15409867465496063,0.149769127368927,0.14689898490905762,-0.008871716447174549,0.10395228117704391
",",0.3087472915649414,0.2738454341888428,0.2374238669872284,0.4691906273365021,0.33041635155677795,0.3604377806186676,0.48816442489624023,0.29582488536834717,0.011976378969848156,0.31091248989105225
the,0.42745697498321533,0.2251449078321457,0.3159640431404114,0.5823672413825989,0.2945235073566437,0.3624623417854309,0.48381632566452026,0.305169016122818,0.10025900602340698,0.22068053483963013
bank,0.13934029638767242,0.19711409509181976,0.26623502373695374,0.21801011264324188,0.1808447688817978,0.11732029169797897,0.12911882996559143,0.15608540177345276,-0.03716517612338066,0.09656643867492676
of,0.33290785551071167,0.30415382981300354,0.26200541853904724,0.4854315221309662,0.2655649185180664,0.35814476013183594,0.3886612355709076,0.27195852994918823,0.1497793048620224,0.1826142966747284
italy,0.16949890553951263,0.2098405659198761,0.1625879555940628,0.16406619548797607,0.14240707457065582,0.10013822466135025,0.14815199375152588,0.180589497089386,0.04264272004365921,0.11567100137472153
building,0.23529528081417084,0.1645875722169876,0.9999998807907104,0.20087163150310516,0.1656506061553955,0.15695130825042725,0.23924584686756134,0.177911639213562,-0.015608293935656548,0.13549931347370148
",",0.3087472915649414,0.2738454341888428,0.2374238669872284,0.4691906273365021,0.33041635155677795,0.3604377806186676,0.48816442489624023,0.29582488536834717,0.011976378969848156,0.31091248989105225
the,0.42745697498321533,0.2251449078321457,0.3159640431404114,0.5823672413825989,0.2945235073566437,0.3624623417854309,0.48381632566452026,0.305169016122818,0.10025900602340698,0.22068053483963013
pacific,0.12389002740383148,0.14219842851161957,0.2153119295835495,0.1590694636106491,0.1972479224205017,0.16037878394126892,0.17329740524291992,0.1754865050315857,0.0025852525141090155,0.13060949742794037
southwest,0.17507365345954895,0.2635282278060913,0.2164536714553833,0.26429513096809387,0.1543554812669754,0.18359790742397308,0.12780669331550598,0.20977012813091278,-0.09522560983896255,0.11322080343961716
building,0.23529528081417084,0.1645875722169876,0.9999998807907104,0.20087163150310516,0.1656506061553955,0.15695130825042725,0.23924584686756134,0.177911639213562,-0.015608293935656548,0.13549931347370148
",",0.3087472915649414,0.2738454341888428,0.2374238669872284,0.4691906273365021,0.33041635155677795,0.3604377806186676,0.48816442489624023,0.29582488536834717,0.011976378969848156,0.31091248989105225
the,0.42745697498321533,0.2251449078321457,0.3159640431404114,0.5823672413825989,0.2945235073566437,0.3624623417854309,0.48381632566452026,0.305169016122818,0.10025900602340698,0.22068053483963013
san,0.19375550746917725,0.21140217781066895,0.15882441401481628,0.1594623327255249,0.15942822396755219,0.14054730534553528,0.1967049092054367,0.2337748408317566,0.019191419705748558,0.10952327400445938
joaquin,0.04639154300093651,0.14255717396736145,0.18564406037330627,0.2345224916934967,0.19856609404087067,0.2134227603673935,0.26816636323928833,0.20443189144134521,-0.05900716036558151,0.10146427899599075
light,0.22953972220420837,0.056897569447755814,0.14598973095417023,0.2457275241613388,0.13878417015075684,0.16696052253246307,0.25754430890083313,0.08553465455770493,0.028336063027381897,0.17429810762405396
&,0.11141876131296158,0.1116473451256752,0.1130819097161293,0.08384179323911667,0.07765863835811615,0.11825866252183914,0.22134603559970856,0.0639713853597641,-0.05846618860960007,0.12596383690834045
power,0.22216427326202393,0.14717602729797363,0.16673843562602997,0.15234114229679108,0.16514675319194794,0.15895025432109833,0.20748355984687805,0.1366519331932068,0.08263641595840454,0.15304024517536163
