,what,expression,is,generally,used,to,convey,upper,or,lower,bounds,?
upper,0.1592642068862915,0.10997479408979416,0.2177516371011734,0.22712816298007965,0.16362324357032776,0.21445727348327637,0.07132259756326675,1.0000001192092896,0.20617228746414185,0.7553458213806152,0.24034395813941956,0.051342256367206573
and,0.31309178471565247,0.24040144681930542,0.3859752118587494,0.4087323546409607,0.3150506615638733,0.48971283435821533,0.308174192905426,0.2172592729330063,0.4713204801082611,0.2802542746067047,0.30258679389953613,0.20544172823429108
lower,0.20079238712787628,0.1327795684337616,0.20806168019771576,0.23940885066986084,0.1612802892923355,0.233318492770195,0.11024332046508789,0.7553458213806152,0.27895238995552063,1.0,0.3036094605922699,0.08471795171499252
bounds,0.17344798147678375,0.2150023728609085,0.2745935618877411,0.2586691081523895,0.19300809502601624,0.320420503616333,0.23549862205982208,0.24034395813941956,0.325925350189209,0.3036094605922699,1.0,0.12707965075969696
are,0.29724663496017456,0.21107444167137146,0.5330929756164551,0.5254502892494202,0.3322218656539917,0.3504326641559601,0.2700853645801544,0.17645308375358582,0.5374364256858826,0.22557412087917328,0.28107428550720215,0.24591213464736938
usually,0.32521089911460876,0.2569573223590851,0.4230746626853943,0.6714328527450562,0.4620378017425537,0.3824864327907562,0.2604732811450958,0.22489145398139954,0.654004693031311,0.28173306584358215,0.2482016384601593,0.19435347616672516
stated,0.3668954074382782,0.2846561074256897,0.19155573844909668,0.2910154461860657,0.2564314901828766,0.3195562958717346,0.2168978601694107,0.06802010536193848,0.20858311653137207,0.12007278203964233,0.17433370649814606,0.24280361831188202
using,0.27984681725502014,0.36207178235054016,0.26543745398521423,0.3366755545139313,0.6102309226989746,0.3678804934024811,0.31988880038261414,0.13259314000606537,0.4131818115711212,0.14073076844215393,0.19782233238220215,0.2804589569568634
the,0.42745697498321533,0.2569258511066437,0.5823672413825989,0.41466525197029114,0.3718377649784088,0.535392165184021,0.2232111245393753,0.35289278626441956,0.4174870550632477,0.3463275134563446,0.30338889360427856,0.22068053483963013
big,0.2788069546222687,0.12814126908779144,0.22924260795116425,0.2122853696346283,0.21978460252285004,0.25193607807159424,0.10586346685886383,0.1662958860397339,0.20641937851905823,0.1588430404663086,0.12982624769210815,0.20497842133045197
o,0.1489914506673813,0.14022031426429749,0.18684464693069458,0.1461758017539978,0.11275003105401993,0.1644444614648819,0.12020546942949295,0.05132050812244415,0.16788138449192047,0.07877809554338455,0.08780646324157715,0.23868927359580994
notation,0.20564325153827667,0.4372819662094116,0.19003327190876007,0.29248157143592834,0.39301201701164246,0.21262210607528687,0.317495733499527,0.14032112061977386,0.3073514699935913,0.17129145562648773,0.22922754287719727,0.2337181121110916
",",0.3087472915649414,0.22825834155082703,0.4691906273365021,0.29679131507873535,0.3120402991771698,0.44245919585227966,0.1674049198627472,0.22235287725925446,0.3769497275352478,0.236776202917099,0.29079121351242065,0.31091248989105225
which,0.5261979103088379,0.3366905152797699,0.4457404911518097,0.5185179114341736,0.414506196975708,0.5345056653022766,0.29689469933509827,0.2984105050563812,0.5105096101760864,0.35006284713745117,0.30362072587013245,0.25814583897590637
hides,0.2359827309846878,0.1849355399608612,0.23030364513397217,0.21069322526454926,0.24409101903438568,0.28352344036102295,0.2629507780075073,0.15188464522361755,0.28675466775894165,0.10248490422964096,0.21122035384178162,0.20871789753437042
constant,0.22559526562690735,0.3537974953651428,0.1972285658121109,0.20544317364692688,0.2370898425579071,0.26379308104515076,0.2926926016807556,0.12785567343235016,0.22250279784202576,0.14842133224010468,0.1502298265695572,0.14516431093215942
factors,0.2665930688381195,0.37821462750434875,0.23428019881248474,0.2847459316253662,0.23614133894443512,0.2741186320781708,0.2262095808982849,0.09416548907756805,0.2834587097167969,0.20633994042873383,0.2565595805644989,0.2019491046667099
and,0.31309178471565247,0.24040144681930542,0.3859752118587494,0.4087323546409607,0.3150506615638733,0.48971283435821533,0.308174192905426,0.2172592729330063,0.4713204801082611,0.2802542746067047,0.30258679389953613,0.20544172823429108
smaller,0.23730900883674622,0.13933171331882477,0.22372925281524658,0.3130696713924408,0.2568661868572235,0.2597835958003998,0.09232434630393982,0.27685776352882385,0.3264560401439667,0.2789921462535858,0.21612653136253357,0.17881669104099274
terms,0.23885610699653625,0.3292646110057831,0.27452221512794495,0.36476194858551025,0.2983282804489136,0.356818288564682,0.2531873881816864,0.11692918092012405,0.30183112621307373,0.12755978107452393,0.2495894730091095,0.23466452956199646
.,0.3567904531955719,0.21360130608081818,0.4569662809371948,0.3124077022075653,0.33111312985420227,0.4645031690597534,0.17205049097537994,0.23727275431156158,0.36683785915374756,0.24347278475761414,0.24761569499969482,0.4130953550338745
