,what,is,the,name,of,the,program,that,provides,contracting,work,to,local,companies,?
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.25737348198890686,0.4185989499092102,0.4739971458911896,0.29441335797309875,0.4137635827064514,0.39385566115379333,0.32248958945274353,0.4087657630443573,0.4451248347759247,0.23619583249092102,0.2787042260169983,0.264628142118454
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.22986935079097748,0.5473989248275757,0.29657405614852905,0.2827729284763336,0.2704800069332123,0.535392165184021,0.2130540907382965,0.26917189359664917,0.22068053483963013
first,0.28086137771606445,0.30889374017715454,0.49448907375335693,0.3163818418979645,0.3536086082458496,0.49448907375335693,0.2659492492675781,0.3482176661491394,0.17503055930137634,0.22208371758460999,0.24996063113212585,0.3792489171028137,0.18006105720996857,0.21500883996486664,0.18701928853988647
time,0.36319252848625183,0.25187405943870544,0.43061500787734985,0.24374312162399292,0.35127586126327515,0.43061500787734985,0.2290326952934265,0.388528436422348,0.16224068403244019,0.29948490858078003,0.33320653438568115,0.3679993152618408,0.21634002029895782,0.18759815394878387,0.27391523122787476
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.17760658264160156,0.4137537479400635,0.20848950743675232,0.25104057788848877,0.3283594250679016,0.44245919585227966,0.20673875510692596,0.28041911125183105,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.22986935079097748,0.5473989248275757,0.29657405614852905,0.2827729284763336,0.2704800069332123,0.535392165184021,0.2130540907382965,0.26917189359664917,0.22068053483963013
super,0.13651713728904724,0.15390309691429138,0.21959073841571808,0.15042594075202942,0.14718765020370483,0.21959073841571808,0.11822658032178879,0.18258553743362427,0.05344920605421066,0.18815389275550842,0.10580860078334808,0.17783479392528534,0.08448050171136856,0.09137734025716782,0.166326642036438
bowl,0.15942467749118805,0.14233897626399994,0.21576224267482758,0.10893726348876953,0.2243070751428604,0.21576224267482758,0.07493903487920761,0.10987387597560883,0.049755025655031204,0.11550632119178772,0.13507358729839325,0.16993016004562378,0.12165422737598419,0.062123797833919525,0.21118052303791046
50,-0.04124141484498978,0.0017694636480882764,0.03602437674999237,-0.0409264862537384,0.006577443331480026,0.03602437674999237,0.0004067669215146452,-0.014119508676230907,-0.03039209358394146,0.07702633738517761,-0.022783715277910233,-0.024239253252744675,0.11730309575796127,-0.051495812833309174,0.030512850731611252
host,0.12779991328716278,0.18300022184848785,0.26909032464027405,0.14808283746242523,0.1709926575422287,0.26909032464027405,0.3557693660259247,0.18125994503498077,0.19397059082984924,0.12423568218946457,0.1314687281847,0.18300798535346985,0.1507883220911026,0.10838843137025833,0.1021634042263031
committee,0.18195343017578125,0.1410297304391861,0.24322165548801422,0.14093075692653656,0.2920650243759155,0.24322165548801422,0.21612441539764404,0.2412172257900238,0.20898891985416412,0.08948171883821487,0.16941428184509277,0.24979650974273682,0.14401206374168396,0.1614151895046234,0.12144632637500763
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.24895258247852325,0.4731321930885315,0.28077030181884766,0.23179253935813904,0.37551814317703247,0.48971283435821533,0.2468787580728531,0.2527635991573334,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.22986935079097748,0.5473989248275757,0.29657405614852905,0.2827729284763336,0.2704800069332123,0.535392165184021,0.2130540907382965,0.26917189359664917,0.22068053483963013
nfl,0.12579965591430664,0.12479410320520401,0.15305201709270477,0.11343668401241302,0.1524115800857544,0.15305201709270477,0.14608202874660492,0.15213505923748016,0.13046829402446747,0.16588319838047028,0.10860272496938705,0.1526731252670288,0.09510418772697449,0.142496719956398,0.10610254108905792
have,0.39808809757232666,0.3613572418689728,0.40389683842658997,0.19985003769397736,0.3802283704280853,0.40389683842658997,0.17012253403663635,0.6182622313499451,0.30886346101760864,0.2743739187717438,0.3236905336380005,0.4544740617275238,0.21113677322864532,0.21211259067058563,0.32991164922714233
openly,0.24464668333530426,0.18584933876991272,0.19510823488235474,0.1278756558895111,0.14141330122947693,0.19510823488235474,0.16030971705913544,0.31208908557891846,0.09766197949647903,0.18555401265621185,0.16268537938594818,0.25191524624824524,0.1350477635860443,0.1692374348640442,0.16308623552322388
sought,0.2695325016975403,0.12639497220516205,0.2821049392223358,0.09045927226543427,0.33104926347732544,0.2821049392223358,0.11368181556463242,0.2937079668045044,0.29372668266296387,0.31675177812576294,0.25310084223747253,0.3909280598163605,0.134955495595932,0.22264094650745392,0.1753331869840622
disabled,0.16043168306350708,0.11407961696386337,0.1687239110469818,0.1213471069931984,0.1733492761850357,0.1687239110469818,0.2943848967552185,0.22419558465480804,0.24272111058235168,0.20046114921569824,0.20728972554206848,0.20554493367671967,0.17521712183952332,0.1697019338607788,0.20987746119499207
