,what,is,the,rhine,gorge,listed,as,?
the,0.42745697498321533,0.5823672413825989,1.0,0.30735138058662415,0.26357370615005493,0.31246060132980347,0.48381632566452026,0.22068053483963013
rhine,0.16475653648376465,0.15617261826992035,0.30735138058662415,1.0,0.25667303800582886,0.10194095224142075,0.18380387127399445,0.13754533231258392
gorge,0.1718710958957672,0.189615860581398,0.26357370615005493,0.25667303800582886,1.0,0.16636040806770325,0.14137139916419983,0.1263076812028885
between,0.2462156116962433,0.26809602975845337,0.39067012071609497,0.17755062878131866,0.22134362161159515,0.140205517411232,0.22009976208209991,0.12887074053287506
rüdesheim,0.16235487163066864,0.2174322009086609,0.2728898227214813,0.5316344499588013,0.25579431653022766,0.14083270728588104,0.1592516303062439,0.15176591277122498
am,0.25965139269828796,0.2976684868335724,0.18601742386817932,0.23185677826404572,0.07512933760881424,0.134705051779747,0.1859145313501358,0.3437723219394684
rhein,0.15212267637252808,0.2335740327835083,0.2614726424217224,0.6607828736305237,0.24335229396820068,0.1230819970369339,0.14717315137386322,0.2176131010055542
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.22029656171798706,0.2490140050649643,0.2351783663034439,0.49487000703811646,0.20544172823429108
koblenz,0.14258402585983276,0.23864765465259552,0.3042924106121063,0.5771980881690979,0.2714652121067047,0.21462883055210114,0.2108154445886612,0.10490203648805618
is,0.28837618231773376,1.0,0.5823672413825989,0.15617261826992035,0.189615860581398,0.24937160313129425,0.43216490745544434,0.22961433231830597
listed,0.21780680119991302,0.24937160313129425,0.31246060132980347,0.10194095224142075,0.16636040806770325,1.0000001192092896,0.28461623191833496,0.2152968794107437
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.18380387127399445,0.14137139916419983,0.28461623191833496,1.0,0.27043893933296204
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.1823403388261795,0.1566632091999054,0.20046192407608032,0.39550232887268066,0.23916715383529663
unesco,0.17921961843967438,0.23874256014823914,0.25264760851860046,0.20972590148448944,0.3166391849517822,0.3175385296344757,0.19105775654315948,0.1657659411430359
world,0.21669597923755646,0.24458536505699158,0.33604270219802856,0.2036331444978714,0.23058409988880157,0.22752368450164795,0.22848254442214966,0.17579582333564758
heritage,0.1899084597826004,0.22056351602077484,0.25149020552635193,0.10240890830755234,0.30820247530937195,0.3379659056663513,0.18155166506767273,0.17516329884529114
site,0.21561308205127716,0.2314486801624298,0.288954496383667,0.12275111675262451,0.2515236735343933,0.2708604037761688,0.21358512341976166,0.2014765441417694
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2089352011680603,0.21320518851280212,0.2932872176170349,0.515582263469696,0.4130953550338745
