,what,status,has,the,brotherhood,obtained,in,the,islamic,world,?
despite,0.1825345903635025,0.2260134369134903,0.27098867297172546,0.3172689974308014,0.23602697253227234,0.29977062344551086,0.27473363280296326,0.3172689974308014,0.11109991371631622,0.1848107874393463,0.14350546896457672
periodic,0.19760970771312714,0.138974130153656,0.1953107714653015,0.19889336824417114,0.16967469453811646,0.13805778324604034,0.181335911154747,0.19889336824417114,0.16720987856388092,0.14097239077091217,0.18325947225093842
repression,0.2093198001384735,0.19422465562820435,0.12507396936416626,0.2660033702850342,0.2774866223335266,0.2728070318698883,0.237940713763237,0.2660033702850342,0.23307622969150543,0.17972561717033386,0.10929548740386963
",",0.3087472915649414,0.2404196411371231,0.3734780251979828,0.4933079481124878,0.21324464678764343,0.2267041653394699,0.5201468467712402,0.4933079481124878,0.20175659656524658,0.26091980934143066,0.31091248989105225
the,0.42745697498321533,0.23601171374320984,0.4177538752555847,1.0,0.2368839830160141,0.2607382833957672,0.6662389636039734,1.0,0.27231070399284363,0.33604270219802856,0.22068053483963013
brotherhood,0.168807253241539,0.18018272519111633,0.1387953758239746,0.2368839830160141,0.9999998807907104,0.10945899039506912,0.15295812487602234,0.2368839830160141,0.3888373076915741,0.23704995214939117,0.1117945984005928
has,0.20338068902492523,0.2253449559211731,1.0,0.4177538752555847,0.1387953758239746,0.1819831132888794,0.4173259735107422,0.4177538752555847,0.14078153669834137,0.21706144511699677,0.15994466841220856
become,0.27134042978286743,0.3152344524860382,0.30010637640953064,0.31731709837913513,0.16393865644931793,0.19105426967144012,0.23238378763198853,0.31731709837913513,0.11178671568632126,0.20146694779396057,0.19511328637599945
one,0.376489520072937,0.21951869130134583,0.43032392859458923,0.5514441132545471,0.22981677949428558,0.16402257978916168,0.4129433035850525,0.5514441132545471,0.21089297533035278,0.36872437596321106,0.2673267424106598
of,0.33290785551071167,0.20139996707439423,0.3909035325050354,0.733189046382904,0.2067413628101349,0.32358500361442566,0.5696388483047485,0.733189046382904,0.25656506419181824,0.2828933000564575,0.1826142966747284
the,0.42745697498321533,0.23601171374320984,0.4177538752555847,1.0,0.2368839830160141,0.2607382833957672,0.6662389636039734,1.0,0.27231070399284363,0.33604270219802856,0.22068053483963013
most,0.3219912350177765,0.1692272275686264,0.3426419198513031,0.47635307908058167,0.16813042759895325,0.17606548964977264,0.41416558623313904,0.47635307908058167,0.23451445996761322,0.33157554268836975,0.2107497900724411
influential,0.21743842959403992,0.16556793451309204,0.2153252363204956,0.2541041374206543,0.2939155697822571,0.18350018560886383,0.2626776695251465,0.2541041374206543,0.36561301350593567,0.3337551951408386,0.1465693712234497
movements,0.23197974264621735,0.13560913503170013,0.18506862223148346,0.31594985723495483,0.30064424872398376,0.09369895607233047,0.23150597512722015,0.31594985723495483,0.2699604332447052,0.19899699091911316,0.1501890867948532
in,0.30808621644973755,0.20590373873710632,0.4173259735107422,0.6662389636039734,0.15295812487602234,0.25752922892570496,1.0,0.6662389636039734,0.19633598625659943,0.3038199245929718,0.20430970191955566
the,0.42745697498321533,0.23601171374320984,0.4177538752555847,1.0,0.2368839830160141,0.2607382833957672,0.6662389636039734,1.0,0.27231070399284363,0.33604270219802856,0.22068053483963013
islamic,0.2204568088054657,0.16175058484077454,0.14078153669834137,0.27231070399284363,0.3888373076915741,0.20897333323955536,0.19633598625659943,0.27231070399284363,0.9999999403953552,0.235288605093956,0.1692383587360382
world,0.21669597923755646,0.1545293778181076,0.21706144511699677,0.33604270219802856,0.23704995214939117,0.09619523584842682,0.3038199245929718,0.33604270219802856,0.235288605093956,1.0000001192092896,0.17579582333564758
",",0.3087472915649414,0.2404196411371231,0.3734780251979828,0.4933079481124878,0.21324464678764343,0.2267041653394699,0.5201468467712402,0.4933079481124878,0.20175659656524658,0.26091980934143066,0.31091248989105225
particularly,0.33027681708335876,0.2036399394273758,0.27153345942497253,0.32132959365844727,0.16139884293079376,0.21925772726535797,0.33242201805114746,0.32132959365844727,0.2500268518924713,0.26197361946105957,0.2644225060939789
in,0.30808621644973755,0.20590373873710632,0.4173259735107422,0.6662389636039734,0.15295812487602234,0.25752922892570496,1.0,0.6662389636039734,0.19633598625659943,0.3038199245929718,0.20430970191955566
the,0.42745697498321533,0.23601171374320984,0.4177538752555847,1.0,0.2368839830160141,0.2607382833957672,0.6662389636039734,1.0,0.27231070399284363,0.33604270219802856,0.22068053483963013
arab,0.14742176234722137,0.08462824672460556,0.17250628769397736,0.2674407660961151,0.3087342083454132,0.14742256700992584,0.19895488023757935,0.2674407660961151,0.5498740673065186,0.30316483974456787,0.18450474739074707
world,0.21669597923755646,0.1545293778181076,0.21706144511699677,0.33604270219802856,0.23704995214939117,0.09619523584842682,0.3038199245929718,0.33604270219802856,0.235288605093956,1.0000001192092896,0.17579582333564758
.,0.3567904531955719,0.21120375394821167,0.4105546176433563,0.5934505462646484,0.15035925805568695,0.22199495136737823,0.5591574311256409,0.5934505462646484,0.20520655810832977,0.3177160322666168,0.4130953550338745
