,how,many,times,was,the,panthers,',quarterback,sacked,?
newton,0.2514588236808777,0.1828424632549286,0.19109323620796204,0.25264593958854675,0.1876603662967682,0.2555108666419983,0.22279679775238037,0.29465755820274353,0.1704728752374649,0.09645649790763855
was,0.16678167879581451,0.260356068611145,0.2859917879104614,1.0000001192092896,0.48711544275283813,0.2605615258216858,0.33675912022590637,0.24103644490242004,0.32993462681770325,0.18412111699581146
limited,0.2116495817899704,0.2817049026489258,0.13311107456684113,0.18424993753433228,0.2757521867752075,0.12682723999023438,0.18762701749801636,0.07677263766527176,0.10328670591115952,0.09444807469844818
by,0.34370526671409607,0.3409687578678131,0.18494531512260437,0.4752357602119446,0.4408751428127289,0.16948609054088593,0.2610379159450531,0.12718109786510468,0.21727506816387177,0.17966607213020325
denver,0.15631112456321716,0.18606427311897278,0.1485476791858673,0.2766761779785156,0.2052404284477234,0.3712458908557892,0.12144587188959122,0.44688186049461365,0.13741019368171692,0.1520889848470688
's,-0.026164190843701363,0.01698932610452175,-0.048017483204603195,0.008974763564765453,-0.01540423184633255,0.06940732896327972,0.07651367038488388,-0.05772290751338005,-0.021834373474121094,-0.023395681753754616
defense,0.14550013840198517,0.1536635160446167,0.21282894909381866,0.2295428365468979,0.2604767382144928,0.17159238457679749,0.17893536388874054,0.3001270890235901,0.2000267505645752,0.21935760974884033
",",0.22659391164779663,0.40610817074775696,0.2897866368293762,0.45456063747406006,0.4933079481124878,0.2494642585515976,0.5178600549697876,0.2844501733779907,0.2514380216598511,0.31091248989105225
which,0.4852597713470459,0.5168171525001526,0.29070794582366943,0.2830964922904968,0.6521818041801453,0.2003214955329895,0.32852497696876526,0.15399044752120972,0.131550133228302,0.25814583897590637
sacked,0.09018589556217194,0.1555364578962326,0.23362751305103302,0.32993462681770325,0.23815631866455078,0.252092182636261,0.17518527805805206,0.3611829876899719,1.0000001192092896,0.07766196876764297
him,0.3545486629009247,0.30194568634033203,0.25585779547691345,0.3675798773765564,0.39213326573371887,0.20171570777893066,0.20531970262527466,0.2256997525691986,0.25012755393981934,0.23943768441677094
seven,0.20032188296318054,0.28098854422569275,0.18999098241329193,0.28194957971572876,0.28151169419288635,0.23665861785411835,0.21918454766273499,0.25364601612091064,0.15949691832065582,0.1732930988073349
times,0.2685738503932953,0.303416907787323,1.0,0.2859917879104614,0.29093852639198303,0.23892445862293243,0.13077786564826965,0.23705218732357025,0.23362751305103302,0.18880689144134521
and,0.33647966384887695,0.5296266674995422,0.2611900568008423,0.3740963041782379,0.5171257257461548,0.2230100929737091,0.3053182065486908,0.202833354473114,0.24385301768779755,0.20544172823429108
forced,0.23831938207149506,0.2377408891916275,0.11285103857517242,0.21640066802501678,0.2571122944355011,0.13718506693840027,0.1308087259531021,0.18196019530296326,0.41407066583633423,0.17547516524791718
him,0.3545486629009247,0.30194568634033203,0.25585779547691345,0.3675798773765564,0.39213326573371887,0.20171570777893066,0.20531970262527466,0.2256997525691986,0.25012755393981934,0.23943768441677094
into,0.2303972691297531,0.2618265151977539,0.16451820731163025,0.2322220653295517,0.39493247866630554,0.11275448650121689,0.19036275148391724,0.15415486693382263,0.1803775131702423,0.15662476420402527
three,0.23807744681835175,0.4501400589942932,0.3240858018398285,0.2748996615409851,0.43452659249305725,0.2735981047153473,0.2094462364912033,0.23339568078517914,0.17208226025104523,0.20928427577018738
turnovers,0.2714545726776123,0.24598953127861023,0.22217626869678497,0.2156830132007599,0.2887553572654724,0.25077417492866516,0.16741390526294708,0.3037732243537903,0.29592078924179077,0.19236040115356445
",",0.22659391164779663,0.40610817074775696,0.2897866368293762,0.45456063747406006,0.4933079481124878,0.2494642585515976,0.5178600549697876,0.2844501733779907,0.2514380216598511,0.31091248989105225
including,0.20270724594593048,0.6119236350059509,0.31527549028396606,0.21884717047214508,0.3738902807235718,0.1802152842283249,0.18523897230625153,0.14351940155029297,0.1595286875963211,0.1633303165435791
a,0.29312583804130554,0.2872205972671509,0.2745400369167328,0.4508470594882965,0.5829201340675354,0.2255268394947052,0.48837921023368835,0.20472733676433563,0.10977210849523544,0.23916715383529663
fumble,0.13288532197475433,0.08793462812900543,0.14159463346004486,0.21974442899227142,0.16197896003723145,0.3814406991004944,0.15630586445331573,0.544965922832489,0.3287375569343567,0.17646178603172302
which,0.4852597713470459,0.5168171525001526,0.29070794582366943,0.2830964922904968,0.6521818041801453,0.2003214955329895,0.32852497696876526,0.15399044752120972,0.131550133228302,0.25814583897590637
they,0.43247655034065247,0.5400822758674622,0.29107025265693665,0.3300964832305908,0.49925389885902405,0.23642724752426147,0.27022266387939453,0.2307441681623459,0.2518806755542755,0.2753053903579712
recovered,0.158201202750206,0.25898846983909607,0.21031175553798676,0.32598429918289185,0.2614712417125702,0.16551771759986877,0.13806471228599548,0.27221786975860596,0.44198641180992126,0.08912046253681183
for,0.3308170735836029,0.40972793102264404,0.2999500632286072,0.3863949179649353,0.4739971458911896,0.25358447432518005,0.31184524297714233,0.2683273255825043,0.16554750502109528,0.264628142118454
a,0.29312583804130554,0.2872205972671509,0.2745400369167328,0.4508470594882965,0.5829201340675354,0.2255268394947052,0.48837921023368835,0.20472733676433563,0.10977210849523544,0.23916715383529663
touchdown,0.1383858025074005,0.0646008551120758,0.23810836672782898,0.19985096156597137,0.1805710643529892,0.3794434070587158,0.1621137410402298,0.6704492568969727,0.3087301552295685,0.12741123139858246
.,0.3287222981452942,0.3974229395389557,0.2891986668109894,0.40146201848983765,0.5934505462646484,0.23446570336818695,0.4806240200996399,0.23691914975643158,0.19507746398448944,0.4130953550338745
