,how,many,cathedrals,does,newcastle,have,?
newcastle,0.11517360806465149,0.17336907982826233,0.2466694712638855,0.12200397253036499,1.0000001192092896,0.136333167552948,0.0902252271771431
has,0.26820555329322815,0.4266262650489807,0.2240394800901413,0.42885294556617737,0.18862372636795044,0.6353569626808167,0.15994466841220856
three,0.23807744681835175,0.4501400589942932,0.21350960433483124,0.1872161626815796,0.16302451491355896,0.3712083399295807,0.20928427577018738
cathedrals,0.12523393332958221,0.2902010679244995,1.0000001192092896,0.16293147206306458,0.2466694712638855,0.26212283968925476,0.15824170410633087
",",0.22659391164779663,0.40610817074775696,0.28082403540611267,0.28617382049560547,0.251589834690094,0.3541618287563324,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.26631617546081543,0.35928019881248474,0.2253497689962387,0.40389683842658997,0.22068053483963013
anglican,0.10643256455659866,0.23285281658172607,0.49861595034599304,0.17759746313095093,0.297978013753891,0.2294061779975891,0.11877371370792389
st.,0.14827053248882294,0.13437041640281677,0.2257494181394577,0.09910685569047928,0.120496965944767,0.1407918632030487,0.13592876493930817
nicholas,0.10352963954210281,0.13306750357151031,0.3068699538707733,0.061439599841833115,0.1732551008462906,0.11701895296573639,0.17208030819892883
",",0.22659391164779663,0.40610817074775696,0.28082403540611267,0.28617382049560547,0.251589834690094,0.3541618287563324,0.31091248989105225
with,0.3525622487068176,0.35744401812553406,0.236345112323761,0.26186925172805786,0.1710812896490097,0.48046383261680603,0.2433311939239502
its,0.22449488937854767,0.3319723308086395,0.2148839235305786,0.33437713980674744,0.19941815733909607,0.3852778375148773,0.15103481709957123
elegant,0.22177532315254211,0.2796156704425812,0.29439544677734375,0.12732376158237457,0.10612291097640991,0.2420758455991745,0.13489606976509094
lantern,0.1365594118833542,0.20552046597003937,0.2724766433238983,0.14546290040016174,0.12994015216827393,0.2185238003730774,0.22037620842456818
tower,0.10226675122976303,0.1318756490945816,0.3979837894439697,0.12271039187908173,0.2313358336687088,0.10852555930614471,0.10395228117704391
of,0.2480744868516922,0.37253960967063904,0.31947362422943115,0.3119818866252899,0.18781472742557526,0.3802283704280853,0.1826142966747284
1474,-0.09198259562253952,-0.08648797124624252,-0.06217947602272034,-0.022445227950811386,0.15333962440490723,-0.07208869606256485,-0.06794082373380661
",",0.22659391164779663,0.40610817074775696,0.28082403540611267,0.28617382049560547,0.251589834690094,0.3541618287563324,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.26631617546081543,0.35928019881248474,0.2253497689962387,0.40389683842658997,0.22068053483963013
roman,0.08021295070648193,0.1827288269996643,0.3832210600376129,0.12155745178461075,0.17767032980918884,0.1729857623577118,0.1663191318511963
catholic,0.11491761356592178,0.18935972452163696,0.5324127078056335,0.14667953550815582,0.22051900625228882,0.16801156103610992,0.16609853506088257
st.,0.14827053248882294,0.13437041640281677,0.2257494181394577,0.09910685569047928,0.120496965944767,0.1407918632030487,0.13592876493930817
mary,0.1400430053472519,0.1835290789604187,0.3093106746673584,0.15122051537036896,0.257882684469223,0.17320899665355682,0.17181165516376495
's,-0.026164190843701363,0.01698932610452175,-1.0607905096549075e-05,-0.02895052544772625,-0.017262522131204605,-0.02807004563510418,-0.023395681753754616
designed,0.21924960613250732,0.22914452850818634,0.2662651538848877,0.19280755519866943,0.15722429752349854,0.163482204079628,0.11213942617177963
by,0.34370526671409607,0.3409687578678131,0.21564480662345886,0.143477201461792,0.1767825335264206,0.3359639644622803,0.17966607213020325
augustus,0.06331467628479004,0.09816917032003403,0.27967914938926697,0.07623867690563202,0.2418310046195984,0.1319637894630432,0.16386699676513672
welby,0.13663455843925476,0.18716543912887573,0.2656576633453369,0.15377643704414368,0.4025956988334656,0.12756872177124023,0.22641946375370026
pugin,0.19966845214366913,0.23213274776935577,0.22831518948078156,0.2191062569618225,0.3235251009464264,0.2268691509962082,0.28266432881355286
and,0.33647966384887695,0.5296266674995422,0.29075169563293457,0.3461615741252899,0.20204751193523407,0.4711785912513733,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.26631617546081543,0.35928019881248474,0.2253497689962387,0.40389683842658997,0.22068053483963013
coptic,0.10265078395605087,0.2391415387392044,0.35487306118011475,0.18792623281478882,0.06946773827075958,0.2796649932861328,0.2247879058122635
cathedral,0.07796738296747208,0.1801552027463913,0.9035769701004028,0.13468055427074432,0.24596180021762848,0.14917238056659698,0.1257525086402893
located,0.09566320478916168,0.17394456267356873,0.21347734332084656,0.20630888640880585,0.16362841427326202,0.14775225520133972,0.08983194828033447
in,0.2601168751716614,0.41474202275276184,0.28899404406547546,0.214483380317688,0.19270820915699005,0.36843645572662354,0.20430970191955566
fenham,0.1439463198184967,0.19910088181495667,0.21758754551410675,0.17813120782375336,0.4703405797481537,0.18325743079185486,0.1285734325647354
.,0.3287222981452942,0.3974229395389557,0.32917287945747375,0.3022993505001068,0.2714749276638031,0.41614407300949097,0.4130953550338745
