,what,are,alternate,english,spelling,of,genghis,?
genghis,0.24369274079799652,0.10714367032051086,0.1205248162150383,0.20710451900959015,0.13183268904685974,0.2938849925994873,1.0,0.18813461065292358
khan,0.16476042568683624,0.10875514894723892,0.1610884815454483,0.14020130038261414,0.1870950609445572,0.17124508321285248,0.5896923542022705,0.12862591445446014
",",0.3087472915649414,0.4062570035457611,0.23518507182598114,0.3339248597621918,0.2965300381183624,0.4946078956127167,0.2891939878463745,0.31091248989105225
the,0.42745697498321533,0.40399202704429626,0.2994726002216339,0.23982001841068268,0.23768942058086395,0.733189046382904,0.3448939025402069,0.22068053483963013
title,0.205022931098938,0.0927414670586586,0.2243700474500656,0.23430563509464264,0.21445149183273315,0.18969319760799408,0.22426576912403107,0.34551161527633667
is,0.28837618231773376,0.5330929756164551,0.21719586849212646,0.24613474309444427,0.2441502958536148,0.4854315221309662,0.1866190880537033,0.22961433231830597
spelled,0.15883488953113556,0.13192860782146454,0.163238987326622,0.22519013285636902,0.6321458220481873,0.1807994693517685,0.2335480898618698,0.13924984633922577
in,0.30808621644973755,0.3841303884983063,0.1614992916584015,0.19623121619224548,0.20722772181034088,0.5696388483047485,0.224680557847023,0.20430970191955566
variety,0.20492127537727356,0.36509984731674194,0.214214026927948,0.14822059869766235,0.15950214862823486,0.21034783124923706,0.11228947341442108,0.13376861810684204
of,0.33290785551071167,0.39081433415412903,0.2100224494934082,0.17198967933654785,0.19078011810779572,1.0,0.2938849925994873,0.1826142966747284
ways,0.394069641828537,0.38641616702079773,0.2286279797554016,0.16748663783073425,0.26674702763557434,0.23171216249465942,0.14810916781425476,0.2710120975971222
in,0.30808621644973755,0.3841303884983063,0.1614992916584015,0.19623121619224548,0.20722772181034088,0.5696388483047485,0.224680557847023,0.20430970191955566
different,0.39262300729751587,0.5170795917510986,0.32796600461006165,0.1902071088552475,0.23259609937667847,0.3747533857822418,0.1348133683204651,0.24476227164268494
languages,0.21771854162216187,0.2853507399559021,0.11448004841804504,0.39200136065483093,0.38881444931030273,0.2423715889453888,0.20897066593170166,0.22599908709526062
such,0.23989605903625488,0.4654397666454315,0.20937176048755646,0.20816867053508759,0.20603109896183014,0.3209529519081116,0.14482241868972778,0.17851735651493073
as,0.31749409437179565,0.3826591968536377,0.2513875663280487,0.2722744047641754,0.2365707904100418,0.3886612355709076,0.17543354630470276,0.27043893933296204
mongolian,0.15557456016540527,0.18076756596565247,0.1795312911272049,0.20514944195747375,0.22482731938362122,0.22608324885368347,0.463535338640213,0.13122369349002838
chinggis,0.19829951226711273,0.23272888362407684,0.11000482738018036,0.2661386728286743,0.2556963562965393,0.27041229605674744,0.4531481862068176,0.27154234051704407
khaan,0.15050910413265228,0.1382041722536087,0.1146237775683403,0.11662020534276962,0.19524605572223663,0.15008923411369324,0.5834661722183228,0.09780357033014297
",",0.3087472915649414,0.4062570035457611,0.23518507182598114,0.3339248597621918,0.2965300381183624,0.4946078956127167,0.2891939878463745,0.31091248989105225
english,0.25060737133026123,0.20190079510211945,0.14697377383708954,0.9999999403953552,0.3707138001918793,0.17198967933654785,0.20710451900959015,0.23251567780971527
chinghiz,0.22755059599876404,0.15847918391227722,0.1026424765586853,0.29519587755203247,0.21186253428459167,0.2861708104610443,0.6437373757362366,0.2852024435997009
",",0.3087472915649414,0.4062570035457611,0.23518507182598114,0.3339248597621918,0.2965300381183624,0.4946078956127167,0.2891939878463745,0.31091248989105225
chinghis,0.2695312798023224,0.18411245942115784,0.12170892208814621,0.27672526240348816,0.20780503749847412,0.32063156366348267,0.7815756797790527,0.2768298089504242
",",0.3087472915649414,0.4062570035457611,0.23518507182598114,0.3339248597621918,0.2965300381183624,0.4946078956127167,0.2891939878463745,0.31091248989105225
and,0.31309178471565247,0.48576638102531433,0.24455861747264862,0.3409043252468109,0.16009260714054108,0.5116966962814331,0.26551535725593567,0.20544172823429108
chingiz,0.2153555303812027,0.1822739839553833,0.13168492913246155,0.23322537541389465,0.20260979235172272,0.2828841507434845,0.5060409903526306,0.23973824083805084
",",0.3087472915649414,0.4062570035457611,0.23518507182598114,0.3339248597621918,0.2965300381183624,0.4946078956127167,0.2891939878463745,0.31091248989105225
chinese,0.11643128097057343,0.18482933938503265,0.16696996986865997,0.26605552434921265,0.2152659147977829,0.24275560677051544,0.37333089113235474,0.20843194425106049
