,where,was,genghis,khan,likely,born,?
temüjin,0.31830909848213196,0.38774195313453674,0.604469895362854,0.5100751519203186,0.28866323828697205,0.23039361834526062,0.21090233325958252
was,0.20731619000434875,1.0000001192092896,0.3037589192390442,0.23483267426490784,0.20650577545166016,0.388632208108902,0.18412111699581146
probably,0.35869520902633667,0.32035544514656067,0.2928962707519531,0.13349664211273193,0.5481255650520325,0.16292746365070343,0.3524723947048187
born,0.21840137243270874,0.388632208108902,0.2081025391817093,0.1951366811990738,0.09368471056222916,1.0,0.19166848063468933
in,0.5344807505607605,0.45514053106307983,0.224680557847023,0.1527150720357895,0.21680790185928345,0.30027052760124207,0.20430970191955566
1162,-0.1492888629436493,0.06262464076280594,0.08508537709712982,0.053650110960006714,0.018188996240496635,0.06916000694036484,-0.038267649710178375
in,0.5344807505607605,0.45514053106307983,0.224680557847023,0.1527150720357895,0.21680790185928345,0.30027052760124207,0.20430970191955566
delüün,0.21764512360095978,0.27342310547828674,0.208065927028656,0.13790017366409302,0.10507482290267944,0.23818060755729675,0.16321256756782532
boldog,0.19451269507408142,0.19333186745643616,0.27234774827957153,0.23664674162864685,0.20304536819458008,0.1792992204427719,0.32808271050453186
",",0.3149496018886566,0.45456063747406006,0.2891939878463745,0.19700400531291962,0.22176046669483185,0.37898433208465576,0.31091248989105225
near,0.4188554286956787,0.1933041363954544,0.21382223069667816,0.12571768462657928,0.16505001485347748,0.23915451765060425,0.10734958201646805
burkhan,0.2741181254386902,0.25019124150276184,0.49505355954170227,0.6663304567337036,0.07794559001922607,0.29881855845451355,0.15091314911842346
khaldun,0.21924839913845062,0.2736385762691498,0.5847230553627014,0.6202942728996277,0.18256732821464539,0.2347463071346283,0.20904235541820526
mountain,0.21142426133155823,0.19559861719608307,0.2656402587890625,0.15298856794834137,0.13410980999469757,0.12526467442512512,0.10710091888904572
and,0.43859338760375977,0.3740963041782379,0.26551535725593567,0.22885166108608246,0.3069725036621094,0.25002726912498474,0.20544172823429108
the,0.5003893971443176,0.48711544275283813,0.3448939025402069,0.21067845821380615,0.28129076957702637,0.19202874600887299,0.22068053483963013
onon,0.21950851380825043,0.26937949657440186,0.41509193181991577,0.3260955214500427,0.12209150195121765,0.2902872860431671,0.16103661060333252
and,0.43859338760375977,0.3740963041782379,0.26551535725593567,0.22885166108608246,0.3069725036621094,0.25002726912498474,0.20544172823429108
kherlen,0.16241516172885895,0.22520674765110016,0.4010706841945648,0.45138755440711975,0.07718794792890549,0.3009451925754547,0.14330601692199707
rivers,0.21378211677074432,0.12047398090362549,0.22408998012542725,0.1467421054840088,0.12851302325725555,0.16186672449111938,0.15866327285766602
in,0.5344807505607605,0.45514053106307983,0.224680557847023,0.1527150720357895,0.21680790185928345,0.30027052760124207,0.20430970191955566
modern-day,0.2282845824956894,0.3210471272468567,0.25156068801879883,0.19490189850330353,0.1880684792995453,0.23151282966136932,0.2257315069437027
northern,0.2461140751838684,0.22730717062950134,0.2395780384540558,0.1290637105703354,0.15119343996047974,0.190534770488739,0.13149388134479523
mongolia,0.2137911468744278,0.12289638072252274,0.4294305145740509,0.37883228063583374,0.12404590845108032,0.11400329321622849,0.12165829539299011
",",0.3149496018886566,0.45456063747406006,0.2891939878463745,0.19700400531291962,0.22176046669483185,0.37898433208465576,0.31091248989105225
not,0.3820744752883911,0.2888734042644501,0.14725978672504425,0.12768790125846863,0.4694836735725403,0.11885243654251099,0.41942933201789856
far,0.3542677164077759,0.24026422202587128,0.20873212814331055,0.17200538516044617,0.3068681061267853,0.15123894810676575,0.2170870453119278
from,0.3713873624801636,0.31171464920043945,0.19071364402770996,0.10581372678279877,0.25849097967147827,0.18966072797775269,0.19969791173934937
the,0.5003893971443176,0.48711544275283813,0.3448939025402069,0.21067845821380615,0.28129076957702637,0.19202874600887299,0.22068053483963013
current,0.21811948716640472,0.20140352845191956,0.17831522226333618,0.17860856652259827,0.1567617952823639,0.14499947428703308,0.12074550241231918
capital,0.24952609837055206,0.21907466650009155,0.28575485944747925,0.19148284196853638,0.08013632893562317,0.21838563680648804,0.0907452180981636
ulaanbaatar,0.2303520143032074,0.26915422081947327,0.4078821539878845,0.40841197967529297,0.061105187982320786,0.1311415135860443,0.12214430421590805
.,0.41390106081962585,0.40146201848983765,0.25373268127441406,0.19819748401641846,0.26822179555892944,0.2350279539823532,0.4130953550338745
