,what,player,punched,the,ball,in,from,the,2,?
then,0.4072686731815338,0.16617587208747864,0.25247877836227417,0.4297412931919098,0.22892506420612335,0.36253848671913147,0.3597400188446045,0.4297412931919098,-0.02751336805522442,0.2884598970413208
anderson,0.16783855855464935,0.18322673439979553,0.11342116445302963,0.22428388893604279,0.18893100321292877,0.21521469950675964,0.17312020063400269,0.22428388893604279,-0.06459759920835495,0.1857001930475235
scored,0.12092071026563644,0.4243762493133545,0.2845439612865448,0.22936925292015076,0.31771227717399597,0.22821880877017975,0.1862618625164032,0.22936925292015076,-0.09591307491064072,0.14548702538013458
on,0.34226128458976746,0.2081262320280075,0.24726544320583344,0.5107308030128479,0.1605052351951599,0.46853652596473694,0.36926645040512085,0.5107308030128479,-0.0046874904073774815,0.2714994251728058
a,0.3320399522781372,0.2591003477573395,0.2863278388977051,0.5829201340675354,0.23578347265720367,0.539380669593811,0.322764128446579,0.5829201340675354,-0.05323360115289688,0.23916715383529663
2-yard,0.21026496589183807,0.1538345366716385,0.28337380290031433,0.2685171961784363,0.2389821708202362,0.25500354170799255,0.21299013495445251,0.2685171961784363,0.09794402122497559,0.09816810488700867
touchdown,0.1587013155221939,0.3506159484386444,0.29549312591552734,0.1805710643529892,0.3576510548591614,0.14772959053516388,0.17096304893493652,0.1805710643529892,-0.08385917544364929,0.12741123139858246
run,0.2294815480709076,0.15994369983673096,0.21744967997074127,0.27883726358413696,0.22613434493541718,0.26368704438209534,0.23495638370513916,0.27883726358413696,0.02619633451104164,0.17904110252857208
and,0.31309178471565247,0.22685286402702332,0.17874573171138763,0.5171257257461548,0.19981779158115387,0.4954058527946472,0.3601827025413513,0.5171257257461548,-0.0926629975438118,0.20544172823429108
manning,0.20007498562335968,0.3113711178302765,0.18061530590057373,0.27058160305023193,0.3111599087715149,0.22345924377441406,0.23143106698989868,0.27058160305023193,-0.06284938007593155,0.15856626629829407
completed,0.19063329696655273,0.1741570085287094,0.1676100492477417,0.29278936982154846,0.1827995926141739,0.2960484027862549,0.19565615057945251,0.29278936982154846,-0.02621050365269184,0.08272653818130493
a,0.3320399522781372,0.2591003477573395,0.2863278388977051,0.5829201340675354,0.23578347265720367,0.539380669593811,0.322764128446579,0.5829201340675354,-0.05323360115289688,0.23916715383529663
pass,0.24105259776115417,0.1446564942598343,0.14115242660045624,0.25961899757385254,0.21328508853912354,0.18748411536216736,0.15817143023014069,0.25961899757385254,-0.03296289220452309,0.09478675574064255
to,0.455847829580307,0.17719191312789917,0.18446925282478333,0.535392165184021,0.2563202381134033,0.45010748505592346,0.4069952368736267,0.535392165184021,-0.0836251974105835,0.29463258385658264
bennie,0.21440337598323822,0.1979852169752121,0.17993435263633728,0.1505264788866043,0.1631436049938202,0.14135883748531342,0.21946056187152863,0.1505264788866043,0.06038718670606613,0.20028041303157806
fowler,0.1843029260635376,0.16347767412662506,0.15017257630825043,0.2659781575202942,0.2067551165819168,0.28292325139045715,0.12500905990600586,0.2659781575202942,-0.02950546331703663,0.19972145557403564
for,0.3017193675041199,0.2470785230398178,0.19190983474254608,0.4739971458911896,0.1708642989397049,0.4322226941585541,0.314039945602417,0.4739971458911896,-0.09542696177959442,0.264628142118454
a,0.3320399522781372,0.2591003477573395,0.2863278388977051,0.5829201340675354,0.23578347265720367,0.539380669593811,0.322764128446579,0.5829201340675354,-0.05323360115289688,0.23916715383529663
2-point,0.3616398870944977,0.20350168645381927,0.15589749813079834,0.2521202266216278,0.14992405474185944,0.22760647535324097,0.19935773313045502,0.2521202266216278,0.03847646340727806,0.3058913052082062
conversion,0.21660274267196655,0.09660469740629196,0.16690753400325775,0.2308437079191208,0.1013740822672844,0.19224700331687927,0.1634722203016281,0.2308437079191208,-0.014868871308863163,0.1924358606338501
",",0.3087472915649414,0.25826331973075867,0.1872093379497528,0.4933079481124878,0.2170172780752182,0.5201468467712402,0.39760664105415344,0.4933079481124878,-0.08638399094343185,0.31091248989105225
