,where,does,the,name,rhine,derive,from,?
the,0.5003893971443176,0.35928019881248474,1.0,0.3171212375164032,0.30735138058662415,0.28650766611099243,0.40150508284568787,0.22068053483963013
variant,0.1586812138557434,0.1521703004837036,0.13544104993343353,0.27942749857902527,0.1248033195734024,0.30604419112205505,0.11936815083026886,0.17448770999908447
forms,0.20930740237236023,0.3104206919670105,0.2950737178325653,0.20479921996593475,0.20136399567127228,0.3174949884414673,0.27224797010421753,0.1196754202246666
of,0.38066378235816956,0.3119818866252899,0.733189046382904,0.24075818061828613,0.2548927664756775,0.28225037455558777,0.4249346852302551,0.1826142966747284
the,0.5003893971443176,0.35928019881248474,1.0,0.3171212375164032,0.30735138058662415,0.28650766611099243,0.40150508284568787,0.22068053483963013
name,0.24663519859313965,0.21063627302646637,0.3171212375164032,1.0,0.12217257916927338,0.3399490714073181,0.2635002136230469,0.15381577610969543
of,0.38066378235816956,0.3119818866252899,0.733189046382904,0.24075818061828613,0.2548927664756775,0.28225037455558777,0.4249346852302551,0.1826142966747284
the,0.5003893971443176,0.35928019881248474,1.0,0.3171212375164032,0.30735138058662415,0.28650766611099243,0.40150508284568787,0.22068053483963013
rhine,0.2007746696472168,0.13532963395118713,0.30735138058662415,0.12217257916927338,1.0,0.13171637058258057,0.2181936800479889,0.13754533231258392
in,0.5344807505607605,0.214483380317688,0.6662389636039734,0.2459065467119217,0.24648422002792358,0.17943882942199707,0.4274188280105591,0.20430970191955566
modern,0.2249264419078827,0.20442184805870056,0.3283970355987549,0.17239713668823242,0.15564224123954773,0.31154951453208923,0.20089907944202423,0.12475407868623734
languages,0.16315189003944397,0.19303138554096222,0.25516149401664734,0.21055392920970917,0.12720701098442078,0.29504266381263733,0.16041406989097595,0.22599908709526062
are,0.32389864325523376,0.3126322329044342,0.40399202704429626,0.17349179089069366,0.13834848999977112,0.2604319155216217,0.2674213647842407,0.24591213464736938
all,0.36365973949432373,0.31124600768089294,0.4860881567001343,0.18820150196552277,0.12028631567955017,0.24318352341651917,0.2866387963294983,0.29575422406196594
derived,0.19459091126918793,0.1876160204410553,0.26961472630500793,0.3756186068058014,0.07277248054742813,0.8840881586074829,0.315938800573349,0.1241099163889885
from,0.3713873624801636,0.1777622550725937,0.40150508284568787,0.2635002136230469,0.2181936800479889,0.2942720353603363,1.0,0.19969791173934937
the,0.5003893971443176,0.35928019881248474,1.0,0.3171212375164032,0.30735138058662415,0.28650766611099243,0.40150508284568787,0.22068053483963013
gaulish,0.18797160685062408,0.11754339933395386,0.30116724967956543,0.2910001873970032,0.35650089383125305,0.307127982378006,0.26638707518577576,0.1297006756067276
name,0.24663519859313965,0.21063627302646637,0.3171212375164032,1.0,0.12217257916927338,0.3399490714073181,0.2635002136230469,0.15381577610969543
rēnos,0.20046596229076385,0.1186775416135788,0.20501428842544556,0.0919686108827591,0.08432193100452423,0.08695176988840103,0.1065758690237999,0.19775570929050446
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.28145334124565125,0.167837992310524,0.17900356650352478,0.39760664105415344,0.31091248989105225
which,0.5477990508079529,0.39111801981925964,0.6521818041801453,0.2972666025161743,0.18744276463985443,0.36926689743995667,0.38755592703819275,0.25814583897590637
was,0.20731619000434875,0.19302551448345184,0.48711544275283813,0.2646567225456238,0.18681856989860535,0.12985503673553467,0.31171464920043945,0.18412111699581146
adapted,0.15935276448726654,0.2033066600561142,0.2189546525478363,0.16935484111309052,0.05644669756293297,0.23384404182434082,0.18872006237506866,0.13878031075000763
in,0.5344807505607605,0.214483380317688,0.6662389636039734,0.2459065467119217,0.24648422002792358,0.17943882942199707,0.4274188280105591,0.20430970191955566
roman-era,0.16255024075508118,0.07561463117599487,0.26507288217544556,0.23102514445781708,0.2988612949848175,0.2504216432571411,0.18491417169570923,0.22112348675727844
geography,0.23821589350700378,0.18428584933280945,0.20259734988212585,0.15324825048446655,0.1564008593559265,0.21233569085597992,0.23638764023780823,0.17832398414611816
(,0.1970011591911316,0.2728188931941986,0.33289089798927307,0.2706909477710724,0.12381801009178162,0.16867579519748688,0.25806233286857605,0.40561532974243164
1st,0.16817039251327515,0.19110725820064545,0.2525756061077118,0.05066470429301262,0.22343063354492188,0.06165042892098427,0.12860049307346344,0.2033112645149231
century,0.19636200368404388,0.09090649336576462,0.3617299497127533,0.17616520822048187,0.21836237609386444,0.19652803242206573,0.24901773035526276,0.1026201918721199
bc,0.20777668058872223,0.10261961817741394,0.2513079047203064,0.12614215910434723,0.25015801191329956,0.12830615043640137,0.21324317157268524,0.1382298320531845
),0.20711064338684082,0.2575884759426117,0.3456730246543884,0.2638341188430786,0.12686386704444885,0.1617228239774704,0.2672361731529236,0.42300865054130554
as,0.35409465432167053,0.31202155351638794,0.48381632566452026,0.2851914167404175,0.18380387127399445,0.2311549037694931,0.3251767158508301,0.27043893933296204
greek,0.19902768731117249,0.18199464678764343,0.23564283549785614,0.26015329360961914,0.14018139243125916,0.3451661169528961,0.2486233115196228,0.11180876195430756
ῥῆνος,0.13387863337993622,0.006199652794748545,0.03025021031498909,0.08534085005521774,0.03885845094919205,0.11611083149909973,0.14496386051177979,0.21105007827281952
(,0.1970011591911316,0.2728188931941986,0.33289089798927307,0.2706909477710724,0.12381801009178162,0.16867579519748688,0.25806233286857605,0.40561532974243164
rhēnos,0.24266600608825684,0.17709824442863464,0.24777035415172577,0.13526594638824463,0.2646097242832184,0.166362464427948,0.1209569051861763,0.21905288100242615
),0.20711064338684082,0.2575884759426117,0.3456730246543884,0.2638341188430786,0.12686386704444885,0.1617228239774704,0.2672361731529236,0.42300865054130554
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.28145334124565125,0.167837992310524,0.17900356650352478,0.39760664105415344,0.31091248989105225
latin,0.2080112248659134,0.11622219532728195,0.24914836883544922,0.32249414920806885,0.18566949665546417,0.39325734972953796,0.2724078595638275,0.1303461492061615
rhenus,0.2267506718635559,0.21127741038799286,0.3206646144390106,0.23840181529521942,0.44949477910995483,0.26845890283584595,0.1834229677915573,0.2204820066690445
.,0.41390106081962585,0.3022993505001068,0.5934505462646484,0.24737101793289185,0.2089352011680603,0.15810762345790863,0.41536515951156616,0.4130953550338745
