,what,happens,to,the,working,fluid,in,a,closed,loop,system,?
the,0.42745697498321533,0.32930514216423035,0.535392165184021,1.0,0.25857484340667725,0.23256433010101318,0.6662389636039734,0.5829201340675354,0.2359541952610016,0.24706609547138214,0.3233085572719574,0.22068053483963013
working,0.2846863269805908,0.25649741291999817,0.28215980529785156,0.25857484340667725,1.0,0.1520453691482544,0.3062970042228699,0.2998538911342621,0.1681605577468872,0.20917293429374695,0.2118702232837677,0.17154020071029663
fluid,0.20682886242866516,0.3497926592826843,0.20024138689041138,0.23256433010101318,0.1520453691482544,1.0,0.1272517591714859,0.22105562686920166,0.17828300595283508,0.2517825961112976,0.3003348708152771,0.18212400376796722
in,0.30808621644973755,0.2737985849380493,0.45010748505592346,0.6662389636039734,0.3062970042228699,0.1272517591714859,1.0,0.539380669593811,0.21606552600860596,0.1791089028120041,0.21978288888931274,0.20430970191955566
a,0.3320399522781372,0.3780156075954437,0.45503583550453186,0.5829201340675354,0.2998538911342621,0.22105562686920166,0.539380669593811,1.0,0.1631089150905609,0.24126464128494263,0.2589043080806732,0.23916715383529663
rankine,0.14446263015270233,0.1261155903339386,0.15547960996627808,0.22060109674930573,0.14615657925605774,0.2930317521095276,0.20086932182312012,0.18306823074817657,0.18965359032154083,0.20004603266716003,0.2278212606906891,0.15256094932556152
cycle,0.17920038104057312,0.31325477361679077,0.17373278737068176,0.2701641917228699,0.1813115030527115,0.22116050124168396,0.20483464002609253,0.21741491556167603,0.1665954738855362,0.23690491914749146,0.20094482600688934,0.07156776636838913
can,0.34502777457237244,0.4516991674900055,0.4979398250579834,0.312528520822525,0.252237468957901,0.31651830673217773,0.26527702808380127,0.3915780484676361,0.2105410248041153,0.223759263753891,0.25937724113464355,0.3226337134838104
operate,0.23576132953166962,0.29406848549842834,0.3261392116546631,0.23581141233444214,0.3208927810192108,0.19825971126556396,0.24484391510486603,0.21306559443473816,0.256696492433548,0.24465015530586243,0.31364014744758606,0.16664595901966095
as,0.31749409437179565,0.1480354368686676,0.42092081904411316,0.48381632566452026,0.2861536145210266,0.15303975343704224,0.3887844979763031,0.39550232887268066,0.19602783024311066,0.1938740611076355,0.1973835676908493,0.27043893933296204
a,0.3320399522781372,0.3780156075954437,0.45503583550453186,0.5829201340675354,0.2998538911342621,0.22105562686920166,0.539380669593811,1.0,0.1631089150905609,0.24126464128494263,0.2589043080806732,0.23916715383529663
closed,0.1689339131116867,0.2147974669933319,0.2852984070777893,0.2359541952610016,0.1681605577468872,0.17828300595283508,0.21606552600860596,0.1631089150905609,1.0,0.2956741750240326,0.24776631593704224,0.15595348179340363
loop,0.21377356350421906,0.26827317476272583,0.22678492963314056,0.24706609547138214,0.20917293429374695,0.2517825961112976,0.1791089028120041,0.24126464128494263,0.2956741750240326,1.0,0.3084331154823303,0.13595224916934967
system,0.23557309806346893,0.25156205892562866,0.26662686467170715,0.3233085572719574,0.2118702232837677,0.3003348708152771,0.21978288888931274,0.2589043080806732,0.24776631593704224,0.3084331154823303,1.0000001192092896,0.15556083619594574
",",0.3087472915649414,0.24968470633029938,0.44245919585227966,0.4933079481124878,0.29007792472839355,0.10517379641532898,0.5201468467712402,0.427140474319458,0.2763722538948059,0.17224496603012085,0.18439900875091553,0.31091248989105225
where,0.4457937180995941,0.3550759255886078,0.47735077142715454,0.5003893971443176,0.2553141415119171,0.19904714822769165,0.5344807505607605,0.40997210144996643,0.2064974009990692,0.198414146900177,0.2373466193675995,0.24793872237205505
the,0.42745697498321533,0.32930514216423035,0.535392165184021,1.0,0.25857484340667725,0.23256433010101318,0.6662389636039734,0.5829201340675354,0.2359541952610016,0.24706609547138214,0.3233085572719574,0.22068053483963013
working,0.2846863269805908,0.25649741291999817,0.28215980529785156,0.25857484340667725,1.0,0.1520453691482544,0.3062970042228699,0.2998538911342621,0.1681605577468872,0.20917293429374695,0.2118702232837677,0.17154020071029663
fluid,0.20682886242866516,0.3497926592826843,0.20024138689041138,0.23256433010101318,0.1520453691482544,1.0,0.1272517591714859,0.22105562686920166,0.17828300595283508,0.2517825961112976,0.3003348708152771,0.18212400376796722
is,0.28837618231773376,0.3918035626411438,0.42745086550712585,0.5823672413825989,0.20290212333202362,0.23022614419460297,0.5394441485404968,0.658733606338501,0.15169702470302582,0.20200759172439575,0.2282046526670456,0.22961433231830597
recycled,0.20887060463428497,0.2603897154331207,0.2834896743297577,0.24403855204582214,0.297574907541275,0.29568153619766235,0.21810254454612732,0.2675692141056061,0.28691232204437256,0.21066498756408691,0.24013641476631165,0.23930218815803528
continuously,0.2850121855735779,0.32114556431770325,0.3176272511482239,0.3446447253227234,0.2395257204771042,0.2659841775894165,0.31236743927001953,0.3427737355232239,0.2605128586292267,0.29789599776268005,0.25045549869537354,0.12734593451023102
",",0.3087472915649414,0.24968470633029938,0.44245919585227966,0.4933079481124878,0.29007792472839355,0.10517379641532898,0.5201468467712402,0.427140474319458,0.2763722538948059,0.17224496603012085,0.18439900875091553,0.31091248989105225
or,0.33867141604423523,0.4824371039867401,0.38921234011650085,0.4174870550632477,0.2252151519060135,0.29818761348724365,0.3586423695087433,0.48853766918182373,0.21207627654075623,0.22734786570072174,0.32710888981819153,0.32389625906944275
may,0.25739946961402893,0.2597687542438507,0.391582727432251,0.2694292366504669,0.2399349957704544,0.1804818958044052,0.3424151837825775,0.29255667328834534,0.3918439745903015,0.10110507160425186,0.14396558701992035,0.2768254578113556
be,0.3929833769798279,0.3273678421974182,0.4972836375236511,0.4248143136501312,0.2322242259979248,0.24073217809200287,0.3481820821762085,0.39883795380592346,0.34595581889152527,0.2441096007823944,0.24878063797950745,0.3324260413646698
an,0.2821882665157318,0.2509342133998871,0.3138085603713989,0.4207492768764496,0.18882836401462555,0.16802096366882324,0.2605783939361572,0.44552403688430786,0.23245228826999664,0.22394812107086182,0.17536801099777222,0.19793890416622162
``,0.008517155423760414,0.0038739771116524935,0.06720756739377975,0.029072100296616554,-0.031726498156785965,0.044283486902713776,0.04765888676047325,0.07272057235240936,0.019236179068684578,0.0047822147607803345,0.07236211001873016,0.0685480609536171
open,0.2022915631532669,0.22288398444652557,0.2593059837818146,0.2764171361923218,0.16307994723320007,0.15622378885746002,0.27347445487976074,0.21603602170944214,0.425671249628067,0.21895742416381836,0.19512464106082916,0.20715104043483734
loop,0.21377356350421906,0.26827317476272583,0.22678492963314056,0.24706609547138214,0.20917293429374695,0.2517825961112976,0.1791089028120041,0.24126464128494263,0.2956741750240326,1.0,0.3084331154823303,0.13595224916934967
'',0.08143015950918198,-0.039116133004426956,-0.009905828163027763,0.041273195296525955,-0.02339978888630867,0.027420198544859886,0.07432962208986282,0.04890415817499161,-0.008416793309152126,0.03661355748772621,-0.018831472843885422,0.018684765323996544
system,0.23557309806346893,0.25156205892562866,0.26662686467170715,0.3233085572719574,0.2118702232837677,0.3003348708152771,0.21978288888931274,0.2589043080806732,0.24776631593704224,0.3084331154823303,1.0000001192092896,0.15556083619594574
",",0.3087472915649414,0.24968470633029938,0.44245919585227966,0.4933079481124878,0.29007792472839355,0.10517379641532898,0.5201468467712402,0.427140474319458,0.2763722538948059,0.17224496603012085,0.18439900875091553,0.31091248989105225
where,0.4457937180995941,0.3550759255886078,0.47735077142715454,0.5003893971443176,0.2553141415119171,0.19904714822769165,0.5344807505607605,0.40997210144996643,0.2064974009990692,0.198414146900177,0.2373466193675995,0.24793872237205505
the,0.42745697498321533,0.32930514216423035,0.535392165184021,1.0,0.25857484340667725,0.23256433010101318,0.6662389636039734,0.5829201340675354,0.2359541952610016,0.24706609547138214,0.3233085572719574,0.22068053483963013
exhaust,0.1970054805278778,0.3126935362815857,0.2812638282775879,0.2500286400318146,0.1807476282119751,0.3424885869026184,0.16454721987247467,0.3041450083255768,0.3059103190898895,0.2519235610961914,0.26659390330314636,0.1444300264120102
steam,0.15672586858272552,0.21400709450244904,0.22894427180290222,0.23105813562870026,0.20605218410491943,0.31744375824928284,0.19852672517299652,0.2141898274421692,0.22645631432533264,0.22610513865947723,0.20308354496955872,0.113324373960495
is,0.28837618231773376,0.3918035626411438,0.42745086550712585,0.5823672413825989,0.20290212333202362,0.23022614419460297,0.5394441485404968,0.658733606338501,0.15169702470302582,0.20200759172439575,0.2282046526670456,0.22961433231830597
