,what,type,of,goals,are,usually,done,skirting,the,law,?
some,0.4491020441055298,0.2761056125164032,0.4300730526447296,0.0822538509964943,0.6331475377082825,0.5402855277061462,0.4054286479949951,0.31022846698760986,0.4566698372364044,0.19280415773391724,0.2562315762042999
civil,0.15091551840305328,0.05067194625735283,0.24698495864868164,0.16597527265548706,0.12244163453578949,0.1792614609003067,0.15913797914981842,0.2378297597169876,0.2477465271949768,0.31305259466171265,0.1494513899087906
disobedients,0.3241478204727173,0.20870141685009003,0.32510921359062195,0.1559283584356308,0.31535014510154724,0.32686877250671387,0.24925445020198822,0.29168209433555603,0.34096023440361023,0.37916383147239685,0.18925230205059052
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.18402206897735596,0.4062570035457611,0.21946179866790771,0.32079052925109863,0.29215508699417114,0.4933079481124878,0.24953721463680267,0.31091248989105225
such,0.23989605903625488,0.2636772096157074,0.3209529519081116,0.08761841058731079,0.4654397666454315,0.4232233762741089,0.3031674325466156,0.278974711894989,0.3575236201286316,0.18631872534751892,0.17851735651493073
as,0.31749409437179565,0.19307732582092285,0.3886612355709076,0.1147177442908287,0.3826591968536377,0.3335179388523102,0.28695398569107056,0.3174377977848053,0.48381632566452026,0.2346976399421692,0.27043893933296204
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.11426310986280441,0.40399202704429626,0.36782920360565186,0.26575928926467896,0.32141241431236267,1.0,0.24548950791358948,0.22068053483963013
proprietors,0.16715747117996216,0.13941216468811035,0.297958105802536,0.08899357169866562,0.21801775693893433,0.2164587378501892,0.11310508102178574,0.11753976345062256,0.32072287797927856,0.21197442710399628,0.10467316955327988
of,0.33290785551071167,0.18112817406654358,1.0,0.10088890790939331,0.39081433415412903,0.33931583166122437,0.23300732672214508,0.2438109964132309,0.733189046382904,0.2816956341266632,0.1826142966747284
illegal,0.21956031024456024,0.1518467217683792,0.19375135004520416,0.12237529456615448,0.2369074821472168,0.2981129586696625,0.3041438162326813,0.18901263177394867,0.18815846741199493,0.3386971950531006,0.1562941074371338
medical,0.2389855533838272,0.053759947419166565,0.2826511859893799,0.07071373611688614,0.21335911750793457,0.2146919220685959,0.22018548846244812,0.1636246293783188,0.2398311346769333,0.2819390296936035,0.13234087824821472
cannabis,0.19893696904182434,0.17833204567432404,0.18103986978530884,0.13272422552108765,0.2380737066268921,0.2926344573497772,0.22483260929584503,0.20790113508701324,0.20106162130832672,0.2690141797065735,0.17839333415031433
dispensaries,0.33956003189086914,0.12970523536205292,0.3943612575531006,0.14398840069770813,0.3684365153312683,0.3482304513454437,0.29450318217277527,0.26187655329704285,0.35180923342704773,0.3950881361961365,0.2910919189453125
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.16611462831497192,0.48576638102531433,0.3817319869995117,0.3048352003097534,0.25367307662963867,0.5171257257461548,0.254730761051178,0.20544172823429108
voice,0.19483280181884766,0.1235276535153389,0.1260928511619568,0.08842083066701889,0.15824002027511597,0.13043035566806793,0.19100068509578705,0.19910059869289398,0.19344258308410645,0.1306561678647995,0.17046543955802917
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.1082669347524643,0.3841303884983063,0.28848564624786377,0.22165289521217346,0.26696887612342834,0.6662389636039734,0.24850773811340332,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.11426310986280441,0.40399202704429626,0.36782920360565186,0.26575928926467896,0.32141241431236267,1.0,0.24548950791358948,0.22068053483963013
wilderness,0.23615862429141998,0.12744997441768646,0.2411338835954666,0.1303437203168869,0.1854177564382553,0.16484631597995758,0.1493968367576599,0.2967977523803711,0.26517605781555176,0.1836521029472351,0.1363435983657837
