,what,title,was,given,to,genghis,khan,posthumously,?
the,0.42745697498321533,0.27465343475341797,0.48711544275283813,0.37508252263069153,0.535392165184021,0.3448939025402069,0.21067845821380615,0.2437174916267395,0.22068053483963013
title,0.205022931098938,0.9999999403953552,0.19408874213695526,0.2575627863407135,0.24913249909877777,0.22426576912403107,0.22046531736850739,0.19661268591880798,0.34551161527633667
khagan,0.20094817876815796,0.1668834388256073,0.29879534244537354,0.10853975266218185,0.22773252427577972,0.607407808303833,0.6743661165237427,0.15470775961875916,0.16919690370559692
was,0.22111038863658905,0.19408874213695526,1.0000001192092896,0.26878538727760315,0.3636345863342285,0.3037589192390442,0.23483267426490784,0.32021570205688477,0.18412111699581146
not,0.5449194312095642,0.19091831147670746,0.2888734042644501,0.30521225929260254,0.5149973034858704,0.14725978672504425,0.12768790125846863,0.16831742227077484,0.41942933201789856
conferred,0.10596323013305664,0.267731636762619,0.21696795523166656,0.37004464864730835,0.2093866616487503,0.19125159084796906,0.17655448615550995,0.26977479457855225,0.10300537198781967
on,0.34226128458976746,0.16559039056301117,0.3909217119216919,0.2107619345188141,0.41031414270401,0.17695671319961548,0.13222354650497437,0.1701522022485733,0.2714994251728058
genghis,0.24369274079799652,0.22426576912403107,0.3037589192390442,0.16919517517089844,0.2294713407754898,1.0,0.5896923542022705,0.32087793946266174,0.18813461065292358
until,0.2693650424480438,0.19181054830551147,0.43126991391181946,0.19371828436851501,0.354556679725647,0.17321395874023438,0.1777706742286682,0.21845406293869019,0.20304496586322784
after,0.21973377466201782,0.17867733538150787,0.49306565523147583,0.27843979001045227,0.37890323996543884,0.24102559685707092,0.1264270693063736,0.3202553391456604,0.16608688235282898
his,0.26976513862609863,0.22620166838169098,0.4405253231525421,0.2973951995372772,0.3715193271636963,0.3744826912879944,0.26570460200309753,0.3617780804634094,0.18075084686279297
death,0.2267695665359497,0.13166430592536926,0.28516459465026855,0.1797260344028473,0.19568277895450592,0.28730303049087524,0.14168724417686462,0.3196181058883667,0.21149799227714539
",",0.3087472915649414,0.2202284336090088,0.45456063747406006,0.2843315005302429,0.44245919585227966,0.2891939878463745,0.19700400531291962,0.19392962753772736,0.31091248989105225
when,0.4700249433517456,0.19001033902168274,0.37326499819755554,0.3406018912792206,0.5423505902290344,0.19557388126850128,0.16355718672275543,0.22644935548305511,0.22841128706932068
his,0.26976513862609863,0.22620166838169098,0.4405253231525421,0.2973951995372772,0.3715193271636963,0.3744826912879944,0.26570460200309753,0.3617780804634094,0.18075084686279297
son,0.15706995129585266,0.2038162499666214,0.3045712113380432,0.14270727336406708,0.16820268332958221,0.34843745827674866,0.27596136927604675,0.3025680184364319,0.14735563099384308
and,0.31309178471565247,0.20763245224952698,0.3740963041782379,0.30185943841934204,0.48971283435821533,0.26551535725593567,0.22885166108608246,0.13505162298679352,0.20544172823429108
