,what,was,the,shape,that,faget,designed,for,the,apollo,command,module,?
maxime,0.14200358092784882,0.2023783028125763,0.1615416258573532,0.11328979581594467,0.14220070838928223,0.2706521153450012,0.22129711508750916,0.09652204066514969,0.1615416258573532,0.22721454501152039,0.2431124448776245,0.15114355087280273,0.1542433202266693
faget,0.230553537607193,0.2862376570701599,0.2674218714237213,0.14824113249778748,0.1743987798690796,1.0,0.1757068634033203,0.18717597424983978,0.2674218714237213,0.21768896281719208,0.18547901511192322,0.3072868883609772,0.3170475661754608
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.035907089710235596,0.04397977516055107,-0.023688048124313354,0.026795532554388046,-0.07241261005401611,-0.01540423184633255,-0.020172206684947014,-0.020514624193310738,-0.008640206418931484,-0.023395681753754616
preliminary,0.3009800612926483,0.21951059997081757,0.3177361786365509,0.1945815533399582,0.30563822388648987,0.18390779197216034,0.148931622505188,0.21859794855117798,0.3177361786365509,0.17420513927936554,0.2020566612482071,0.23132087290287018,0.1416303664445877
apollo,0.13561789691448212,0.2306441366672516,0.2169172167778015,0.192757710814476,0.2014923095703125,0.21768896281719208,0.1979919970035553,0.18462510406970978,0.2169172167778015,0.9999999403953552,0.2812953591346741,0.38253456354141235,0.191528782248497
design,0.23893405497074127,0.2780803442001343,0.27913451194763184,0.29507628083229065,0.277990460395813,0.17484912276268005,0.7167810201644897,0.2477298229932785,0.27913451194763184,0.20354723930358887,0.18311980366706848,0.2107820063829422,0.16351860761642456
employed,0.15165269374847412,0.23432216048240662,0.2112865000963211,0.0994868129491806,0.2583105266094208,0.19920551776885986,0.3115940988063812,0.27203500270843506,0.2112865000963211,0.10984092950820923,0.203214630484581,0.16180133819580078,0.1261894851922989
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.32737624645233154,0.47537946701049805,0.33385080099105835,0.28430381417274475,0.44038116931915283,0.5829201340675354,0.19996169209480286,0.1801539957523346,0.13346926867961884,0.23916715383529663
cone-shaped,0.22057917714118958,0.2058778703212738,0.32570287585258484,0.6528490781784058,0.28255391120910645,0.25753045082092285,0.3058391511440277,0.15273232758045197,0.32570287585258484,0.1947169303894043,0.08830961585044861,0.1529078185558319,0.09783484041690826
command,0.22732043266296387,0.22477014362812042,0.27488255500793457,0.1541251689195633,0.23043839633464813,0.18547901511192322,0.18784190714359283,0.18338429927825928,0.27488255500793457,0.2812953591346741,1.0,0.3755824863910675,0.13402260839939117
module,0.2071267068386078,0.09592796117067337,0.15147453546524048,0.15795163810253143,0.25704696774482727,0.3072868883609772,0.15687674283981323,0.20810315012931824,0.15147453546524048,0.38253456354141235,0.3755824863910675,1.0,0.2131270468235016
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.224068284034729,0.4137537479400635,0.40004268288612366,0.201692596077919,0.4464869201183319,0.4933079481124878,0.19808128476142883,0.25408896803855896,0.14771580696105957,0.31091248989105225
supported,0.16402992606163025,0.3039414882659912,0.27276676893234253,0.13650332391262054,0.33392322063446045,0.10865145921707153,0.2773350179195404,0.32561784982681274,0.27276676893234253,0.09045872092247009,0.26412659883499146,0.20732611417770386,0.11593948304653168
by,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.13405035436153412,0.37496164441108704,0.1910608559846878,0.29250532388687134,0.3248702883720398,0.4408751428127289,0.1803566962480545,0.23793496191501617,0.12459640949964523,0.17966607213020325
one,0.376489520072937,0.3752199709415436,0.5514441132545471,0.2513245940208435,0.5133185982704163,0.15853473544120789,0.2124830186367035,0.384836345911026,0.5514441132545471,0.1690824031829834,0.14229638874530792,0.17110902070999146,0.2673267424106598
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.2597946226596832,0.41498205065727234,0.21141140162944794,0.2000347077846527,0.4185989499092102,0.733189046382904,0.1786269098520279,0.23060646653175354,0.057198818773031235,0.1826142966747284
several,0.22446060180664062,0.25396689772605896,0.40559855103492737,0.1650540828704834,0.40009650588035583,0.09807559102773666,0.17461766302585602,0.3891045153141022,0.40559855103492737,0.15985430777072906,0.18454210460186005,0.1835152506828308,0.15595775842666626
service,0.16857224702835083,0.22689001262187958,0.22661015391349792,0.13510705530643463,0.24765339493751526,0.18162104487419128,0.19692067801952362,0.31237727403640747,0.22661015391349792,0.15670818090438843,0.30842626094818115,0.22161410748958588,0.1676298975944519
modules,0.24831123650074005,0.07419878989458084,0.18172919750213623,0.24437786638736725,0.2935730516910553,0.20929263532161713,0.2349843531847,0.2542053759098053,0.18172919750213623,0.2745383083820343,0.3727332055568695,0.8595665097236633,0.2365492284297943
providing,0.21766136586666107,0.1957843005657196,0.29839932918548584,0.15028123557567596,0.30122050642967224,0.1572297364473343,0.23367714881896973,0.44196924567222595,0.29839932918548584,0.123371921479702,0.22046427428722382,0.18460559844970703,0.1936793476343155
propulsion,0.18541935086250305,0.1595422327518463,0.2493213713169098,0.30575403571128845,0.24884435534477234,0.23965533077716827,0.3370107114315033,0.258436918258667,0.2493213713169098,0.32333579659461975,0.20955121517181396,0.2906278967857361,0.14722804725170135
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.2703090310096741,0.4731321930885315,0.2870442867279053,0.2359010875225067,0.5064792633056641,0.5171257257461548,0.15251155197620392,0.2525673806667328,0.18687106668949127,0.20544172823429108
electrical,0.19961315393447876,0.2032313495874405,0.2523402273654938,0.2662086486816406,0.2451883852481842,0.15011179447174072,0.29799962043762207,0.20076188445091248,0.2523402273654938,0.14523950219154358,0.1478009670972824,0.1954919993877411,0.10923371464014053
power,0.22216427326202393,0.1794997751712799,0.2647338807582855,0.19754593074321747,0.2680378556251526,0.12537075579166412,0.14945311844348907,0.15072456002235413,0.2647338807582855,0.1079995334148407,0.24284347891807556,0.1676819920539856,0.15304024517536163
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.224068284034729,0.4137537479400635,0.40004268288612366,0.201692596077919,0.4464869201183319,0.4933079481124878,0.19808128476142883,0.25408896803855896,0.14771580696105957,0.31091248989105225
sized,0.1341329962015152,0.17264655232429504,0.23903165757656097,0.30247926712036133,0.24997752904891968,0.13790473341941833,0.21384288370609283,0.1451425999403,0.23903165757656097,0.10890176147222519,0.15975038707256317,0.08723064512014389,0.08532150089740753
appropriately,0.34089675545692444,0.17918530106544495,0.26580265164375305,0.16903568804264069,0.33904197812080383,0.11813174933195114,0.18627555668354034,0.3037583529949188,0.26580265164375305,0.1139729917049408,0.15828166902065277,0.2333543747663498,0.29228439927101135
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.17322315275669098,0.4137635827064514,0.18717597424983978,0.22817277908325195,0.9999999403953552,0.4739971458911896,0.18462510406970978,0.18338429927825928,0.20810315012931824,0.264628142118454
the,0.42745697498321533,0.48711544275283813,1.0,0.29087939858436584,0.5473989248275757,0.2674218714237213,0.2559613883495331,0.4739971458911896,1.0,0.2169172167778015,0.27488255500793457,0.15147453546524048,0.22068053483963013
space,0.20525942742824554,0.14677780866622925,0.24495907127857208,0.24354560673236847,0.2368461638689041,0.19693917036056519,0.19449962675571442,0.24232043325901031,0.24495907127857208,0.3076713979244232,0.25726136565208435,0.34218472242355347,0.1885536164045334
station,0.1613752841949463,0.18833480775356293,0.23609806597232819,0.10514811426401138,0.18958641588687897,0.21416059136390686,0.13285060226917267,0.18705002963542938,0.23609806597232819,0.1934690922498703,0.23648281395435333,0.28624677658081055,0.12574981153011322
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.224068284034729,0.4137537479400635,0.40004268288612366,0.201692596077919,0.4464869201183319,0.4933079481124878,0.19808128476142883,0.25408896803855896,0.14771580696105957,0.31091248989105225
cislunar,0.295062392950058,0.2639932334423065,0.38430237770080566,0.38226038217544556,0.3110544979572296,0.23929457366466522,0.20033738017082214,0.2395845204591751,0.38430237770080566,0.42469367384910583,0.3008933663368225,0.37592628598213196,0.21718072891235352
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.224068284034729,0.4137537479400635,0.40004268288612366,0.201692596077919,0.4464869201183319,0.4933079481124878,0.19808128476142883,0.25408896803855896,0.14771580696105957,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.2703090310096741,0.4731321930885315,0.2870442867279053,0.2359010875225067,0.5064792633056641,0.5171257257461548,0.15251155197620392,0.2525673806667328,0.18687106668949127,0.20544172823429108
lunar,0.18274477124214172,0.17547959089279175,0.23309995234012604,0.3117924630641937,0.24143245816230774,0.19337207078933716,0.17751821875572205,0.16840216517448425,0.23309995234012604,0.48109763860702515,0.27303653955459595,0.4598902761936188,0.1628302037715912
landing,0.17083740234375,0.21103228628635406,0.24055521190166473,0.1732778251171112,0.2021215856075287,0.16441382467746735,0.20361106097698212,0.23171500861644745,0.24055521190166473,0.3499414920806885,0.3233402967453003,0.28224778175354004,0.11133739352226257
missions,0.21898438036441803,0.1960911750793457,0.26288601756095886,0.13217367231845856,0.20651644468307495,0.20118588209152222,0.2318512499332428,0.24688635766506195,0.26288601756095886,0.3512161374092102,0.3620874881744385,0.3042972981929779,0.21422071754932404
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.267643541097641,0.4460422694683075,0.4087286591529846,0.24422594904899597,0.4726039469242096,0.5934505462646484,0.22384987771511078,0.22706228494644165,0.1851804405450821,0.4130953550338745
