,what,was,developed,from,watt,'s,measurements,on,a,model,steam,engine,?
the,0.42745697498321533,0.48711544275283813,0.24490751326084137,0.40150508284568787,0.1903349757194519,-0.01540423184633255,0.2816277742385864,0.5107308030128479,0.5829201340675354,0.14028635621070862,0.23105813562870026,0.21651263535022736,0.22068053483963013
experimental,0.24195317924022675,0.2688197195529938,0.3215119540691376,0.16935037076473236,0.22851048409938812,-0.011420031078159809,0.335925817489624,0.23907987773418427,0.2632029950618744,0.23337121307849884,0.2068733274936676,0.25444555282592773,0.14400577545166016
measurements,0.2814480662345886,0.17140966653823853,0.2783408761024475,0.254740834236145,0.2801406681537628,0.023685390129685402,1.0000001192092896,0.21655458211898804,0.25912022590637207,0.229855477809906,0.18274375796318054,0.22576631605625153,0.18784773349761963
made,0.23419176042079926,0.3433256447315216,0.301525741815567,0.23003742098808289,0.14280405640602112,0.08483956009149551,0.23371447622776031,0.37619519233703613,0.3180864453315735,0.12748488783836365,0.19250525534152985,0.14108897745609283,0.17218779027462006
by,0.2455483376979828,0.4752357602119446,0.2796236276626587,0.3373257517814636,0.17395760118961334,-0.010884488001465797,0.21789118647575378,0.33887791633605957,0.32094135880470276,0.12459231913089752,0.18134352564811707,0.1870088279247284,0.17966607213020325
watt,0.12468069046735764,0.20568017661571503,0.17929807305335999,0.09995720535516739,1.0,-0.022533712908625603,0.2801406681537628,0.14423085749149323,0.21096299588680267,0.22145168483257294,0.3759114742279053,0.31998884677886963,0.16354146599769592
on,0.34226128458976746,0.3909217119216919,0.2070675492286682,0.36926645040512085,0.14423085749149323,0.0026888418942689896,0.21655458211898804,0.9999999403953552,0.3848365545272827,0.20435898005962372,0.1939276158809662,0.21060344576835632,0.2714994251728058
a,0.3320399522781372,0.4508470594882965,0.286296546459198,0.322764128446579,0.21096299588680267,0.04866964742541313,0.25912022590637207,0.3848365545272827,1.0,0.29218459129333496,0.2141898274421692,0.24768835306167603,0.23916715383529663
model,0.2303347885608673,0.21753697097301483,0.1593099981546402,0.13395722210407257,0.22145168483257294,0.06566128134727478,0.229855477809906,0.20435898005962372,0.29218459129333496,1.0000001192092896,0.1983744353055954,0.2739640772342682,0.14843042194843292
steam,0.15672586858272552,0.16913670301437378,0.1999523788690567,0.2270648181438446,0.3759114742279053,0.03992457315325737,0.18274375796318054,0.1939276158809662,0.2141898274421692,0.1983744353055954,1.0000001192092896,0.4921848475933075,0.113324373960495
engine,0.18463268876075745,0.205611914396286,0.25843650102615356,0.20623253285884857,0.31998884677886963,0.044662050902843475,0.22576631605625153,0.21060344576835632,0.24768835306167603,0.2739640772342682,0.4921848475933075,1.0,0.17739196121692657
led,0.12112844735383987,0.34443995356559753,0.26837730407714844,0.2455430030822754,0.2532920241355896,-0.01628696173429489,0.1627015471458435,0.23411796987056732,0.19072435796260834,0.05455842614173889,0.14877061545848846,0.2147948294878006,0.09273858368396759
to,0.455847829580307,0.3636345863342285,0.19491806626319885,0.4069952368736267,0.18281418085098267,0.03782717138528824,0.2815989851951599,0.41031414270401,0.45503583550453186,0.187554731965065,0.22894427180290222,0.20794793963432312,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,0.24490751326084137,0.40150508284568787,0.1903349757194519,-0.01540423184633255,0.2816277742385864,0.5107308030128479,0.5829201340675354,0.14028635621070862,0.23105813562870026,0.21651263535022736,0.22068053483963013
development,0.19014155864715576,0.2344081997871399,0.5277126431465149,0.15210078656673431,0.22241365909576416,0.004789014346897602,0.22889670729637146,0.23800693452358246,0.2762584090232849,0.1938512772321701,0.1828628033399582,0.19329482316970825,0.1211358830332756
of,0.33290785551071167,0.4069072902202606,0.21960023045539856,0.4249346852302551,0.21599632501602173,-0.03817026689648628,0.2575634717941284,0.3966929316520691,0.5052502155303955,0.18271391093730927,0.20239725708961487,0.17095594108104706,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,0.24490751326084137,0.40150508284568787,0.1903349757194519,-0.01540423184633255,0.2816277742385864,0.5107308030128479,0.5829201340675354,0.14028635621070862,0.23105813562870026,0.21651263535022736,0.22068053483963013
separate,0.33215096592903137,0.1980229765176773,0.19833505153656006,0.2964138686656952,0.16115888953208923,0.03854526951909065,0.2410978376865387,0.29721102118492126,0.3137926161289215,0.15581361949443817,0.19511428475379944,0.17311933636665344,0.16835719347000122
condenser,0.2606344223022461,0.11530507355928421,0.17393679916858673,0.15078984200954437,0.2455337643623352,-0.0266112107783556,0.32451388239860535,0.18807891011238098,0.25842127203941345,0.25016868114471436,0.42217105627059937,0.33374881744384766,0.1732601672410965
.,0.3567904531955719,0.40146201848983765,0.2569568455219269,0.41536515951156616,0.25756895542144775,-0.003708066651597619,0.26048997044563293,0.49257001280784607,0.50484299659729,0.1938832700252533,0.22855372726917267,0.21814921498298645,0.4130953550338745
