,what,is,septicemia,?
in,0.30808621644973755,0.5394441485404968,0.2757708728313446,0.20430970191955566
addition,0.20643717050552368,0.2727152407169342,0.1759195178747177,0.19187232851982117
to,0.455847829580307,0.42745086550712585,0.278696745634079,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,0.25526896119117737,0.22068053483963013
bubonic,0.24423125386238098,0.2304987907409668,0.6734277606010437,0.21706949174404144
infection,0.17579561471939087,0.23968450725078583,0.6195013523101807,0.18650056421756744
",",0.3087472915649414,0.4691906273365021,0.31550440192222595,0.31091248989105225
others,0.3888046145439148,0.25228992104530334,0.2832874655723572,0.26705288887023926
point,0.3286605179309845,0.29601794481277466,0.11079525202512741,0.19189560413360596
to,0.455847829580307,0.42745086550712585,0.278696745634079,0.29463258385658264
additional,0.20172064006328583,0.1715312898159027,0.11139008402824402,0.24309562146663666
septicemic,0.20445136725902557,0.257688045501709,0.905943751335144,0.18655236065387726
(,0.2411840260028839,0.35393038392066956,0.205778568983078,0.40561532974243164
a,0.3320399522781372,0.658733606338501,0.2764161229133606,0.23916715383529663
type,0.2722663879394531,0.3053323030471802,0.24536937475204468,0.17536182701587677
of,0.33290785551071167,0.4854315221309662,0.2622949481010437,0.1826142966747284
``,0.008517155423760414,0.058766357600688934,0.13626354932785034,0.0685480609536171
blood,0.15800324082374573,0.18016870319843292,0.42585551738739014,0.156274676322937
poisoning,0.24842742085456848,0.18555288016796112,0.5357170104980469,0.1484118103981018
'',0.08143015950918198,0.0793738141655922,-0.04164395481348038,0.018684765323996544
),0.26259949803352356,0.37732169032096863,0.1995423287153244,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.21936923265457153,0.20544172823429108
pneumonic,0.14966851472854614,0.20815318822860718,0.5364491939544678,0.1488465815782547
(,0.2411840260028839,0.35393038392066956,0.205778568983078,0.40561532974243164
an,0.2821882665157318,0.4654068350791931,0.2397482693195343,0.19793890416622162
airborne,0.16871149837970734,0.16831937432289124,0.2660091519355774,0.10745280981063843
plague,0.22263506054878235,0.15890252590179443,0.5154247879981995,0.11872942000627518
that,0.6297725439071655,0.3995479643344879,0.3053586781024933,0.32716336846351624
attacks,0.19946885108947754,0.23290947079658508,0.298750102519989,0.14532065391540527
the,0.42745697498321533,0.5823672413825989,0.25526896119117737,0.22068053483963013
lungs,0.2058555632829666,0.18900567293167114,0.47751787304878235,0.19047874212265015
before,0.3801657259464264,0.25183290243148804,0.2680172920227051,0.2507109045982361
the,0.42745697498321533,0.5823672413825989,0.25526896119117737,0.22068053483963013
rest,0.35225364565849304,0.26480963826179504,0.21134358644485474,0.1725541204214096
of,0.33290785551071167,0.4854315221309662,0.2622949481010437,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.25526896119117737,0.22068053483963013
body,0.2143840193748474,0.2790417969226837,0.33173462748527527,0.20136451721191406
),0.26259949803352356,0.37732169032096863,0.1995423287153244,0.42300865054130554
forms,0.16334041953086853,0.35419854521751404,0.2743155360221863,0.1196754202246666
of,0.33290785551071167,0.4854315221309662,0.2622949481010437,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.25526896119117737,0.22068053483963013
plague,0.22263506054878235,0.15890252590179443,0.5154247879981995,0.11872942000627518
",",0.3087472915649414,0.4691906273365021,0.31550440192222595,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.3182653486728668,0.25814583897590637
lengthen,0.21883589029312134,0.17974971234798431,0.17583511769771576,0.16928739845752716
the,0.42745697498321533,0.5823672413825989,0.25526896119117737,0.22068053483963013
duration,0.29509851336479187,0.19252122938632965,0.23806799948215485,0.24553591012954712
of,0.33290785551071167,0.4854315221309662,0.2622949481010437,0.1826142966747284
outbreaks,0.21667125821113586,0.2226419746875763,0.47939416766166687,0.18502937257289886
throughout,0.2130906730890274,0.2639545500278473,0.20494835078716278,0.12665234506130219
the,0.42745697498321533,0.5823672413825989,0.25526896119117737,0.22068053483963013
seasons,0.13544028997421265,0.18750202655792236,0.1954154670238495,0.13766995072364807
and,0.31309178471565247,0.3859752118587494,0.21936923265457153,0.20544172823429108
help,0.3728281855583191,0.152378648519516,0.25050491094589233,0.28403452038764954
account,0.27991923689842224,0.1971616894006729,0.280526727437973,0.34417325258255005
for,0.3017193675041199,0.43268078565597534,0.24501536786556244,0.264628142118454
its,0.30393704771995544,0.4447362422943115,0.13754530251026154,0.15103481709957123
high,0.20466077327728271,0.2383800595998764,0.23411275446414948,0.11137914657592773
mortality,0.20401974022388458,0.1907704472541809,0.4801374673843384,0.18695609271526337
rate,0.21845893561840057,0.24290183186531067,0.2831883728504181,0.1308269053697586
and,0.31309178471565247,0.3859752118587494,0.21936923265457153,0.20544172823429108
additional,0.20172064006328583,0.1715312898159027,0.11139008402824402,0.24309562146663666
recorded,0.17687608301639557,0.19766312837600708,0.17954519391059875,0.19213420152664185
symptoms,0.23864661157131195,0.1578281670808792,0.5915884971618652,0.23707963526248932
.,0.3567904531955719,0.4569662809371948,0.29168257117271423,0.4130953550338745
