,by,what,means,is,imperialism,usually,administered,?
imperialism,0.21250218152999878,0.24614648520946503,0.180331289768219,0.13894762098789215,1.0,0.12983554601669312,0.19595013558864594,0.14998586475849152
is,0.3899846076965332,0.28837618231773376,0.4087343215942383,1.0,0.13894762098789215,0.4230746626853943,0.23213163018226624,0.22961433231830597
``,-0.030704375356435776,0.008517155423760414,0.09677895158529282,0.058766357600688934,0.050459738820791245,0.11877422779798508,0.10131251066923141,0.0685480609536171
a,0.32094135880470276,0.3320399522781372,0.34418490529060364,0.658733606338501,0.17335295677185059,0.46690207719802856,0.19899868965148926,0.23916715383529663
policy,0.13463684916496277,0.3869883120059967,0.2142709344625473,0.15952111780643463,0.37139713764190674,0.1336793154478073,0.32442745566368103,0.30462446808815
of,0.3646814823150635,0.33290785551071167,0.29942914843559265,0.4854315221309662,0.29240643978118896,0.33931583166122437,0.34558019042015076,0.1826142966747284
extending,0.19259190559387207,0.28489816188812256,0.21334944665431976,0.29028311371803284,0.12444278597831726,0.27572113275527954,0.25917860865592957,0.16590118408203125
a,0.32094135880470276,0.3320399522781372,0.34418490529060364,0.658733606338501,0.17335295677185059,0.46690207719802856,0.19899868965148926,0.23916715383529663
country,0.24224938452243805,0.22705033421516418,0.20542795956134796,0.24409033358097076,0.2708059251308441,0.18933828175067902,0.22445537149906158,0.12647280097007751
's,-0.010884488001465797,0.02692362666130066,0.047105882316827774,0.02396530658006668,0.00493214325979352,0.08620650321245193,-0.033042896538972855,-0.023395681753754616
power,0.21582826972007751,0.22216427326202393,0.20666161179542542,0.15234114229679108,0.25230416655540466,0.18291489779949188,0.15738745033740997,0.15304024517536163
and,0.4289871156215668,0.31309178471565247,0.25371095538139343,0.3859752118587494,0.19073538482189178,0.3817319869995117,0.2802276909351349,0.20544172823429108
influence,0.29864758253097534,0.2790174186229706,0.1794266402721405,0.19989071786403656,0.38372498750686646,0.1953974813222885,0.20551541447639465,0.14200882613658905
through,0.3433202803134918,0.23167094588279724,0.25852081179618835,0.27805060148239136,0.13557466864585876,0.2423703521490097,0.2428249567747116,0.16913433372974396
colonization,0.204640731215477,0.2600310444831848,0.22761480510234833,0.2180446833372116,0.4021700322628021,0.1605016589164734,0.2640596926212311,0.17553666234016418
",",0.3680937886238098,0.3087472915649414,0.24041147530078888,0.4691906273365021,0.2420617640018463,0.21946179866790771,0.2262915074825287,0.31091248989105225
use,0.21048003435134888,0.3453877568244934,0.33659112453460693,0.3357410430908203,0.15041029453277588,0.4351155757904053,0.14207583665847778,0.32795652747154236
of,0.3646814823150635,0.33290785551071167,0.29942914843559265,0.4854315221309662,0.29240643978118896,0.33931583166122437,0.34558019042015076,0.1826142966747284
military,0.2170676290988922,0.18809624016284943,0.13586580753326416,0.139249786734581,0.34286001324653625,0.20081736147403717,0.2553994953632355,0.1890317052602768
force,0.24997374415397644,0.16915984451770782,0.19849766790866852,0.22036980092525482,0.27255183458328247,0.18658389151096344,0.12056190520524979,0.1650998443365097
",",0.3680937886238098,0.3087472915649414,0.24041147530078888,0.4691906273365021,0.2420617640018463,0.21946179866790771,0.2262915074825287,0.31091248989105225
or,0.30274316668510437,0.33867141604423523,0.5554915070533752,0.41870999336242676,0.16436384618282318,0.654004693031311,0.2885195016860962,0.32389625906944275
other,0.3321913778781891,0.341873437166214,0.2498726099729538,0.25895947217941284,0.19548238813877106,0.42674925923347473,0.209732323884964,0.24682199954986572
means,0.16834649443626404,0.2553325295448303,1.0000001192092896,0.4087343215942383,0.180331289768219,0.49257367849349976,0.17346107959747314,0.21233566105365753
'',-0.010275691747665405,0.08143015950918198,-0.012570749968290329,0.0793738141655922,-0.013202380388975143,0.02397526055574417,0.1017737165093422,0.018684765323996544
.,0.3936232924461365,0.3567904531955719,0.18089891970157623,0.4569662809371948,0.22279119491577148,0.28580138087272644,0.25233685970306396,0.4130953550338745
