,what,force,acts,between,electric,charges,?
the,0.42745697498321533,0.2800885736942291,0.2568269371986389,0.39067012071609497,0.21345196664333344,0.1916651725769043,0.22068053483963013
electromagnetic,0.263467937707901,0.41369104385375977,0.29317688941955566,0.22434814274311066,0.5543056130409241,0.39569902420043945,0.16735313832759857
force,0.16915984451770782,1.0000001192092896,0.2649233341217041,0.21681782603263855,0.19785821437835693,0.31401321291923523,0.1650998443365097
acts,0.24949195981025696,0.2649233341217041,0.9999998807907104,0.21470610797405243,0.15930216014385223,0.28586727380752563,0.07075770199298859
between,0.2462156116962433,0.21681782603263855,0.21470610797405243,0.9999999403953552,0.20817521214485168,0.18801458179950714,0.12887074053287506
electric,0.15451551973819733,0.19785821437835693,0.15930216014385223,0.20817521214485168,1.0000001192092896,0.3954406678676605,0.15674720704555511
charges,0.17791177332401276,0.31401321291923523,0.28586727380752563,0.18801458179950714,0.3954406678676605,0.9999999403953552,0.12376176565885544
",",0.3087472915649414,0.22091743350028992,0.2014220803976059,0.27714940905570984,0.22981849312782288,0.2242828607559204,0.31091248989105225
and,0.31309178471565247,0.24372100830078125,0.20423464477062225,0.40645647048950195,0.212884783744812,0.20962630212306976,0.20544172823429108
the,0.42745697498321533,0.2800885736942291,0.2568269371986389,0.39067012071609497,0.21345196664333344,0.1916651725769043,0.22068053483963013
gravitational,0.23380526900291443,0.43414562940597534,0.20843294262886047,0.22681473195552826,0.345887154340744,0.36723798513412476,0.17902444303035736
force,0.16915984451770782,1.0000001192092896,0.2649233341217041,0.21681782603263855,0.19785821437835693,0.31401321291923523,0.1650998443365097
acts,0.24949195981025696,0.2649233341217041,0.9999998807907104,0.21470610797405243,0.15930216014385223,0.28586727380752563,0.07075770199298859
between,0.2462156116962433,0.21681782603263855,0.21470610797405243,0.9999999403953552,0.20817521214485168,0.18801458179950714,0.12887074053287506
masses,0.2721436619758606,0.2493438869714737,0.3076822757720947,0.2781662940979004,0.1720137745141983,0.21418605744838715,0.13877703249454498
.,0.3567904531955719,0.2783275842666626,0.18246832489967346,0.30295518040657043,0.23612159490585327,0.2059066891670227,0.4130953550338745
