,how,would,the,geographical,societies,in,europe,support,certain,travelers,?
the,0.33890387415885925,0.4133751392364502,1.0,0.3164447844028473,0.2507815659046173,0.6662389636039734,0.34463706612586975,0.22984638810157776,0.392071396112442,0.28501126170158386,0.22068053483963013
royal,0.15183013677597046,0.17212003469467163,0.2997032403945923,0.2747493088245392,0.28786566853523254,0.22172321379184723,0.16570879518985748,0.17111116647720337,0.11748575419187546,0.18159642815589905,0.11453001946210861
geographical,0.19332247972488403,0.17746196687221527,0.3164447844028473,0.9999998807907104,0.3581407964229584,0.25889667868614197,0.1912609189748764,0.14682380855083466,0.2695799469947815,0.1603560596704483,0.1692802608013153
society,0.2293161153793335,0.16268430650234222,0.2789285480976105,0.3615582287311554,0.6826943159103394,0.21229879558086395,0.1687212437391281,0.1862543672323227,0.21344394981861115,0.23534731566905975,0.1373005360364914
of,0.2480744868516922,0.3353942930698395,0.733189046382904,0.3368765115737915,0.20256926119327545,0.5696388483047485,0.29299741983413696,0.2307697981595993,0.40204232931137085,0.22034111618995667,0.1826142966747284
london,0.1765858680009842,0.17698128521442413,0.27034124732017517,0.19881878793239594,0.2221541553735733,0.2785358726978302,0.31428247690200806,0.1590404212474823,0.11081208288669586,0.2413458228111267,0.11278104782104492
and,0.33647966384887695,0.34921059012413025,0.5171257257461548,0.2914482355117798,0.2787785232067108,0.4954058527946472,0.3463572859764099,0.25609129667282104,0.36360108852386475,0.31103000044822693,0.20544172823429108
other,0.3591516315937042,0.37565508484840393,0.44152235984802246,0.25584959983825684,0.308461457490921,0.39989137649536133,0.3185610771179199,0.28596946597099304,0.5099844932556152,0.2800755798816681,0.24682199954986572
geographical,0.19332247972488403,0.17746196687221527,0.3164447844028473,0.9999998807907104,0.3581407964229584,0.25889667868614197,0.1912609189748764,0.14682380855083466,0.2695799469947815,0.1603560596704483,0.1692802608013153
societies,0.22414134442806244,0.2652340829372406,0.2507815659046173,0.3581407964229584,1.0,0.18610723316669464,0.3303399085998535,0.2494775950908661,0.3092765510082245,0.31718823313713074,0.19051554799079895
in,0.2601168751716614,0.30461156368255615,0.6662389636039734,0.25889667868614197,0.18610723316669464,1.0,0.33061710000038147,0.17618270218372345,0.2942397892475128,0.20913590490818024,0.20430970191955566
europe,0.1606675088405609,0.21397703886032104,0.34463706612586975,0.1912609189748764,0.3303399085998535,0.33061710000038147,1.0000001192092896,0.17331133782863617,0.23009614646434784,0.31337690353393555,0.18278923630714417
had,0.2549138069152832,0.5436059832572937,0.3875846862792969,0.11863810569047928,0.21413688361644745,0.385026752948761,0.23722730576992035,0.2458699643611908,0.26025334000587463,0.2655216157436371,0.20728366076946259
great,0.20413632690906525,0.22342120110988617,0.2822027802467346,0.20591597259044647,0.17918436229228973,0.23348836600780487,0.21444036066532135,0.16551348567008972,0.2232285887002945,0.14043737947940826,0.13135133683681488
influence,0.2964659333229065,0.269414484500885,0.3039984107017517,0.2734006941318512,0.3037247359752655,0.26119694113731384,0.2826158404350281,0.27439653873443604,0.2945561408996582,0.25399842858314514,0.14200882613658905
and,0.33647966384887695,0.34921059012413025,0.5171257257461548,0.2914482355117798,0.2787785232067108,0.4954058527946472,0.3463572859764099,0.25609129667282104,0.36360108852386475,0.31103000044822693,0.20544172823429108
were,0.2082374095916748,0.37426912784576416,0.3906462490558624,0.14835225045681,0.26413601636886597,0.3815755248069763,0.2586973309516907,0.2020559310913086,0.2825849652290344,0.31033191084861755,0.17890112102031708
able,0.4865567088127136,0.5841130018234253,0.3435857892036438,0.12260530889034271,0.1819557547569275,0.23456627130508423,0.15329793095588684,0.3002937138080597,0.38940224051475525,0.22964386641979218,0.260649710893631
to,0.44169697165489197,0.5965728163719177,0.535392165184021,0.2409864366054535,0.22278375923633575,0.45010748505592346,0.24889446794986725,0.2742273211479187,0.4444960355758667,0.33417144417762756,0.29463258385658264
fund,0.14416824281215668,0.2142764776945114,0.25521403551101685,0.19122314453125,0.3069908022880554,0.2148904800415039,0.2276185005903244,0.23188872635364532,0.20288027822971344,0.20080359280109406,0.1883198469877243
travelers,0.2062942534685135,0.2546437978744507,0.28501126170158386,0.1603560596704483,0.31718823313713074,0.20913590490818024,0.31337690353393555,0.13076965510845184,0.2798108160495758,0.9999999403953552,0.12435371428728104
who,0.4070430099964142,0.3632977604866028,0.3733934462070465,0.11794956773519516,0.27067887783050537,0.2792111933231354,0.21583974361419678,0.21206305921077728,0.34873464703559875,0.30958291888237,0.26220351457595825
would,0.43239715695381165,1.0000001192092896,0.4133751392364502,0.17746196687221527,0.2652340829372406,0.30461156368255615,0.21397703886032104,0.37229225039482117,0.39805346727371216,0.2546437978744507,0.37178951501846313
come,0.3180863857269287,0.37367525696754456,0.36020293831825256,0.17812992632389069,0.16632844507694244,0.26272067427635193,0.19635984301567078,0.27071550488471985,0.3762948513031006,0.29885557293891907,0.22318024933338165
back,0.2557322680950165,0.3399042785167694,0.3612101674079895,0.1654537469148636,0.15114974975585938,0.25397348403930664,0.19557669758796692,0.23931875824928284,0.23673228919506073,0.19769972562789917,0.2397768795490265
with,0.3525622487068176,0.38372042775154114,0.4223487675189972,0.2340516895055771,0.16941717267036438,0.4080928862094879,0.27254554629325867,0.23764535784721375,0.3306539058685303,0.18696628510951996,0.2433311939239502
tales,0.18301594257354736,0.14939667284488678,0.20873859524726868,0.1556825190782547,0.1834532618522644,0.14851292967796326,0.1630573570728302,0.06948531419038773,0.14084835350513458,0.22092828154563904,0.20862066745758057
of,0.2480744868516922,0.3353942930698395,0.733189046382904,0.3368765115737915,0.20256926119327545,0.5696388483047485,0.29299741983413696,0.2307697981595993,0.40204232931137085,0.22034111618995667,0.1826142966747284
their,0.3316696584224701,0.4112042188644409,0.516537070274353,0.19633279740810394,0.2848716080188751,0.34976133704185486,0.24921712279319763,0.20667444169521332,0.4244195222854614,0.2983990013599396,0.1898253709077835
discoveries,0.2229158580303192,0.18064171075820923,0.296929270029068,0.2642501890659332,0.2740628719329834,0.3139881193637848,0.21231679618358612,0.10075683891773224,0.2523728907108307,0.20973585546016693,0.1343231350183487
.,0.3287222981452942,0.35067233443260193,0.5934505462646484,0.24650725722312927,0.21823182702064514,0.5591574311256409,0.31984585523605347,0.2751289904117584,0.2603873014450073,0.2169887125492096,0.4130953550338745
