,in,the,definition,based,off,the,mountain,range,",",which,region,would,the,desert,portions,of,north,los,angeles,county,be,included,in,?
another,0.3397690951824188,0.5019711852073669,0.2696106731891632,0.23041412234306335,0.2818971574306488,0.5019711852073669,0.20811021327972412,0.13703513145446777,0.3283841907978058,0.5561438798904419,0.1501876711845398,0.4498668909072876,0.5019711852073669,0.14882588386535645,0.2630835473537445,0.38147079944610596,0.19450132548809052,0.15074916183948517,0.16511251032352448,0.09119059145450592,0.42243969440460205,0.21617576479911804,0.3397690951824188,0.295511931180954
influence,0.26119694113731384,0.3039984107017517,0.22642239928245544,0.31212118268013,0.08112457394599915,0.3039984107017517,0.09013497829437256,0.1314067542552948,0.2585834860801697,0.2613868713378906,0.26972511410713196,0.269414484500885,0.3039984107017517,0.15349332988262177,0.2101152390241623,0.3608979284763336,0.12338877469301224,0.10908793658018112,0.11458505690097809,0.10091325640678406,0.2478046864271164,0.2806609570980072,0.26119694113731384,0.14200882613658905
is,0.5394441485404968,0.5823672413825989,0.29006320238113403,0.3248139023780823,0.20147104561328888,0.5823672413825989,0.24294321238994598,0.2467041313648224,0.4691906273365021,0.4457404911518097,0.3317503035068512,0.33626067638397217,0.5823672413825989,0.18520480394363403,0.28032422065734863,0.4854315221309662,0.2993389368057251,0.17008589208126068,0.1558004766702652,0.19461438059806824,0.4819129705429077,0.23363345861434937,0.5394441485404968,0.22961433231830597
the,0.6662389636039734,1.0,0.23176956176757812,0.29860720038414,0.2773582935333252,1.0,0.2931090295314789,0.2311336100101471,0.4933079481124878,0.6521818041801453,0.35020557045936584,0.4133751392364502,1.0,0.234701469540596,0.3820982575416565,0.733189046382904,0.36298373341560364,0.2502395510673523,0.24588194489479065,0.21715226769447327,0.4248143136501312,0.3825419843196869,0.6662389636039734,0.22068053483963013
geographical,0.25889667868614197,0.3164447844028473,0.32599353790283203,0.2806952893733978,0.09809283912181854,0.3164447844028473,0.24567152559757233,0.2751621603965759,0.2952534854412079,0.3198205530643463,0.36870047450065613,0.17746196687221527,0.3164447844028473,0.2779500186443329,0.2754846513271332,0.3368765115737915,0.2698197066783905,0.16810278594493866,0.16560478508472443,0.2609512507915497,0.17593532800674438,0.287539005279541,0.25889667868614197,0.1692802608013153
phrase,0.18596138060092926,0.25180333852767944,0.3055744469165802,0.07873541116714478,0.10902639478445053,0.25180333852767944,0.11203984916210175,0.053538039326667786,0.1876024752855301,0.3048909604549408,0.15223033726215363,0.1964423805475235,0.25180333852767944,0.09002314507961273,0.17318397760391235,0.17365479469299316,0.0824885368347168,0.07308340817689896,0.08553604781627655,0.1057637557387352,0.29714179039001465,0.16557465493679047,0.18596138060092926,0.32636284828186035
south,0.33642083406448364,0.3129390776157379,0.10560869425535202,0.13928288221359253,0.21598465740680695,0.3129390776157379,0.30153003334999084,0.24106867611408234,0.3256652057170868,0.24635352194309235,0.34154781699180603,0.14125289022922516,0.3129390776157379,0.2785605490207672,0.18965041637420654,0.33382371068000793,0.750363826751709,0.1859157234430313,0.1761409193277359,0.2906067371368408,0.17457978427410126,0.1663544923067093,0.33642083406448364,0.12336621433496475
of,0.5696388483047485,0.733189046382904,0.24912455677986145,0.3033197224140167,0.20023372769355774,0.733189046382904,0.22943821549415588,0.234999418258667,0.4946078956127167,0.5011631846427917,0.2852717339992523,0.3353942930698395,0.733189046382904,0.20448997616767883,0.29924145340919495,1.0,0.3604778051376343,0.17343297600746155,0.16643567383289337,0.2393190860748291,0.33904364705085754,0.4391688108444214,0.5696388483047485,0.1826142966747284
the,0.6662389636039734,1.0,0.23176956176757812,0.29860720038414,0.2773582935333252,1.0,0.2931090295314789,0.2311336100101471,0.4933079481124878,0.6521818041801453,0.35020557045936584,0.4133751392364502,1.0,0.234701469540596,0.3820982575416565,0.733189046382904,0.36298373341560364,0.2502395510673523,0.24588194489479065,0.21715226769447327,0.4248143136501312,0.3825419843196869,0.6662389636039734,0.22068053483963013
tehachapis,0.3072684407234192,0.35645079612731934,0.16152501106262207,0.21182461082935333,0.10662012547254562,0.35645079612731934,0.36816221475601196,0.22994859516620636,0.33637735247612,0.3361465334892273,0.38043251633644104,0.1539801061153412,0.35645079612731934,0.3689391613006592,0.307714581489563,0.31090888381004333,0.35302987694740295,0.34041422605514526,0.31911441683769226,0.3209154009819031,0.18857839703559875,0.19653545320034027,0.3072684407234192,0.19905073940753937
",",0.5201468467712402,0.4933079481124878,0.24771931767463684,0.27976205945014954,0.26180344820022583,0.4933079481124878,0.2732870280742645,0.2808356285095215,1.0000001192092896,0.3658004403114319,0.2119160145521164,0.32586824893951416,0.4933079481124878,0.21947160363197327,0.2710150480270386,0.4946078956127167,0.31834840774536133,0.242568701505661,0.23721925914287567,0.26861095428466797,0.39254459738731384,0.3679811954498291,0.5201468467712402,0.31091248989105225
which,0.4840516746044159,0.6521818041801453,0.31308257579803467,0.3473800718784332,0.3206881284713745,0.6521818041801453,0.21732185781002045,0.2962178587913513,0.3658004403114319,1.0,0.2328231930732727,0.3854503035545349,0.6521818041801453,0.18092185258865356,0.43121570348739624,0.5011631846427917,0.2384447455406189,0.15805238485336304,0.15751682221889496,0.1709478199481964,0.476310670375824,0.319993793964386,0.4840516746044159,0.25814583897590637
would,0.30461156368255615,0.4133751392364502,0.27377018332481384,0.22307464480400085,0.29857581853866577,0.4133751392364502,0.15125203132629395,0.2047356367111206,0.32586824893951416,0.3854503035545349,0.13512389361858368,1.0000001192092896,0.4133751392364502,0.159951850771904,0.26531288027763367,0.3353942930698395,0.1797465831041336,0.13336390256881714,0.15594425797462463,0.13327743113040924,0.5202695727348328,0.29065564274787903,0.30461156368255615,0.37178951501846313
split,0.24171817302703857,0.2967630624771118,0.16617444157600403,0.09730962663888931,0.2910804748535156,0.2967630624771118,0.10369458794593811,0.12841014564037323,0.26985031366348267,0.3304376006126404,0.15256890654563904,0.197265163064003,0.2967630624771118,0.19706222414970398,0.24306143820285797,0.2359420210123062,0.15704350173473358,0.1092367172241211,0.1077958196401596,0.12190231680870056,0.22925865650177002,0.19874295592308044,0.24171817302703857,0.16133880615234375
the,0.6662389636039734,1.0,0.23176956176757812,0.29860720038414,0.2773582935333252,1.0,0.2931090295314789,0.2311336100101471,0.4933079481124878,0.6521818041801453,0.35020557045936584,0.4133751392364502,1.0,0.234701469540596,0.3820982575416565,0.733189046382904,0.36298373341560364,0.2502395510673523,0.24588194489479065,0.21715226769447327,0.4248143136501312,0.3825419843196869,0.6662389636039734,0.22068053483963013
southern,0.3190481662750244,0.3282862603664398,0.1034817099571228,0.13627943396568298,0.1331864893436432,0.3282862603664398,0.2968273162841797,0.21163228154182434,0.2795628309249878,0.2648681700229645,0.35965695977211,0.1764519065618515,0.3282862603664398,0.2897672653198242,0.22842426598072052,0.31933003664016724,0.4752139151096344,0.18350043892860413,0.19405479729175568,0.2988206446170807,0.13618789613246918,0.15632697939872742,0.3190481662750244,0.11225555837154388
region,0.3524819314479828,0.35020557045936584,0.2000916302204132,0.18393836915493011,0.13726577162742615,0.35020557045936584,0.21147207915782928,0.19586867094039917,0.2119160145521164,0.2328231930732727,1.0,0.13512389361858368,0.35020557045936584,0.23793764412403107,0.20205968618392944,0.2852717339992523,0.3999730050563812,0.17227911949157715,0.14054590463638306,0.25755172967910767,0.18035776913166046,0.16145408153533936,0.3524819314479828,0.13441751897335052
off,0.25627145171165466,0.2773582935333252,0.1310255527496338,0.15027441084384918,1.0,0.2773582935333252,0.09077094495296478,0.1339428573846817,0.26180344820022583,0.3206881284713745,0.13726577162742615,0.29857581853866577,0.2773582935333252,0.17903463542461395,0.21746627986431122,0.20023372769355774,0.20367684960365295,0.16510452330112457,0.17414088547229767,0.07972793281078339,0.2326182723045349,0.1597944051027298,0.25627145171165466,0.12937544286251068
at,0.4374977946281433,0.457212895154953,0.1977916657924652,0.17453226447105408,0.25239914655685425,0.457212895154953,0.18531976640224457,0.2296077460050583,0.38314947485923767,0.3286694884300232,0.15165263414382935,0.3073931038379669,0.457212895154953,0.14469215273857117,0.15347209572792053,0.42558613419532776,0.2535056173801422,0.19191814959049225,0.19420960545539856,0.17917996644973755,0.30379733443260193,0.1921999305486679,0.4374977946281433,0.21978627145290375
the,0.6662389636039734,1.0,0.23176956176757812,0.29860720038414,0.2773582935333252,1.0,0.2931090295314789,0.2311336100101471,0.4933079481124878,0.6521818041801453,0.35020557045936584,0.4133751392364502,1.0,0.234701469540596,0.3820982575416565,0.733189046382904,0.36298373341560364,0.2502395510673523,0.24588194489479065,0.21715226769447327,0.4248143136501312,0.3825419843196869,0.6662389636039734,0.22068053483963013
crest,0.20531931519508362,0.28152716159820557,0.1591738909482956,0.1160740852355957,0.1478985995054245,0.28152716159820557,0.22337216138839722,0.3041382133960724,0.2525710463523865,0.2699183523654938,0.1930265575647354,0.1353842169046402,0.28152716159820557,0.20426012575626373,0.24463742971420288,0.20138856768608093,0.20871971547603607,0.17720913887023926,0.18081937730312347,0.18653604388237,0.1492205262184143,0.11233512312173843,0.20531931519508362,0.123114213347435
of,0.5696388483047485,0.733189046382904,0.24912455677986145,0.3033197224140167,0.20023372769355774,0.733189046382904,0.22943821549415588,0.234999418258667,0.4946078956127167,0.5011631846427917,0.2852717339992523,0.3353942930698395,0.733189046382904,0.20448997616767883,0.29924145340919495,1.0,0.3604778051376343,0.17343297600746155,0.16643567383289337,0.2393190860748291,0.33904364705085754,0.4391688108444214,0.5696388483047485,0.1826142966747284
that,0.435920387506485,0.5473989248275757,0.36495500802993774,0.31403544545173645,0.26251673698425293,0.5473989248275757,0.1599971055984497,0.2156076580286026,0.4137537479400635,0.6894589066505432,0.20183102786540985,0.5895259380340576,0.5473989248275757,0.2306823581457138,0.32984933257102966,0.41498205065727234,0.17482423782348633,0.18935614824295044,0.1830451935529709,0.16055446863174438,0.6036020517349243,0.2736181616783142,0.435920387506485,0.32716336846351624
transverse,0.24949908256530762,0.36831769347190857,0.29256027936935425,0.18743114173412323,0.2596918046474457,0.36831769347190857,0.26816362142562866,0.3679424524307251,0.22260046005249023,0.3995085656642914,0.16607114672660828,0.24419713020324707,0.36831769347190857,0.27402210235595703,0.3241894245147705,0.29355093836784363,0.23600347340106964,0.22762559354305267,0.23639045655727386,0.15761923789978027,0.26704639196395874,0.17305053770542145,0.24949908256530762,0.09685013443231583
range,0.2084861844778061,0.2311336100101471,0.21699677407741547,0.16538888216018677,0.1339428573846817,0.2311336100101471,0.4362896680831909,1.0,0.2808356285095215,0.2962178587913513,0.19586867094039917,0.2047356367111206,0.2311336100101471,0.23804129660129547,0.33181288838386536,0.234999418258667,0.22437821328639984,0.1689174920320511,0.15236379206180573,0.14632950723171234,0.23725727200508118,0.23844625055789948,0.2084861844778061,0.1204894632101059
",",0.5201468467712402,0.4933079481124878,0.24771931767463684,0.27976205945014954,0.26180344820022583,0.4933079481124878,0.2732870280742645,0.2808356285095215,1.0000001192092896,0.3658004403114319,0.2119160145521164,0.32586824893951416,0.4933079481124878,0.21947160363197327,0.2710150480270386,0.4946078956127167,0.31834840774536133,0.242568701505661,0.23721925914287567,0.26861095428466797,0.39254459738731384,0.3679811954498291,0.5201468467712402,0.31091248989105225
but,0.48674455285072327,0.4859698414802551,0.33803465962409973,0.25210651755332947,0.32507336139678955,0.4859698414802551,0.1898190677165985,0.20117522776126862,0.48126736283302307,0.55336993932724,0.2037508189678192,0.5366146564483643,0.4859698414802551,0.20256565511226654,0.30430111289024353,0.39942997694015503,0.19513697922229767,0.16402973234653473,0.1718592345714569,0.19502684473991394,0.5764366984367371,0.2954445481300354,0.48674455285072327,0.27921953797340393
in,1.0,0.6662389636039734,0.20306213200092316,0.3070422410964966,0.25627145171165466,0.6662389636039734,0.2510811388492584,0.2084861844778061,0.5201468467712402,0.4840516746044159,0.3524819314479828,0.30461156368255615,0.6662389636039734,0.24549730122089386,0.28234022855758667,0.5696388483047485,0.39050599932670593,0.2795681953430176,0.23927895724773407,0.31363439559936523,0.3481820821762085,0.32433560490608215,1.0,0.20430970191955566
that,0.435920387506485,0.5473989248275757,0.36495500802993774,0.31403544545173645,0.26251673698425293,0.5473989248275757,0.1599971055984497,0.2156076580286026,0.4137537479400635,0.6894589066505432,0.20183102786540985,0.5895259380340576,0.5473989248275757,0.2306823581457138,0.32984933257102966,0.41498205065727234,0.17482423782348633,0.18935614824295044,0.1830451935529709,0.16055446863174438,0.6036020517349243,0.2736181616783142,0.435920387506485,0.32716336846351624
definition,0.20306213200092316,0.23176956176757812,1.0,0.23220595717430115,0.1310255527496338,0.23176956176757812,0.08503174036741257,0.21699677407741547,0.24771931767463684,0.31308257579803467,0.2000916302204132,0.27377018332481384,0.23176956176757812,0.1323344111442566,0.2194780558347702,0.24912455677986145,0.12888319790363312,0.11161080747842789,0.10440211743116379,0.12832564115524292,0.333861380815506,0.265455424785614,0.20306213200092316,0.2796523869037628
",",0.5201468467712402,0.4933079481124878,0.24771931767463684,0.27976205945014954,0.26180344820022583,0.4933079481124878,0.2732870280742645,0.2808356285095215,1.0000001192092896,0.3658004403114319,0.2119160145521164,0.32586824893951416,0.4933079481124878,0.21947160363197327,0.2710150480270386,0.4946078956127167,0.31834840774536133,0.242568701505661,0.23721925914287567,0.26861095428466797,0.39254459738731384,0.3679811954498291,0.5201468467712402,0.31091248989105225
the,0.6662389636039734,1.0,0.23176956176757812,0.29860720038414,0.2773582935333252,1.0,0.2931090295314789,0.2311336100101471,0.4933079481124878,0.6521818041801453,0.35020557045936584,0.4133751392364502,1.0,0.234701469540596,0.3820982575416565,0.733189046382904,0.36298373341560364,0.2502395510673523,0.24588194489479065,0.21715226769447327,0.4248143136501312,0.3825419843196869,0.6662389636039734,0.22068053483963013
