,how,high,are,victoria,'s,alpine,regions,?
victoria,0.09004101157188416,0.15053294599056244,0.16939106583595276,1.0,0.06206126511096954,0.2514338195323944,0.13794615864753723,0.12246892601251602
contains,0.2188502848148346,0.1336534321308136,0.4062691628932953,0.08453623205423355,-0.07157284766435623,0.09313478320837021,0.2382749766111374,0.15215006470680237
many,0.4425291419029236,0.27441489696502686,0.5655534863471985,0.1926158368587494,0.01698932610452175,0.16649813950061798,0.2500225305557251,0.2124512493610382
topographically,0.2047366350889206,0.1912434697151184,0.3095370829105377,0.13183335959911346,-0.023074356839060783,0.2943214774131775,0.3713950216770172,0.09831319004297256
",",0.22659391164779663,0.27938312292099,0.4062570035457611,0.2279360294342041,-0.0016132977325469255,0.23049885034561157,0.26776278018951416,0.31091248989105225
geologically,0.27247652411460876,0.14260195195674896,0.33778682351112366,0.113567054271698,-0.014265668578445911,0.2695242166519165,0.34003743529319763,0.15477964282035828
and,0.33647966384887695,0.2911888659000397,0.48576638102531433,0.24507255852222443,0.06895173341035843,0.1990346759557724,0.30318012833595276,0.20544172823429108
climatically,0.3370712995529175,0.21651402115821838,0.3506260812282562,0.07670125365257263,-0.023606643080711365,0.30927011370658875,0.32197317481040955,0.18256035447120667
diverse,0.2053692787885666,0.16581587493419647,0.30672088265419006,0.14162157475948334,0.027039075270295143,0.23644903302192688,0.2445889264345169,0.07389035075902939
areas,0.2255835086107254,0.261473685503006,0.4082777500152588,0.19170348346233368,0.03540606424212456,0.2535487711429596,0.5606828927993774,0.1273590475320816
",",0.22659391164779663,0.27938312292099,0.4062570035457611,0.2279360294342041,-0.0016132977325469255,0.23049885034561157,0.26776278018951416,0.31091248989105225
ranging,0.1890265941619873,0.19749565422534943,0.36676883697509766,0.21128660440444946,0.10973159968852997,0.17859302461147308,0.23057930171489716,0.09338733553886414
from,0.22939439117908478,0.193696990609169,0.2674213647842407,0.19426235556602478,-0.01936490088701248,0.17628835141658783,0.22523097693920135,0.19969791173934937
the,0.33890387415885925,0.28034812211990356,0.40399202704429626,0.2204313427209854,-0.01540423184633255,0.25914666056632996,0.36158451437950134,0.22068053483963013
wet,0.18842679262161255,0.2231937199831009,0.21934591233730316,0.19139112532138824,0.11571671813726425,0.29687830805778503,0.1970573365688324,0.1574249267578125
",",0.22659391164779663,0.27938312292099,0.4062570035457611,0.2279360294342041,-0.0016132977325469255,0.23049885034561157,0.26776278018951416,0.31091248989105225
