,who,were,the,astronauts,aboard,the,apollo,11,mission,?
the,0.3733934462070465,0.3906462490558624,1.0,0.197182759642601,0.2512768507003784,1.0,0.2169172167778015,-0.0219515822827816,0.22673439979553223,0.22068053483963013
g,0.11975494027137756,0.127641499042511,0.17829053103923798,0.14516399800777435,0.11814974248409271,0.17829053103923798,0.10823342949151993,-0.03489542379975319,0.10140980035066605,0.213205024600029
mission,0.23207825422286987,0.16210246086120605,0.22673439979553223,0.4084945619106293,0.37474316358566284,0.22673439979553223,0.4094500243663788,-0.015701087191700935,1.0,0.19506393373012543
was,0.3318818509578705,0.590133786201477,0.48711544275283813,0.2057761251926422,0.1957647204399109,0.48711544275283813,0.2306441366672516,0.08354385942220688,0.20951420068740845,0.18412111699581146
achieved,0.17179545760154724,0.21083861589431763,0.2821090817451477,0.062366291880607605,0.07313256710767746,0.2821090817451477,0.0819864273071289,-0.0036209041718393564,0.1363924741744995,0.17008265852928162
on,0.2340552806854248,0.2774328887462616,0.5107308030128479,0.2219601273536682,0.32307353615760803,0.5107308030128479,0.16069947183132172,0.006688752211630344,0.21317659318447113,0.2714994251728058
apollo,0.19149452447891235,0.183358833193779,0.2169172167778015,0.5551470518112183,0.3399275839328766,0.2169172167778015,0.9999999403953552,0.07242078334093094,0.4094500243663788,0.191528782248497
11,0.11859084665775299,0.10968247801065445,-0.0219515822827816,0.08647549152374268,0.0251801498234272,-0.0219515822827816,0.07242078334093094,1.0000001192092896,-0.015701087191700935,-0.04295448586344719
in,0.2792111933231354,0.3815755248069763,0.6662389636039734,0.1392838954925537,0.24575017392635345,0.6662389636039734,0.1461767554283142,0.03469983860850334,0.2224319875240326,0.20430970191955566
july,0.2606464624404907,0.17693200707435608,0.2371699959039688,0.17360630631446838,0.2322220504283905,0.2371699959039688,0.1807384490966797,-0.014140273444354534,0.21290042996406555,0.2897891402244568
1969,0.306978702545166,0.22781121730804443,0.22767919301986694,0.21607628464698792,0.25800493359565735,0.22767919301986694,0.2411709427833557,0.10584932565689087,0.11890547722578049,0.19860808551311493
by,0.39727845788002014,0.4406847059726715,0.4408751428127289,0.191448375582695,0.15128397941589355,0.4408751428127289,0.1803566962480545,0.06314127892255783,0.18301942944526672,0.17966607213020325
an,0.2848317325115204,0.08893381804227829,0.4207492768764496,0.22487926483154297,0.1607244461774826,0.4207492768764496,0.1602039784193039,0.012114142999053001,0.1624951809644699,0.19793890416622162
all-gemini,0.2064991295337677,0.18368758261203766,0.29656821489334106,0.4120453894138336,0.27035218477249146,0.29656821489334106,0.47561341524124146,-0.08144649863243103,0.33000630140304565,0.22556477785110474
veteran,0.3301067650318146,0.24312318861484528,0.2511998414993286,0.20568668842315674,0.18570195138454437,0.2511998414993286,0.1382715404033661,0.06175030767917633,0.16379188001155853,0.15891358256340027
crew,0.28323259949684143,0.2108691781759262,0.25329816341400146,0.44052642583847046,0.5922715663909912,0.25329816341400146,0.36530131101608276,0.07491941004991531,0.30851319432258606,0.16586194932460785
consisting,0.12026083469390869,0.3004372715950012,0.33371514081954956,0.07070925086736679,0.16140732169151306,0.33371514081954956,0.10396692901849747,-0.02577650174498558,0.14342045783996582,0.006223649252206087
of,0.2827862501144409,0.34038281440734863,0.733189046382904,0.16999632120132446,0.20117849111557007,0.733189046382904,0.1786269098520279,-0.022359032183885574,0.20170781016349792,0.1826142966747284
neil,0.2574825882911682,0.13583356142044067,0.15498113632202148,0.34027099609375,0.1891712248325348,0.15498113632202148,0.32796618342399597,0.11646346002817154,0.2289099395275116,0.08238664269447327
armstrong,0.2220722734928131,0.15757153928279877,0.21708513796329498,0.43597543239593506,0.262678861618042,0.21708513796329498,0.344567209482193,0.07236919552087784,0.279965877532959,0.16033582389354706
",",0.3365725874900818,0.36755475401878357,0.4933079481124878,0.23683924973011017,0.2627027928829193,0.4933079481124878,0.19808128476142883,0.049171943217515945,0.21226151287555695,0.31091248989105225
michael,0.24782328307628632,0.15896406769752502,0.21768254041671753,0.17611750960350037,0.11922035366296768,0.21768254041671753,0.1487586796283722,0.01566711999475956,0.12520034611225128,0.0667748749256134
collins,0.24999208748340607,0.16607652604579926,0.21934294700622559,0.3071278929710388,0.23269562423229218,0.21934294700622559,0.25414592027664185,0.06386897712945938,0.23411892354488373,0.17714232206344604
and,0.41279885172843933,0.42175528407096863,0.5171257257461548,0.20313000679016113,0.2249877154827118,0.5171257257461548,0.15251155197620392,0.052219830453395844,0.16932862997055054,0.20544172823429108
buzz,0.23949676752090454,0.12809674441814423,0.2135532945394516,0.39502081274986267,0.31471318006515503,0.2135532945394516,0.35917577147483826,0.18191097676753998,0.29156434535980225,0.16664914786815643
aldrin,0.2575826048851013,0.19166772067546844,0.23186081647872925,0.42679616808891296,0.3308865427970886,0.23186081647872925,0.4754999577999115,0.1870114803314209,0.2908926010131836,0.12833799421787262
.,0.3541337847709656,0.3378238379955292,0.5934505462646484,0.23320762813091278,0.2321626842021942,0.5934505462646484,0.22384987771511078,0.020607711747288704,0.2227463275194168,0.4130953550338745
