,juvenile,platyctenids,act,like,what,?
in,0.20077736675739288,0.2267540991306305,0.22050046920776367,0.31010183691978455,0.30808621644973755,0.20430970191955566
some,0.25311779975891113,0.37333017587661743,0.24703167378902435,0.6206092238426208,0.4491020441055298,0.2562315762042999
groups,0.2191459834575653,0.31460270285606384,0.20332837104797363,0.2586608827114105,0.23137421905994415,0.14349548518657684
",",0.19538520276546478,0.2663584351539612,0.1787904053926468,0.4085598886013031,0.3087472915649414,0.31091248989105225
such,0.12638691067695618,0.2631862163543701,0.2392725646495819,0.5378953218460083,0.23989605903625488,0.17851735651493073
as,0.12766706943511963,0.19725194573402405,0.2497578263282776,0.4175155460834503,0.31749409437179565,0.27043893933296204
the,0.223813995718956,0.2612636685371399,0.28682878613471985,0.32912567257881165,0.42745697498321533,0.22068053483963013
flat,0.13312117755413055,0.34374380111694336,0.06435972452163696,0.37014859914779663,0.18158896267414093,0.10332070291042328
",",0.19538520276546478,0.2663584351539612,0.1787904053926468,0.4085598886013031,0.3087472915649414,0.31091248989105225
bottom-dwelling,0.27081573009490967,0.5137273669242859,0.18041487038135529,0.36365747451782227,0.2786121964454651,0.27381062507629395
platyctenids,0.38060182332992554,1.0,0.14835070073604584,0.34655433893203735,0.20016786456108093,0.1917940229177475
",",0.19538520276546478,0.2663584351539612,0.1787904053926468,0.4085598886013031,0.3087472915649414,0.31091248989105225
the,0.223813995718956,0.2612636685371399,0.28682878613471985,0.32912567257881165,0.42745697498321533,0.22068053483963013
juveniles,0.9334461688995361,0.457389771938324,0.13551181554794312,0.20883025228977203,0.23870603740215302,0.20202435553073883
behave,0.16967841982841492,0.2609427869319916,0.34695202112197876,0.44566693902015686,0.4286395013332367,0.25641992688179016
more,0.2015705704689026,0.2603857219219208,0.14653106033802032,0.4001360535621643,0.3484537899494171,0.27894994616508484
like,0.15346072614192963,0.34655433893203735,0.23918594419956207,1.0000001192092896,0.4320242702960968,0.3268813192844391
true,0.17468445003032684,0.302386611700058,0.1231156513094902,0.28558337688446045,0.34890216588974,0.22515304386615753
larvae,0.3381502628326416,0.5613868236541748,0.1349877417087555,0.2419043928384781,0.186910018324852,0.18174287676811218
",",0.19538520276546478,0.2663584351539612,0.1787904053926468,0.4085598886013031,0.3087472915649414,0.31091248989105225
as,0.12766706943511963,0.19725194573402405,0.2497578263282776,0.4175155460834503,0.31749409437179565,0.27043893933296204
they,0.2747831642627716,0.3928740918636322,0.27907612919807434,0.4550771117210388,0.4431931674480438,0.2753053903579712
live,0.19079998135566711,0.31423863768577576,0.12313003838062286,0.270088791847229,0.20532001554965973,0.19481121003627777
among,0.16996629536151886,0.2726990878582001,0.15144291520118713,0.25186553597450256,0.21154822409152985,0.14343059062957764
the,0.223813995718956,0.2612636685371399,0.28682878613471985,0.32912567257881165,0.42745697498321533,0.22068053483963013
plankton,0.29530802369117737,0.5059646368026733,0.19952355325222015,0.20824368298053741,0.2500351071357727,0.19155742228031158
and,0.21379156410694122,0.26407063007354736,0.2776535749435425,0.46997135877609253,0.31309178471565247,0.20544172823429108
thus,0.16105146706104279,0.24316436052322388,0.2573254108428955,0.26816290616989136,0.30745524168014526,0.18769288063049316
